,SPR US Equity
2022-07-20,6.613
2022-07-21,6.613
2022-07-22,6.613
2022-07-23,6.613
2022-07-24,6.613
2022-07-25,6.613
2022-07-26,6.613
2022-07-27,6.613
2022-07-28,6.613
2022-07-29,6.613
2022-07-30,6.613
2022-07-31,6.613
2022-08-01,6.613
2022-08-02,6.613
2022-08-03,6.185
2022-08-04,5.753
2022-08-05,4.987
2022-08-06,4.987
2022-08-07,4.987
2022-08-08,4.987
2022-08-09,4.987
2022-08-10,4.84
2022-08-11,4.84
2022-08-12,4.84
2022-08-13,4.84
2022-08-14,4.84
2022-08-15,4.84
2022-08-16,4.84
2022-08-17,4.84
2022-08-18,4.84
2022-08-19,4.84
2022-08-20,4.84
2022-08-21,4.84
2022-08-22,4.84
2022-08-23,4.84
2022-08-24,4.84
2022-08-25,4.84
2022-08-26,4.84
2022-08-27,4.84
2022-08-28,4.84
2022-08-29,4.84
2022-08-30,4.84
2022-08-31,4.84
2022-09-01,4.84
2022-09-02,4.84
2022-09-03,4.84
2022-09-04,4.84
2022-09-05,4.84
2022-09-06,4.84
2022-09-07,4.84
2022-09-08,4.84
2022-09-09,4.84
2022-09-10,4.84
2022-09-11,4.84
2022-09-12,4.84
2022-09-13,4.84
2022-09-14,4.84
2022-09-15,4.84
2022-09-16,4.84
2022-09-17,4.84
2022-09-18,4.84
2022-09-19,4.84
2022-09-20,4.84
2022-09-21,4.84
2022-09-22,4.84
2022-09-23,4.84
2022-09-24,4.84
2022-09-25,4.84
2022-09-26,4.84
2022-09-27,4.84
2022-09-28,4.84
2022-09-29,4.84
2022-09-30,4.84
2022-10-01,4.84
2022-10-02,4.84
2022-10-03,4.84
2022-10-04,4.84
2022-10-05,4.84
2022-10-06,4.84
2022-10-07,4.84
2022-10-08,4.84
2022-10-09,4.84
2022-10-10,4.408
2022-10-11,4.408
2022-10-12,4.408
2022-10-13,4.408
2022-10-14,4.408
2022-10-15,4.408
2022-10-16,4.408
2022-10-17,4.408
2022-10-18,4.408
2022-10-19,4.408
2022-10-20,4.408
2022-10-21,4.408
2022-10-22,4.408
2022-10-23,4.408
2022-10-24,4.408
2022-10-25,4.408
2022-10-26,4.408
2022-10-27,4.408
2022-10-28,4.408
2022-10-29,4.408
2022-10-30,4.408
2022-10-31,4.408
2022-11-01,4.408
2022-11-02,4.408
2022-11-03,4.694
2022-11-04,4.456
2022-11-05,4.456
2022-11-06,4.478
2022-11-07,4.478
2022-11-08,4.478
2022-11-09,4.082
2022-11-10,4.082
2022-11-11,4.082
2022-11-12,4.082
2022-11-13,4.082
2022-11-14,3.882
2022-11-15,3.882
2022-11-16,3.882
2022-11-17,3.882
2022-11-18,3.882
2022-11-19,3.882
2022-11-20,3.882
2022-11-21,3.882
2022-11-22,3.882
2022-11-23,3.882
2022-11-24,3.882
2022-11-25,3.882
2022-11-26,3.882
2022-11-27,3.882
2022-11-28,3.882
2022-11-29,3.882
2022-11-30,3.882
2022-12-01,3.882
2022-12-02,3.882
2022-12-03,3.882
2022-12-04,3.882
2022-12-05,3.882
2022-12-06,3.882
2022-12-07,3.882
2022-12-08,3.882
2022-12-09,3.882
2022-12-10,3.882
2022-12-11,3.882
2022-12-12,3.882
2022-12-13,3.882
2022-12-14,3.838
2022-12-15,3.838
2022-12-16,3.838
2022-12-17,3.838
2022-12-18,3.838
2022-12-19,3.838
2022-12-20,3.838
2022-12-21,3.838
2022-12-22,3.838
2022-12-23,3.838
2022-12-24,3.838
2022-12-25,3.838
2022-12-26,3.838
2022-12-27,3.838
2022-12-28,3.838
2022-12-29,3.838
2022-12-30,3.838
2022-12-31,3.838
2023-01-01,3.838
2023-01-02,3.838
2023-01-03,3.838
2023-01-04,3.773
2023-01-05,3.773
2023-01-06,3.773
2023-01-07,3.773
2023-01-08,3.773
2023-01-09,3.773
2023-01-10,3.773
2023-01-11,3.773
2023-01-12,3.773
2023-01-13,3.773
2023-01-14,3.773
2023-01-15,3.773
2023-01-16,3.776
2023-01-17,3.776
2023-01-18,3.776
2023-01-19,3.776
2023-01-20,3.776
2023-01-21,3.776
2023-01-22,3.776
2023-01-23,3.776
2023-01-24,3.776
2023-01-25,3.776
2023-01-26,3.776
2023-01-27,3.776
2023-01-28,3.776
2023-01-29,3.776
2023-01-30,3.776
2023-01-31,3.776
2023-02-01,3.776
2023-02-02,3.776
2023-02-03,3.776
2023-02-04,3.776
2023-02-05,3.776
2023-02-06,3.776
2023-02-07,4.278
2023-02-08,4.169
2023-02-09,4.169
2023-02-10,4.169
2023-02-11,4.169
2023-02-12,4.183
2023-02-13,4.183
2023-02-14,4.183
2023-02-15,4.183
2023-02-16,4.183
2023-02-17,4.183
2023-02-18,4.183
2023-02-19,4.183
2023-02-20,4.183
2023-02-21,4.183
2023-02-22,4.183
2023-02-23,4.183
2023-02-24,4.183
2023-02-25,4.183
2023-02-26,4.183
2023-02-27,4.183
2023-02-28,4.131
2023-03-01,4.131
2023-03-02,4.131
2023-03-03,4.131
2023-03-04,4.131
2023-03-05,4.131
2023-03-06,4.131
2023-03-07,4.131
2023-03-08,4.131
2023-03-09,4.131
2023-03-10,4.131
2023-03-11,4.131
2023-03-12,4.131
2023-03-13,4.131
2023-03-14,4.131
2023-03-15,4.131
2023-03-16,4.131
2023-03-17,4.131
2023-03-18,4.131
2023-03-19,4.131
2023-03-20,4.131
2023-03-21,4.131
2023-03-22,4.131
2023-03-23,4.131
2023-03-24,4.131
2023-03-25,4.131
2023-03-26,4.131
2023-03-27,4.131
2023-03-28,4.131
2023-03-29,3.852
2023-03-30,3.852
2023-03-31,3.852
2023-04-01,3.852
2023-04-02,3.852
2023-04-03,3.852
2023-04-04,3.852
2023-04-05,3.852
2023-04-06,3.852
2023-04-07,3.852
2023-04-08,3.852
2023-04-09,3.853
2023-04-10,3.849
2023-04-11,3.85
2023-04-12,3.85
2023-04-13,3.85
2023-04-14,3.85
2023-04-15,3.85
2023-04-16,3.85
2023-04-17,3.85
2023-04-18,3.85
2023-04-19,3.822
2023-04-20,3.822
2023-04-21,3.822
2023-04-22,3.822
2023-04-23,3.822
2023-04-24,3.822
2023-04-25,3.822
2023-04-26,3.822
2023-04-27,3.822
2023-04-28,3.822
2023-04-29,3.822
2023-04-30,3.822
2023-05-01,3.822
2023-05-02,3.822
2023-05-03,3.614
2023-05-04,3.598
2023-05-05,3.598
2023-05-06,3.598
2023-05-07,3.608
2023-05-08,3.598
2023-05-09,3.598
2023-05-10,3.598
2023-05-11,3.598
2023-05-12,3.598
2023-05-13,3.598
2023-05-14,3.598
2023-05-15,3.598
2023-05-16,3.598
2023-05-17,3.598
2023-05-18,3.608
2023-05-19,3.608
2023-05-20,3.608
2023-05-21,3.608
2023-05-22,3.608
2023-05-23,3.608
2023-05-24,3.608
2023-05-25,3.608
2023-05-26,3.608
2023-05-27,3.608
2023-05-28,3.608
2023-05-29,3.608
2023-05-30,3.608
2023-05-31,3.367
2023-06-01,3.355
2023-06-02,3.355
2023-06-03,3.355
2023-06-04,3.355
2023-06-05,3.355
2023-06-06,3.355
2023-06-07,3.355
2023-06-08,3.355
2023-06-09,3.355
2023-06-10,3.355
2023-06-11,3.355
2023-06-12,3.355
2023-06-13,3.355
2023-06-14,3.355
2023-06-15,3.355
2023-06-16,3.355
2023-06-17,3.355
2023-06-18,3.355
2023-06-19,3.355
2023-06-20,3.355
2023-06-21,3.355
2023-06-22,3.355
2023-06-23,3.355
2023-06-24,3.355
2023-06-25,3.355
2023-06-26,3.355
2023-06-27,3.355
2023-06-28,3.355
2023-06-29,3.355
2023-06-30,3.355
2023-07-01,3.355
2023-07-02,3.355
2023-07-03,3.355
2023-07-04,3.355
2023-07-05,3.355
2023-07-06,3.355
2023-07-07,3.355
2023-07-08,3.356
2023-07-09,3.356
2023-07-10,3.356
2023-07-11,3.356
2023-07-12,3.31
2023-07-13,3.31
2023-07-14,3.31
2023-07-15,3.31
2023-07-16,3.31
2023-07-17,3.31
2023-07-18,3.31
2023-07-19,3.31
2023-07-20,3.31
2023-07-21,3.31
2023-07-22,3.31
2023-07-23,3.31
2023-07-24,3.31
2023-07-25,3.31
2023-07-26,3.31
2023-07-27,3.31
2023-07-28,3.31
2023-07-29,3.31
2023-07-30,3.31
2023-07-31,3.31
2023-08-01,3.31
2023-08-02,2.851
2023-08-03,2.605
2023-08-04,2.605
2023-08-05,2.605
2023-08-06,2.612
2023-08-07,2.612
2023-08-08,2.612
2023-08-09,2.612
2023-08-10,2.612
2023-08-11,2.612
2023-08-12,2.612
2023-08-13,2.612
2023-08-14,2.612
2023-08-15,2.612
2023-08-16,2.612
2023-08-17,2.612
2023-08-18,2.612
2023-08-19,2.612
2023-08-20,2.612
2023-08-21,2.612
2023-08-22,2.612
2023-08-23,2.612
2023-08-24,2.612
2023-08-25,2.612
2023-08-26,2.612
2023-08-27,2.612
2023-08-28,2.612
2023-08-29,2.612
2023-08-30,2.612
2023-08-31,2.612
2023-09-01,2.489
2023-09-02,2.489
2023-09-03,2.489
2023-09-04,2.489
2023-09-05,2.489
2023-09-06,2.489
2023-09-07,2.489
2023-09-08,2.489
2023-09-09,2.489
2023-09-10,2.489
2023-09-11,2.489
2023-09-12,2.489
2023-09-13,2.489
2023-09-14,2.489
2023-09-15,2.489
2023-09-16,2.489
2023-09-17,2.462
2023-09-18,2.43
2023-09-19,2.43
2023-09-20,2.43
2023-09-21,2.43
2023-09-22,2.43
2023-09-23,2.43
2023-09-24,2.43
2023-09-25,2.43
2023-09-26,2.43
2023-09-27,2.38
2023-09-28,2.38
2023-09-29,2.38
2023-09-30,2.38
2023-10-01,2.38
2023-10-02,2.316
2023-10-03,2.316
2023-10-04,2.228
2023-10-05,2.228
2023-10-06,2.228
2023-10-07,2.228
2023-10-08,2.228
2023-10-09,2.191
2023-10-10,2.158
2023-10-11,2.212
2023-10-12,2.212
2023-10-13,2.212
2023-10-14,2.212
2023-10-15,2.212
2023-10-16,2.212
2023-10-17,2.212
2023-10-18,2.229
2023-10-19,2.275
2023-10-20,2.275
2023-10-21,2.275
2023-10-22,2.282
2023-10-23,2.282
2023-10-24,2.282
2023-10-25,2.282
2023-10-26,2.282
2023-10-27,2.282
2023-10-28,2.282
2023-10-29,2.282
2023-10-30,2.348
2023-10-31,2.348
2023-11-01,2.346
2023-11-02,2.367
2023-11-03,2.367
2023-11-04,2.367
2023-11-05,2.393
2023-11-06,2.393
2023-11-07,2.393
2023-11-08,2.378
2023-11-09,2.293
2023-11-10,2.222
2023-11-11,2.222
2023-11-12,2.222
2023-11-13,2.222
2023-11-14,2.222
2023-11-15,2.215
2023-11-16,2.215
2023-11-17,2.215
2023-11-18,2.186
2023-11-19,2.186
2023-11-20,2.186
2023-11-21,2.186
2023-11-22,2.186
2023-11-23,2.186
2023-11-24,2.211
2023-11-25,2.211
2023-11-26,2.211
2023-11-27,2.211
2023-11-28,2.211
2023-11-29,2.211
2023-11-30,2.227
2023-12-01,2.227
2023-12-02,2.227
2023-12-03,2.227
2023-12-04,2.227
2023-12-05,2.227
2023-12-06,2.198
2023-12-07,2.198
2023-12-08,2.198
2023-12-09,2.198
2023-12-10,2.198
2023-12-11,2.198
2023-12-12,2.198
2023-12-13,2.241
2023-12-14,2.241
2023-12-15,2.241
2023-12-16,2.241
2023-12-17,2.241
2023-12-18,2.241
2023-12-19,2.241
2023-12-20,2.213
2023-12-21,2.213
2023-12-22,2.213
2023-12-23,2.213
2023-12-24,2.213
2023-12-25,2.213
2023-12-26,2.213
2023-12-27,2.213
2023-12-28,2.213
2023-12-29,2.213
2023-12-30,2.213
2023-12-31,2.213
2024-01-01,2.213
2024-01-02,2.213
2024-01-03,2.225
2024-01-04,2.221
2024-01-05,2.188
2024-01-06,2.188
2024-01-07,2.243
2024-01-08,2.243
2024-01-09,2.191
2024-01-10,2.191
2024-01-11,2.204
2024-01-12,2.204
2024-01-13,2.204
2024-01-14,2.204
2024-01-15,2.204
2024-01-16,2.187
2024-01-17,2.187
2024-01-18,2.174
2024-01-19,2.174
2024-01-20,2.174
2024-01-21,2.172
2024-01-22,2.172
2024-01-23,2.172
2024-01-24,2.172
2024-01-25,2.172
2024-01-26,2.172
2024-01-27,2.172
2024-01-28,2.172
2024-01-29,2.172
2024-01-30,2.172
2024-01-31,2.172
2024-02-01,2.172
2024-02-02,2.172
2024-02-03,2.172
2024-02-04,2.172
2024-02-05,2.161
2024-02-06,2.153
2024-02-07,2.131
2024-02-08,2.109
2024-02-09,2.087
2024-02-10,2.087
2024-02-11,2.101
2024-02-12,2.101
2024-02-13,2.101
2024-02-14,2.101
2024-02-15,2.099
2024-02-16,2.099
2024-02-17,2.099
2024-02-18,2.099
2024-02-19,2.099
2024-02-20,2.099
2024-02-21,2.124
2024-02-22,2.124
2024-02-23,2.124
2024-02-24,2.124
2024-02-25,2.124
2024-02-26,2.099
2024-02-27,2.099
2024-02-28,2.099
2024-02-29,2.099
2024-03-01,2.17
2024-03-02,2.17
2024-03-03,2.17
2024-03-04,2.17
2024-03-05,2.17
2024-03-06,2.188
2024-03-07,2.188
2024-03-08,2.188
2024-03-09,2.188
2024-03-10,2.188
2024-03-11,2.188
2024-03-12,2.188
2024-03-13,2.188
2024-03-14,2.188
2024-03-15,2.188
2024-03-16,2.188
2024-03-17,2.188
2024-03-18,2.188
2024-03-19,2.188
2024-03-20,2.125
2024-03-21,2.125
2024-03-22,2.125
2024-03-23,2.125
2024-03-24,2.116
2024-03-25,2.116
2024-03-26,2.116
2024-03-27,2.116
2024-03-28,2.116
2024-03-29,2.116
2024-03-30,2.116
2024-03-31,2.116
2024-04-01,2.116
2024-04-02,2.086
2024-04-03,2.066
2024-04-04,2.066
2024-04-05,2.066
2024-04-06,2.066
2024-04-07,2.016
2024-04-08,2.016
2024-04-09,2.019
2024-04-10,2.019
2024-04-11,2.019
2024-04-12,2.014
2024-04-13,2.014
2024-04-14,2.014
2024-04-15,2.014
2024-04-16,2.014
2024-04-17,2.014
2024-04-18,2.005
2024-04-19,1.991
2024-04-20,1.991
2024-04-21,1.991
2024-04-22,1.982
2024-04-23,1.982
2024-04-24,1.982
2024-04-25,1.982
2024-04-26,1.982
2024-04-27,1.982
2024-04-28,1.982
2024-04-29,1.982
2024-04-30,1.982
2024-05-01,1.982
