,WSM US Equity
2022-09-21,18.695
2022-09-22,18.695
2022-09-23,18.695
2022-09-24,18.695
2022-09-25,18.695
2022-09-26,18.695
2022-09-27,18.695
2022-09-28,18.695
2022-09-29,18.695
2022-09-30,18.695
2022-10-01,18.695
2022-10-02,18.695
2022-10-03,18.695
2022-10-04,18.695
2022-10-05,18.695
2022-10-06,18.695
2022-10-07,18.695
2022-10-08,18.695
2022-10-09,18.695
2022-10-10,18.695
2022-10-11,18.695
2022-10-12,18.695
2022-10-13,18.695
2022-10-14,18.695
2022-10-15,18.695
2022-10-16,18.695
2022-10-17,18.695
2022-10-18,18.695
2022-10-19,18.695
2022-10-20,18.695
2022-10-21,18.695
2022-10-22,18.695
2022-10-23,18.695
2022-10-24,18.695
2022-10-25,18.695
2022-10-26,18.695
2022-10-27,18.695
2022-10-28,18.695
2022-10-29,18.695
2022-10-30,18.695
2022-10-31,18.695
2022-11-01,18.695
2022-11-02,18.695
2022-11-03,18.695
2022-11-04,18.695
2022-11-05,18.695
2022-11-06,18.695
2022-11-07,18.723
2022-11-08,18.328
2022-11-09,18.328
2022-11-10,18.328
2022-11-11,18.328
2022-11-12,18.328
2022-11-13,18.328
2022-11-14,18.328
2022-11-15,18.328
2022-11-16,18.328
2022-11-17,18.328
2022-11-18,17.909
2022-11-19,17.909
2022-11-20,17.909
2022-11-21,16.775
2022-11-22,16.775
2022-11-23,16.775
2022-11-24,16.775
2022-11-25,16.775
2022-11-26,16.775
2022-11-27,16.775
2022-11-28,16.548
2022-11-29,16.548
2022-11-30,16.548
2022-12-01,16.548
2022-12-02,16.846
2022-12-03,16.846
2022-12-04,16.846
2022-12-05,16.846
2022-12-06,16.846
2022-12-07,16.846
2022-12-08,16.846
2022-12-09,16.846
2022-12-10,16.846
2022-12-11,16.846
2022-12-12,16.846
2022-12-13,16.846
2022-12-14,16.846
2022-12-15,16.846
2022-12-16,16.846
2022-12-17,16.846
2022-12-18,16.846
2022-12-19,16.846
2022-12-20,16.846
2022-12-21,16.846
2022-12-22,16.846
2022-12-23,16.846
2022-12-24,16.846
2022-12-25,16.846
2022-12-26,16.846
2022-12-27,16.484
2022-12-28,16.484
2022-12-29,16.484
2022-12-30,16.484
2022-12-31,16.484
2023-01-01,16.484
2023-01-02,16.484
2023-01-03,16.484
2023-01-04,16.484
2023-01-05,16.355
2023-01-06,16.118
2023-01-07,16.118
2023-01-08,16.118
2023-01-09,16.118
2023-01-10,16.118
2023-01-11,16.118
2023-01-12,16.118
2023-01-13,16.118
2023-01-14,16.118
2023-01-15,16.118
2023-01-16,16.118
2023-01-17,16.118
2023-01-18,16.118
2023-01-19,16.118
2023-01-20,16.118
2023-01-21,16.118
2023-01-22,16.118
2023-01-23,16.118
2023-01-24,16.118
2023-01-25,16.118
2023-01-26,16.118
2023-01-27,16.118
2023-01-28,16.118
2023-01-29,16.118
2023-01-30,16.118
2023-01-31,16.118
2023-02-01,16.118
2023-02-02,16.118
2023-02-03,16.118
2023-02-04,16.118
2023-02-05,16.118
2023-02-06,16.118
2023-02-07,16.118
2023-02-08,16.118
2023-02-09,16.118
2023-02-10,16.118
2023-02-11,16.118
2023-02-12,16.118
2023-02-13,16.118
2023-02-14,16.118
2023-02-15,16.118
2023-02-16,16.118
2023-02-17,16.089
2023-02-18,16.089
2023-02-19,16.089
2023-02-20,16.089
2023-02-21,16.089
2023-02-22,16.089
2023-02-23,16.089
2023-02-24,16.089
2023-02-25,16.089
2023-02-26,16.089
2023-02-27,16.089
2023-02-28,15.999
2023-03-01,15.999
2023-03-02,15.999
2023-03-03,15.999
2023-03-04,15.999
2023-03-05,15.999
2023-03-06,15.999
2023-03-07,15.999
2023-03-08,15.81
2023-03-09,15.81
2023-03-10,15.81
2023-03-11,15.81
2023-03-12,15.81
2023-03-13,15.81
2023-03-14,15.81
2023-03-15,15.81
2023-03-16,15.786
2023-03-17,15.274
2023-03-18,15.274
2023-03-19,15.274
2023-03-20,15.295
2023-03-21,15.295
2023-03-22,15.295
2023-03-23,15.295
2023-03-24,15.295
2023-03-25,15.295
2023-03-26,15.295
2023-03-27,15.295
2023-03-28,15.295
2023-03-29,15.531
2023-03-30,15.343
2023-03-31,15.343
2023-04-01,15.343
2023-04-02,15.343
2023-04-03,15.343
2023-04-04,15.343
2023-04-05,15.343
2023-04-06,15.343
2023-04-07,15.361
2023-04-08,15.361
2023-04-09,15.361
2023-04-10,15.361
2023-04-11,15.361
2023-04-12,15.361
2023-04-13,15.361
2023-04-14,15.189
2023-04-15,15.189
2023-04-16,15.189
2023-04-17,15.171
2023-04-18,15.171
2023-04-19,15.149
2023-04-20,15.149
2023-04-21,15.149
2023-04-22,15.149
2023-04-23,15.149
2023-04-24,15.149
2023-04-25,15.149
2023-04-26,15.149
2023-04-27,15.149
2023-04-28,15.149
2023-04-29,15.149
2023-04-30,15.149
2023-05-01,15.149
2023-05-02,15.149
2023-05-03,15.149
2023-05-04,15.056
2023-05-05,15.056
2023-05-06,15.056
2023-05-07,15.056
2023-05-08,15.056
2023-05-09,15.057
2023-05-10,15.057
2023-05-11,15.085
2023-05-12,15.085
2023-05-13,15.085
2023-05-14,15.085
2023-05-15,15.085
2023-05-16,15.085
2023-05-17,15.091
2023-05-18,15.091
2023-05-19,15.091
2023-05-20,15.091
2023-05-21,15.091
2023-05-22,15.091
2023-05-23,15.071
2023-05-24,14.857
2023-05-25,14.865
2023-05-26,14.865
2023-05-27,14.865
2023-05-28,14.865
2023-05-29,14.865
2023-05-30,14.865
2023-05-31,14.865
2023-06-01,14.865
2023-06-02,14.865
2023-06-03,14.865
2023-06-04,14.865
2023-06-05,14.865
2023-06-06,14.886
2023-06-07,14.886
2023-06-08,14.886
2023-06-09,14.886
2023-06-10,14.886
2023-06-11,14.886
2023-06-12,14.886
2023-06-13,14.886
2023-06-14,14.839
2023-06-15,14.839
2023-06-16,14.839
2023-06-17,14.839
2023-06-18,14.839
2023-06-19,14.839
2023-06-20,14.839
2023-06-21,14.839
2023-06-22,14.839
2023-06-23,14.839
2023-06-24,14.839
2023-06-25,14.839
2023-06-26,14.839
2023-06-27,14.861
2023-06-28,14.861
2023-06-29,14.823
2023-06-30,14.823
2023-07-01,14.823
2023-07-02,14.823
2023-07-03,14.823
2023-07-04,14.823
2023-07-05,14.823
2023-07-06,14.823
2023-07-07,14.823
2023-07-08,14.823
2023-07-09,14.823
2023-07-10,14.823
2023-07-11,14.823
2023-07-12,14.823
2023-07-13,14.823
2023-07-14,14.823
2023-07-15,14.823
2023-07-16,14.823
2023-07-17,14.823
2023-07-18,14.718
2023-07-19,14.718
2023-07-20,14.718
2023-07-21,14.718
2023-07-22,14.718
2023-07-23,14.718
2023-07-24,14.718
2023-07-25,14.718
2023-07-26,14.718
2023-07-27,14.718
2023-07-28,14.718
2023-07-29,14.718
2023-07-30,14.718
2023-07-31,14.718
2023-08-01,14.721
2023-08-02,14.721
2023-08-03,14.721
2023-08-04,14.721
2023-08-05,14.721
2023-08-06,14.721
2023-08-07,14.721
2023-08-08,14.721
2023-08-09,14.721
2023-08-10,14.704
2023-08-11,14.663
2023-08-12,14.663
2023-08-13,14.663
2023-08-14,14.663
2023-08-15,14.663
2023-08-16,14.54
2023-08-17,14.473
2023-08-18,14.473
2023-08-19,14.473
2023-08-20,14.473
2023-08-21,14.473
2023-08-22,14.473
2023-08-23,14.724
2023-08-24,15.125
2023-08-25,15.125
2023-08-26,15.125
2023-08-27,15.125
2023-08-28,15.195
2023-08-29,15.195
2023-08-30,15.195
2023-08-31,15.195
2023-09-01,15.195
2023-09-02,15.195
2023-09-03,15.195
2023-09-04,15.194
2023-09-05,15.162
2023-09-06,15.158
2023-09-07,15.158
2023-09-08,15.08
2023-09-09,15.08
2023-09-10,15.08
2023-09-11,15.08
2023-09-12,15.1
2023-09-13,15.1
2023-09-14,15.1
2023-09-15,15.1
2023-09-16,15.1
2023-09-17,15.1
2023-09-18,15.1
2023-09-19,15.1
2023-09-20,15.1
2023-09-21,15.1
2023-09-22,15.1
2023-09-23,15.1
2023-09-24,15.1
2023-09-25,15.1
2023-09-26,15.1
2023-09-27,15.1
2023-09-28,15.1
2023-09-29,15.1
2023-09-30,15.1
2023-10-01,15.1
2023-10-02,15.1
2023-10-03,15.1
2023-10-04,15.1
2023-10-05,15.1
2023-10-06,15.1
2023-10-07,15.1
2023-10-08,15.1
2023-10-09,15.1
2023-10-10,15.1
2023-10-11,15.103
2023-10-12,15.103
2023-10-13,15.103
2023-10-14,15.103
2023-10-15,15.103
2023-10-16,15.103
2023-10-17,15.103
2023-10-18,15.101
2023-10-19,15.101
2023-10-20,15.101
2023-10-21,15.101
2023-10-22,15.101
2023-10-23,15.101
2023-10-24,15.101
2023-10-25,15.101
2023-10-26,15.101
2023-10-27,15.101
2023-10-28,15.101
2023-10-29,15.101
2023-10-30,15.101
2023-10-31,15.198
2023-11-01,15.198
2023-11-02,15.198
2023-11-03,15.198
2023-11-04,15.198
2023-11-05,15.198
2023-11-06,15.182
2023-11-07,15.182
2023-11-08,15.185
2023-11-09,15.184
2023-11-10,15.236
2023-11-11,15.236
2023-11-12,15.236
2023-11-13,15.236
2023-11-14,15.229
2023-11-15,15.229
2023-11-16,15.358
2023-11-17,15.383
2023-11-18,15.396
2023-11-19,15.396
2023-11-20,15.396
2023-11-21,15.396
2023-11-22,15.396
2023-11-23,15.396
2023-11-24,15.396
2023-11-25,15.396
2023-11-26,15.396
2023-11-27,15.396
2023-11-28,15.396
2023-11-29,15.396
2023-11-30,15.419
2023-12-01,15.463
2023-12-02,15.463
2023-12-03,15.463
2023-12-04,15.463
2023-12-05,15.463
2023-12-06,15.463
2023-12-07,15.463
2023-12-08,15.463
2023-12-09,15.463
2023-12-10,15.463
2023-12-11,15.463
2023-12-12,15.405
2023-12-13,15.405
2023-12-14,15.405
2023-12-15,15.405
2023-12-16,15.405
2023-12-17,15.405
2023-12-18,15.405
2023-12-19,15.405
2023-12-20,15.405
2023-12-21,15.405
2023-12-22,15.405
2023-12-23,15.405
2023-12-24,15.405
2023-12-25,15.405
2023-12-26,15.405
2023-12-27,15.405
2023-12-28,15.405
2023-12-29,15.405
2023-12-30,15.405
2023-12-31,15.405
2024-01-01,15.405
2024-01-02,15.405
2024-01-03,15.405
2024-01-04,15.405
2024-01-05,15.405
2024-01-06,15.405
2024-01-07,15.405
2024-01-08,15.405
2024-01-09,15.405
2024-01-10,15.335
2024-01-11,15.415
2024-01-12,15.415
2024-01-13,15.415
2024-01-14,15.415
2024-01-15,15.415
2024-01-16,15.415
2024-01-17,15.415
2024-01-18,15.401
2024-01-19,15.401
2024-01-20,15.401
2024-01-21,15.401
2024-01-22,15.401
2024-01-23,15.401
2024-01-24,15.401
2024-01-25,15.401
2024-01-26,15.401
2024-01-27,15.401
2024-01-28,15.401
2024-01-29,15.401
2024-01-30,15.401
2024-01-31,15.401
2024-02-01,15.388
2024-02-02,15.388
2024-02-03,15.388
2024-02-04,15.388
2024-02-05,15.388
2024-02-06,15.313
2024-02-07,15.313
2024-02-08,15.313
2024-02-09,15.313
2024-02-10,15.313
2024-02-11,15.313
2024-02-12,15.313
2024-02-13,15.313
2024-02-14,15.285
2024-02-15,15.285
2024-02-16,15.285
2024-02-17,15.285
2024-02-18,15.285
2024-02-19,15.285
2024-02-20,15.285
2024-02-21,15.285
2024-02-22,15.285
2024-02-23,15.285
2024-02-24,15.285
2024-02-25,15.285
2024-02-26,15.285
2024-02-27,15.285
2024-02-28,15.285
2024-02-29,15.285
2024-03-01,15.285
2024-03-02,15.285
2024-03-03,15.285
2024-03-04,15.285
2024-03-05,15.285
2024-03-06,15.285
2024-03-07,15.285
2024-03-08,15.285
2024-03-09,15.285
2024-03-10,15.27
2024-03-11,15.27
2024-03-12,15.27
2024-03-13,15.701
2024-03-14,15.903
2024-03-15,15.928
2024-03-16,15.928
2024-03-17,15.928
2024-03-18,15.928
2024-03-19,16.047
2024-03-20,16.039
2024-03-21,16.082
2024-03-22,16.082
2024-03-23,16.082
2024-03-24,16.082
2024-03-25,16.082
2024-03-26,16.073
2024-03-27,16.073
2024-03-28,16.073
2024-03-29,16.073
2024-03-30,16.073
2024-03-31,16.073
2024-04-01,16.073
2024-04-02,16.073
2024-04-03,16.073
2024-04-04,16.073
2024-04-05,16.073
2024-04-06,16.073
2024-04-07,16.073
2024-04-08,16.073
2024-04-09,16.073
2024-04-10,16.073
2024-04-11,16.073
2024-04-12,16.073
2024-04-13,16.073
2024-04-14,16.073
2024-04-15,16.073
2024-04-16,16.073
2024-04-17,16.073
2024-04-18,16.073
2024-04-19,16.073
2024-04-20,16.073
2024-04-21,16.073
2024-04-22,16.073
2024-04-23,16.073
2024-04-24,16.09
2024-04-25,16.09
2024-04-26,16.09
2024-04-27,16.09
2024-04-28,16.09
2024-04-29,16.09
2024-04-30,16.09
2024-05-01,16.09
