,LMT US Equity
2022-09-12,27.397
2022-09-13,27.397
2022-09-14,27.397
2022-09-15,27.397
2022-09-16,27.397
2022-09-17,27.397
2022-09-18,27.397
2022-09-19,27.397
2022-09-20,27.397
2022-09-21,27.397
2022-09-22,27.397
2022-09-23,27.397
2022-09-24,27.397
2022-09-25,27.397
2022-09-26,27.397
2022-09-27,27.397
2022-09-28,27.397
2022-09-29,27.397
2022-09-30,27.397
2022-10-01,27.397
2022-10-02,27.397
2022-10-03,27.397
2022-10-04,27.397
2022-10-05,28.117
2022-10-06,28.117
2022-10-07,28.117
2022-10-08,28.117
2022-10-09,28.117
2022-10-10,27.883
2022-10-11,27.883
2022-10-12,27.883
2022-10-13,27.883
2022-10-14,27.883
2022-10-15,27.883
2022-10-16,27.883
2022-10-17,27.88
2022-10-18,28.701
2022-10-19,28.718
2022-10-20,28.576
2022-10-21,28.576
2022-10-22,28.576
2022-10-23,28.576
2022-10-24,28.576
2022-10-25,28.576
2022-10-26,28.576
2022-10-27,28.576
2022-10-28,28.576
2022-10-29,28.576
2022-10-30,28.576
2022-10-31,28.576
2022-11-01,28.576
2022-11-02,28.576
2022-11-03,28.576
2022-11-04,28.576
2022-11-05,28.576
2022-11-06,28.576
2022-11-07,28.576
2022-11-08,28.576
2022-11-09,28.576
2022-11-10,28.576
2022-11-11,28.576
2022-11-12,28.576
2022-11-13,28.576
2022-11-14,28.576
2022-11-15,28.576
2022-11-16,28.576
2022-11-17,28.576
2022-11-18,28.576
2022-11-19,28.576
2022-11-20,28.576
2022-11-21,28.576
2022-11-22,28.576
2022-11-23,28.576
2022-11-24,28.576
2022-11-25,28.576
2022-11-26,28.576
2022-11-27,28.576
2022-11-28,28.576
2022-11-29,28.576
2022-11-30,28.576
2022-12-01,28.576
2022-12-02,28.576
2022-12-03,28.576
2022-12-04,28.576
2022-12-05,28.576
2022-12-06,28.576
2022-12-07,28.576
2022-12-08,28.576
2022-12-09,28.576
2022-12-10,28.576
2022-12-11,28.576
2022-12-12,28.601
2022-12-13,28.601
2022-12-14,28.609
2022-12-15,28.609
2022-12-16,28.609
2022-12-17,28.609
2022-12-18,28.609
2022-12-19,28.609
2022-12-20,28.609
2022-12-21,28.215
2022-12-22,28.215
2022-12-23,28.215
2022-12-24,28.215
2022-12-25,28.215
2022-12-26,28.215
2022-12-27,28.215
2022-12-28,28.215
2022-12-29,28.215
2022-12-30,28.215
2022-12-31,28.215
2023-01-01,28.215
2023-01-02,28.215
2023-01-03,28.224
2023-01-04,28.847
2023-01-05,28.371
2023-01-06,28.371
2023-01-07,28.371
2023-01-08,28.371
2023-01-09,28.371
2023-01-10,28.371
2023-01-11,28.371
2023-01-12,28.371
2023-01-13,28.371
2023-01-14,28.371
2023-01-15,28.371
2023-01-16,28.843
2023-01-17,28.368
2023-01-18,28.368
2023-01-19,28.368
2023-01-20,28.301
2023-01-21,28.301
2023-01-22,28.301
2023-01-23,28.301
2023-01-24,28.108
2023-01-25,28.006
2023-01-26,28.006
2023-01-27,28.006
2023-01-28,28.006
2023-01-29,28.024
2023-01-30,28.056
2023-01-31,28.239
2023-02-01,28.545
2023-02-02,28.545
2023-02-03,28.545
2023-02-04,28.545
2023-02-05,28.545
2023-02-06,28.544
2023-02-07,28.544
2023-02-08,28.544
2023-02-09,28.544
2023-02-10,28.544
2023-02-11,28.544
2023-02-12,28.544
2023-02-13,28.544
2023-02-14,28.544
2023-02-15,28.544
2023-02-16,28.544
2023-02-17,28.544
2023-02-18,28.544
2023-02-19,28.544
2023-02-20,28.544
2023-02-21,28.544
2023-02-22,28.544
2023-02-23,28.544
2023-02-24,28.544
2023-02-25,28.544
2023-02-26,28.544
2023-02-27,28.544
2023-02-28,28.544
2023-03-01,28.544
2023-03-02,28.544
2023-03-03,28.544
2023-03-04,28.544
2023-03-05,28.544
2023-03-06,28.523
2023-03-07,28.523
2023-03-08,28.523
2023-03-09,28.523
2023-03-10,28.523
2023-03-11,28.523
2023-03-12,28.523
2023-03-13,28.523
2023-03-14,28.523
2023-03-15,28.523
2023-03-16,28.523
2023-03-17,28.523
2023-03-18,28.523
2023-03-19,28.523
2023-03-20,28.516
2023-03-21,28.516
2023-03-22,28.516
2023-03-23,28.516
2023-03-24,28.516
2023-03-25,28.516
2023-03-26,28.516
2023-03-27,28.516
2023-03-28,28.516
2023-03-29,28.516
2023-03-30,28.516
2023-03-31,28.516
2023-04-01,28.516
2023-04-02,28.516
2023-04-03,28.677
2023-04-04,28.677
2023-04-05,28.677
2023-04-06,28.675
2023-04-07,28.675
2023-04-08,28.675
2023-04-09,28.675
2023-04-10,28.366
2023-04-11,28.357
2023-04-12,28.291
2023-04-13,28.291
2023-04-14,28.294
2023-04-15,28.294
2023-04-16,28.294
2023-04-17,28.294
2023-04-18,29.042
2023-04-19,28.562
2023-04-20,28.562
2023-04-21,28.564
2023-04-22,28.558
2023-04-23,28.558
2023-04-24,28.558
2023-04-25,28.558
2023-04-26,28.558
2023-04-27,28.558
2023-04-28,28.558
2023-04-29,28.558
2023-04-30,28.558
2023-05-01,28.558
2023-05-02,28.56
2023-05-03,28.562
2023-05-04,28.562
2023-05-05,28.562
2023-05-06,28.562
2023-05-07,28.562
2023-05-08,28.563
2023-05-09,28.563
2023-05-10,28.563
2023-05-11,28.563
2023-05-12,28.563
2023-05-13,28.563
2023-05-14,28.563
2023-05-15,28.466
2023-05-16,28.407
2023-05-17,28.407
2023-05-18,28.407
2023-05-19,28.407
2023-05-20,28.407
2023-05-21,28.407
2023-05-22,28.407
2023-05-23,28.407
2023-05-24,28.407
2023-05-25,28.407
2023-05-26,28.407
2023-05-27,28.407
2023-05-28,28.407
2023-05-29,28.407
2023-05-30,28.407
2023-05-31,28.407
2023-06-01,28.407
2023-06-02,28.407
2023-06-03,28.407
2023-06-04,28.407
2023-06-05,28.407
2023-06-06,28.407
2023-06-07,28.407
2023-06-08,28.407
2023-06-09,28.407
2023-06-10,28.407
2023-06-11,28.407
2023-06-12,28.407
2023-06-13,28.407
2023-06-14,28.407
2023-06-15,28.407
2023-06-16,28.407
2023-06-17,28.407
2023-06-18,28.407
2023-06-19,28.407
2023-06-20,28.407
2023-06-21,28.407
2023-06-22,28.407
2023-06-23,28.407
2023-06-24,28.407
2023-06-25,28.407
2023-06-26,28.407
2023-06-27,28.407
2023-06-28,28.407
2023-06-29,28.407
2023-06-30,28.407
2023-07-01,28.407
2023-07-02,28.407
2023-07-03,28.407
2023-07-04,28.407
2023-07-05,28.407
2023-07-06,28.407
2023-07-07,28.407
2023-07-08,28.409
2023-07-09,28.409
2023-07-10,28.409
2023-07-11,28.409
2023-07-12,28.409
2023-07-13,28.409
2023-07-14,28.409
2023-07-15,28.409
2023-07-16,28.409
2023-07-17,28.409
2023-07-18,28.462
2023-07-19,28.398
2023-07-20,28.857
2023-07-21,28.867
2023-07-22,28.867
2023-07-23,28.869
2023-07-24,28.867
2023-07-25,28.867
2023-07-26,28.867
2023-07-27,28.867
2023-07-28,28.867
2023-07-29,28.853
2023-07-30,28.853
2023-07-31,28.853
2023-08-01,28.866
2023-08-02,28.866
2023-08-03,28.866
2023-08-04,28.866
2023-08-05,28.866
2023-08-06,28.866
2023-08-07,28.866
2023-08-08,28.866
2023-08-09,28.866
2023-08-10,28.866
2023-08-11,28.866
2023-08-12,28.866
2023-08-13,28.866
2023-08-14,28.866
2023-08-15,28.866
2023-08-16,28.866
2023-08-17,28.866
2023-08-18,28.866
2023-08-19,28.866
2023-08-20,28.866
2023-08-21,28.866
2023-08-22,28.866
2023-08-23,28.866
2023-08-24,28.866
2023-08-25,28.866
2023-08-26,28.866
2023-08-27,28.866
2023-08-28,28.866
2023-08-29,28.866
2023-08-30,28.866
2023-08-31,28.866
2023-09-01,29.04
2023-09-02,29.04
2023-09-03,29.04
2023-09-04,29.04
2023-09-05,29.04
2023-09-06,29.04
2023-09-07,29.04
2023-09-08,29.04
2023-09-09,29.04
2023-09-10,29.04
2023-09-11,29.04
2023-09-12,29.04
2023-09-13,29.04
2023-09-14,29.04
2023-09-15,29.04
2023-09-16,29.04
2023-09-17,29.04
2023-09-18,29.04
2023-09-19,29.04
2023-09-20,29.04
2023-09-21,29.04
2023-09-22,29.04
2023-09-23,29.04
2023-09-24,29.04
2023-09-25,29.04
2023-09-26,29.04
2023-09-27,29.13
2023-09-28,29.13
2023-09-29,29.13
2023-09-30,29.13
2023-10-01,29.13
2023-10-02,29.102
2023-10-03,29.102
2023-10-04,29.102
2023-10-05,29.076
2023-10-06,29.076
2023-10-07,29.076
2023-10-08,29.076
2023-10-09,28.797
2023-10-10,28.816
2023-10-11,28.705
2023-10-12,28.705
2023-10-13,28.705
2023-10-14,28.705
2023-10-15,28.705
2023-10-16,28.699
2023-10-17,28.11
2023-10-18,28.221
2023-10-19,28.169
2023-10-20,28.171
2023-10-21,28.171
2023-10-22,28.171
2023-10-23,28.128
2023-10-24,28.128
2023-10-25,28.128
2023-10-26,28.128
2023-10-27,28.128
2023-10-28,28.128
2023-10-29,28.128
2023-10-30,28.128
2023-10-31,28.128
2023-11-01,28.128
2023-11-02,28.128
2023-11-03,28.128
2023-11-04,28.128
2023-11-05,28.128
2023-11-06,28.128
2023-11-07,28.128
2023-11-08,28.128
2023-11-09,28.128
2023-11-10,28.128
2023-11-11,28.128
2023-11-12,28.122
2023-11-13,28.122
2023-11-14,28.122
2023-11-15,28.122
2023-11-16,28.122
2023-11-17,28.336
2023-11-18,28.336
2023-11-19,28.336
2023-11-20,28.336
2023-11-21,28.336
2023-11-22,28.336
2023-11-23,28.336
2023-11-24,28.336
2023-11-25,28.336
2023-11-26,28.336
2023-11-27,28.336
2023-11-28,28.336
2023-11-29,28.336
2023-11-30,28.336
2023-12-01,28.336
2023-12-02,28.336
2023-12-03,28.336
2023-12-04,28.336
2023-12-05,28.336
2023-12-06,28.336
2023-12-07,28.336
2023-12-08,28.336
2023-12-09,28.336
2023-12-10,28.336
2023-12-11,28.337
2023-12-12,28.337
2023-12-13,28.337
2023-12-14,28.337
2023-12-15,28.337
2023-12-16,28.337
2023-12-17,28.337
2023-12-18,28.337
2023-12-19,28.337
2023-12-20,28.329
2023-12-21,28.329
2023-12-22,28.329
2023-12-23,28.329
2023-12-24,28.329
2023-12-25,28.329
2023-12-26,28.329
2023-12-27,28.329
2023-12-28,28.329
2023-12-29,28.329
2023-12-30,28.329
2023-12-31,28.329
2024-01-01,28.329
2024-01-02,28.329
2024-01-03,28.329
2024-01-04,28.329
2024-01-05,28.329
2024-01-06,28.329
2024-01-07,28.329
2024-01-08,28.074
2024-01-09,28.069
2024-01-10,27.979
2024-01-11,27.979
2024-01-12,27.979
2024-01-13,27.979
2024-01-14,27.979
2024-01-15,27.979
2024-01-16,27.979
2024-01-17,27.979
2024-01-18,27.885
2024-01-19,27.793
2024-01-20,27.793
2024-01-21,28.044
2024-01-22,27.781
2024-01-23,27.499
2024-01-24,27.387
2024-01-25,27.446
2024-01-26,27.446
2024-01-27,27.446
2024-01-28,27.45
2024-01-29,27.452
2024-01-30,27.452
2024-01-31,27.452
2024-02-01,27.452
2024-02-02,27.452
2024-02-03,27.452
2024-02-04,27.452
2024-02-05,27.677
2024-02-06,27.677
2024-02-07,27.677
2024-02-08,27.677
2024-02-09,27.677
2024-02-10,27.677
2024-02-11,27.677
2024-02-12,27.677
2024-02-13,27.677
2024-02-14,27.677
2024-02-15,27.765
2024-02-16,27.765
2024-02-17,27.765
2024-02-18,27.765
2024-02-19,27.765
2024-02-20,27.765
2024-02-21,27.765
2024-02-22,27.765
2024-02-23,27.765
2024-02-24,27.765
2024-02-25,27.765
2024-02-26,27.765
2024-02-27,27.765
2024-02-28,27.765
2024-02-29,27.765
2024-03-01,27.765
2024-03-02,27.765
2024-03-03,27.606
2024-03-04,27.606
2024-03-05,27.606
2024-03-06,27.606
2024-03-07,27.606
2024-03-08,27.606
2024-03-09,27.606
2024-03-10,27.606
2024-03-11,27.606
2024-03-12,27.606
2024-03-13,27.593
2024-03-14,27.593
2024-03-15,27.593
2024-03-16,27.593
2024-03-17,27.593
2024-03-18,27.593
2024-03-19,27.593
2024-03-20,27.593
2024-03-21,27.593
2024-03-22,27.593
2024-03-23,27.593
2024-03-24,27.593
2024-03-25,27.593
2024-03-26,27.593
2024-03-27,27.593
2024-03-28,27.593
2024-03-29,27.593
2024-03-30,27.593
2024-03-31,27.593
2024-04-01,27.593
2024-04-02,27.613
2024-04-03,27.644
2024-04-04,27.639
2024-04-05,27.639
2024-04-06,27.639
2024-04-07,27.639
2024-04-08,27.641
2024-04-09,27.632
2024-04-10,27.632
2024-04-11,27.632
2024-04-12,27.632
2024-04-13,27.632
2024-04-14,27.632
2024-04-15,27.613
2024-04-16,27.613
2024-04-17,27.618
2024-04-18,27.613
2024-04-19,27.608
2024-04-20,27.608
2024-04-21,27.608
2024-04-22,27.608
2024-04-23,27.861
2024-04-24,27.892
2024-04-25,27.908
2024-04-26,27.908
2024-04-27,27.908
2024-04-28,27.908
2024-04-29,27.911
2024-04-30,27.959
2024-05-01,27.76
