,BIG US Equity
2022-06-21,-0.29
2022-06-22,-0.29
2022-06-23,-0.29
2022-06-24,-0.29
2022-06-25,-0.29
2022-06-26,-0.29
2022-06-27,-0.29
2022-06-28,-0.29
2022-06-29,-0.29
2022-06-30,-0.29
2022-07-01,-0.29
2022-07-02,-0.29
2022-07-03,-0.29
2022-07-04,-0.29
2022-07-05,-0.29
2022-07-06,-0.29
2022-07-07,-0.29
2022-07-08,-0.29
2022-07-09,-0.29
2022-07-10,-0.29
2022-07-11,-0.29
2022-07-12,-0.29
2022-07-13,-0.29
2022-07-14,-0.29
2022-07-15,-0.29
2022-07-16,-0.29
2022-07-17,-0.29
2022-07-18,-0.29
2022-07-19,-0.29
2022-07-20,-0.29
2022-07-21,-0.29
2022-07-22,-0.29
2022-07-23,-0.29
2022-07-24,-0.29
2022-07-25,-0.29
2022-07-26,-0.29
2022-07-27,-0.29
2022-07-28,-0.29
2022-07-29,-0.29
2022-07-30,-0.29
2022-07-31,-0.29
2022-08-01,-0.29
2022-08-02,-0.29
2022-08-03,-0.29
2022-08-04,-0.29
2022-08-05,-0.29
2022-08-06,-0.29
2022-08-07,-0.29
2022-08-08,-0.29
2022-08-09,-0.29
2022-08-10,-0.29
2022-08-11,-0.29
2022-08-12,-0.29
2022-08-13,-0.29
2022-08-14,-0.29
2022-08-15,-0.29
2022-08-16,-0.29
2022-08-17,-0.29
2022-08-18,-0.29
2022-08-19,-0.29
2022-08-20,-0.29
2022-08-21,-0.29
2022-08-22,-0.29
2022-08-23,-0.29
2022-08-24,-0.29
2022-08-25,-0.29
2022-08-26,-0.29
2022-08-27,-0.29
2022-08-28,-0.29
2022-08-29,-0.29
2022-08-30,-0.29
2022-08-31,-0.49
2022-09-01,-0.49
2022-09-02,-0.49
2022-09-03,-0.49
2022-09-04,-0.49
2022-09-05,-0.49
2022-09-06,-0.49
2022-09-07,-0.49
2022-09-08,-0.49
2022-09-09,-0.49
2022-09-10,-0.49
2022-09-11,-0.49
2022-09-12,-0.49
2022-09-13,-0.49
2022-09-14,-0.49
2022-09-15,-0.49
2022-09-16,0.54
2022-09-17,0.54
2022-09-18,0.54
2022-09-19,0.54
2022-09-20,0.54
2022-09-21,0.54
2022-09-22,0.54
2022-09-23,0.54
2022-09-24,0.54
2022-09-25,0.54
2022-09-26,0.54
2022-09-27,0.54
2022-09-28,0.54
2022-09-29,0.54
2022-09-30,0.54
2022-10-01,0.54
2022-10-02,0.54
2022-10-03,0.54
2022-10-04,0.54
2022-10-05,0.54
2022-10-06,0.54
2022-10-07,0.54
2022-10-08,0.54
2022-10-09,0.54
2022-10-10,0.54
2022-10-11,0.54
2022-10-12,0.54
2022-10-13,0.54
2022-10-14,0.54
2022-10-15,0.54
2022-10-16,0.54
2022-10-17,0.54
2022-10-18,0.54
2022-10-19,0.54
2022-10-20,0.54
2022-10-21,0.54
2022-10-22,0.54
2022-10-23,0.54
2022-10-24,0.54
2022-10-25,0.54
2022-10-26,0.54
2022-10-27,0.54
2022-10-28,0.54
2022-10-29,0.54
2022-10-30,0.54
2022-10-31,0.37
2022-11-01,0.37
2022-11-02,0.37
2022-11-03,0.37
2022-11-04,0.37
2022-11-05,0.37
2022-11-06,0.37
2022-11-07,0.37
2022-11-08,0.37
2022-11-09,0.37
2022-11-10,0.37
2022-11-11,0.37
2022-11-12,0.37
2022-11-13,0.37
2022-11-14,0.37
2022-11-15,0.37
2022-11-16,0.37
2022-11-17,0.37
2022-11-18,0.37
2022-11-19,0.37
2022-11-20,0.37
2022-11-21,0.37
2022-11-22,0.37
2022-11-23,0.37
2022-11-24,0.37
2022-11-25,0.37
2022-11-26,0.37
2022-11-27,0.37
2022-11-28,0.37
2022-11-29,0.37
2022-11-30,0.37
2022-12-01,0.37
2022-12-02,0.37
2022-12-03,0.37
2022-12-04,0.37
2022-12-05,0.37
2022-12-06,0.37
2022-12-07,0.37
2022-12-08,0.37
2022-12-09,0.37
2022-12-10,0.37
2022-12-11,0.37
2022-12-12,0.37
2022-12-13,0.37
2022-12-14,0.37
2022-12-15,0.37
2022-12-16,2.525
2022-12-17,2.525
2022-12-18,2.525
2022-12-19,2.525
2022-12-20,2.525
2022-12-21,2.525
2022-12-22,2.525
2022-12-23,2.525
2022-12-24,2.525
2022-12-25,2.525
2022-12-26,2.525
2022-12-27,2.525
2022-12-28,2.525
2022-12-29,2.525
2022-12-30,2.525
2022-12-31,2.525
2023-01-01,2.525
2023-01-02,2.525
2023-01-03,2.525
2023-01-04,2.525
2023-01-05,2.525
2023-01-06,2.525
2023-01-07,2.525
2023-01-08,2.525
2023-01-09,2.525
2023-01-10,2.525
2023-01-11,2.525
2023-01-12,2.525
2023-01-13,2.525
2023-01-14,2.525
2023-01-15,2.525
2023-01-16,2.525
2023-01-17,2.525
2023-01-18,2.525
2023-01-19,2.525
2023-01-20,2.525
2023-01-21,2.525
2023-01-22,2.525
2023-01-23,2.525
2023-01-24,2.525
2023-01-25,2.525
2023-01-26,2.525
2023-01-27,2.525
2023-01-28,2.525
2023-01-29,2.525
2023-01-30,2.525
2023-01-31,2.525
2023-02-01,2.525
2023-02-02,2.525
2023-02-03,2.525
2023-02-04,2.525
2023-02-05,2.525
2023-02-06,2.525
2023-02-07,2.525
2023-02-08,2.525
2023-02-09,2.525
2023-02-10,2.525
2023-02-11,2.525
2023-02-12,2.525
2023-02-13,2.525
2023-02-14,2.525
2023-02-15,2.525
2023-02-16,2.525
2023-02-17,4.68
2023-02-18,4.68
2023-02-19,4.68
2023-02-20,4.68
2023-02-21,4.68
2023-02-22,4.68
2023-02-23,4.68
2023-02-24,4.565
2023-02-25,4.565
2023-02-26,4.565
2023-02-27,4.565
2023-02-28,4.565
2023-03-01,4.565
2023-03-02,4.843
2023-03-03,2.425
2023-03-04,2.425
2023-03-05,2.425
2023-03-06,2.425
2023-03-07,2.425
2023-03-08,1.435
2023-03-09,1.435
2023-03-10,1.435
2023-03-11,1.435
2023-03-12,1.435
2023-03-13,1.435
2023-03-14,1.435
2023-03-15,1.435
2023-03-16,1.435
2023-03-17,1.435
2023-03-18,1.435
2023-03-19,1.435
2023-03-20,1.435
2023-03-21,1.435
2023-03-22,1.435
2023-03-23,1.435
2023-03-24,1.435
2023-03-25,1.435
2023-03-26,1.435
2023-03-27,1.435
2023-03-28,1.435
2023-03-29,1.435
2023-03-30,1.435
2023-03-31,1.435
2023-04-01,1.435
2023-04-02,1.435
2023-04-03,1.435
2023-04-04,1.435
2023-04-05,1.435
2023-04-06,1.435
2023-04-07,1.435
2023-04-08,1.435
2023-04-09,1.435
2023-04-10,1.435
2023-04-11,1.435
2023-04-12,1.435
2023-04-13,1.435
2023-04-14,1.435
2023-04-15,1.435
2023-04-16,1.435
2023-04-17,1.435
2023-04-18,1.435
2023-04-19,1.435
2023-04-20,1.435
2023-04-21,1.435
2023-04-22,1.435
2023-04-23,1.435
2023-04-24,1.435
2023-04-25,1.435
2023-04-26,1.435
2023-04-27,1.435
2023-04-28,1.435
2023-04-29,1.435
2023-04-30,1.435
2023-05-01,1.435
2023-05-02,1.435
2023-05-03,1.435
2023-05-04,1.435
2023-05-05,1.435
2023-05-06,1.435
2023-05-07,1.435
2023-05-08,1.008
2023-05-09,1.008
2023-05-10,1.008
2023-05-11,1.008
2023-05-12,0.963
2023-05-13,0.963
2023-05-14,0.963
2023-05-15,0.963
2023-05-16,0.963
2023-05-17,0.963
2023-05-18,0.963
2023-05-19,0.963
2023-05-20,0.963
2023-05-21,0.963
2023-05-22,0.963
2023-05-23,0.963
2023-05-24,0.963
2023-05-25,0.963
2023-05-26,-0.052
2023-05-27,-0.286
2023-05-28,-0.286
2023-05-29,-0.286
2023-05-30,-0.286
2023-05-31,-1.194
2023-06-01,-1.194
2023-06-02,-1.194
2023-06-03,-1.194
2023-06-04,-1.194
2023-06-05,-1.194
2023-06-06,-1.194
2023-06-07,-1.194
2023-06-08,-1.194
2023-06-09,-1.194
2023-06-10,-1.194
2023-06-11,-1.194
2023-06-12,-1.194
2023-06-13,-1.194
2023-06-14,-0.513
2023-06-15,-0.513
2023-06-16,-0.513
2023-06-17,-0.513
2023-06-18,-0.513
2023-06-19,-0.513
2023-06-20,-0.513
2023-06-21,-0.513
2023-06-22,-0.513
2023-06-23,-0.513
2023-06-24,-0.513
2023-06-25,-0.513
2023-06-26,-0.513
2023-06-27,-0.513
2023-06-28,-0.513
2023-06-29,-0.513
2023-06-30,-1.939
2023-07-01,-1.939
2023-07-02,-1.939
2023-07-03,-1.939
2023-07-04,-1.939
2023-07-05,-1.939
2023-07-06,-1.939
2023-07-07,-1.939
2023-07-08,-1.939
2023-07-09,-1.939
2023-07-10,-1.939
2023-07-11,-1.994
2023-07-12,-1.994
2023-07-13,-1.994
2023-07-14,-1.994
2023-07-15,-1.994
2023-07-16,-1.994
2023-07-17,-1.994
2023-07-18,-1.994
2023-07-19,-1.994
2023-07-20,-1.994
2023-07-21,-1.994
2023-07-22,-1.994
2023-07-23,-1.994
2023-07-24,-1.994
2023-07-25,-1.994
2023-07-26,-1.994
2023-07-27,-1.994
2023-07-28,-1.994
2023-07-29,-1.994
2023-07-30,-1.994
2023-07-31,-1.994
2023-08-01,-1.873
2023-08-02,-1.873
2023-08-03,-1.873
2023-08-04,-1.873
2023-08-05,-1.873
2023-08-06,-1.873
2023-08-07,-1.873
2023-08-08,-1.873
2023-08-09,-1.873
2023-08-10,-1.873
2023-08-11,-1.873
2023-08-12,-1.873
2023-08-13,-1.873
2023-08-14,-1.555
2023-08-15,-1.555
2023-08-16,-1.555
2023-08-17,-1.555
2023-08-18,-1.555
2023-08-19,-1.555
2023-08-20,-1.555
2023-08-21,-1.555
2023-08-22,-1.555
2023-08-23,-1.555
2023-08-24,-1.555
2023-08-25,-1.555
2023-08-26,-1.555
2023-08-27,-1.555
2023-08-28,-1.987
2023-08-29,-2.317
2023-08-30,-2.317
2023-08-31,-2.317
2023-09-01,-2.317
2023-09-02,-2.317
2023-09-03,-1.99
2023-09-04,-1.99
2023-09-05,-1.99
2023-09-06,-1.99
2023-09-07,-1.99
2023-09-08,-1.99
2023-09-09,-1.99
2023-09-10,-1.99
2023-09-11,-1.99
2023-09-12,-2.27
2023-09-13,-2.27
2023-09-14,-2.27
2023-09-15,-2.27
2023-09-16,-2.27
2023-09-17,-2.27
2023-09-18,-2.27
2023-09-19,-2.27
2023-09-20,-2.27
2023-09-21,-2.27
2023-09-22,-2.27
2023-09-23,-2.27
2023-09-24,-2.27
2023-09-25,-2.27
2023-09-26,-2.27
2023-09-27,-2.27
2023-09-28,-2.27
2023-09-29,-2.27
2023-09-30,-2.27
2023-10-01,-2.27
2023-10-02,-2.27
2023-10-03,-2.27
2023-10-04,-2.27
2023-10-05,-2.27
2023-10-06,-2.27
2023-10-07,-2.27
2023-10-08,-2.27
2023-10-09,-2.27
2023-10-10,-2.27
2023-10-11,-2.27
2023-10-12,-2.27
2023-10-13,-2.27
2023-10-14,-2.27
2023-10-15,-2.27
2023-10-16,-2.27
2023-10-17,-2.27
2023-10-18,-2.27
2023-10-19,-2.27
2023-10-20,-2.27
2023-10-21,-2.27
2023-10-22,-2.27
2023-10-23,-2.27
2023-10-24,-2.61
2023-10-25,-2.61
2023-10-26,-2.61
2023-10-27,-2.61
2023-10-28,-2.61
2023-10-29,-2.61
2023-10-30,-2.61
2023-10-31,-2.61
2023-11-01,-2.61
2023-11-02,-2.61
2023-11-03,-2.61
2023-11-04,-2.61
2023-11-05,-2.61
2023-11-06,-2.662
2023-11-07,-2.662
2023-11-08,-2.662
2023-11-09,-2.662
2023-11-10,-2.662
2023-11-11,-2.662
2023-11-12,-2.662
2023-11-13,-2.662
2023-11-14,-2.662
2023-11-15,-2.662
2023-11-16,-2.662
2023-11-17,-2.662
2023-11-18,-2.662
2023-11-19,-2.662
2023-11-20,-2.662
2023-11-21,-2.662
2023-11-22,-2.662
2023-11-23,-2.662
2023-11-24,-2.662
2023-11-25,-2.662
2023-11-26,-2.662
2023-11-27,-2.662
2023-11-28,-2.662
2023-11-29,-2.662
2023-11-30,-2.474
2023-12-01,-3.445
2023-12-02,-3.445
2023-12-03,-3.445
2023-12-04,-3.445
2023-12-05,-3.474
2023-12-06,-3.474
2023-12-07,-3.474
2023-12-08,-3.474
2023-12-09,-3.474
2023-12-10,-3.474
2023-12-11,-3.474
2023-12-12,-3.474
2023-12-13,-3.474
2023-12-14,-3.775
2023-12-15,-4.138
2023-12-16,-4.138
2023-12-17,-4.138
2023-12-18,-4.138
2023-12-19,-4.138
2023-12-20,-4.138
2023-12-21,-4.138
2023-12-22,-4.138
2023-12-23,-4.138
2023-12-24,-4.138
2023-12-25,-4.138
2023-12-26,-4.138
2023-12-27,-4.138
2023-12-28,-4.138
2023-12-29,-4.138
2023-12-30,-4.138
2023-12-31,-4.138
2024-01-01,-4.138
2024-01-02,-4.138
2024-01-03,-4.138
2024-01-04,-4.138
2024-01-05,-4.138
2024-01-06,-4.138
2024-01-07,-4.138
2024-01-08,-4.138
2024-01-09,-4.138
2024-01-10,-4.138
2024-01-11,-4.138
2024-01-12,-4.138
2024-01-13,-4.138
2024-01-14,-4.138
2024-01-15,-4.138
2024-01-16,-4.138
2024-01-17,-4.138
2024-01-18,-4.138
2024-01-19,-4.138
2024-01-20,-4.138
2024-01-21,-4.138
2024-01-22,-4.138
2024-01-23,-4.138
2024-01-24,-4.138
2024-01-25,-4.138
2024-01-26,-4.138
2024-01-27,-4.138
2024-01-28,-4.138
2024-01-29,-4.138
2024-01-30,-4.138
2024-01-31,-4.138
2024-02-01,-4.138
2024-02-02,-4.138
2024-02-03,-4.138
2024-02-04,-4.138
2024-02-05,-4.138
2024-02-06,-4.138
2024-02-07,-4.104
2024-02-08,-4.104
2024-02-09,-4.104
2024-02-10,-4.104
2024-02-11,-4.104
2024-02-12,-4.212
2024-02-13,-4.212
2024-02-14,-4.212
2024-02-15,-4.212
2024-02-16,-4.212
2024-02-17,-4.212
2024-02-18,-4.212
2024-02-19,-4.212
2024-02-20,-4.212
2024-02-21,-4.212
2024-02-22,-4.212
2024-02-23,-4.212
2024-02-24,-4.212
2024-02-25,-4.212
2024-02-26,-4.212
2024-02-27,-4.212
2024-02-28,-4.212
2024-02-29,-4.212
2024-03-01,-4.212
2024-03-02,-4.212
2024-03-03,-4.212
2024-03-04,-4.212
2024-03-05,-4.212
2024-03-06,-4.212
2024-03-07,-6.544
2024-03-08,-6.354
2024-03-09,-6.354
2024-03-10,-6.354
2024-03-11,-6.354
2024-03-12,-6.354
2024-03-13,-6.354
2024-03-14,-6.354
2024-03-15,-6.354
2024-03-16,-6.354
2024-03-17,-6.354
2024-03-18,-6.984
2024-03-19,-6.984
2024-03-20,-6.984
2024-03-21,-7.034
2024-03-22,-7.034
2024-03-23,-7.034
2024-03-24,-7.034
2024-03-25,-7.034
2024-03-26,-7.034
2024-03-27,-7.034
2024-03-28,-7.034
2024-03-29,-7.034
2024-03-30,-7.034
2024-03-31,-7.034
2024-04-01,-7.034
2024-04-02,-7.034
2024-04-03,-7.034
2024-04-04,-7.034
2024-04-05,-7.034
2024-04-06,-7.034
2024-04-07,-7.034
2024-04-08,-7.034
2024-04-09,-7.034
2024-04-10,-7.034
2024-04-11,-7.034
2024-04-12,-7.034
2024-04-13,-7.034
2024-04-14,-7.034
2024-04-15,-7.034
2024-04-16,-7.034
2024-04-17,-7.034
2024-04-18,-7.034
2024-04-19,-7.034
2024-04-20,-7.034
2024-04-21,-7.034
2024-04-22,-7.034
2024-04-23,-7.034
2024-04-24,-7.034
2024-04-25,-7.034
2024-04-26,-7.034
2024-04-27,-7.034
2024-04-28,-7.034
2024-04-29,-7.034
2024-04-30,-7.034
2024-05-01,-7.034
