,COLB US Equity
2023-09-20,6.134
2023-09-21,6.078
2023-09-22,6.032
2023-09-23,6.032
2023-09-24,6.032
2023-09-25,6.097
2023-09-26,6.156
2023-09-27,6.109
2023-09-28,6.099
2023-09-29,6.289
2023-09-30,6.289
2023-10-01,6.289
2023-10-02,6.079
2023-10-03,5.904
2023-10-04,5.907
2023-10-05,6.065
2023-10-06,6.202
2023-10-07,6.202
2023-10-08,6.202
2023-10-09,6.18
2023-10-10,6.185
2023-10-11,6.257
2023-10-12,6.272
2023-10-13,6.135
2023-10-14,6.135
2023-10-15,6.135
2023-10-16,6.264
2023-10-17,6.439
2023-10-18,6.255
2023-10-19,6.201
2023-10-20,5.885
2023-10-21,5.885
2023-10-22,5.885
2023-10-23,5.737
2023-10-24,5.697
2023-10-25,5.706
2023-10-26,6.092
2023-10-27,5.914
2023-10-28,5.914
2023-10-29,5.914
2023-10-30,6.027
2023-10-31,6.055
2023-11-01,6.043
2023-11-02,6.415
2023-11-03,6.699
2023-11-04,6.699
2023-11-05,6.699
2023-11-06,6.594
2023-11-07,6.517
2023-11-08,6.391
2023-11-09,6.246
2023-11-10,6.308
2023-11-11,6.308
2023-11-12,6.308
2023-11-13,6.346
2023-11-14,6.932
2023-11-15,7.031
2023-11-16,6.908
2023-11-17,6.997
2023-11-18,6.997
2023-11-19,6.997
2023-11-20,6.923
2023-11-21,6.837
2023-11-22,6.831
2023-11-23,6.831
2023-11-24,6.865
2023-11-25,6.865
2023-11-26,6.865
2023-11-27,6.781
2023-11-28,6.809
2023-11-29,6.971
2023-11-30,7.0
2023-12-01,7.456
2023-12-02,7.456
2023-12-03,7.456
2023-12-04,7.572
2023-12-05,7.397
2023-12-06,7.497
2023-12-07,7.606
2023-12-08,7.771
2023-12-09,7.771
2023-12-10,7.771
2023-12-11,7.687
2023-12-12,7.684
2023-12-13,8.155
2023-12-14,8.739
2023-12-15,8.532
2023-12-16,8.532
2023-12-17,8.532
2023-12-18,8.362
2023-12-19,8.447
2023-12-20,8.261
2023-12-21,8.363
2023-12-22,8.376
2023-12-23,8.376
2023-12-24,8.376
2023-12-25,8.376
2023-12-26,8.476
2023-12-27,8.483
2023-12-28,8.523
2023-12-29,8.388
2023-12-30,8.388
2023-12-31,8.388
2024-01-01,8.388
2024-01-02,8.357
2024-01-03,8.064
2024-01-04,8.071
2024-01-05,8.177
2024-01-06,8.177
2024-01-07,8.177
2024-01-08,8.269
2024-01-09,8.099
2024-01-10,8.131
2024-01-11,8.026
2024-01-12,7.899
2024-01-13,7.899
2024-01-14,7.899
2024-01-15,7.899
2024-01-16,7.762
2024-01-17,7.699
2024-01-18,7.781
2024-01-19,7.873
2024-01-20,7.873
2024-01-21,7.873
2024-01-22,8.047
2024-01-23,7.946
2024-01-24,8.65
2024-01-25,7.97
2024-01-26,8.547
2024-01-27,8.547
2024-01-28,8.547
2024-01-29,8.752
2024-01-30,8.84
2024-01-31,8.442
2024-02-01,8.086
2024-02-02,8.166
2024-02-03,8.166
2024-02-04,8.166
2024-02-05,7.986
2024-02-06,7.78
2024-02-07,7.693
2024-02-08,7.864
2024-02-09,7.889
2024-02-10,7.889
2024-02-11,7.889
2024-02-12,8.128
2024-02-13,7.743
2024-02-14,7.81
2024-02-15,7.961
2024-02-16,7.747
2024-02-17,7.747
2024-02-18,7.747
2024-02-19,7.747
2024-02-20,7.772
2024-02-21,7.655
2024-02-22,7.732
2024-02-23,7.753
2024-02-24,7.753
2024-02-25,7.753
2024-02-26,7.561
2024-02-27,7.638
2024-02-28,7.587
2024-02-29,7.732
2024-03-01,7.633
2024-03-02,7.633
2024-03-03,7.633
2024-03-04,7.71
2024-03-05,8.082
2024-03-06,8.343
2024-03-07,8.406
2024-03-08,8.399
2024-03-09,8.399
2024-03-10,8.399
2024-03-11,8.407
2024-03-12,8.274
2024-03-13,8.27
2024-03-14,7.926
2024-03-15,7.823
2024-03-16,7.823
2024-03-17,7.823
2024-03-18,7.723
2024-03-19,7.689
2024-03-20,8.062
2024-03-21,8.01
2024-03-22,7.839
2024-03-23,7.839
2024-03-24,7.839
2024-03-25,7.955
2024-03-26,7.908
2024-03-27,8.226
2024-03-28,8.333
2024-03-29,8.333
2024-03-30,8.333
2024-03-31,8.333
2024-04-01,8.165
2024-04-02,8.021
2024-04-03,8.029
2024-04-04,8.02
2024-04-05,8.007
2024-04-06,8.007
2024-04-07,8.007
2024-04-08,8.275
