,AA US Equity
2023-09-02,13.386
2023-09-03,13.386
2023-09-04,13.386
2023-09-05,13.192
2023-09-06,13.153
2023-09-07,12.391
2023-09-08,12.239
2023-09-09,12.239
2023-09-10,12.239
2023-09-11,12.817
2023-09-12,12.603
2023-09-13,12.804
2023-09-14,13.596
2023-09-15,13.382
2023-09-16,13.382
2023-09-17,13.382
2023-09-18,14.724
2023-09-19,14.464
2023-09-20,11.004
2023-09-21,10.438
2023-09-22,10.618
2023-09-23,10.618
2023-09-24,10.618
2023-09-25,9.974
2023-09-26,9.617
2023-09-27,9.743
2023-09-28,10.464
2023-09-29,10.807
2023-09-30,10.807
2023-10-01,10.807
2023-10-02,10.725
2023-10-03,10.495
2023-10-04,10.309
2023-10-05,10.07
2023-10-06,10.305
2023-10-07,10.305
2023-10-08,10.305
2023-10-09,10.343
2023-10-10,11.528
2023-10-11,11.42
2023-10-12,10.956
2023-10-13,10.826
2023-10-14,10.826
2023-10-15,10.826
2023-10-16,9.91
2023-10-17,11.475
2023-10-18,14.774
2023-10-19,21.041
2023-10-20,18.582
2023-10-21,18.582
2023-10-22,18.582
2023-10-23,21.192
2023-10-24,21.219
2023-10-25,21.982
2023-10-26,21.678
2023-10-27,21.678
2023-10-28,21.678
2023-10-29,21.678
2023-10-30,23.447
2023-10-31,23.743
2023-11-01,23.178
2023-11-02,24.141
2023-11-03,24.567
2023-11-04,24.567
2023-11-05,24.567
2023-11-06,24.048
2023-11-07,23.65
2023-11-08,23.641
2023-11-09,22.761
2023-11-10,22.817
2023-11-11,22.817
2023-11-12,22.817
2023-11-13,22.78
2023-11-14,24.234
2023-11-15,24.956
2023-11-16,24.076
2023-11-17,24.28
2023-11-18,24.28
2023-11-19,24.28
2023-11-20,29.734
2023-11-21,29.644
2023-11-22,29.633
2023-11-23,29.633
2023-11-24,29.576
2023-11-25,29.576
2023-11-26,29.576
2023-11-27,29.644
2023-11-28,29.396
2023-11-29,29.801
2023-11-30,30.275
2023-12-01,31.267
2023-12-02,31.267
2023-12-03,31.267
2023-12-04,30.218
2023-12-05,28.449
2023-12-06,26.712
2023-12-07,26.549
2023-12-08,26.634
2023-12-09,26.634
2023-12-10,26.634
2023-12-11,26.538
2023-12-12,31.283
2023-12-13,35.768
2023-12-14,55.375
2023-12-15,57.598
2023-12-16,57.598
2023-12-17,57.598
2023-12-18,57.923
2023-12-19,61.529
2023-12-20,58.281
2023-12-21,60.886
2023-12-22,64.214
2023-12-23,64.214
2023-12-24,64.214
2023-12-25,64.214
2023-12-26,64.404
2023-12-27,66.191
2023-12-28,65.697
2023-12-29,64.651
2023-12-30,64.651
2023-12-31,64.651
2024-01-01,64.651
2024-01-02,63.339
2024-01-03,59.878
2024-01-04,57.334
2024-01-05,59.175
2024-01-06,59.175
2024-01-07,59.175
2024-01-08,58.439
2024-01-09,54.776
2024-01-10,54.278
2024-01-11,54.846
2024-01-12,53.336
2024-01-13,53.336
2024-01-14,53.336
2024-01-15,53.336
2024-01-16,44.934
2024-01-17,48.884
2024-01-18,47.174
2024-01-19,55.296
2024-01-20,55.296
2024-01-21,55.296
2024-01-22,55.822
2024-01-23,59.642
2024-01-24,60.147
2024-01-25,60.39
2024-01-26,61.865
2024-01-27,61.865
2024-01-28,61.865
2024-01-29,62.471
2024-01-30,61.865
2024-01-31,83.973
2024-02-01,83.804
2024-02-02,83.239
2024-02-03,83.239
2024-02-04,83.239
2024-02-05,75.759
2024-02-06,77.961
2024-02-07,77.707
2024-02-08,78.215
2024-02-09,75.9
2024-02-10,75.9
2024-02-11,75.9
2024-02-12,78.751
2024-02-13,72.965
2024-02-14,75.618
2024-02-15,77.312
2024-02-16,77.34
2024-02-17,77.34
2024-02-18,77.34
2024-02-19,77.34
2024-02-20,75.336
2024-02-21,78.921
2024-02-22,78.328
2024-02-23,74.856
2024-02-24,74.856
2024-02-25,74.856
2024-02-26,109.301
2024-02-27,103.114
2024-02-28,101.647
2024-02-29,75.731
2024-03-01,77.039
2024-03-02,77.039
2024-03-03,77.039
2024-03-04,76.76
2024-03-05,75.168
2024-03-06,78.827
2024-03-07,83.436
2024-03-08,83.38
2024-03-09,83.38
2024-03-10,83.38
2024-03-11,118.178
2024-03-12,83.212
2024-03-13,85.363
2024-03-14,83.855
2024-03-15,85.028
2024-03-16,85.028
2024-03-17,85.028
2024-03-18,83.865
2024-03-19,83.109
2024-03-20,87.815
2024-03-21,87.815
2024-03-22,87.955
2024-03-23,87.955
2024-03-24,87.955
2024-03-25,146.82
2024-03-26,145.53
2024-03-27,160.435
2024-03-28,163.237
2024-03-29,163.237
2024-03-30,163.237
2024-03-31,163.237
2024-04-01,270.0
2024-04-02,282.857
2024-04-03,295.079
2024-04-04,285.317
2024-04-05,289.603
2024-04-06,289.603
2024-04-07,289.603
2024-04-08,288.413
