,SYNA US Equity
2023-08-22,28.175
2023-08-23,28.269
2023-08-24,27.648
2023-08-25,28.136
2023-08-26,28.136
2023-08-27,28.136
2023-08-28,28.149
2023-08-29,28.666
2023-08-30,28.175
2023-08-31,28.478
2023-09-01,28.966
2023-09-02,28.966
2023-09-03,28.966
2023-09-04,28.966
2023-09-05,28.478
2023-09-06,28.982
2023-09-07,27.283
2023-09-08,27.631
2023-09-09,27.631
2023-09-10,27.631
2023-09-11,26.587
2023-09-12,26.252
2023-09-13,26.542
2023-09-14,28.212
2023-09-15,27.513
2023-09-16,27.513
2023-09-17,27.513
2023-09-18,27.468
2023-09-19,26.823
2023-09-20,26.331
2023-09-21,26.169
2023-09-22,26.552
2023-09-23,26.552
2023-09-24,26.552
2023-09-25,26.756
2023-09-26,26.494
2023-09-27,26.612
2023-09-28,27.542
2023-09-29,28.557
2023-09-30,28.557
2023-10-01,28.557
2023-10-02,27.856
2023-10-03,28.6
2023-10-04,28.48
2023-10-05,28.537
2023-10-06,29.519
2023-10-07,29.519
2023-10-08,29.519
2023-10-09,29.443
2023-10-10,29.63
2023-10-11,30.142
2023-10-12,29.729
2023-10-13,29.278
2023-10-14,29.278
2023-10-15,29.278
2023-10-16,30.0
2023-10-17,29.818
2023-10-18,29.516
2023-10-19,28.532
2023-10-20,27.893
2023-10-21,27.893
2023-10-22,27.893
2023-10-23,26.789
2023-10-24,26.712
2023-10-25,25.321
2023-10-26,25.654
2023-10-27,25.531
2023-10-28,25.531
2023-10-29,25.531
2023-10-30,25.281
2023-10-31,25.805
2023-11-01,24.762
2023-11-02,26.638
2023-11-03,27.862
2023-11-04,27.862
2023-11-05,27.862
2023-11-06,27.252
2023-11-07,27.566
2023-11-08,27.341
2023-11-09,32.681
2023-11-10,40.317
2023-11-11,40.317
2023-11-12,40.317
2023-11-13,39.264
2023-11-14,42.02
2023-11-15,42.986
2023-11-16,43.155
2023-11-17,43.472
2023-11-18,43.472
2023-11-19,43.472
2023-11-20,43.628
2023-11-21,42.62
2023-11-22,42.855
2023-11-23,42.855
2023-11-24,42.756
2023-11-25,42.756
2023-11-26,42.756
2023-11-27,43.2
2023-11-28,41.868
2023-11-29,42.077
2023-11-30,41.645
2023-12-01,41.847
2023-12-02,41.847
2023-12-03,41.847
2023-12-04,41.255
2023-12-05,40.062
2023-12-06,40.876
2023-12-07,40.896
2023-12-08,43.858
2023-12-09,43.858
2023-12-10,43.858
2023-12-11,44.182
2023-12-12,43.944
2023-12-13,44.454
2023-12-14,47.067
2023-12-15,48.443
2023-12-16,48.443
2023-12-17,48.443
2023-12-18,48.862
2023-12-19,49.228
2023-12-20,47.087
2023-12-21,48.385
2023-12-22,48.492
2023-12-23,48.492
2023-12-24,48.492
2023-12-25,48.492
2023-12-26,48.841
2023-12-27,48.673
2023-12-28,48.106
2023-12-29,46.869
2023-12-30,46.869
2023-12-31,46.869
2024-01-01,46.869
2024-01-02,45.604
2024-01-03,44.224
2024-01-04,42.896
2024-01-05,42.597
2024-01-06,42.597
2024-01-07,42.597
2024-01-08,44.495
2024-01-09,43.525
2024-01-10,43.613
2024-01-11,43.13
2024-01-12,42.802
2024-01-13,42.802
2024-01-14,42.802
2024-01-15,42.802
2024-01-16,42.524
2024-01-17,41.786
2024-01-18,43.036
2024-01-19,44.148
2024-01-20,44.148
2024-01-21,44.148
2024-01-22,45.864
2024-01-23,47.68
2024-01-24,46.355
2024-01-25,46.502
2024-01-26,45.881
2024-01-27,45.881
2024-01-28,45.881
2024-01-29,46.275
2024-01-30,45.038
2024-01-31,44.803
2024-02-01,44.79
2024-02-02,44.128
2024-02-03,44.128
2024-02-04,44.128
2024-02-05,44.245
2024-02-06,43.561
2024-02-07,45.336
2024-02-08,48.11
2024-02-09,51.425
2024-02-10,51.425
2024-02-11,51.425
2024-02-12,52.099
2024-02-13,49.56
2024-02-14,50.724
2024-02-15,50.472
2024-02-16,48.726
2024-02-17,48.726
2024-02-18,48.726
2024-02-19,48.726
2024-02-20,48.231
2024-02-21,47.997
2024-02-22,48.226
2024-02-23,47.635
2024-02-24,47.635
2024-02-25,47.635
2024-02-26,47.809
2024-02-27,46.531
2024-02-28,45.605
2024-02-29,45.875
2024-03-01,48.561
2024-03-02,48.561
2024-03-03,48.561
2024-03-04,48.066
2024-03-05,46.852
2024-03-06,47.401
2024-03-07,49.491
2024-03-08,49.267
2024-03-09,49.267
2024-03-10,49.267
2024-03-11,49.042
2024-03-12,48.74
2024-03-13,46.989
2024-03-14,45.568
2024-03-15,45.082
2024-03-16,45.082
2024-03-17,45.082
2024-03-18,44.936
2024-03-19,44.684
2024-03-20,45.018
2024-03-21,45.779
2024-03-22,45.005
2024-03-23,45.005
2024-03-24,45.005
2024-03-25,44.574
2024-03-26,44.033
2024-03-27,45.284
2024-03-28,44.711
2024-03-29,44.711
2024-03-30,44.711
2024-03-31,44.711
2024-04-01,44.803
2024-04-02,43.488
2024-04-03,43.368
2024-04-04,42.42
2024-04-05,42.768
2024-04-06,42.768
2024-04-07,42.768
2024-04-08,42.621
