,CFR US Equity
2023-08-20,11.26
2023-08-21,11.095
2023-08-22,11.026
2023-08-23,11.165
2023-08-24,11.05
2023-08-25,11.05
2023-08-26,11.05
2023-08-27,11.05
2023-08-28,11.134
2023-08-29,11.216
2023-08-30,11.106
2023-08-31,11.078
2023-09-01,11.189
2023-09-02,11.189
2023-09-03,11.189
2023-09-04,11.189
2023-09-05,11.1
2023-09-06,10.906
2023-09-07,10.69
2023-09-08,10.839
2023-09-09,10.839
2023-09-10,10.839
2023-09-11,10.933
2023-09-12,11.184
2023-09-13,11.103
2023-09-14,11.238
2023-09-15,11.227
2023-09-16,11.227
2023-09-17,11.227
2023-09-18,11.031
2023-09-19,10.98
2023-09-20,10.896
2023-09-21,10.632
2023-09-22,10.527
2023-09-23,10.527
2023-09-24,10.527
2023-09-25,10.73
2023-09-26,10.489
2023-09-27,10.446
2023-09-28,10.681
2023-09-29,10.749
2023-09-30,10.749
2023-10-01,10.749
2023-10-02,10.59
2023-10-03,10.384
2023-10-04,10.526
2023-10-05,10.672
2023-10-06,10.69
2023-10-07,10.69
2023-10-08,10.69
2023-10-09,10.738
2023-10-10,10.948
2023-10-11,11.029
2023-10-12,10.942
2023-10-13,10.802
2023-10-14,10.802
2023-10-15,10.802
2023-10-16,11.081
2023-10-17,11.229
2023-10-18,10.926
2023-10-19,10.904
2023-10-20,10.278
2023-10-21,10.278
2023-10-22,10.278
2023-10-23,10.123
2023-10-24,10.124
2023-10-25,9.986
2023-10-26,10.949
2023-10-27,10.555
2023-10-28,10.555
2023-10-29,10.555
2023-10-30,10.663
2023-10-31,10.44
2023-11-01,10.311
2023-11-02,10.89
2023-11-03,11.086
2023-11-04,11.086
2023-11-05,11.086
2023-11-06,10.952
2023-11-07,10.852
2023-11-08,10.883
2023-11-09,10.614
2023-11-10,10.672
2023-11-11,10.672
2023-11-12,10.672
2023-11-13,10.769
2023-11-14,11.262
2023-11-15,11.415
2023-11-16,11.353
2023-11-17,11.457
2023-11-18,11.457
2023-11-19,11.457
2023-11-20,11.475
2023-11-21,11.277
2023-11-22,11.363
2023-11-23,11.363
2023-11-24,11.403
2023-11-25,11.403
2023-11-26,11.403
2023-11-27,11.419
2023-11-28,11.311
2023-11-29,11.465
2023-11-30,11.481
2023-12-01,11.932
2023-12-02,11.932
2023-12-03,11.932
2023-12-04,12.163
2023-12-05,11.879
2023-12-06,11.83
2023-12-07,11.905
2023-12-08,11.981
2023-12-09,11.981
2023-12-10,11.981
2023-12-11,11.92
2023-12-12,11.835
2023-12-13,12.399
2023-12-14,12.89
2023-12-15,12.577
2023-12-16,12.577
2023-12-17,12.577
2023-12-18,12.507
2023-12-19,12.746
2023-12-20,12.324
2023-12-21,12.488
2023-12-22,12.577
2023-12-23,12.577
2023-12-24,12.577
2023-12-25,12.577
2023-12-26,12.624
2023-12-27,12.712
2023-12-28,12.828
2023-12-29,12.683
2023-12-30,12.683
2023-12-31,12.683
2024-01-01,12.683
2024-01-02,12.736
2024-01-03,12.285
2024-01-04,12.344
2024-01-05,12.555
2024-01-06,12.555
2024-01-07,12.555
2024-01-08,12.647
2024-01-09,12.451
2024-01-10,12.576
2024-01-11,12.407
2024-01-12,12.328
2024-01-13,12.328
2024-01-14,12.328
2024-01-15,12.328
2024-01-16,12.085
2024-01-17,11.996
2024-01-18,12.225
2024-01-19,12.486
2024-01-20,12.486
2024-01-21,12.486
2024-01-22,12.733
2024-01-23,12.658
2024-01-24,12.8
2024-01-25,12.877
2024-01-26,12.747
2024-01-27,12.747
2024-01-28,12.747
2024-01-29,12.832
2024-01-30,12.903
2024-01-31,12.54
2024-02-01,12.231
2024-02-02,12.323
2024-02-03,12.323
2024-02-04,12.323
2024-02-05,12.103
2024-02-06,11.972
2024-02-07,11.937
2024-02-08,12.002
2024-02-09,12.17
2024-02-10,12.17
2024-02-11,12.17
2024-02-12,12.514
2024-02-13,12.36
2024-02-14,12.529
2024-02-15,12.91
2024-02-16,12.83
2024-02-17,12.83
2024-02-18,12.83
2024-02-19,12.83
2024-02-20,12.745
2024-02-21,12.718
2024-02-22,12.706
2024-02-23,12.686
2024-02-24,12.686
2024-02-25,12.686
2024-02-26,12.71
2024-02-27,12.921
2024-02-28,12.722
2024-02-29,12.941
2024-03-01,12.826
2024-03-02,12.826
2024-03-03,12.826
2024-03-04,13.082
2024-03-05,13.599
2024-03-06,13.206
2024-03-07,13.075
2024-03-08,12.934
2024-03-09,12.934
2024-03-10,12.934
2024-03-11,12.801
2024-03-12,12.821
2024-03-13,12.821
2024-03-14,12.58
2024-03-15,12.615
2024-03-16,12.615
2024-03-17,12.615
2024-03-18,12.587
2024-03-19,12.581
2024-03-20,12.736
2024-03-21,12.874
2024-03-22,12.664
2024-03-23,12.664
2024-03-24,12.664
2024-03-25,12.709
2024-03-26,12.711
2024-03-27,13.27
2024-03-28,13.419
2024-03-29,13.419
2024-03-30,13.419
2024-03-31,13.419
2024-04-01,13.366
2024-04-02,13.163
2024-04-03,13.107
2024-04-04,13.118
2024-04-05,13.16
2024-04-06,13.16
2024-04-07,13.16
2024-04-08,13.332
