,HUBB US Equity
2023-09-02,20.297
2023-09-03,20.297
2023-09-04,20.297
2023-09-05,19.383
2023-09-06,19.579
2023-09-07,20.08
2023-09-08,20.237
2023-09-09,20.237
2023-09-10,20.237
2023-09-11,20.168
2023-09-12,19.703
2023-09-13,19.494
2023-09-14,19.743
2023-09-15,19.513
2023-09-16,19.513
2023-09-17,19.513
2023-09-18,19.771
2023-09-19,19.413
2023-09-20,19.173
2023-09-21,18.8
2023-09-22,18.885
2023-09-23,18.885
2023-09-24,18.885
2023-09-25,19.332
2023-09-26,19.074
2023-09-27,19.52
2023-09-28,19.631
2023-09-29,19.353
2023-09-30,19.353
2023-10-01,19.353
2023-10-02,19.097
2023-10-03,18.861
2023-10-04,18.961
2023-10-05,18.474
2023-10-06,19.091
2023-10-07,19.091
2023-10-08,19.091
2023-10-09,19.023
2023-10-10,18.983
2023-10-11,19.159
2023-10-12,19.089
2023-10-13,18.182
2023-10-14,18.182
2023-10-15,18.182
2023-10-16,18.701
2023-10-17,18.432
2023-10-18,17.834
2023-10-19,17.531
2023-10-20,17.221
2023-10-21,17.221
2023-10-22,17.221
2023-10-23,17.252
2023-10-24,17.368
2023-10-25,17.222
2023-10-26,17.343
2023-10-27,17.291
2023-10-28,17.291
2023-10-29,17.291
2023-10-30,17.434
2023-10-31,16.422
2023-11-01,16.959
2023-11-02,17.057
2023-11-03,17.125
2023-11-04,17.125
2023-11-05,17.125
2023-11-06,16.907
2023-11-07,16.93
2023-11-08,17.091
2023-11-09,17.307
2023-11-10,17.581
2023-11-11,17.581
2023-11-12,17.581
2023-11-13,17.658
2023-11-14,17.947
2023-11-15,17.575
2023-11-16,17.552
2023-11-17,18.235
2023-11-18,18.235
2023-11-19,18.235
2023-11-20,18.229
2023-11-21,18.027
2023-11-22,18.241
2023-11-23,18.241
2023-11-24,18.29
2023-11-25,18.29
2023-11-26,18.29
2023-11-27,18.294
2023-11-28,17.949
2023-11-29,18.007
2023-11-30,18.334
2023-12-01,18.546
2023-12-02,18.546
2023-12-03,18.546
2023-12-04,18.494
2023-12-05,18.311
2023-12-06,18.531
2023-12-07,18.704
2023-12-08,18.821
2023-12-09,18.821
2023-12-10,18.821
2023-12-11,19.194
2023-12-12,19.448
2023-12-13,19.197
2023-12-14,19.888
2023-12-15,19.822
2023-12-16,19.822
2023-12-17,19.822
2023-12-18,19.803
2023-12-19,19.716
2023-12-20,19.56
2023-12-21,19.785
2023-12-22,19.873
2023-12-23,19.873
2023-12-24,19.873
2023-12-25,19.873
2023-12-26,20.05
2023-12-27,19.997
2023-12-28,20.002
2023-12-29,20.052
2023-12-30,20.052
2023-12-31,20.052
2024-01-01,20.052
2024-01-02,19.895
2024-01-03,19.311
2024-01-04,19.5
2024-01-05,19.385
2024-01-06,19.385
2024-01-07,19.385
2024-01-08,19.627
2024-01-09,19.888
2024-01-10,19.763
2024-01-11,19.884
2024-01-12,19.983
2024-01-13,19.983
2024-01-14,19.983
2024-01-15,19.983
2024-01-16,19.909
2024-01-17,19.667
2024-01-18,19.916
2024-01-19,20.114
2024-01-20,20.114
2024-01-21,20.114
2024-01-22,20.428
2024-01-23,20.196
2024-01-24,20.025
2024-01-25,20.371
2024-01-26,20.075
2024-01-27,20.075
2024-01-28,20.075
2024-01-29,20.306
2024-01-30,20.939
2024-01-31,20.375
2024-02-01,20.869
2024-02-02,21.496
2024-02-03,21.496
2024-02-04,21.496
2024-02-05,21.311
2024-02-06,21.266
2024-02-07,21.563
2024-02-08,21.75
2024-02-09,22.041
2024-02-10,22.041
2024-02-11,22.041
2024-02-12,21.847
2024-02-13,21.463
2024-02-14,21.893
2024-02-15,21.832
2024-02-16,21.852
2024-02-17,21.852
2024-02-18,21.852
2024-02-19,21.852
2024-02-20,21.637
2024-02-21,21.564
2024-02-22,22.207
2024-02-23,22.272
2024-02-24,22.272
2024-02-25,22.272
2024-02-26,22.503
2024-02-27,22.376
2024-02-28,22.654
2024-02-29,23.256
2024-03-01,23.506
2024-03-02,23.506
2024-03-03,23.506
2024-03-04,23.687
2024-03-05,23.249
2024-03-06,23.693
2024-03-07,24.0
2024-03-08,24.011
2024-03-09,24.011
2024-03-10,24.011
2024-03-11,23.648
2024-03-12,24.228
2024-03-13,24.387
2024-03-14,24.527
2024-03-15,24.12
2024-03-16,24.12
2024-03-17,24.12
2024-03-18,24.392
2024-03-19,24.221
2024-03-20,24.828
2024-03-21,25.337
2024-03-22,25.516
2024-03-23,25.516
2024-03-24,25.516
2024-03-25,25.223
2024-03-26,25.235
2024-03-27,25.268
2024-03-28,25.34
2024-03-29,25.34
2024-03-30,25.34
2024-03-31,25.34
2024-04-01,25.447
2024-04-02,25.363
2024-04-03,25.858
2024-04-04,25.136
2024-04-05,25.517
2024-04-06,25.517
2024-04-07,25.517
2024-04-08,25.418
