,PII US Equity
2023-08-22,10.057
2023-08-23,10.083
2023-08-24,10.075
2023-08-25,10.046
2023-08-26,10.046
2023-08-27,10.046
2023-08-28,10.222
2023-08-29,10.368
2023-08-30,10.216
2023-08-31,10.233
2023-09-01,10.408
2023-09-02,10.408
2023-09-03,10.408
2023-09-04,10.408
2023-09-05,10.048
2023-09-06,9.882
2023-09-07,9.836
2023-09-08,9.9
2023-09-09,9.9
2023-09-10,9.9
2023-09-11,9.73
2023-09-12,9.809
2023-09-13,9.672
2023-09-14,9.765
2023-09-15,9.785
2023-09-16,9.785
2023-09-17,9.785
2023-09-18,9.787
2023-09-19,9.748
2023-09-20,9.726
2023-09-21,9.566
2023-09-22,9.559
2023-09-23,9.559
2023-09-24,9.559
2023-09-25,9.605
2023-09-26,9.367
2023-09-27,9.312
2023-09-28,9.54
2023-09-29,9.551
2023-09-30,9.551
2023-10-01,9.551
2023-10-02,9.414
2023-10-03,9.1
2023-10-04,9.056
2023-10-05,8.948
2023-10-06,8.973
2023-10-07,8.973
2023-10-08,8.973
2023-10-09,9.041
2023-10-10,9.227
2023-10-11,9.096
2023-10-12,8.881
2023-10-13,8.952
2023-10-14,8.952
2023-10-15,8.952
2023-10-16,9.001
2023-10-17,9.163
2023-10-18,8.878
2023-10-19,8.858
2023-10-20,8.698
2023-10-21,8.698
2023-10-22,8.698
2023-10-23,8.588
2023-10-24,8.896
2023-10-25,8.973
2023-10-26,8.812
2023-10-27,8.81
2023-10-28,8.81
2023-10-29,8.81
2023-10-30,8.731
2023-10-31,9.123
2023-11-01,9.146
2023-11-02,9.364
2023-11-03,9.781
2023-11-04,9.781
2023-11-05,9.781
2023-11-06,9.611
2023-11-07,9.508
2023-11-08,9.446
2023-11-09,9.169
2023-11-10,9.27
2023-11-11,9.27
2023-11-12,9.27
2023-11-13,9.137
2023-11-14,9.67
2023-11-15,9.961
2023-11-16,9.571
2023-11-17,9.731
2023-11-18,9.731
2023-11-19,9.731
2023-11-20,9.665
2023-11-21,9.457
2023-11-22,9.492
2023-11-23,9.492
2023-11-24,9.561
2023-11-25,9.561
2023-11-26,9.561
2023-11-27,9.279
2023-11-28,9.252
2023-11-29,9.142
2023-11-30,8.846
2023-12-01,9.375
2023-12-02,9.375
2023-12-03,9.375
2023-12-04,9.283
2023-12-05,9.248
2023-12-06,9.473
2023-12-07,9.639
2023-12-08,9.638
2023-12-09,9.638
2023-12-10,9.638
2023-12-11,9.412
2023-12-12,9.117
2023-12-13,9.46
2023-12-14,10.111
2023-12-15,9.985
2023-12-16,9.985
2023-12-17,9.985
2023-12-18,10.017
2023-12-19,10.108
2023-12-20,9.952
2023-12-21,10.278
2023-12-22,10.297
2023-12-23,10.297
2023-12-24,10.297
2023-12-25,10.297
2023-12-26,10.418
2023-12-27,10.48
2023-12-28,10.433
2023-12-29,10.314
2023-12-30,10.314
2023-12-31,10.314
2024-01-01,10.314
2024-01-02,10.27
2024-01-03,9.832
2024-01-04,9.65
2024-01-05,9.758
2024-01-06,9.758
2024-01-07,9.758
2024-01-08,9.931
2024-01-09,9.853
2024-01-10,9.917
2024-01-11,9.786
2024-01-12,9.722
2024-01-13,9.722
2024-01-14,9.722
2024-01-15,9.722
2024-01-16,9.704
2024-01-17,9.902
2024-01-18,10.023
2024-01-19,10.31
2024-01-20,10.31
2024-01-21,10.31
2024-01-22,10.516
2024-01-23,10.348
2024-01-24,10.168
2024-01-25,10.143
2024-01-26,10.234
2024-01-27,10.234
2024-01-28,10.234
2024-01-29,10.386
2024-01-30,10.447
2024-01-31,10.804
2024-02-01,10.886
2024-02-02,11.04
2024-02-03,11.04
2024-02-04,11.04
2024-02-05,11.174
2024-02-06,11.273
2024-02-07,11.34
2024-02-08,11.43
2024-02-09,11.565
2024-02-10,11.565
2024-02-11,11.565
2024-02-12,11.854
2024-02-13,11.393
2024-02-14,11.521
2024-02-15,11.792
2024-02-16,11.676
2024-02-17,11.676
2024-02-18,11.676
2024-02-19,11.676
2024-02-20,11.789
2024-02-21,11.766
2024-02-22,11.709
2024-02-23,11.746
2024-02-24,11.746
2024-02-25,11.746
2024-02-26,11.565
2024-02-27,11.704
2024-02-28,11.783
2024-02-29,11.848
2024-03-01,11.944
2024-03-02,11.944
2024-03-03,11.944
2024-03-04,11.786
2024-03-05,11.757
2024-03-06,11.648
2024-03-07,11.855
2024-03-08,11.838
2024-03-09,11.838
2024-03-10,11.838
2024-03-11,11.734
2024-03-12,11.67
2024-03-13,11.791
2024-03-14,11.56
2024-03-15,11.715
2024-03-16,11.715
2024-03-17,11.715
2024-03-18,11.492
2024-03-19,11.575
2024-03-20,11.82
2024-03-21,12.08
2024-03-22,12.199
2024-03-23,12.199
2024-03-24,12.199
2024-03-25,12.069
2024-03-26,12.166
2024-03-27,12.636
2024-03-28,12.769
2024-03-29,12.769
2024-03-30,12.769
2024-03-31,12.769
2024-04-01,12.622
2024-04-02,12.384
2024-04-03,12.439
2024-04-04,12.291
2024-04-05,12.41
2024-04-06,12.41
2024-04-07,12.41
2024-04-08,12.413
