,PPBI US Equity
2023-08-19,10.191
2023-08-20,10.191
2023-08-21,10.107
2023-08-22,9.791
2023-08-23,9.918
2023-08-24,9.94
2023-08-25,9.901
2023-08-26,9.901
2023-08-27,9.901
2023-08-28,10.037
2023-08-29,10.037
2023-08-30,9.945
2023-08-31,10.129
2023-09-01,10.455
2023-09-02,10.455
2023-09-03,10.455
2023-09-04,10.455
2023-09-05,10.116
2023-09-06,9.821
2023-09-07,9.773
2023-09-08,9.861
2023-09-09,9.861
2023-09-10,9.861
2023-09-11,9.857
2023-09-12,9.896
2023-09-13,9.835
2023-09-14,9.984
2023-09-15,9.883
2023-09-16,9.883
2023-09-17,9.883
2023-09-18,9.689
2023-09-19,9.751
2023-09-20,9.733
2023-09-21,9.5
2023-09-22,9.386
2023-09-23,9.386
2023-09-24,9.386
2023-09-25,9.61
2023-09-26,9.447
2023-09-27,9.471
2023-09-28,9.48
2023-09-29,9.676
2023-09-30,9.676
2023-10-01,9.676
2023-10-02,9.502
2023-10-03,9.364
2023-10-04,9.359
2023-10-05,9.627
2023-10-06,9.698
2023-10-07,9.698
2023-10-08,9.698
2023-10-09,9.72
2023-10-10,9.819
2023-10-11,9.823
2023-10-12,9.578
2023-10-13,9.386
2023-10-14,9.386
2023-10-15,9.386
2023-10-16,9.533
2023-10-17,9.796
2023-10-18,9.533
2023-10-19,9.386
2023-10-20,9.154
2023-10-21,9.154
2023-10-22,9.154
2023-10-23,9.119
2023-10-24,8.996
2023-10-25,9.89
2023-10-26,10.301
2023-10-27,10.125
2023-10-28,10.125
2023-10-29,10.125
2023-10-30,10.115
2023-10-31,10.141
2023-11-01,10.493
2023-11-02,11.123
2023-11-03,11.585
2023-11-04,11.585
2023-11-05,11.585
2023-11-06,11.395
2023-11-07,11.237
2023-11-08,10.949
2023-11-09,10.732
2023-11-10,10.683
2023-11-11,10.683
2023-11-12,10.683
2023-11-13,10.944
2023-11-14,12.144
2023-11-15,12.133
2023-11-16,12.095
2023-11-17,12.193
2023-11-18,12.193
2023-11-19,12.193
2023-11-20,11.919
2023-11-21,11.842
2023-11-22,11.883
2023-11-23,11.883
2023-11-24,11.708
2023-11-25,11.708
2023-11-26,11.708
2023-11-27,11.301
2023-11-28,11.111
2023-11-29,11.271
2023-11-30,11.236
2023-12-01,11.859
2023-12-02,11.859
2023-12-03,11.859
2023-12-04,12.238
2023-12-05,12.243
2023-12-06,12.277
2023-12-07,12.657
2023-12-08,12.832
2023-12-09,12.832
2023-12-10,12.832
2023-12-11,12.788
2023-12-12,12.769
2023-12-13,13.708
2023-12-14,14.38
2023-12-15,14.234
2023-12-16,14.234
2023-12-17,14.234
2023-12-18,14.202
2023-12-19,14.285
2023-12-20,13.928
2023-12-21,14.143
2023-12-22,14.275
2023-12-23,14.275
2023-12-24,14.275
2023-12-25,14.275
2023-12-26,14.559
2023-12-27,14.627
2023-12-28,14.612
2023-12-29,13.831
2023-12-30,13.831
2023-12-31,13.831
2024-01-01,13.831
2024-01-02,13.698
2024-01-03,13.242
2024-01-04,13.237
2024-01-05,13.223
2024-01-06,13.223
2024-01-07,13.223
2024-01-08,13.565
2024-01-09,13.408
2024-01-10,13.465
2024-01-11,13.289
2024-01-12,13.137
2024-01-13,13.137
2024-01-14,13.137
2024-01-15,13.137
2024-01-16,12.976
2024-01-17,12.753
2024-01-18,12.843
2024-01-19,13.137
2024-01-20,13.137
2024-01-21,13.137
2024-01-22,13.537
2024-01-23,13.285
2024-01-24,13.313
2024-01-25,13.171
2024-01-26,13.299
2024-01-27,13.299
2024-01-28,13.299
2024-01-29,13.709
2024-01-30,13.493
2024-01-31,12.664
2024-02-01,12.569
2024-02-02,12.716
2024-02-03,12.716
2024-02-04,12.716
2024-02-05,12.428
2024-02-06,12.292
2024-02-07,12.226
2024-02-08,12.313
2024-02-09,12.467
2024-02-10,12.467
2024-02-11,12.467
2024-02-12,12.758
2024-02-13,12.027
2024-02-14,12.129
2024-02-15,12.958
2024-02-16,12.712
2024-02-17,12.712
2024-02-18,12.712
2024-02-19,12.712
2024-02-20,12.416
2024-02-21,12.274
2024-02-22,12.152
2024-02-23,12.096
2024-02-24,12.096
2024-02-25,12.096
2024-02-26,11.861
2024-02-27,11.897
2024-02-28,11.545
2024-02-29,11.657
2024-03-01,11.724
2024-03-02,11.724
2024-03-03,11.724
2024-03-04,11.433
2024-03-05,11.968
2024-03-06,12.07
2024-03-07,12.137
2024-03-08,12.065
2024-03-09,12.065
2024-03-10,12.065
2024-03-11,12.06
2024-03-12,11.785
2024-03-13,11.831
2024-03-14,11.29
2024-03-15,11.53
2024-03-16,11.53
2024-03-17,11.53
2024-03-18,11.397
2024-03-19,11.275
2024-03-20,11.841
2024-03-21,12.07
2024-03-22,11.713
2024-03-23,11.713
2024-03-24,11.713
2024-03-25,11.724
2024-03-26,11.787
2024-03-27,12.381
2024-03-28,12.371
2024-03-29,12.371
2024-03-30,12.371
2024-03-31,12.371
2024-04-01,12.149
2024-04-02,11.845
2024-04-03,11.732
2024-04-04,11.722
2024-04-05,11.655
2024-04-06,11.655
2024-04-07,11.655
2024-04-08,11.665
