,AWI US Equity
2023-09-20,13.563
2023-09-21,13.339
2023-09-22,13.158
2023-09-23,13.158
2023-09-24,13.158
2023-09-25,13.065
2023-09-26,12.923
2023-09-27,13.186
2023-09-28,13.537
2023-09-29,13.321
2023-09-30,13.321
2023-10-01,13.321
2023-10-02,13.16
2023-10-03,13.036
2023-10-04,13.13
2023-10-05,13.169
2023-10-06,13.063
2023-10-07,13.063
2023-10-08,13.063
2023-10-09,13.198
2023-10-10,13.374
2023-10-11,13.549
2023-10-12,13.19
2023-10-13,13.041
2023-10-14,13.041
2023-10-15,13.041
2023-10-16,13.363
2023-10-17,13.295
2023-10-18,12.976
2023-10-19,12.853
2023-10-20,12.768
2023-10-21,12.768
2023-10-22,12.768
2023-10-23,12.729
2023-10-24,13.282
2023-10-25,12.94
2023-10-26,13.067
2023-10-27,13.026
2023-10-28,13.026
2023-10-29,13.026
2023-10-30,13.375
2023-10-31,13.541
2023-11-01,13.826
2023-11-02,14.116
2023-11-03,14.451
2023-11-04,14.451
2023-11-05,14.451
2023-11-06,14.297
2023-11-07,14.473
2023-11-08,14.392
2023-11-09,14.27
2023-11-10,14.492
2023-11-11,14.492
2023-11-12,14.492
2023-11-13,14.354
2023-11-14,14.952
2023-11-15,14.804
2023-11-16,14.748
2023-11-17,14.877
2023-11-18,14.877
2023-11-19,14.877
2023-11-20,14.94
2023-11-21,14.92
2023-11-22,14.933
2023-11-23,14.933
2023-11-24,14.926
2023-11-25,14.926
2023-11-26,14.926
2023-11-27,15.072
2023-11-28,14.847
2023-11-29,15.071
2023-11-30,15.189
2023-12-01,15.529
2023-12-02,15.529
2023-12-03,15.529
2023-12-04,16.38
2023-12-05,16.142
2023-12-06,16.299
2023-12-07,16.443
2023-12-08,16.523
2023-12-09,16.523
2023-12-10,16.523
2023-12-11,16.699
2023-12-12,16.942
2023-12-13,16.987
2023-12-14,17.548
2023-12-15,17.716
2023-12-16,17.716
2023-12-17,17.716
2023-12-18,17.406
2023-12-19,17.608
2023-12-20,17.44
2023-12-21,17.648
2023-12-22,17.739
2023-12-23,17.739
2023-12-24,17.739
2023-12-25,17.739
2023-12-26,17.725
2023-12-27,17.775
2023-12-28,17.775
2023-12-29,17.608
2023-12-30,17.608
2023-12-31,17.608
2024-01-01,17.608
2024-01-02,17.476
2024-01-03,17.094
2024-01-04,17.146
2024-01-05,17.507
2024-01-06,17.507
2024-01-07,17.507
2024-01-08,17.668
2024-01-09,17.779
2024-01-10,17.964
2024-01-11,17.816
2024-01-12,17.631
2024-01-13,17.631
2024-01-14,17.631
2024-01-15,17.631
2024-01-16,17.637
2024-01-17,17.505
2024-01-18,17.639
2024-01-19,17.973
2024-01-20,17.973
2024-01-21,17.973
2024-01-22,18.181
2024-01-23,17.752
2024-01-24,17.478
2024-01-25,17.733
2024-01-26,17.83
2024-01-27,17.83
2024-01-28,17.83
2024-01-29,18.051
2024-01-30,18.134
2024-01-31,17.864
2024-02-01,18.411
2024-02-02,18.415
2024-02-03,18.415
2024-02-04,18.415
2024-02-05,18.127
2024-02-06,18.147
2024-02-07,18.537
2024-02-08,18.836
2024-02-09,18.88
2024-02-10,18.88
2024-02-11,18.88
2024-02-12,18.998
2024-02-13,18.689
2024-02-14,18.919
2024-02-15,19.074
2024-02-16,18.923
2024-02-17,18.923
2024-02-18,18.923
2024-02-19,18.923
2024-02-20,21.016
2024-02-21,21.032
2024-02-22,21.178
2024-02-23,21.48
2024-02-24,21.48
2024-02-25,21.48
2024-02-26,21.49
2024-02-27,21.627
2024-02-28,21.42
2024-02-29,21.219
2024-03-01,21.277
2024-03-02,21.277
2024-03-03,21.277
2024-03-04,21.386
2024-03-05,21.145
2024-03-06,21.39
2024-03-07,21.532
2024-03-08,21.483
2024-03-09,21.483
2024-03-10,21.483
2024-03-11,21.23
2024-03-12,21.414
2024-03-13,21.404
2024-03-14,21.383
2024-03-15,21.269
2024-03-16,21.269
2024-03-17,21.269
2024-03-18,21.187
2024-03-19,21.509
2024-03-20,21.34
2024-03-21,21.681
2024-03-22,21.649
2024-03-23,21.649
2024-03-24,21.649
2024-03-25,21.448
2024-03-26,21.444
2024-03-27,21.632
2024-03-28,21.588
2024-03-29,21.588
2024-03-30,21.588
2024-03-31,21.588
2024-04-01,21.418
2024-04-02,20.923
2024-04-03,21.298
2024-04-04,20.925
2024-04-05,21.142
2024-04-06,21.142
2024-04-07,21.142
2024-04-08,21.088
