,INTC US Equity
2023-08-18,19.236
2023-08-19,19.236
2023-08-20,19.236
2023-08-21,19.465
2023-08-22,19.318
2023-08-23,19.841
2023-08-24,19.03
2023-08-25,19.415
2023-08-26,19.415
2023-08-27,19.415
2023-08-28,19.631
2023-08-29,20.034
2023-08-30,20.162
2023-08-31,20.518
2023-09-01,20.85
2023-09-02,20.85
2023-09-03,20.85
2023-09-04,20.85
2023-09-05,20.907
2023-09-06,21.061
2023-09-07,21.744
2023-09-08,21.647
2023-09-09,21.647
2023-09-10,21.647
2023-09-11,21.978
2023-09-12,22.144
2023-09-13,22.059
2023-09-14,22.036
2023-09-15,21.586
2023-09-16,21.586
2023-09-17,21.586
2023-09-18,21.648
2023-09-19,20.708
2023-09-20,19.768
2023-09-21,19.779
2023-09-22,19.511
2023-09-23,19.511
2023-09-24,19.511
2023-09-25,19.574
2023-09-26,19.311
2023-09-27,19.836
2023-09-28,20.163
2023-09-29,20.375
2023-09-30,20.375
2023-10-01,20.375
2023-10-02,20.406
2023-10-03,20.538
2023-10-04,20.676
2023-10-05,20.725
2023-10-06,20.898
2023-10-07,20.898
2023-10-08,20.898
2023-10-09,20.823
2023-10-10,21.037
2023-10-11,21.297
2023-10-12,21.323
2023-10-13,20.82
2023-10-14,20.82
2023-10-15,20.82
2023-10-16,21.161
2023-10-17,20.872
2023-10-18,20.689
2023-10-19,20.706
2023-10-20,20.235
2023-10-21,20.235
2023-10-22,20.235
2023-10-23,19.615
2023-10-24,20.162
2023-10-25,19.08
2023-10-26,17.865
2023-10-27,19.482
2023-10-28,19.482
2023-10-29,19.482
2023-10-30,19.049
2023-10-31,19.481
2023-11-01,19.85
2023-11-02,20.068
2023-11-03,20.302
2023-11-04,20.302
2023-11-05,20.302
2023-11-06,20.267
2023-11-07,20.705
2023-11-08,20.251
2023-11-09,20.187
2023-11-10,20.753
2023-11-11,20.753
2023-11-12,20.753
2023-11-13,20.341
2023-11-14,20.968
2023-11-15,21.607
2023-11-16,23.065
2023-11-17,23.309
2023-11-18,23.309
2023-11-19,23.309
2023-11-20,23.804
2023-11-21,23.219
2023-11-22,23.235
2023-11-23,23.235
2023-11-24,23.389
2023-11-25,23.389
2023-11-26,23.389
2023-11-27,23.453
2023-11-28,23.533
2023-11-29,23.911
2023-11-30,23.783
2023-12-01,23.741
2023-12-02,23.741
2023-12-03,23.741
2023-12-04,22.987
2023-12-05,22.753
2023-12-06,22.303
2023-12-07,22.779
2023-12-08,23.076
2023-12-09,23.076
2023-12-10,23.076
2023-12-11,24.07
2023-12-12,23.852
2023-12-13,24.139
2023-12-14,24.469
2023-12-15,24.986
2023-12-16,24.986
2023-12-17,24.986
2023-12-18,24.732
2023-12-19,25.451
2023-12-20,24.81
2023-12-21,25.526
2023-12-22,26.025
2023-12-23,26.025
2023-12-24,26.025
2023-12-25,26.025
2023-12-26,27.38
2023-12-27,27.521
2023-12-28,27.321
2023-12-29,27.245
2023-12-30,27.245
2023-12-31,27.245
2024-01-01,27.245
2024-01-02,25.916
2024-01-03,25.51
2024-01-04,25.412
2024-01-05,25.52
2024-01-06,25.52
2024-01-07,25.52
2024-01-08,26.369
2024-01-09,26.152
2024-01-10,25.808
2024-01-11,25.9
2024-01-12,25.617
2024-01-13,25.617
2024-01-14,25.617
2024-01-15,25.617
2024-01-16,25.711
2024-01-17,25.22
2024-01-18,25.62
2024-01-19,26.524
2024-01-20,26.524
2024-01-21,26.524
2024-01-22,26.49
2024-01-23,26.843
2024-01-24,27.012
2024-01-25,31.408
2024-01-26,30.758
2024-01-27,30.758
2024-01-28,30.758
2024-01-29,30.892
2024-01-30,30.546
2024-01-31,32.615
2024-02-01,33.104
2024-02-02,32.523
2024-02-03,32.523
2024-02-04,32.523
2024-02-05,32.653
2024-02-06,32.726
2024-02-07,32.757
2024-02-08,32.542
2024-02-09,33.162
2024-02-10,33.162
2024-02-11,33.162
2024-02-12,33.457
2024-02-13,32.846
2024-02-14,33.63
2024-02-15,33.524
2024-02-16,33.113
2024-02-17,33.113
2024-02-18,33.113
2024-02-19,33.113
2024-02-20,33.881
2024-02-21,33.082
2024-02-22,32.709
2024-02-23,32.717
2024-02-24,32.717
2024-02-25,32.717
2024-02-26,32.717
2024-02-27,32.519
2024-02-28,31.956
2024-02-29,32.763
2024-03-01,33.349
2024-03-02,33.349
2024-03-03,33.349
2024-03-04,34.684
2024-03-05,32.821
2024-03-06,33.848
2024-03-07,35.042
2024-03-08,33.409
2024-03-09,33.409
2024-03-10,33.409
2024-03-11,34.062
2024-03-12,34.351
2024-03-13,32.825
2024-03-14,32.46
2024-03-15,32.377
2024-03-16,32.377
2024-03-17,32.377
2024-03-18,32.43
2024-03-19,31.929
2024-03-20,32.043
2024-03-21,32.21
2024-03-22,32.323
2024-03-23,32.323
2024-03-24,32.323
2024-03-25,31.762
2024-03-26,31.883
2024-03-27,33.235
2024-03-28,33.538
2024-03-29,33.538
2024-03-30,33.538
2024-03-31,33.538
2024-04-01,33.778
2024-04-02,33.338
2024-04-03,30.623
2024-04-04,30.236
2024-04-05,29.46
2024-04-06,29.46
2024-04-07,29.46
2024-04-08,28.904
