,HUBG US Equity
2023-08-24,11.77
2023-08-25,11.815
2023-08-26,11.815
2023-08-27,11.815
2023-08-28,11.895
2023-08-29,11.871
2023-08-30,11.917
2023-08-31,11.48
2023-09-01,11.614
2023-09-02,11.614
2023-09-03,11.614
2023-09-04,11.614
2023-09-05,11.409
2023-09-06,11.531
2023-09-07,11.449
2023-09-08,11.415
2023-09-09,11.415
2023-09-10,11.415
2023-09-11,11.571
2023-09-12,11.649
2023-09-13,11.865
2023-09-14,12.055
2023-09-15,11.858
2023-09-16,11.858
2023-09-17,11.858
2023-09-18,11.884
2023-09-19,11.854
2023-09-20,11.758
2023-09-21,11.771
2023-09-22,11.689
2023-09-23,11.689
2023-09-24,11.689
2023-09-25,11.921
2023-09-26,11.687
2023-09-27,11.62
2023-09-28,11.722
2023-09-29,11.605
2023-09-30,11.605
2023-10-01,11.605
2023-10-02,11.356
2023-10-03,11.693
2023-10-04,11.872
2023-10-05,11.826
2023-10-06,11.781
2023-10-07,11.781
2023-10-08,11.781
2023-10-09,11.862
2023-10-10,11.965
2023-10-11,11.965
2023-10-12,11.869
2023-10-13,11.756
2023-10-14,11.756
2023-10-15,11.756
2023-10-16,12.013
2023-10-17,12.171
2023-10-18,11.714
2023-10-19,11.589
2023-10-20,11.687
2023-10-21,11.687
2023-10-22,11.687
2023-10-23,11.541
2023-10-24,11.431
2023-10-25,11.219
2023-10-26,12.07
2023-10-27,12.169
2023-10-28,12.169
2023-10-29,12.169
2023-10-30,12.308
2023-10-31,12.081
2023-11-01,11.96
2023-11-02,12.108
2023-11-03,12.641
2023-11-04,12.641
2023-11-05,12.641
2023-11-06,13.168
2023-11-07,12.809
2023-11-08,12.989
2023-11-09,12.771
2023-11-10,12.983
2023-11-11,12.983
2023-11-12,12.983
2023-11-13,13.031
2023-11-14,13.756
2023-11-15,13.904
2023-11-16,13.666
2023-11-17,13.683
2023-11-18,13.683
2023-11-19,13.683
2023-11-20,13.712
2023-11-21,13.827
2023-11-22,13.738
2023-11-23,13.738
2023-11-24,13.772
2023-11-25,13.772
2023-11-26,13.772
2023-11-27,13.752
2023-11-28,13.631
2023-11-29,13.653
2023-11-30,13.791
2023-12-01,14.299
2023-12-02,14.299
2023-12-03,14.299
2023-12-04,14.684
2023-12-05,14.645
2023-12-06,14.842
2023-12-07,14.899
2023-12-08,14.825
2023-12-09,14.825
2023-12-10,14.825
2023-12-11,15.381
2023-12-12,15.25
2023-12-13,15.381
2023-12-14,16.08
2023-12-15,16.412
2023-12-16,16.412
2023-12-17,16.412
2023-12-18,16.008
2023-12-19,16.401
2023-12-20,16.159
2023-12-21,16.756
2023-12-22,17.012
2023-12-23,17.012
2023-12-24,17.012
2023-12-25,17.012
2023-12-26,17.172
2023-12-27,17.025
2023-12-28,17.059
2023-12-29,16.728
2023-12-30,16.728
2023-12-31,16.728
2024-01-01,16.728
2024-01-02,16.599
2024-01-03,16.284
2024-01-04,16.284
2024-01-05,16.127
2024-01-06,16.127
2024-01-07,16.127
2024-01-08,16.145
2024-01-09,15.834
2024-01-10,16.076
2024-01-11,16.001
2024-01-12,16.259
2024-01-13,16.259
2024-01-14,16.259
2024-01-15,16.259
2024-01-16,16.097
2024-01-17,15.861
2024-01-18,16.354
2024-01-19,16.803
2024-01-20,16.803
2024-01-21,16.803
2024-01-22,17.198
2024-01-23,17.062
2024-01-24,16.893
2024-01-25,17.118
2024-01-26,16.954
2024-01-27,16.954
2024-01-28,16.954
2024-01-29,17.053
2024-01-30,17.223
2024-01-31,17.095
2024-02-01,17.88
2024-02-02,18.089
2024-02-03,18.089
2024-02-04,18.089
2024-02-05,18.475
2024-02-06,19.286
2024-02-07,19.112
2024-02-08,19.255
2024-02-09,19.946
2024-02-10,19.946
2024-02-11,19.946
2024-02-12,20.286
2024-02-13,20.107
2024-02-14,20.062
2024-02-15,20.421
2024-02-16,19.982
2024-02-17,19.982
2024-02-18,19.982
2024-02-19,19.982
2024-02-20,19.29
2024-02-21,19.605
2024-02-22,19.721
2024-02-23,19.955
2024-02-24,19.955
2024-02-25,19.955
2024-02-26,19.627
2024-02-27,19.793
2024-02-28,19.492
2024-02-29,19.093
2024-03-01,18.936
2024-03-02,18.936
2024-03-03,18.936
2024-03-04,19.085
2024-03-05,19.018
2024-03-06,19.189
2024-03-07,19.318
2024-03-08,19.214
2024-03-09,19.214
2024-03-10,19.214
2024-03-11,19.069
2024-03-12,19.137
2024-03-13,19.105
2024-03-14,18.676
2024-03-15,18.635
2024-03-16,18.635
2024-03-17,18.635
2024-03-18,18.446
2024-03-19,18.513
2024-03-20,18.753
2024-03-21,19.028
2024-03-22,18.807
2024-03-23,18.807
2024-03-24,18.807
2024-03-25,18.682
2024-03-26,18.741
2024-03-27,19.452
2024-03-28,19.574
2024-03-29,19.574
2024-03-30,19.574
2024-03-31,19.574
2024-04-01,19.074
2024-04-02,18.777
2024-04-03,19.069
2024-04-04,19.204
2024-04-05,19.602
2024-04-06,19.602
2024-04-07,19.602
2024-04-08,19.884
