,ZBRA US Equity
2023-09-15,21.427
2023-09-16,21.427
2023-09-17,21.427
2023-09-18,21.582
2023-09-19,21.494
2023-09-20,20.072
2023-09-21,19.464
2023-09-22,19.334
2023-09-23,19.334
2023-09-24,19.334
2023-09-25,19.419
2023-09-26,19.062
2023-09-27,19.228
2023-09-28,20.161
2023-09-29,20.132
2023-09-30,20.132
2023-10-01,20.132
2023-10-02,19.855
2023-10-03,19.574
2023-10-04,19.663
2023-10-05,19.151
2023-10-06,19.264
2023-10-07,19.264
2023-10-08,19.264
2023-10-09,19.155
2023-10-10,19.139
2023-10-11,18.688
2023-10-12,18.147
2023-10-13,17.807
2023-10-14,17.807
2023-10-15,17.807
2023-10-16,18.5
2023-10-17,18.33
2023-10-18,18.487
2023-10-19,18.21
2023-10-20,18.083
2023-10-21,18.083
2023-10-22,18.083
2023-10-23,18.148
2023-10-24,18.203
2023-10-25,17.584
2023-10-26,18.107
2023-10-27,18.315
2023-10-28,18.315
2023-10-29,18.315
2023-10-30,18.544
2023-10-31,18.47
2023-11-01,17.792
2023-11-02,18.602
2023-11-03,19.012
2023-11-04,19.012
2023-11-05,19.012
2023-11-06,18.277
2023-11-07,18.456
2023-11-08,18.314
2023-11-09,17.967
2023-11-10,18.291
2023-11-11,18.291
2023-11-12,18.291
2023-11-13,17.975
2023-11-14,19.132
2023-11-15,19.248
2023-11-16,19.116
2023-11-17,19.349
2023-11-18,19.349
2023-11-19,19.349
2023-11-20,19.572
2023-11-21,19.731
2023-11-22,20.037
2023-11-23,20.037
2023-11-24,20.309
2023-11-25,20.309
2023-11-26,20.309
2023-11-27,20.538
2023-11-28,20.75
2023-11-29,20.992
2023-11-30,21.024
2023-12-01,21.4
2023-12-02,21.4
2023-12-03,21.4
2023-12-04,21.236
2023-12-05,20.791
2023-12-06,20.771
2023-12-07,20.691
2023-12-08,20.948
2023-12-09,20.948
2023-12-10,20.948
2023-12-11,21.24
2023-12-12,21.216
2023-12-13,21.664
2023-12-14,24.121
2023-12-15,23.946
2023-12-16,23.946
2023-12-17,23.946
2023-12-18,23.654
2023-12-19,23.897
2023-12-20,23.205
2023-12-21,23.533
2023-12-22,23.897
2023-12-23,23.897
2023-12-24,23.897
2023-12-25,23.897
2023-12-26,24.437
2023-12-27,24.462
2023-12-28,24.423
2023-12-29,24.244
2023-12-30,24.244
2023-12-31,24.244
2024-01-01,24.244
2024-01-02,23.77
2024-01-03,22.398
2024-01-04,22.438
2024-01-05,22.414
2024-01-06,22.414
2024-01-07,22.414
2024-01-08,23.2
2024-01-09,22.787
2024-01-10,22.683
2024-01-11,22.661
2024-01-12,22.114
2024-01-13,22.114
2024-01-14,22.114
2024-01-15,22.114
2024-01-16,21.639
2024-01-17,21.252
2024-01-18,22.178
2024-01-19,22.133
2024-01-20,22.133
2024-01-21,22.133
2024-01-22,22.62
2024-01-23,22.755
2024-01-24,22.585
2024-01-25,22.835
2024-01-26,22.407
2024-01-27,22.407
2024-01-28,22.407
2024-01-29,22.741
2024-01-30,22.295
2024-01-31,21.286
2024-02-01,21.557
2024-02-02,21.902
2024-02-03,21.902
2024-02-04,21.902
2024-02-05,21.51
2024-02-06,21.547
2024-02-07,21.958
2024-02-08,21.958
2024-02-09,22.489
2024-02-10,22.489
2024-02-11,22.489
2024-02-12,23.107
2024-02-13,21.896
2024-02-14,22.533
2024-02-15,25.018
2024-02-16,24.74
2024-02-17,24.74
2024-02-18,24.74
2024-02-19,24.74
2024-02-20,24.538
2024-02-21,24.764
2024-02-22,25.016
2024-02-23,24.614
2024-02-24,24.614
2024-02-25,24.614
2024-02-26,24.889
2024-02-27,24.685
2024-02-28,24.418
2024-02-29,25.016
2024-03-01,25.926
2024-03-02,25.926
2024-03-03,25.926
2024-03-04,26.105
2024-03-05,25.469
2024-03-06,25.713
2024-03-07,25.832
2024-03-08,25.294
2024-03-09,25.294
2024-03-10,25.294
2024-03-11,25.083
2024-03-12,25.55
2024-03-13,25.479
2024-03-14,25.235
2024-03-15,25.601
2024-03-16,25.601
2024-03-17,25.601
2024-03-18,25.611
2024-03-19,25.541
2024-03-20,25.596
2024-03-21,26.425
2024-03-22,26.101
2024-03-23,26.101
2024-03-24,26.101
2024-03-25,26.683
2024-03-26,26.429
2024-03-27,27.135
2024-03-28,27.341
2024-03-29,27.341
2024-03-30,27.341
2024-03-31,27.341
2024-04-01,27.302
2024-04-02,26.842
2024-04-03,26.503
2024-04-04,26.522
2024-04-05,26.288
2024-04-06,26.288
2024-04-07,26.288
2024-04-08,26.839
