,PHM US Equity
2023-09-20,6.357
2023-09-21,6.145
2023-09-22,6.149
2023-09-23,6.149
2023-09-24,6.149
2023-09-25,6.148
2023-09-26,6.093
2023-09-27,6.087
2023-09-28,6.218
2023-09-29,6.158
2023-09-30,6.158
2023-10-01,6.158
2023-10-02,6.089
2023-10-03,5.882
2023-10-04,6.017
2023-10-05,5.976
2023-10-06,6.004
2023-10-07,6.004
2023-10-08,6.004
2023-10-09,6.118
2023-10-10,6.185
2023-10-11,6.324
2023-10-12,6.074
2023-10-13,6.203
2023-10-14,6.203
2023-10-15,6.203
2023-10-16,6.189
2023-10-17,6.238
2023-10-18,6.133
2023-10-19,5.992
2023-10-20,5.951
2023-10-21,5.951
2023-10-22,5.951
2023-10-23,6.03
2023-10-24,6.25
2023-10-25,6.208
2023-10-26,6.324
2023-10-27,6.294
2023-10-28,6.294
2023-10-29,6.294
2023-10-30,6.321
2023-10-31,6.44
2023-11-01,6.759
2023-11-02,7.016
2023-11-03,7.296
2023-11-04,7.296
2023-11-05,7.296
2023-11-06,7.164
2023-11-07,7.179
2023-11-08,7.149
2023-11-09,7.081
2023-11-10,7.209
2023-11-11,7.209
2023-11-12,7.209
2023-11-13,7.179
2023-11-14,7.688
2023-11-15,7.617
2023-11-16,7.611
2023-11-17,7.727
2023-11-18,7.727
2023-11-19,7.727
2023-11-20,7.724
2023-11-21,7.631
2023-11-22,7.688
2023-11-23,7.688
2023-11-24,7.702
2023-11-25,7.702
2023-11-26,7.702
2023-11-27,7.682
2023-11-28,7.654
2023-11-29,7.69
2023-11-30,7.726
2023-12-01,7.953
2023-12-02,7.953
2023-12-03,7.953
2023-12-04,7.953
2023-12-05,7.945
2023-12-06,8.079
2023-12-07,8.254
2023-12-08,8.416
2023-12-09,8.416
2023-12-10,8.416
2023-12-11,8.393
2023-12-12,8.388
2023-12-13,8.55
2023-12-14,9.154
2023-12-15,8.945
2023-12-16,8.945
2023-12-17,8.945
2023-12-18,8.92
2023-12-19,9.002
2023-12-20,8.927
2023-12-21,8.942
2023-12-22,8.942
2023-12-23,8.942
2023-12-24,8.942
2023-12-25,8.942
2023-12-26,9.007
2023-12-27,9.093
2023-12-28,9.054
2023-12-29,9.031
2023-12-30,9.031
2023-12-31,9.031
2024-01-01,9.031
2024-01-02,8.885
2024-01-03,8.79
2024-01-04,8.732
2024-01-05,8.833
2024-01-06,8.833
2024-01-07,8.833
2024-01-08,9.043
2024-01-09,9.006
2024-01-10,9.15
2024-01-11,9.203
2024-01-12,9.124
2024-01-13,9.124
2024-01-14,9.124
2024-01-15,9.124
2024-01-16,9.055
2024-01-17,9.023
2024-01-18,9.065
2024-01-19,9.194
2024-01-20,9.194
2024-01-21,9.194
2024-01-22,9.464
2024-01-23,8.976
2024-01-24,8.868
2024-01-25,9.108
2024-01-26,9.107
2024-01-27,9.107
2024-01-28,9.107
2024-01-29,9.202
2024-01-30,8.965
2024-01-31,8.748
2024-02-01,8.929
2024-02-02,8.925
2024-02-03,8.925
2024-02-04,8.925
2024-02-05,8.789
2024-02-06,8.635
2024-02-07,8.672
2024-02-08,8.694
2024-02-09,8.68
2024-02-10,8.68
2024-02-11,8.68
2024-02-12,8.897
2024-02-13,8.587
2024-02-14,8.741
2024-02-15,8.796
2024-02-16,8.541
2024-02-17,8.541
2024-02-18,8.541
2024-02-19,8.541
2024-02-20,8.675
2024-02-21,8.724
2024-02-22,8.813
2024-02-23,8.902
2024-02-24,8.902
2024-02-25,8.902
2024-02-26,8.941
2024-02-27,8.997
2024-02-28,8.96
2024-02-29,9.125
2024-03-01,9.363
2024-03-02,9.363
2024-03-03,9.363
2024-03-04,9.337
2024-03-05,9.288
2024-03-06,9.371
2024-03-07,9.57
2024-03-08,9.475
2024-03-09,9.475
2024-03-10,9.475
2024-03-11,9.322
2024-03-12,9.432
2024-03-13,9.61
2024-03-14,9.243
2024-03-15,9.342
2024-03-16,9.342
2024-03-17,9.342
2024-03-18,9.281
2024-03-19,9.385
2024-03-20,9.602
2024-03-21,9.777
2024-03-22,9.81
2024-03-23,9.81
2024-03-24,9.81
2024-03-25,9.746
2024-03-26,9.771
2024-03-27,9.941
2024-03-28,10.161
2024-03-29,10.161
2024-03-30,10.161
2024-03-31,10.161
2024-04-01,9.976
2024-04-02,9.618
2024-04-03,9.736
2024-04-04,9.58
2024-04-05,9.78
2024-04-06,9.78
2024-04-07,9.78
2024-04-08,9.671
