,LFUS US Equity
2023-09-14,18.525
2023-09-15,18.449
2023-09-16,18.449
2023-09-17,18.449
2023-09-18,18.799
2023-09-19,18.984
2023-09-20,18.608
2023-09-21,18.031
2023-09-22,18.061
2023-09-23,18.061
2023-09-24,18.061
2023-09-25,18.17
2023-09-26,17.859
2023-09-27,17.8
2023-09-28,18.112
2023-09-29,18.078
2023-09-30,18.078
2023-10-01,18.078
2023-10-02,17.957
2023-10-03,17.523
2023-10-04,17.676
2023-10-05,17.287
2023-10-06,17.384
2023-10-07,17.384
2023-10-08,17.384
2023-10-09,17.517
2023-10-10,17.743
2023-10-11,17.696
2023-10-12,17.273
2023-10-13,17.023
2023-10-14,17.023
2023-10-15,17.023
2023-10-16,17.17
2023-10-17,17.325
2023-10-18,17.063
2023-10-19,16.859
2023-10-20,16.702
2023-10-21,16.702
2023-10-22,16.702
2023-10-23,16.371
2023-10-24,16.38
2023-10-25,16.067
2023-10-26,16.034
2023-10-27,15.888
2023-10-28,15.888
2023-10-29,15.888
2023-10-30,15.82
2023-10-31,15.912
2023-11-01,18.008
2023-11-02,19.229
2023-11-03,19.66
2023-11-04,19.66
2023-11-05,19.66
2023-11-06,19.39
2023-11-07,19.373
2023-11-08,19.231
2023-11-09,18.949
2023-11-10,19.712
2023-11-11,19.712
2023-11-12,19.712
2023-11-13,19.601
2023-11-14,20.561
2023-11-15,20.961
2023-11-16,20.678
2023-11-17,20.655
2023-11-18,20.655
2023-11-19,20.655
2023-11-20,20.574
2023-11-21,20.425
2023-11-22,20.521
2023-11-23,20.521
2023-11-24,20.437
2023-11-25,20.437
2023-11-26,20.437
2023-11-27,20.451
2023-11-28,20.21
2023-11-29,20.313
2023-11-30,20.246
2023-12-01,20.765
2023-12-02,20.765
2023-12-03,20.765
2023-12-04,20.861
2023-12-05,20.838
2023-12-06,20.919
2023-12-07,20.963
2023-12-08,21.139
2023-12-09,21.139
2023-12-10,21.139
2023-12-11,21.591
2023-12-12,21.418
2023-12-13,21.477
2023-12-14,23.052
2023-12-15,22.662
2023-12-16,22.662
2023-12-17,22.662
2023-12-18,22.665
2023-12-19,23.178
2023-12-20,22.747
2023-12-21,23.251
2023-12-22,23.51
2023-12-23,23.51
2023-12-24,23.51
2023-12-25,23.51
2023-12-26,23.62
2023-12-27,23.607
2023-12-28,23.587
2023-12-29,23.269
2023-12-30,23.269
2023-12-31,23.269
2024-01-01,23.269
2024-01-02,22.768
2024-01-03,22.197
2024-01-04,21.773
2024-01-05,21.938
2024-01-06,21.938
2024-01-07,21.938
2024-01-08,21.996
2024-01-09,21.291
2024-01-10,21.471
2024-01-11,21.2
2024-01-12,20.871
2024-01-13,20.871
2024-01-14,20.871
2024-01-15,20.871
2024-01-16,20.959
2024-01-17,20.584
2024-01-18,20.758
2024-01-19,20.995
2024-01-20,20.995
2024-01-21,20.995
2024-01-22,21.556
2024-01-23,21.38
2024-01-24,21.114
2024-01-25,21.03
2024-01-26,20.876
2024-01-27,20.876
2024-01-28,20.876
2024-01-29,21.283
2024-01-30,21.515
2024-01-31,25.401
2024-02-01,25.53
2024-02-02,25.767
2024-02-03,25.767
2024-02-04,25.767
2024-02-05,24.912
2024-02-06,24.991
2024-02-07,25.178
2024-02-08,25.402
2024-02-09,25.757
2024-02-10,25.757
2024-02-11,25.757
2024-02-12,26.068
2024-02-13,24.952
2024-02-14,25.361
2024-02-15,25.795
2024-02-16,25.95
2024-02-17,25.95
2024-02-18,25.95
2024-02-19,25.95
2024-02-20,25.719
2024-02-21,25.37
2024-02-22,25.676
2024-02-23,25.425
2024-02-24,25.425
2024-02-25,25.425
2024-02-26,25.183
2024-02-27,25.178
2024-02-28,24.918
2024-02-29,25.083
2024-03-01,25.163
2024-03-02,25.163
2024-03-03,25.163
2024-03-04,25.206
2024-03-05,24.708
2024-03-06,24.992
2024-03-07,25.384
2024-03-08,25.097
2024-03-09,25.097
2024-03-10,25.097
2024-03-11,24.861
2024-03-12,25.045
2024-03-13,24.621
2024-03-14,24.28
2024-03-15,24.395
2024-03-16,24.395
2024-03-17,24.395
2024-03-18,24.151
2024-03-19,24.24
2024-03-20,24.494
2024-03-21,24.361
2024-03-22,24.336
2024-03-23,24.336
2024-03-24,24.336
2024-03-25,24.485
2024-03-26,24.419
2024-03-27,25.266
2024-03-28,25.516
2024-03-29,25.516
2024-03-30,25.516
2024-03-31,25.516
2024-04-01,23.987
2024-04-02,23.718
2024-04-03,24.149
2024-04-04,23.861
2024-04-05,23.862
2024-04-06,23.862
2024-04-07,23.862
2024-04-08,23.756
