,PLAY US Equity
2023-09-04,9.412
2023-09-05,8.992
2023-09-06,8.804
2023-09-07,8.522
2023-09-08,8.422
2023-09-09,8.422
2023-09-10,8.422
2023-09-11,8.434
2023-09-12,8.527
2023-09-13,8.488
2023-09-14,8.862
2023-09-15,8.876
2023-09-16,8.876
2023-09-17,8.876
2023-09-18,8.779
2023-09-19,8.862
2023-09-20,8.829
2023-09-21,8.903
2023-09-22,9.008
2023-09-23,9.008
2023-09-24,9.008
2023-09-25,8.968
2023-09-26,8.86
2023-09-27,9.083
2023-09-28,9.276
2023-09-29,9.291
2023-09-30,9.291
2023-10-01,9.291
2023-10-02,9.246
2023-10-03,8.96
2023-10-04,8.975
2023-10-05,8.95
2023-10-06,8.762
2023-10-07,8.762
2023-10-08,8.762
2023-10-09,8.714
2023-10-10,9.024
2023-10-11,8.868
2023-10-12,8.43
2023-10-13,8.377
2023-10-14,8.377
2023-10-15,8.377
2023-10-16,8.928
2023-10-17,9.288
2023-10-18,9.082
2023-10-19,9.021
2023-10-20,8.996
2023-10-21,8.996
2023-10-22,8.996
2023-10-23,8.82
2023-10-24,8.855
2023-10-25,8.747
2023-10-26,8.621
2023-10-27,8.717
2023-10-28,8.717
2023-10-29,8.717
2023-10-30,8.724
2023-10-31,8.792
2023-11-01,8.596
2023-11-02,8.8
2023-11-03,9.147
2023-11-04,9.147
2023-11-05,9.147
2023-11-06,9.059
2023-11-07,9.152
2023-11-08,9.044
2023-11-09,8.777
2023-11-10,8.9
2023-11-11,8.9
2023-11-12,8.9
2023-11-13,8.981
2023-11-14,9.623
2023-11-15,9.905
2023-11-16,9.693
2023-11-17,9.826
2023-11-18,9.826
2023-11-19,9.826
2023-11-20,9.974
2023-11-21,9.818
2023-11-22,9.964
2023-11-23,9.964
2023-11-24,10.003
2023-11-25,10.003
2023-11-26,10.003
2023-11-27,10.22
2023-11-28,10.169
2023-11-29,10.454
2023-11-30,10.245
2023-12-01,10.769
2023-12-02,10.769
2023-12-03,10.769
2023-12-04,10.652
2023-12-05,10.475
2023-12-06,10.59
2023-12-07,11.057
2023-12-08,11.442
2023-12-09,11.442
2023-12-10,11.442
2023-12-11,11.536
2023-12-12,11.217
2023-12-13,11.686
2023-12-14,12.376
2023-12-15,12.047
2023-12-16,12.047
2023-12-17,12.047
2023-12-18,11.591
2023-12-19,12.419
2023-12-20,12.275
2023-12-21,12.596
2023-12-22,12.752
2023-12-23,12.752
2023-12-24,12.752
2023-12-25,12.752
2023-12-26,13.145
2023-12-27,13.226
2023-12-28,13.032
2023-12-29,12.907
2023-12-30,12.907
2023-12-31,12.907
2024-01-01,12.907
2024-01-02,12.996
2024-01-03,12.294
2024-01-04,12.239
2024-01-05,12.145
2024-01-06,12.145
2024-01-07,12.145
2024-01-08,12.39
2024-01-09,11.927
2024-01-10,12.181
2024-01-11,11.946
2024-01-12,11.802
2024-01-13,11.802
2024-01-14,11.802
2024-01-15,11.802
2024-01-16,11.802
2024-01-17,11.735
2024-01-18,11.659
2024-01-19,11.617
2024-01-20,11.617
2024-01-21,11.617
2024-01-22,12.126
2024-01-23,12.258
2024-01-24,12.056
2024-01-25,12.382
2024-01-26,12.22
2024-01-27,12.22
2024-01-28,12.22
2024-01-29,12.57
2024-01-30,12.763
2024-01-31,12.739
2024-02-01,12.922
2024-02-02,13.134
2024-02-03,13.134
2024-02-04,13.134
2024-02-05,12.751
2024-02-06,12.934
2024-02-07,12.915
2024-02-08,13.815
2024-02-09,14.099
2024-02-10,14.099
2024-02-11,14.099
2024-02-12,14.512
2024-02-13,13.876
2024-02-14,13.824
2024-02-15,14.085
2024-02-16,14.414
2024-02-17,14.414
2024-02-18,14.414
2024-02-19,14.414
2024-02-20,14.398
2024-02-21,14.296
2024-02-22,14.756
2024-02-23,15.111
2024-02-24,15.111
2024-02-25,15.111
2024-02-26,14.991
2024-02-27,15.052
2024-02-28,14.888
2024-02-29,14.658
2024-03-01,14.834
2024-03-02,14.834
2024-03-03,14.834
2024-03-04,14.554
2024-03-05,14.936
2024-03-06,14.876
2024-03-07,15.029
2024-03-08,14.981
2024-03-09,14.981
2024-03-10,14.981
2024-03-11,14.532
2024-03-12,14.865
2024-03-13,14.862
2024-03-14,14.834
2024-03-15,14.893
2024-03-16,14.893
2024-03-17,14.893
2024-03-18,14.743
2024-03-19,14.922
2024-03-20,15.102
2024-03-21,14.888
2024-03-22,14.437
2024-03-23,14.437
2024-03-24,14.437
2024-03-25,13.998
2024-03-26,14.078
2024-03-27,14.564
2024-03-28,14.834
2024-03-29,14.834
2024-03-30,14.834
2024-03-31,14.834
2024-04-01,15.261
2024-04-02,15.074
2024-04-03,16.644
2024-04-04,15.866
2024-04-05,15.749
2024-04-06,15.749
2024-04-07,15.749
2024-04-08,15.603
