,ESNT US Equity
2023-09-03,7.549
2023-09-04,7.549
2023-09-05,7.332
2023-09-06,7.362
2023-09-07,7.358
2023-09-08,7.381
2023-09-09,7.381
2023-09-10,7.381
2023-09-11,7.369
2023-09-12,7.395
2023-09-13,7.279
2023-09-14,7.325
2023-09-15,7.335
2023-09-16,7.335
2023-09-17,7.335
2023-09-18,7.473
2023-09-19,7.426
2023-09-20,7.341
2023-09-21,7.243
2023-09-22,7.222
2023-09-23,7.222
2023-09-24,7.222
2023-09-25,7.267
2023-09-26,7.182
2023-09-27,7.143
2023-09-28,7.211
2023-09-29,7.058
2023-09-30,7.058
2023-10-01,7.058
2023-10-02,7.016
2023-10-03,6.934
2023-10-04,7.028
2023-10-05,7.109
2023-10-06,7.113
2023-10-07,7.113
2023-10-08,7.113
2023-10-09,7.099
2023-10-10,7.161
2023-10-11,7.252
2023-10-12,7.228
2023-10-13,7.126
2023-10-14,7.126
2023-10-15,7.126
2023-10-16,7.31
2023-10-17,7.352
2023-10-18,7.201
2023-10-19,7.042
2023-10-20,6.978
2023-10-21,6.978
2023-10-22,6.978
2023-10-23,6.973
2023-10-24,6.944
2023-10-25,6.906
2023-10-26,6.903
2023-10-27,6.844
2023-10-28,6.844
2023-10-29,6.844
2023-10-30,6.884
2023-10-31,7.024
2023-11-01,7.106
2023-11-02,7.147
2023-11-03,7.349
2023-11-04,7.349
2023-11-05,7.349
2023-11-06,7.351
2023-11-07,7.28
2023-11-08,7.188
2023-11-09,7.155
2023-11-10,7.246
2023-11-11,7.246
2023-11-12,7.246
2023-11-13,7.225
2023-11-14,7.4
2023-11-15,7.351
2023-11-16,7.134
2023-11-17,7.233
2023-11-18,7.233
2023-11-19,7.233
2023-11-20,7.29
2023-11-21,7.139
2023-11-22,7.21
2023-11-23,7.21
2023-11-24,7.234
2023-11-25,7.234
2023-11-26,7.234
2023-11-27,7.218
2023-11-28,7.14
2023-11-29,7.176
2023-11-30,7.263
2023-12-01,7.37
2023-12-02,7.37
2023-12-03,7.37
2023-12-04,7.425
2023-12-05,7.294
2023-12-06,7.24
2023-12-07,7.344
2023-12-08,7.434
2023-12-09,7.434
2023-12-10,7.434
2023-12-11,7.51
2023-12-12,7.53
2023-12-13,7.758
2023-12-14,7.861
2023-12-15,7.636
2023-12-16,7.636
2023-12-17,7.636
2023-12-18,7.675
2023-12-19,7.816
2023-12-20,7.8
2023-12-21,7.918
2023-12-22,7.959
2023-12-23,7.959
2023-12-24,7.959
2023-12-25,7.959
2023-12-26,7.971
2023-12-27,7.965
2023-12-28,7.978
2023-12-29,7.89
2023-12-30,7.89
2023-12-31,7.89
2024-01-01,7.89
2024-01-02,7.914
2024-01-03,7.878
2024-01-04,7.956
2024-01-05,7.911
2024-01-06,7.911
2024-01-07,7.911
2024-01-08,7.99
2024-01-09,7.875
2024-01-10,7.969
2024-01-11,7.929
2024-01-12,8.035
2024-01-13,8.035
2024-01-14,8.035
2024-01-15,8.035
2024-01-16,7.92
2024-01-17,7.92
2024-01-18,8.037
2024-01-19,8.297
2024-01-20,8.297
2024-01-21,8.297
2024-01-22,8.312
2024-01-23,8.225
2024-01-24,8.291
2024-01-25,8.327
2024-01-26,8.376
2024-01-27,8.376
2024-01-28,8.376
2024-01-29,8.383
2024-01-30,8.467
2024-01-31,8.309
2024-02-01,8.305
2024-02-02,8.241
2024-02-03,8.241
2024-02-04,8.241
2024-02-05,8.067
2024-02-06,8.115
2024-02-07,8.005
2024-02-08,7.97
2024-02-09,7.797
2024-02-10,7.797
2024-02-11,7.797
2024-02-12,7.98
2024-02-13,7.78
2024-02-14,7.85
2024-02-15,8.041
2024-02-16,7.874
2024-02-17,7.874
2024-02-18,7.874
2024-02-19,7.874
2024-02-20,7.791
2024-02-21,7.891
2024-02-22,7.834
2024-02-23,7.919
2024-02-24,7.919
2024-02-25,7.919
2024-02-26,7.848
2024-02-27,7.888
2024-02-28,8.01
2024-02-29,8.039
2024-03-01,8.039
2024-03-02,8.039
2024-03-03,8.039
2024-03-04,8.057
2024-03-05,8.075
2024-03-06,8.101
2024-03-07,8.126
2024-03-08,8.125
2024-03-09,8.125
2024-03-10,8.125
2024-03-11,8.379
2024-03-12,8.423
2024-03-13,8.456
2024-03-14,8.372
2024-03-15,8.373
2024-03-16,8.373
2024-03-17,8.373
2024-03-18,8.235
2024-03-19,8.453
2024-03-20,8.782
2024-03-21,8.848
2024-03-22,8.732
2024-03-23,8.732
2024-03-24,8.732
2024-03-25,8.77
2024-03-26,8.715
2024-03-27,8.935
2024-03-28,9.006
2024-03-29,9.006
2024-03-30,9.006
2024-03-31,9.006
2024-04-01,8.909
2024-04-02,8.859
2024-04-03,8.81
2024-04-04,8.548
2024-04-05,8.59
2024-04-06,8.59
2024-04-07,8.59
2024-04-08,8.602
