,TROW US Equity
2023-09-14,14.343
2023-09-15,14.288
2023-09-16,14.288
2023-09-17,14.288
2023-09-18,14.213
2023-09-19,14.415
2023-09-20,14.165
2023-09-21,13.837
2023-09-22,13.742
2023-09-23,13.742
2023-09-24,13.742
2023-09-25,13.809
2023-09-26,13.422
2023-09-27,13.453
2023-09-28,13.531
2023-09-29,13.626
2023-09-30,13.626
2023-10-01,13.626
2023-10-02,13.738
2023-10-03,13.224
2023-10-04,13.45
2023-10-05,13.467
2023-10-06,13.57
2023-10-07,13.57
2023-10-08,13.57
2023-10-09,13.884
2023-10-10,14.139
2023-10-11,14.258
2023-10-12,14.052
2023-10-13,13.793
2023-10-14,13.793
2023-10-15,13.793
2023-10-16,13.741
2023-10-17,13.857
2023-10-18,13.486
2023-10-19,13.392
2023-10-20,13.232
2023-10-21,13.232
2023-10-22,13.232
2023-10-23,13.114
2023-10-24,13.176
2023-10-25,12.839
2023-10-26,12.743
2023-10-27,12.364
2023-10-28,12.364
2023-10-29,12.364
2023-10-30,13.121
2023-10-31,13.203
2023-11-01,13.272
2023-11-02,13.756
2023-11-03,13.957
2023-11-04,13.957
2023-11-05,13.957
2023-11-06,13.814
2023-11-07,13.73
2023-11-08,13.839
2023-11-09,13.701
2023-11-10,13.525
2023-11-11,13.525
2023-11-12,13.525
2023-11-13,13.484
2023-11-14,14.175
2023-11-15,14.371
2023-11-16,14.241
2023-11-17,14.344
2023-11-18,14.344
2023-11-19,14.344
2023-11-20,14.496
2023-11-21,14.228
2023-11-22,14.339
2023-11-23,14.339
2023-11-24,14.416
2023-11-25,14.416
2023-11-26,14.416
2023-11-27,14.253
2023-11-28,14.432
2023-11-29,14.449
2023-11-30,14.591
2023-12-01,14.929
2023-12-02,14.929
2023-12-03,14.929
2023-12-04,14.865
2023-12-05,14.652
2023-12-06,14.553
2023-12-07,14.485
2023-12-08,14.268
2023-12-09,14.268
2023-12-10,14.268
2023-12-11,14.329
2023-12-12,14.397
2023-12-13,14.864
2023-12-14,15.641
2023-12-15,15.49
2023-12-16,15.49
2023-12-17,15.49
2023-12-18,15.646
2023-12-19,15.859
2023-12-20,15.439
2023-12-21,15.572
2023-12-22,15.717
2023-12-23,15.717
2023-12-24,15.717
2023-12-25,15.717
2023-12-26,15.834
2023-12-27,15.834
2023-12-28,15.881
2023-12-29,15.688
2023-12-30,15.688
2023-12-31,15.688
2024-01-01,15.688
2024-01-02,15.542
2024-01-03,15.308
2024-01-04,15.275
2024-01-05,15.159
2024-01-06,15.159
2024-01-07,15.159
2024-01-08,15.267
2024-01-09,14.798
2024-01-10,14.754
2024-01-11,14.819
2024-01-12,14.986
2024-01-13,14.986
2024-01-14,14.986
2024-01-15,14.986
2024-01-16,14.329
2024-01-17,14.219
2024-01-18,14.292
2024-01-19,14.58
2024-01-20,14.58
2024-01-21,14.58
2024-01-22,14.732
2024-01-23,14.615
2024-01-24,14.613
2024-01-25,14.831
2024-01-26,14.659
2024-01-27,14.659
2024-01-28,14.659
2024-01-29,14.852
2024-01-30,14.86
2024-01-31,14.421
2024-02-01,14.61
2024-02-02,14.593
2024-02-03,14.593
2024-02-04,14.593
2024-02-05,14.393
2024-02-06,14.491
2024-02-07,14.591
2024-02-08,14.237
2024-02-09,13.581
2024-02-10,13.581
2024-02-11,13.581
2024-02-12,14.048
2024-02-13,13.378
2024-02-14,13.584
2024-02-15,13.827
2024-02-16,13.888
2024-02-17,13.888
2024-02-18,13.888
2024-02-19,13.888
2024-02-20,13.879
2024-02-21,13.869
2024-02-22,14.068
2024-02-23,14.079
2024-02-24,14.079
2024-02-25,14.079
2024-02-26,14.054
2024-02-27,14.07
2024-02-28,14.259
2024-02-29,14.386
2024-03-01,14.403
2024-03-02,14.403
2024-03-03,14.403
2024-03-04,14.792
2024-03-05,14.756
2024-03-06,14.759
2024-03-07,14.745
2024-03-08,14.97
2024-03-09,14.97
2024-03-10,14.97
2024-03-11,14.931
2024-03-12,14.777
2024-03-13,14.746
2024-03-14,14.562
2024-03-15,14.556
2024-03-16,14.556
2024-03-17,14.556
2024-03-18,14.577
2024-03-19,14.552
2024-03-20,14.954
2024-03-21,15.276
2024-03-22,15.032
2024-03-23,15.032
2024-03-24,15.032
2024-03-25,14.996
2024-03-26,14.94
2024-03-27,15.316
2024-03-28,15.451
2024-03-29,15.451
2024-03-30,15.451
2024-03-31,15.451
2024-04-01,15.226
2024-04-02,14.972
2024-04-03,14.965
2024-04-04,14.683
2024-04-05,14.709
2024-04-06,14.709
2024-04-07,14.709
2024-04-08,14.734
