,TRGP US Equity
2023-09-16,13.581
2023-09-17,13.581
2023-09-18,13.741
2023-09-19,13.585
2023-09-20,13.559
2023-09-21,13.185
2023-09-22,13.402
2023-09-23,13.402
2023-09-24,13.402
2023-09-25,13.542
2023-09-26,13.388
2023-09-27,13.743
2023-09-28,13.878
2023-09-29,13.605
2023-09-30,13.605
2023-10-01,13.605
2023-10-02,13.022
2023-10-03,12.81
2023-10-04,12.297
2023-10-05,12.457
2023-10-06,12.682
2023-10-07,12.682
2023-10-08,12.682
2023-10-09,12.971
2023-10-10,12.98
2023-10-11,13.343
2023-10-12,13.338
2023-10-13,13.603
2023-10-14,13.603
2023-10-15,13.603
2023-10-16,13.699
2023-10-17,13.675
2023-10-18,13.618
2023-10-19,13.645
2023-10-20,13.486
2023-10-21,13.486
2023-10-22,13.486
2023-10-23,13.441
2023-10-24,13.308
2023-10-25,13.286
2023-10-26,13.342
2023-10-27,13.168
2023-10-28,13.168
2023-10-29,13.168
2023-10-30,12.439
2023-10-31,12.44
2023-11-01,12.521
2023-11-02,13.342
2023-11-03,12.93
2023-11-04,12.93
2023-11-05,12.93
2023-11-06,12.882
2023-11-07,12.67
2023-11-08,12.369
2023-11-09,12.415
2023-11-10,12.544
2023-11-11,12.544
2023-11-12,12.544
2023-11-13,12.615
2023-11-14,12.841
2023-11-15,12.817
2023-11-16,12.457
2023-11-17,12.786
2023-11-18,12.786
2023-11-19,12.786
2023-11-20,12.979
2023-11-21,13.081
2023-11-22,13.03
2023-11-23,13.03
2023-11-24,13.123
2023-11-25,13.123
2023-11-26,13.123
2023-11-27,13.142
2023-11-28,13.185
2023-11-29,13.262
2023-11-30,13.629
2023-12-01,13.586
2023-12-02,13.586
2023-12-03,13.586
2023-12-04,14.356
2023-12-05,14.106
2023-12-06,13.765
2023-12-07,13.618
2023-12-08,13.914
2023-12-09,13.914
2023-12-10,13.914
2023-12-11,13.774
2023-12-12,13.578
2023-12-13,13.664
2023-12-14,13.928
2023-12-15,13.787
2023-12-16,13.787
2023-12-17,13.787
2023-12-18,13.879
2023-12-19,13.926
2023-12-20,14.281
2023-12-21,14.502
2023-12-22,14.435
2023-12-23,14.435
2023-12-24,14.435
2023-12-25,14.435
2023-12-26,14.575
2023-12-27,14.494
2023-12-28,14.376
2023-12-29,14.462
2023-12-30,14.462
2023-12-31,14.462
2024-01-01,14.462
2024-01-02,14.387
2024-01-03,14.609
2024-01-04,14.359
2024-01-05,14.42
2024-01-06,14.42
2024-01-07,14.42
2024-01-08,14.216
2024-01-09,14.09
2024-01-10,14.229
2024-01-11,14.131
2024-01-12,14.236
2024-01-13,14.236
2024-01-14,14.236
2024-01-15,14.236
2024-01-16,14.041
2024-01-17,13.883
2024-01-18,14.07
2024-01-19,14.053
2024-01-20,14.053
2024-01-21,14.053
2024-01-22,14.384
2024-01-23,14.284
2024-01-24,14.483
2024-01-25,14.812
2024-01-26,14.953
2024-01-27,14.953
2024-01-28,14.953
2024-01-29,14.912
2024-01-30,15.095
2024-01-31,14.735
2024-02-01,14.922
2024-02-02,14.912
2024-02-03,14.912
2024-02-04,14.912
2024-02-05,14.828
2024-02-06,14.94
2024-02-07,15.084
2024-02-08,15.316
2024-02-09,15.175
2024-02-10,15.175
2024-02-11,15.175
2024-02-12,15.423
2024-02-13,15.41
2024-02-14,15.393
2024-02-15,16.375
2024-02-16,17.034
2024-02-17,17.034
2024-02-18,17.034
2024-02-19,17.034
2024-02-20,16.855
2024-02-21,17.058
2024-02-22,17.214
2024-02-23,16.981
2024-02-24,16.981
2024-02-25,16.981
2024-02-26,17.074
2024-02-27,16.99
2024-02-28,17.067
2024-02-29,17.214
2024-03-01,17.407
2024-03-02,17.407
2024-03-03,17.407
2024-03-04,18.037
2024-03-05,18.284
2024-03-06,18.593
2024-03-07,18.672
2024-03-08,18.511
2024-03-09,18.511
2024-03-10,18.511
2024-03-11,18.649
2024-03-12,18.818
2024-03-13,19.189
2024-03-14,19.048
2024-03-15,19.107
2024-03-16,19.107
2024-03-17,19.107
2024-03-18,19.499
2024-03-19,19.817
2024-03-20,20.166
2024-03-21,20.523
2024-03-22,20.503
2024-03-23,20.503
2024-03-24,20.503
2024-03-25,20.634
2024-03-26,20.457
2024-03-27,20.531
2024-03-28,20.704
2024-03-29,20.704
2024-03-30,20.704
2024-03-31,20.704
2024-04-01,20.872
2024-04-02,21.101
2024-04-03,21.601
2024-04-04,21.296
2024-04-05,21.596
2024-04-06,21.596
2024-04-07,21.596
2024-04-08,21.681
