,TDS US Equity
2023-08-30,188.902
2023-08-31,188.902
2023-09-01,188.902
2023-09-02,188.902
2023-09-03,188.902
2023-09-04,188.902
2023-09-05,188.902
2023-09-06,188.902
2023-09-07,188.902
2023-09-08,188.902
2023-09-09,188.902
2023-09-10,188.902
2023-09-11,188.902
2023-09-12,188.902
2023-09-13,188.902
2023-09-14,188.902
2023-09-15,188.902
2023-09-16,188.902
2023-09-17,188.902
2023-09-18,188.902
2023-09-19,188.902
2023-09-20,188.902
2023-09-21,188.902
2023-09-22,188.902
2023-09-23,188.902
2023-09-24,188.902
2023-09-25,188.902
2023-09-26,188.902
2023-09-27,188.902
2023-09-28,188.902
2023-09-29,188.902
2023-09-30,188.902
2023-10-01,188.902
2023-10-02,188.902
2023-10-03,188.902
2023-10-04,188.902
2023-10-05,188.902
2023-10-06,188.902
2023-10-07,188.902
2023-10-08,188.902
2023-10-09,188.902
2023-10-10,188.902
2023-10-11,188.902
2023-10-12,188.902
2023-10-13,188.902
2023-10-14,188.902
2023-10-15,188.902
2023-10-16,188.902
2023-10-17,188.902
2023-10-18,188.902
2023-10-19,188.902
2023-10-20,188.902
2023-10-21,188.902
2023-10-22,188.902
2023-10-23,188.902
2023-10-24,188.902
2023-10-25,188.902
2023-10-26,188.902
2023-10-27,188.902
2023-10-28,188.902
2023-10-29,188.902
2023-10-30,188.902
2023-10-31,188.902
2023-11-01,188.902
2023-11-02,188.902
2023-11-03,188.902
2023-11-04,188.902
2023-11-05,188.902
2023-11-06,188.902
2023-11-07,188.902
2023-11-08,188.902
2023-11-09,188.902
2023-11-10,188.902
2023-11-11,188.902
2023-11-12,188.902
2023-11-13,188.902
2023-11-14,188.902
2023-11-15,188.902
2023-11-16,188.902
2023-11-17,188.902
2023-11-18,188.902
2023-11-19,188.902
2023-11-20,188.902
2023-11-21,188.902
2023-11-22,188.902
2023-11-23,188.902
2023-11-24,188.902
2023-11-25,188.902
2023-11-26,188.902
2023-11-27,188.902
2023-11-28,188.902
2023-11-29,188.902
2023-11-30,188.902
2023-12-01,188.902
2023-12-02,188.902
2023-12-03,188.902
2023-12-04,188.902
2023-12-05,188.902
2023-12-06,188.902
2023-12-07,188.902
2023-12-08,188.902
2023-12-09,188.902
2023-12-10,188.902
2023-12-11,188.902
2023-12-12,188.902
2023-12-13,188.902
2023-12-14,188.902
2023-12-15,188.902
2023-12-16,188.902
2023-12-17,188.902
2023-12-18,188.902
2023-12-19,188.902
2023-12-20,188.902
2023-12-21,188.902
2023-12-22,188.902
2023-12-23,188.902
2023-12-24,188.902
2023-12-25,188.902
2023-12-26,188.902
2023-12-27,188.902
2023-12-28,188.902
2023-12-29,188.902
2023-12-30,188.902
2023-12-31,188.902
2024-01-01,188.902
2024-01-02,188.902
2024-01-03,188.902
2024-01-04,188.902
2024-01-05,188.902
2024-01-06,188.902
2024-01-07,188.902
2024-01-08,188.902
2024-01-09,188.902
2024-01-10,188.902
2024-01-11,188.902
2024-01-12,188.902
2024-01-13,188.902
2024-01-14,188.902
2024-01-15,188.902
2024-01-16,188.902
2024-01-17,188.902
2024-01-18,188.902
2024-01-19,188.902
2024-01-20,188.902
2024-01-21,188.902
2024-01-22,188.902
2024-01-23,188.902
2024-01-24,188.902
2024-01-25,188.902
2024-01-26,188.902
2024-01-27,188.902
2024-01-28,188.902
2024-01-29,188.902
2024-01-30,188.902
2024-01-31,188.902
2024-02-01,188.902
2024-02-02,188.902
2024-02-03,188.902
2024-02-04,188.902
2024-02-05,188.902
2024-02-06,188.902
2024-02-07,188.902
2024-02-08,188.902
2024-02-09,188.902
2024-02-10,188.902
2024-02-11,188.902
2024-02-12,188.902
2024-02-13,188.902
2024-02-14,188.902
2024-02-15,188.902
2024-02-16,188.902
2024-02-17,188.902
2024-02-18,188.902
2024-02-19,188.902
2024-02-20,188.902
2024-02-21,188.902
2024-02-22,188.902
2024-02-23,188.902
2024-02-24,188.902
2024-02-25,188.902
2024-02-26,188.902
2024-02-27,188.902
2024-02-28,188.902
2024-02-29,188.902
2024-03-01,188.902
2024-03-02,188.902
2024-03-03,188.902
2024-03-04,188.902
2024-03-05,188.902
2024-03-06,188.902
2024-03-07,188.902
2024-03-08,188.902
2024-03-09,188.902
2024-03-10,188.902
2024-03-11,188.902
2024-03-12,188.902
2024-03-13,188.902
2024-03-14,188.902
2024-03-15,188.902
2024-03-16,188.902
2024-03-17,188.902
2024-03-18,188.902
2024-03-19,188.902
2024-03-20,188.902
2024-03-21,188.902
2024-03-22,188.902
2024-03-23,188.902
2024-03-24,188.902
2024-03-25,188.902
2024-03-26,188.902
2024-03-27,188.902
2024-03-28,188.902
2024-03-29,188.902
2024-03-30,188.902
2024-03-31,188.902
2024-04-01,188.902
2024-04-02,188.902
2024-04-03,188.902
2024-04-04,188.902
2024-04-05,188.902
2024-04-06,188.902
2024-04-07,188.902
2024-04-08,188.902
