,WRB US Equity
2023-09-12,11.035
2023-09-13,11.015
2023-09-14,11.267
2023-09-15,11.183
2023-09-16,11.183
2023-09-17,11.183
2023-09-18,11.338
2023-09-19,11.41
2023-09-20,11.45
2023-09-21,11.359
2023-09-22,11.428
2023-09-23,11.428
2023-09-24,11.428
2023-09-25,11.428
2023-09-26,11.335
2023-09-27,11.321
2023-09-28,11.446
2023-09-29,11.17
2023-09-30,11.17
2023-10-01,11.17
2023-10-02,11.069
2023-10-03,10.985
2023-10-04,11.173
2023-10-05,11.31
2023-10-06,11.224
2023-10-07,11.224
2023-10-08,11.224
2023-10-09,11.201
2023-10-10,11.083
2023-10-11,11.308
2023-10-12,11.157
2023-10-13,11.225
2023-10-14,11.225
2023-10-15,11.225
2023-10-16,11.425
2023-10-17,11.615
2023-10-18,11.465
2023-10-19,11.29
2023-10-20,11.121
2023-10-21,11.121
2023-10-22,11.121
2023-10-23,10.932
2023-10-24,11.518
2023-10-25,11.57
2023-10-26,11.568
2023-10-27,11.269
2023-10-28,11.269
2023-10-29,11.269
2023-10-30,11.509
2023-10-31,11.632
2023-11-01,11.72
2023-11-02,11.652
2023-11-03,11.664
2023-11-04,11.664
2023-11-05,11.664
2023-11-06,11.703
2023-11-07,11.722
2023-11-08,11.654
2023-11-09,11.569
2023-11-10,11.696
2023-11-11,11.696
2023-11-12,11.696
2023-11-13,11.835
2023-11-14,11.782
2023-11-15,11.794
2023-11-16,12.006
2023-11-17,12.079
2023-11-18,12.079
2023-11-19,12.079
2023-11-20,11.983
2023-11-21,12.239
2023-11-22,12.227
2023-11-23,12.227
2023-11-24,12.358
2023-11-25,12.358
2023-11-26,12.358
2023-11-27,12.353
2023-11-28,12.241
2023-11-29,12.141
2023-11-30,12.482
2023-12-01,12.604
2023-12-02,12.604
2023-12-03,12.604
2023-12-04,12.671
2023-12-05,12.587
2023-12-06,12.391
2023-12-07,12.19
2023-12-08,12.264
2023-12-09,12.264
2023-12-10,12.264
2023-12-11,12.492
2023-12-12,12.6
2023-12-13,12.515
2023-12-14,12.236
2023-12-15,12.177
2023-12-16,12.177
2023-12-17,12.177
2023-12-18,12.264
2023-12-19,12.165
2023-12-20,12.019
2023-12-21,12.097
2023-12-22,12.175
2023-12-23,12.175
2023-12-24,12.175
2023-12-25,12.175
2023-12-26,12.156
2023-12-27,12.148
2023-12-28,12.212
2023-12-29,12.264
2023-12-30,12.264
2023-12-31,12.264
2024-01-01,12.264
2024-01-02,12.512
2024-01-03,12.583
2024-01-04,12.689
2024-01-05,12.895
2024-01-06,12.895
2024-01-07,12.895
2024-01-08,12.613
2024-01-09,12.495
2024-01-10,12.455
2024-01-11,12.608
2024-01-12,12.596
2024-01-13,12.596
2024-01-14,12.596
2024-01-15,12.596
2024-01-16,12.691
2024-01-17,12.708
2024-01-18,12.821
2024-01-19,12.983
2024-01-20,12.983
2024-01-21,12.983
2024-01-22,13.286
2024-01-23,13.234
2024-01-24,13.242
2024-01-25,14.117
2024-01-26,13.811
2024-01-27,13.811
2024-01-28,13.811
2024-01-29,13.71
2024-01-30,13.817
2024-01-31,13.86
2024-02-01,13.589
2024-02-02,13.689
2024-02-03,13.689
2024-02-04,13.689
2024-02-05,13.742
2024-02-06,13.592
2024-02-07,13.567
2024-02-08,13.489
2024-02-09,13.59
2024-02-10,13.59
2024-02-11,13.59
2024-02-12,13.629
2024-02-13,13.668
2024-02-14,13.834
2024-02-15,13.893
2024-02-16,13.95
2024-02-17,13.95
2024-02-18,13.95
2024-02-19,13.95
2024-02-20,13.844
2024-02-21,14.097
2024-02-22,14.474
2024-02-23,14.406
2024-02-24,14.406
2024-02-25,14.406
2024-02-26,14.336
2024-02-27,14.216
2024-02-28,14.162
2024-02-29,14.001
2024-03-01,13.867
2024-03-02,13.867
2024-03-03,13.867
2024-03-04,14.021
2024-03-05,14.095
2024-03-06,14.211
2024-03-07,14.119
2024-03-08,14.154
2024-03-09,14.154
2024-03-10,14.154
2024-03-11,14.245
2024-03-12,14.36
2024-03-13,14.337
2024-03-14,14.293
2024-03-15,14.34
2024-03-16,14.34
2024-03-17,14.34
2024-03-18,14.253
2024-03-19,14.422
2024-03-20,14.483
2024-03-21,14.392
2024-03-22,14.461
2024-03-23,14.461
2024-03-24,14.461
2024-03-25,14.541
2024-03-26,14.51
2024-03-27,14.784
2024-03-28,14.829
2024-03-29,14.829
2024-03-30,14.829
2024-03-31,14.829
2024-04-01,14.657
2024-04-02,14.619
2024-04-03,14.582
2024-04-04,14.517
2024-04-05,14.505
2024-04-06,14.505
2024-04-07,14.505
2024-04-08,14.435
