,MBUU US Equity
2023-09-17,8.0
2023-09-18,8.055
2023-09-19,8.145
2023-09-20,8.073
2023-09-21,7.966
2023-09-22,7.886
2023-09-23,7.886
2023-09-24,7.886
2023-09-25,7.931
2023-09-26,7.848
2023-09-27,7.975
2023-09-28,8.135
2023-09-29,8.165
2023-09-30,8.165
2023-10-01,8.165
2023-10-02,8.23
2023-10-03,8.106
2023-10-04,8.165
2023-10-05,8.16
2023-10-06,8.103
2023-10-07,8.103
2023-10-08,8.103
2023-10-09,8.071
2023-10-10,8.231
2023-10-11,8.288
2023-10-12,8.083
2023-10-13,8.106
2023-10-14,8.106
2023-10-15,8.106
2023-10-16,8.331
2023-10-17,8.475
2023-10-18,8.389
2023-10-19,8.316
2023-10-20,8.286
2023-10-21,8.286
2023-10-22,8.286
2023-10-23,8.056
2023-10-24,7.94
2023-10-25,7.841
2023-10-26,7.514
2023-10-27,7.454
2023-10-28,7.454
2023-10-29,7.454
2023-10-30,7.478
2023-10-31,7.831
2023-11-01,8.148
2023-11-02,8.017
2023-11-03,8.48
2023-11-04,8.48
2023-11-05,8.48
2023-11-06,8.54
2023-11-07,8.289
2023-11-08,8.26
2023-11-09,8.108
2023-11-10,8.224
2023-11-11,8.224
2023-11-12,8.224
2023-11-13,8.118
2023-11-14,8.738
2023-11-15,8.951
2023-11-16,8.647
2023-11-17,8.814
2023-11-18,8.814
2023-11-19,8.814
2023-11-20,8.898
2023-11-21,8.828
2023-11-22,8.702
2023-11-23,8.702
2023-11-24,8.71
2023-11-25,8.71
2023-11-26,8.71
2023-11-27,8.536
2023-11-28,8.605
2023-11-29,8.542
2023-11-30,8.42
2023-12-01,8.963
2023-12-02,8.963
2023-12-03,8.963
2023-12-04,8.976
2023-12-05,8.708
2023-12-06,8.755
2023-12-07,8.948
2023-12-08,8.944
2023-12-09,8.944
2023-12-10,8.944
2023-12-11,8.925
2023-12-12,8.723
2023-12-13,9.142
2023-12-14,9.713
2023-12-15,9.81
2023-12-16,9.81
2023-12-17,9.81
2023-12-18,9.89
2023-12-19,10.147
2023-12-20,10.042
2023-12-21,10.409
2023-12-22,10.388
2023-12-23,10.388
2023-12-24,10.388
2023-12-25,10.388
2023-12-26,10.542
2023-12-27,10.613
2023-12-28,10.516
2023-12-29,10.434
2023-12-30,10.434
2023-12-31,10.434
2024-01-01,10.434
2024-01-02,10.261
2024-01-03,9.829
2024-01-04,9.941
2024-01-05,9.96
2024-01-06,9.96
2024-01-07,9.96
2024-01-08,10.133
2024-01-09,10.006
2024-01-10,9.937
2024-01-11,9.899
2024-01-12,9.739
2024-01-13,9.739
2024-01-14,9.739
2024-01-15,9.739
2024-01-16,9.513
2024-01-17,9.536
2024-01-18,9.713
2024-01-19,9.937
2024-01-20,9.937
2024-01-21,9.937
2024-01-22,10.154
2024-01-23,10.088
2024-01-24,9.922
2024-01-25,9.627
2024-01-26,9.517
2024-01-27,9.517
2024-01-28,9.517
2024-01-29,9.713
2024-01-30,11.433
2024-01-31,12.775
2024-02-01,13.736
2024-02-02,16.232
2024-02-03,16.232
2024-02-04,16.232
2024-02-05,15.776
2024-02-06,15.783
2024-02-07,15.766
2024-02-08,16.337
2024-02-09,17.161
2024-02-10,17.161
2024-02-11,17.161
2024-02-12,17.521
2024-02-13,16.616
2024-02-14,16.687
2024-02-15,17.144
2024-02-16,16.718
2024-02-17,16.718
2024-02-18,16.718
2024-02-19,16.718
2024-02-20,15.194
2024-02-21,15.063
2024-02-22,14.996
2024-02-23,14.856
2024-02-24,14.856
2024-02-25,14.856
2024-02-26,15.359
2024-02-27,15.472
2024-02-28,15.215
2024-02-29,15.366
2024-03-01,15.412
2024-03-02,15.412
2024-03-03,15.412
2024-03-04,15.074
2024-03-05,14.975
2024-03-06,14.662
2024-03-07,14.704
2024-03-08,14.683
2024-03-09,14.683
2024-03-10,14.683
2024-03-11,14.264
2024-03-12,14.239
2024-03-13,14.211
2024-03-14,13.465
2024-03-15,13.852
2024-03-16,13.852
2024-03-17,13.852
2024-03-18,13.806
2024-03-19,13.93
2024-03-20,14.327
2024-03-21,14.546
2024-03-22,14.32
2024-03-23,14.32
2024-03-24,14.32
2024-03-25,14.31
2024-03-26,14.215
2024-03-27,14.806
2024-03-28,15.239
2024-03-29,15.239
2024-03-30,15.239
2024-03-31,15.239
2024-04-01,15.373
2024-04-02,15.028
2024-04-03,15.113
2024-04-04,14.838
2024-04-05,15.144
2024-04-06,15.144
2024-04-07,15.144
2024-04-08,15.102
