,LAUR US Equity
2023-09-11,10.761
2023-09-12,10.919
2023-09-13,11.117
2023-09-14,11.149
2023-09-15,10.999
2023-09-16,10.999
2023-09-17,10.999
2023-09-18,10.975
2023-09-19,11.006
2023-09-20,11.18
2023-09-21,11.18
2023-09-22,11.109
2023-09-23,11.109
2023-09-24,11.109
2023-09-25,11.006
2023-09-26,10.912
2023-09-27,11.014
2023-09-28,11.117
2023-09-29,11.149
2023-09-30,11.149
2023-10-01,11.149
2023-10-02,11.18
2023-10-03,10.943
2023-10-04,10.975
2023-10-05,10.714
2023-10-06,10.618
2023-10-07,10.618
2023-10-08,10.618
2023-10-09,10.753
2023-10-10,11.009
2023-10-11,11.13
2023-10-12,11.009
2023-10-13,10.678
2023-10-14,10.678
2023-10-15,10.678
2023-10-16,11.047
2023-10-17,10.972
2023-10-18,10.881
2023-10-19,10.859
2023-10-20,10.799
2023-10-21,10.799
2023-10-22,10.799
2023-10-23,10.693
2023-10-24,10.716
2023-10-25,10.693
2023-10-26,10.618
2023-10-27,10.72
2023-10-28,10.72
2023-10-29,10.72
2023-10-30,10.806
2023-10-31,10.648
2023-11-01,10.776
2023-11-02,9.857
2023-11-03,10.379
2023-11-04,10.379
2023-11-05,10.379
2023-11-06,9.902
2023-11-07,9.702
2023-11-08,9.739
2023-11-09,9.924
2023-11-10,10.005
2023-11-11,10.005
2023-11-12,10.005
2023-11-13,10.935
2023-11-14,11.281
2023-11-15,11.045
2023-11-16,11.179
2023-11-17,11.146
2023-11-18,11.146
2023-11-19,11.146
2023-11-20,11.12
2023-11-21,11.154
2023-11-22,11.213
2023-11-23,11.213
2023-11-24,11.222
2023-11-25,11.222
2023-11-26,11.222
2023-11-27,11.045
2023-11-28,11.078
2023-11-29,11.053
2023-11-30,11.061
2023-12-01,11.104
2023-12-02,11.104
2023-12-03,11.104
2023-12-04,11.003
2023-12-05,11.036
2023-12-06,11.087
2023-12-07,11.196
2023-12-08,11.491
2023-12-09,11.491
2023-12-10,11.491
2023-12-11,11.373
2023-12-12,11.306
2023-12-13,11.483
2023-12-14,11.584
2023-12-15,11.306
2023-12-16,11.306
2023-12-17,11.306
2023-12-18,11.474
2023-12-19,11.794
2023-12-20,11.592
2023-12-21,11.533
2023-12-22,11.66
2023-12-23,11.66
2023-12-24,11.66
2023-12-25,11.66
2023-12-26,11.643
2023-12-27,11.474
2023-12-28,11.483
2023-12-29,11.55
2023-12-30,11.55
2023-12-31,11.55
2024-01-01,11.55
2024-01-02,11.146
2024-01-03,10.96
2024-01-04,11.003
2024-01-05,10.96
2024-01-06,10.96
2024-01-07,10.96
2024-01-08,10.944
2024-01-09,10.539
2024-01-10,10.632
2024-01-11,10.75
2024-01-12,10.994
2024-01-13,10.994
2024-01-14,10.994
2024-01-15,10.994
2024-01-16,10.96
2024-01-17,10.826
2024-01-18,10.783
2024-01-19,10.708
2024-01-20,10.708
2024-01-21,10.708
2024-01-22,11.196
2024-01-23,10.935
2024-01-24,10.842
2024-01-25,10.952
2024-01-26,11.019
2024-01-27,11.019
2024-01-28,11.019
2024-01-29,10.944
2024-01-30,10.8
2024-01-31,10.632
2024-02-01,10.918
2024-02-02,10.725
2024-02-03,10.725
2024-02-04,10.725
2024-02-05,10.666
2024-02-06,10.708
2024-02-07,10.901
2024-02-08,10.969
2024-02-09,10.944
2024-02-10,10.944
2024-02-11,10.944
2024-02-12,11.163
2024-02-13,10.758
2024-02-14,10.91
2024-02-15,10.664
2024-02-16,10.607
2024-02-17,10.607
2024-02-18,10.607
2024-02-19,10.607
2024-02-20,10.656
2024-02-21,10.746
2024-02-22,10.33
2024-02-23,10.322
2024-02-24,10.322
2024-02-25,10.322
2024-02-26,10.291
2024-02-27,10.377
2024-02-28,10.526
2024-02-29,10.534
2024-03-01,10.605
2024-03-02,10.605
2024-03-03,10.605
2024-03-04,10.558
2024-03-05,10.487
2024-03-06,10.55
2024-03-07,10.699
2024-03-08,10.699
2024-03-09,10.699
2024-03-10,10.699
2024-03-11,10.676
2024-03-12,10.676
2024-03-13,10.723
2024-03-14,10.652
2024-03-15,10.746
2024-03-16,10.746
2024-03-17,10.746
2024-03-18,10.738
2024-03-19,10.801
2024-03-20,10.998
2024-03-21,11.045
2024-03-22,11.076
2024-03-23,11.076
2024-03-24,11.076
2024-03-25,10.108
2024-03-26,10.324
2024-03-27,10.432
2024-03-28,10.482
2024-03-29,10.482
2024-03-30,10.482
2024-03-31,10.482
2024-04-01,10.54
2024-04-02,10.475
2024-04-03,10.532
2024-04-04,10.496
2024-04-05,10.669
2024-04-06,10.669
2024-04-07,10.669
2024-04-08,10.64
