,OGE US Equity
2023-08-27,15.444
2023-08-28,15.412
2023-08-29,15.53
2023-08-30,15.507
2023-08-31,15.363
2023-09-01,15.227
2023-09-02,15.227
2023-09-03,15.227
2023-09-04,15.227
2023-09-05,15.001
2023-09-06,15.001
2023-09-07,15.344
2023-09-08,15.605
2023-09-09,15.605
2023-09-10,15.605
2023-09-11,15.709
2023-09-12,15.731
2023-09-13,15.871
2023-09-14,16.047
2023-09-15,16.124
2023-09-16,16.124
2023-09-17,16.124
2023-09-18,16.227
2023-09-19,16.047
2023-09-20,16.06
2023-09-21,15.88
2023-09-22,15.812
2023-09-23,15.812
2023-09-24,15.812
2023-09-25,15.817
2023-09-26,15.258
2023-09-27,15.109
2023-09-28,14.935
2023-09-29,15.003
2023-09-30,15.003
2023-10-01,15.003
2023-10-02,14.377
2023-10-03,14.548
2023-10-04,14.548
2023-10-05,14.692
2023-10-06,14.918
2023-10-07,14.918
2023-10-08,14.918
2023-10-09,15.151
2023-10-10,15.279
2023-10-11,15.548
2023-10-12,15.504
2023-10-13,15.623
2023-10-14,15.623
2023-10-15,15.623
2023-10-16,15.829
2023-10-17,15.716
2023-10-18,15.62
2023-10-19,15.537
2023-10-20,15.363
2023-10-21,15.363
2023-10-22,15.363
2023-10-23,15.216
2023-10-24,15.565
2023-10-25,15.688
2023-10-26,15.785
2023-10-27,15.491
2023-10-28,15.491
2023-10-29,15.491
2023-10-30,15.587
2023-10-31,15.675
2023-11-01,15.812
2023-11-02,16.261
2023-11-03,16.133
2023-11-04,16.133
2023-11-05,16.133
2023-11-06,15.831
2023-11-07,15.735
2023-11-08,15.443
2023-11-09,15.512
2023-11-10,15.525
2023-11-11,15.525
2023-11-12,15.525
2023-11-13,15.338
2023-11-14,15.891
2023-11-15,15.754
2023-11-16,16.021
2023-11-17,15.888
2023-11-18,15.888
2023-11-19,15.888
2023-11-20,15.842
2023-11-21,15.847
2023-11-22,15.943
2023-11-23,15.943
2023-11-24,15.902
2023-11-25,15.902
2023-11-26,15.902
2023-11-27,15.957
2023-11-28,16.043
2023-11-29,15.915
2023-11-30,16.034
2023-12-01,16.235
2023-12-02,16.235
2023-12-03,16.235
2023-12-04,16.276
2023-12-05,16.121
2023-12-06,16.304
2023-12-07,16.276
2023-12-08,16.103
2023-12-09,16.103
2023-12-10,16.103
2023-12-11,16.156
2023-12-12,16.12
2023-12-13,16.695
2023-12-14,16.549
2023-12-15,16.211
2023-12-16,16.211
2023-12-17,16.211
2023-12-18,16.152
2023-12-19,16.298
2023-12-20,15.862
2023-12-21,15.921
2023-12-22,15.962
2023-12-23,15.962
2023-12-24,15.962
2023-12-25,15.962
2023-12-26,15.935
2023-12-27,15.83
2023-12-28,15.917
2023-12-29,15.912
2023-12-30,15.912
2023-12-31,15.912
2024-01-01,15.912
2024-01-02,16.146
2024-01-03,16.223
2024-01-04,16.292
2024-01-05,16.383
2024-01-06,16.383
2024-01-07,16.383
2024-01-08,16.365
2024-01-09,16.346
2024-01-10,16.351
2024-01-11,15.811
2024-01-12,15.848
2024-01-13,15.848
2024-01-14,15.848
2024-01-15,15.848
2024-01-16,15.531
2024-01-17,15.355
2024-01-18,15.291
2024-01-19,15.323
2024-01-20,15.323
2024-01-21,15.323
2024-01-22,15.148
2024-01-23,15.217
2024-01-24,14.935
2024-01-25,15.235
2024-01-26,15.203
2024-01-27,15.203
2024-01-28,15.203
2024-01-29,15.378
2024-01-30,15.314
2024-01-31,15.364
2024-02-01,15.656
2024-02-02,15.392
2024-02-03,15.392
2024-02-04,15.392
2024-02-05,15.087
2024-02-06,15.064
2024-02-07,15.096
2024-02-08,15.009
2024-02-09,15.096
2024-02-10,15.096
2024-02-11,15.096
2024-02-12,15.217
2024-02-13,14.935
2024-02-14,14.995
2024-02-15,15.217
2024-02-16,15.254
2024-02-17,15.254
2024-02-18,15.254
2024-02-19,15.254
2024-02-20,15.217
2024-02-21,15.536
2024-02-22,15.379
2024-02-23,15.483
2024-02-24,15.483
2024-02-25,15.483
2024-02-26,15.177
2024-02-27,15.386
2024-02-28,15.312
2024-02-29,15.219
2024-03-01,15.187
2024-03-02,15.187
2024-03-03,15.187
2024-03-04,15.506
2024-03-05,15.526
2024-03-06,15.67
2024-03-07,15.767
2024-03-08,15.646
2024-03-09,15.646
2024-03-10,15.646
2024-03-11,15.771
2024-03-12,15.623
2024-03-13,15.695
2024-03-14,15.445
2024-03-15,15.487
2024-03-16,15.487
2024-03-17,15.487
2024-03-18,15.556
2024-03-19,15.722
2024-03-20,15.519
2024-03-21,15.514
2024-03-22,15.574
2024-03-23,15.574
2024-03-24,15.574
2024-03-25,15.556
2024-03-26,15.417
2024-03-27,15.87
2024-03-28,15.847
2024-03-29,15.847
2024-03-30,15.847
2024-03-31,15.847
2024-04-01,15.87
2024-04-02,15.963
2024-04-03,15.861
2024-04-04,15.815
2024-04-05,15.767
2024-04-06,15.767
2024-04-07,15.767
2024-04-08,15.917
