,NGVT US Equity
2023-09-19,9.633
2023-09-20,9.559
2023-09-21,9.442
2023-09-22,9.151
2023-09-23,9.151
2023-09-24,9.151
2023-09-25,9.225
2023-09-26,9.182
2023-09-27,9.219
2023-09-28,9.408
2023-09-29,9.297
2023-09-30,9.297
2023-10-01,9.297
2023-10-02,9.063
2023-10-03,8.426
2023-10-04,8.357
2023-10-05,8.431
2023-10-06,8.467
2023-10-07,8.467
2023-10-08,8.467
2023-10-09,8.321
2023-10-10,8.407
2023-10-11,8.359
2023-10-12,8.208
2023-10-13,8.094
2023-10-14,8.094
2023-10-15,8.094
2023-10-16,8.355
2023-10-17,8.539
2023-10-18,8.332
2023-10-19,8.066
2023-10-20,8.348
2023-10-21,8.348
2023-10-22,8.348
2023-10-23,8.358
2023-10-24,8.171
2023-10-25,7.934
2023-10-26,8.109
2023-10-27,8.126
2023-10-28,8.126
2023-10-29,8.126
2023-10-30,8.249
2023-10-31,8.288
2023-11-01,8.076
2023-11-02,9.108
2023-11-03,9.396
2023-11-04,9.396
2023-11-05,9.396
2023-11-06,10.015
2023-11-07,9.835
2023-11-08,10.228
2023-11-09,9.827
2023-11-10,9.961
2023-11-11,9.961
2023-11-12,9.961
2023-11-13,9.866
2023-11-14,10.52
2023-11-15,10.557
2023-11-16,10.226
2023-11-17,10.544
2023-11-18,10.544
2023-11-19,10.544
2023-11-20,10.551
2023-11-21,10.213
2023-11-22,10.334
2023-11-23,10.334
2023-11-24,10.449
2023-11-25,10.449
2023-11-26,10.449
2023-11-27,10.144
2023-11-28,10.168
2023-11-29,10.368
2023-11-30,10.186
2023-12-01,10.693
2023-12-02,10.693
2023-12-03,10.693
2023-12-04,10.551
2023-12-05,10.202
2023-12-06,10.313
2023-12-07,10.848
2023-12-08,10.961
2023-12-09,10.961
2023-12-10,10.961
2023-12-11,10.641
2023-12-12,11.501
2023-12-13,12.289
2023-12-14,13.152
2023-12-15,12.987
2023-12-16,12.987
2023-12-17,12.987
2023-12-18,13.044
2023-12-19,13.234
2023-12-20,12.905
2023-12-21,13.138
2023-12-22,13.566
2023-12-23,13.566
2023-12-24,13.566
2023-12-25,13.566
2023-12-26,13.606
2023-12-27,13.45
2023-12-28,13.518
2023-12-29,13.396
2023-12-30,13.396
2023-12-31,13.396
2024-01-01,13.396
2024-01-02,13.328
2024-01-03,12.491
2024-01-04,12.357
2024-01-05,12.284
2024-01-06,12.284
2024-01-07,12.284
2024-01-08,13.443
2024-01-09,12.135
2024-01-10,12.079
2024-01-11,11.786
2024-01-12,12.079
2024-01-13,12.079
2024-01-14,12.079
2024-01-15,12.079
2024-01-16,11.93
2024-01-17,11.673
2024-01-18,11.95
2024-01-19,11.913
2024-01-20,11.913
2024-01-21,11.913
2024-01-22,12.665
2024-01-23,12.875
2024-01-24,12.869
2024-01-25,12.983
2024-01-26,13.382
2024-01-27,13.382
2024-01-28,13.382
2024-01-29,13.324
2024-01-30,13.137
2024-01-31,12.7
2024-02-01,12.924
2024-02-02,12.77
2024-02-03,12.77
2024-02-04,12.77
2024-02-05,12.446
2024-02-06,12.627
2024-02-07,12.633
2024-02-08,13.003
2024-02-09,13.076
2024-02-10,13.076
2024-02-11,13.076
2024-02-12,13.504
2024-02-13,12.828
2024-02-14,13.058
2024-02-15,13.63
2024-02-16,13.895
2024-02-17,13.895
2024-02-18,13.895
2024-02-19,13.895
2024-02-20,13.402
2024-02-21,13.111
2024-02-22,12.951
2024-02-23,13.374
2024-02-24,13.374
2024-02-25,13.374
2024-02-26,13.368
2024-02-27,12.867
2024-02-28,12.506
2024-02-29,12.619
2024-03-01,12.481
2024-03-02,12.481
2024-03-03,12.481
2024-03-04,12.592
2024-03-05,12.446
2024-03-06,12.65
2024-03-07,12.625
2024-03-08,12.683
2024-03-09,12.683
2024-03-10,12.683
2024-03-11,12.854
2024-03-12,12.68
2024-03-13,12.809
2024-03-14,12.228
2024-03-15,12.481
2024-03-16,12.481
2024-03-17,12.481
2024-03-18,12.272
2024-03-19,12.186
2024-03-20,12.476
2024-03-21,13.171
2024-03-22,13.069
2024-03-23,13.069
2024-03-24,13.069
2024-03-25,12.958
2024-03-26,12.989
2024-03-27,13.355
2024-03-28,13.151
2024-03-29,13.151
2024-03-30,13.151
2024-03-31,13.151
2024-04-01,13.066
2024-04-02,12.73
2024-04-03,13.011
2024-04-04,12.807
2024-04-05,12.832
2024-04-06,12.832
2024-04-07,12.832
2024-04-08,12.972
