,WAFD US Equity
2023-09-19,7.212
2023-09-20,7.143
2023-09-21,7.05
2023-09-22,6.852
2023-09-23,6.852
2023-09-24,6.852
2023-09-25,6.96
2023-09-26,6.846
2023-09-27,6.806
2023-09-28,7.031
2023-09-29,7.164
2023-09-30,7.164
2023-10-01,7.164
2023-10-02,7.12
2023-10-03,6.985
2023-10-04,7.038
2023-10-05,7.142
2023-10-06,7.327
2023-10-07,7.327
2023-10-08,7.327
2023-10-09,7.366
2023-10-10,7.472
2023-10-11,7.399
2023-10-12,7.346
2023-10-13,7.047
2023-10-14,7.047
2023-10-15,7.047
2023-10-16,7.248
2023-10-17,7.382
2023-10-18,7.851
2023-10-19,7.848
2023-10-20,7.672
2023-10-21,7.672
2023-10-22,7.672
2023-10-23,7.582
2023-10-24,7.585
2023-10-25,7.616
2023-10-26,7.663
2023-10-27,7.572
2023-10-28,7.572
2023-10-29,7.572
2023-10-30,7.619
2023-10-31,7.732
2023-11-01,7.707
2023-11-02,8.145
2023-11-03,8.437
2023-11-04,8.437
2023-11-05,8.437
2023-11-06,8.355
2023-11-07,8.221
2023-11-08,8.011
2023-11-09,7.876
2023-11-10,7.867
2023-11-11,7.867
2023-11-12,7.867
2023-11-13,7.911
2023-11-14,8.659
2023-11-15,8.681
2023-11-16,8.556
2023-11-17,8.603
2023-11-18,8.603
2023-11-19,8.603
2023-11-20,8.619
2023-11-21,8.402
2023-11-22,8.488
2023-11-23,8.488
2023-11-24,8.51
2023-11-25,8.51
2023-11-26,8.51
2023-11-27,8.45
2023-11-28,8.412
2023-11-29,8.532
2023-11-30,8.453
2023-12-01,8.949
2023-12-02,8.949
2023-12-03,8.949
2023-12-04,9.253
2023-12-05,9.202
2023-12-06,9.351
2023-12-07,9.878
2023-12-08,9.966
2023-12-09,9.966
2023-12-10,9.966
2023-12-11,9.973
2023-12-12,9.826
2023-12-13,10.27
2023-12-14,10.521
2023-12-15,10.439
2023-12-16,10.439
2023-12-17,10.439
2023-12-18,10.335
2023-12-19,10.612
2023-12-20,10.416
2023-12-21,10.492
2023-12-22,10.762
2023-12-23,10.762
2023-12-24,10.762
2023-12-25,10.762
2023-12-26,11.002
2023-12-27,10.937
2023-12-28,10.876
2023-12-29,10.707
2023-12-30,10.707
2023-12-31,10.707
2024-01-01,10.707
2024-01-02,10.71
2024-01-03,10.184
2024-01-04,10.164
2024-01-05,10.099
2024-01-06,10.099
2024-01-07,10.099
2024-01-08,10.223
2024-01-09,10.109
2024-01-10,10.132
2024-01-11,10.047
2024-01-12,9.992
2024-01-13,9.992
2024-01-14,9.992
2024-01-15,9.992
2024-01-16,9.826
2024-01-17,10.429
2024-01-18,10.425
2024-01-19,10.677
2024-01-20,10.677
2024-01-21,10.677
2024-01-22,11.004
2024-01-23,10.846
2024-01-24,10.947
2024-01-25,10.871
2024-01-26,11.048
2024-01-27,11.048
2024-01-28,11.048
2024-01-29,11.145
2024-01-30,11.037
2024-01-31,10.597
2024-02-01,10.426
2024-02-02,10.349
2024-02-03,10.349
2024-02-04,10.349
2024-02-05,10.13
2024-02-06,10.17
2024-02-07,10.127
2024-02-08,10.159
2024-02-09,10.294
2024-02-10,10.294
2024-02-11,10.294
2024-02-12,10.539
2024-02-13,9.948
2024-02-14,10.214
2024-02-15,10.648
2024-02-16,10.499
2024-02-17,10.499
2024-02-18,10.499
2024-02-19,10.499
2024-02-20,10.36
2024-02-21,10.273
2024-02-22,10.151
2024-02-23,10.188
2024-02-24,10.188
2024-02-25,10.188
2024-02-26,9.844
2024-02-27,9.906
2024-02-28,9.855
2024-02-29,9.887
2024-03-01,9.978
2024-03-02,9.978
2024-03-03,9.978
2024-03-04,9.8
2024-03-05,10.163
2024-03-06,10.163
2024-03-07,10.203
2024-03-08,10.185
2024-03-09,10.185
2024-03-10,10.185
2024-03-11,10.272
2024-03-12,9.996
2024-03-13,10.236
2024-03-14,9.978
2024-03-15,10.022
2024-03-16,10.022
2024-03-17,10.022
2024-03-18,10.213
2024-03-19,10.191
2024-03-20,10.592
2024-03-21,10.753
2024-03-22,10.434
2024-03-23,10.434
2024-03-24,10.434
2024-03-25,10.39
2024-03-26,10.277
2024-03-27,10.813
2024-03-28,10.873
2024-03-29,10.873
2024-03-30,10.873
2024-03-31,10.873
2024-04-01,10.629
2024-04-02,10.416
2024-04-03,10.397
2024-04-04,10.431
2024-04-05,10.367
2024-04-06,10.367
2024-04-07,10.367
2024-04-08,10.506
