,BERY US Equity
2023-09-20,7.847
2023-09-21,7.726
2023-09-22,7.66
2023-09-23,7.66
2023-09-24,7.66
2023-09-25,7.697
2023-09-26,7.572
2023-09-27,7.548
2023-09-28,7.727
2023-09-29,7.715
2023-09-30,7.715
2023-10-01,7.715
2023-10-02,7.661
2023-10-03,7.351
2023-10-04,7.43
2023-10-05,7.179
2023-10-06,6.963
2023-10-07,6.963
2023-10-08,6.963
2023-10-09,7.047
2023-10-10,7.193
2023-10-11,7.127
2023-10-12,6.927
2023-10-13,6.94
2023-10-14,6.94
2023-10-15,6.94
2023-10-16,7.18
2023-10-17,7.312
2023-10-18,7.18
2023-10-19,6.918
2023-10-20,6.856
2023-10-21,6.856
2023-10-22,6.856
2023-10-23,6.751
2023-10-24,6.897
2023-10-25,6.705
2023-10-26,6.806
2023-10-27,6.744
2023-10-28,6.744
2023-10-29,6.744
2023-10-30,6.812
2023-10-31,6.808
2023-11-01,6.903
2023-11-02,7.084
2023-11-03,7.278
2023-11-04,7.278
2023-11-05,7.278
2023-11-06,7.145
2023-11-07,7.103
2023-11-08,7.12
2023-11-09,7.098
2023-11-10,7.168
2023-11-11,7.168
2023-11-12,7.168
2023-11-13,7.116
2023-11-14,7.498
2023-11-15,7.58
2023-11-16,7.92
2023-11-17,8.078
2023-11-18,8.078
2023-11-19,8.078
2023-11-20,8.348
2023-11-21,8.291
2023-11-22,8.264
2023-11-23,8.264
2023-11-24,8.395
2023-11-25,8.395
2023-11-26,8.395
2023-11-27,8.382
2023-11-28,8.345
2023-11-29,8.433
2023-11-30,8.627
2023-12-01,8.74
2023-12-02,8.74
2023-12-03,8.74
2023-12-04,8.662
2023-12-05,8.513
2023-12-06,8.466
2023-12-07,8.545
2023-12-08,8.547
2023-12-09,8.547
2023-12-10,8.547
2023-12-11,8.564
2023-12-12,8.552
2023-12-13,8.867
2023-12-14,9.127
2023-12-15,9.005
2023-12-16,9.005
2023-12-17,9.005
2023-12-18,8.941
2023-12-19,8.984
2023-12-20,8.796
2023-12-21,8.871
2023-12-22,8.911
2023-12-23,8.911
2023-12-24,8.911
2023-12-25,8.911
2023-12-26,8.884
2023-12-27,9.015
2023-12-28,9.044
2023-12-29,8.804
2023-12-30,8.804
2023-12-31,8.804
2024-01-01,8.804
2024-01-02,8.732
2024-01-03,8.536
2024-01-04,8.573
2024-01-05,8.736
2024-01-06,8.736
2024-01-07,8.736
2024-01-08,8.723
2024-01-09,8.696
2024-01-10,8.783
2024-01-11,8.771
2024-01-12,8.621
2024-01-13,8.621
2024-01-14,8.621
2024-01-15,8.621
2024-01-16,8.716
2024-01-17,8.654
2024-01-18,8.776
2024-01-19,8.852
2024-01-20,8.852
2024-01-21,8.852
2024-01-22,8.886
2024-01-23,8.879
2024-01-24,8.754
2024-01-25,8.824
2024-01-26,8.825
2024-01-27,8.825
2024-01-28,8.825
2024-01-29,8.852
2024-01-30,8.875
2024-01-31,8.649
2024-02-01,8.688
2024-02-02,8.66
2024-02-03,8.66
2024-02-04,8.66
2024-02-05,8.47
2024-02-06,8.494
2024-02-07,7.516
2024-02-08,7.439
2024-02-09,7.861
2024-02-10,7.861
2024-02-11,7.861
2024-02-12,7.857
2024-02-13,7.764
2024-02-14,7.778
2024-02-15,7.91
2024-02-16,7.82
2024-02-17,7.82
2024-02-18,7.82
2024-02-19,7.82
2024-02-20,7.881
2024-02-21,7.977
2024-02-22,8.111
2024-02-23,8.001
2024-02-24,8.001
2024-02-25,8.001
2024-02-26,7.794
2024-02-27,7.815
2024-02-28,7.715
2024-02-29,7.816
2024-03-01,7.845
2024-03-02,7.845
2024-03-03,7.845
2024-03-04,7.743
2024-03-05,7.924
2024-03-06,8.012
2024-03-07,7.926
2024-03-08,8.099
2024-03-09,8.099
2024-03-10,8.099
2024-03-11,8.147
2024-03-12,8.123
2024-03-13,8.189
2024-03-14,7.991
2024-03-15,7.958
2024-03-16,7.958
2024-03-17,7.958
2024-03-18,7.84
2024-03-19,7.844
2024-03-20,7.833
2024-03-21,7.904
2024-03-22,7.864
2024-03-23,7.864
2024-03-24,7.864
2024-03-25,7.923
2024-03-26,7.894
2024-03-27,8.061
2024-03-28,8.061
2024-03-29,8.061
2024-03-30,8.061
2024-03-31,8.061
2024-04-01,8.079
2024-04-02,7.951
2024-04-03,7.91
2024-04-04,7.875
2024-04-05,7.887
2024-04-06,7.887
2024-04-07,7.887
2024-04-08,7.903
