,SR US Equity
2023-09-20,13.248
2023-09-21,13.193
2023-09-22,13.157
2023-09-23,13.157
2023-09-24,13.157
2023-09-25,13.195
2023-09-26,12.902
2023-09-27,12.69
2023-09-28,12.629
2023-09-29,12.783
2023-09-30,12.783
2023-10-01,12.783
2023-10-02,12.369
2023-10-03,12.498
2023-10-04,12.591
2023-10-05,12.841
2023-10-06,12.991
2023-10-07,12.991
2023-10-08,12.991
2023-10-09,13.094
2023-10-10,13.192
2023-10-11,13.239
2023-10-12,13.009
2023-10-13,13.027
2023-10-14,13.027
2023-10-15,13.027
2023-10-16,13.196
2023-10-17,13.427
2023-10-18,13.298
2023-10-19,13.004
2023-10-20,13.015
2023-10-21,13.015
2023-10-22,13.015
2023-10-23,12.772
2023-10-24,12.539
2023-10-25,12.527
2023-10-26,12.561
2023-10-27,12.398
2023-10-28,12.398
2023-10-29,12.398
2023-10-30,12.441
2023-10-31,12.586
2023-11-01,12.924
2023-11-02,13.235
2023-11-03,13.508
2023-11-04,13.508
2023-11-05,13.508
2023-11-06,13.224
2023-11-07,13.165
2023-11-08,12.976
2023-11-09,13.001
2023-11-10,12.946
2023-11-11,12.946
2023-11-12,12.946
2023-11-13,13.017
2023-11-14,13.565
2023-11-15,13.626
2023-11-16,13.563
2023-11-17,13.927
2023-11-18,13.927
2023-11-19,13.927
2023-11-20,13.836
2023-11-21,13.567
2023-11-22,13.758
2023-11-23,13.758
2023-11-24,13.803
2023-11-25,13.803
2023-11-26,13.803
2023-11-27,13.844
2023-11-28,13.872
2023-11-29,13.779
2023-11-30,13.799
2023-12-01,13.996
2023-12-02,13.996
2023-12-03,13.996
2023-12-04,14.142
2023-12-05,13.977
2023-12-06,14.341
2023-12-07,14.443
2023-12-08,14.382
2023-12-09,14.382
2023-12-10,14.382
2023-12-11,14.497
2023-12-12,14.616
2023-12-13,14.936
2023-12-14,14.769
2023-12-15,14.374
2023-12-16,14.374
2023-12-17,14.374
2023-12-18,14.344
2023-12-19,14.522
2023-12-20,14.321
2023-12-21,14.388
2023-12-22,14.568
2023-12-23,14.568
2023-12-24,14.568
2023-12-25,14.568
2023-12-26,14.458
2023-12-27,14.294
2023-12-28,14.255
2023-12-29,14.239
2023-12-30,14.239
2023-12-31,14.239
2024-01-01,14.239
2024-01-02,14.564
2024-01-03,14.545
2024-01-04,14.408
2024-01-05,14.321
2024-01-06,14.321
2024-01-07,14.321
2024-01-08,14.404
2024-01-09,14.102
2024-01-10,14.027
2024-01-11,13.668
2024-01-12,13.725
2024-01-13,13.725
2024-01-14,13.725
2024-01-15,13.725
2024-01-16,13.476
2024-01-17,13.342
2024-01-18,13.294
2024-01-19,13.428
2024-01-20,13.428
2024-01-21,13.428
2024-01-22,13.706
2024-01-23,13.854
2024-01-24,13.556
2024-01-25,13.403
2024-01-26,13.248
2024-01-27,13.248
2024-01-28,13.248
2024-01-29,13.335
2024-01-30,13.206
2024-01-31,12.919
2024-02-01,13.488
2024-02-02,13.427
2024-02-03,13.427
2024-02-04,13.427
2024-02-05,13.206
2024-02-06,13.188
2024-02-07,13.167
2024-02-08,13.304
2024-02-09,13.279
2024-02-10,13.279
2024-02-11,13.279
2024-02-12,13.504
2024-02-13,13.14
2024-02-14,13.313
2024-02-15,13.661
2024-02-16,13.522
2024-02-17,13.522
2024-02-18,13.522
2024-02-19,13.522
2024-02-20,13.611
2024-02-21,13.593
2024-02-22,13.563
2024-02-23,13.458
2024-02-24,13.458
2024-02-25,13.458
2024-02-26,13.32
2024-02-27,13.443
2024-02-28,13.511
2024-02-29,13.499
2024-03-01,13.565
2024-03-02,13.565
2024-03-03,13.565
2024-03-04,13.861
2024-03-05,13.743
2024-03-06,13.743
2024-03-07,13.836
2024-03-08,13.906
2024-03-09,13.906
2024-03-10,13.906
2024-03-11,14.011
2024-03-12,13.968
2024-03-13,13.84
2024-03-14,13.702
2024-03-15,13.652
2024-03-16,13.652
2024-03-17,13.652
2024-03-18,13.489
2024-03-19,13.576
2024-03-20,13.737
2024-03-21,13.668
2024-03-22,13.693
2024-03-23,13.693
2024-03-24,13.693
2024-03-25,13.714
2024-03-26,13.638
2024-03-27,13.876
2024-03-28,14.06
2024-03-29,14.06
2024-03-30,14.06
2024-03-31,14.06
2024-04-01,13.963
2024-04-02,13.984
2024-04-03,13.842
2024-04-04,13.723
2024-04-05,13.595
2024-04-06,13.595
2024-04-07,13.595
2024-04-08,13.755
