,BANR US Equity
2023-09-20,8.041
2023-09-21,7.986
2023-09-22,8.022
2023-09-23,8.022
2023-09-24,8.022
2023-09-25,8.044
2023-09-26,7.881
2023-09-27,7.851
2023-09-28,7.899
2023-09-29,8.083
2023-09-30,8.083
2023-10-01,8.083
2023-10-02,7.94
2023-10-03,7.862
2023-10-04,7.999
2023-10-05,8.201
2023-10-06,8.325
2023-10-07,8.325
2023-10-08,8.325
2023-10-09,8.455
2023-10-10,8.455
2023-10-11,8.491
2023-10-12,8.426
2023-10-13,8.234
2023-10-14,8.234
2023-10-15,8.234
2023-10-16,8.219
2023-10-17,8.329
2023-10-18,8.123
2023-10-19,8.397
2023-10-20,7.918
2023-10-21,7.918
2023-10-22,7.918
2023-10-23,7.912
2023-10-24,7.714
2023-10-25,7.852
2023-10-26,8.195
2023-10-27,8.12
2023-10-28,8.12
2023-10-29,8.12
2023-10-30,8.184
2023-10-31,8.191
2023-11-01,8.164
2023-11-02,8.543
2023-11-03,8.779
2023-11-04,8.779
2023-11-05,8.779
2023-11-06,8.726
2023-11-07,8.596
2023-11-08,8.382
2023-11-09,8.364
2023-11-10,8.317
2023-11-11,8.317
2023-11-12,8.317
2023-11-13,8.351
2023-11-14,9.026
2023-11-15,9.01
2023-11-16,8.9
2023-11-17,8.973
2023-11-18,8.973
2023-11-19,8.973
2023-11-20,8.89
2023-11-21,8.712
2023-11-22,8.743
2023-11-23,8.743
2023-11-24,8.728
2023-11-25,8.728
2023-11-26,8.728
2023-11-27,8.608
2023-11-28,8.576
2023-11-29,8.877
2023-11-30,8.861
2023-12-01,9.297
2023-12-02,9.297
2023-12-03,9.297
2023-12-04,9.479
2023-12-05,9.491
2023-12-06,9.735
2023-12-07,9.711
2023-12-08,9.788
2023-12-09,9.788
2023-12-10,9.788
2023-12-11,9.672
2023-12-12,9.701
2023-12-13,10.284
2023-12-14,10.553
2023-12-15,10.575
2023-12-16,10.575
2023-12-17,10.575
2023-12-18,10.465
2023-12-19,10.645
2023-12-20,10.439
2023-12-21,10.62
2023-12-22,10.7
2023-12-23,10.7
2023-12-24,10.7
2023-12-25,10.7
2023-12-26,10.842
2023-12-27,10.874
2023-12-28,10.793
2023-12-29,10.566
2023-12-30,10.566
2023-12-31,10.566
2024-01-01,10.566
2024-01-02,10.446
2024-01-03,10.002
2024-01-04,10.049
2024-01-05,10.079
2024-01-06,10.079
2024-01-07,10.079
2024-01-08,10.189
2024-01-09,10.045
2024-01-10,10.095
2024-01-11,9.998
2024-01-12,9.905
2024-01-13,9.905
2024-01-14,9.905
2024-01-15,9.905
2024-01-16,9.787
2024-01-17,9.669
2024-01-18,9.71
2024-01-19,10.025
2024-01-20,10.025
2024-01-21,10.025
2024-01-22,10.172
2024-01-23,10.365
2024-01-24,10.651
2024-01-25,10.284
2024-01-26,10.295
2024-01-27,10.295
2024-01-28,10.295
2024-01-29,10.438
2024-01-30,10.329
2024-01-31,9.943
2024-02-01,9.84
2024-02-02,9.772
2024-02-03,9.772
2024-02-04,9.772
2024-02-05,9.627
2024-02-06,9.609
2024-02-07,9.502
2024-02-08,9.515
2024-02-09,9.599
2024-02-10,9.599
2024-02-11,9.599
2024-02-12,9.823
2024-02-13,9.333
2024-02-14,9.474
2024-02-15,9.918
2024-02-16,9.743
2024-02-17,9.743
2024-02-18,9.743
2024-02-19,9.743
2024-02-20,9.605
2024-02-21,9.558
2024-02-22,9.599
2024-02-23,9.597
2024-02-24,9.597
2024-02-25,9.597
2024-02-26,9.452
2024-02-27,9.484
2024-02-28,9.454
2024-02-29,9.458
2024-03-01,9.707
2024-03-02,9.707
2024-03-03,9.707
2024-03-04,9.739
2024-03-05,10.093
2024-03-06,10.076
2024-03-07,10.039
2024-03-08,10.05
2024-03-09,10.05
2024-03-10,10.05
2024-03-11,10.076
2024-03-12,9.924
2024-03-13,9.924
2024-03-14,9.709
2024-03-15,9.821
2024-03-16,9.821
2024-03-17,9.821
2024-03-18,9.638
2024-03-19,9.642
2024-03-20,9.996
2024-03-21,10.032
2024-03-22,9.909
2024-03-23,9.909
2024-03-24,9.909
2024-03-25,9.888
2024-03-26,9.75
2024-03-27,10.315
2024-03-28,10.356
2024-03-29,10.356
2024-03-30,10.356
2024-03-31,10.356
2024-04-01,10.134
2024-04-02,10.054
2024-04-03,10.054
2024-04-04,10.034
2024-04-05,9.955
2024-04-06,9.955
2024-04-07,9.955
2024-04-08,10.039
