,TPIC US Equity
2023-09-16,838.462
2023-09-17,838.462
2023-09-18,838.462
2023-09-19,838.462
2023-09-20,838.462
2023-09-21,838.462
2023-09-22,838.462
2023-09-23,838.462
2023-09-24,838.462
2023-09-25,838.462
2023-09-26,838.462
2023-09-27,838.462
2023-09-28,838.462
2023-09-29,838.462
2023-09-30,838.462
2023-10-01,838.462
2023-10-02,838.462
2023-10-03,838.462
2023-10-04,838.462
2023-10-05,838.462
2023-10-06,838.462
2023-10-07,838.462
2023-10-08,838.462
2023-10-09,838.462
2023-10-10,838.462
2023-10-11,838.462
2023-10-12,838.462
2023-10-13,838.462
2023-10-14,838.462
2023-10-15,838.462
2023-10-16,838.462
2023-10-17,838.462
2023-10-18,838.462
2023-10-19,838.462
2023-10-20,838.462
2023-10-21,838.462
2023-10-22,838.462
2023-10-23,838.462
2023-10-24,838.462
2023-10-25,838.462
2023-10-26,838.462
2023-10-27,838.462
2023-10-28,838.462
2023-10-29,838.462
2023-10-30,838.462
2023-10-31,838.462
2023-11-01,838.462
2023-11-02,838.462
2023-11-03,838.462
2023-11-04,838.462
2023-11-05,838.462
2023-11-06,838.462
2023-11-07,838.462
2023-11-08,838.462
2023-11-09,838.462
2023-11-10,838.462
2023-11-11,838.462
2023-11-12,838.462
2023-11-13,838.462
2023-11-14,838.462
2023-11-15,838.462
2023-11-16,838.462
2023-11-17,838.462
2023-11-18,838.462
2023-11-19,838.462
2023-11-20,838.462
2023-11-21,838.462
2023-11-22,838.462
2023-11-23,838.462
2023-11-24,838.462
2023-11-25,838.462
2023-11-26,838.462
2023-11-27,838.462
2023-11-28,838.462
2023-11-29,838.462
2023-11-30,838.462
2023-12-01,838.462
2023-12-02,838.462
2023-12-03,838.462
2023-12-04,838.462
2023-12-05,838.462
2023-12-06,838.462
2023-12-07,838.462
2023-12-08,838.462
2023-12-09,838.462
2023-12-10,838.462
2023-12-11,838.462
2023-12-12,838.462
2023-12-13,838.462
2023-12-14,838.462
2023-12-15,838.462
2023-12-16,838.462
2023-12-17,838.462
2023-12-18,838.462
2023-12-19,838.462
2023-12-20,838.462
2023-12-21,838.462
2023-12-22,838.462
2023-12-23,838.462
2023-12-24,838.462
2023-12-25,838.462
2023-12-26,838.462
2023-12-27,838.462
2023-12-28,838.462
2023-12-29,838.462
2023-12-30,838.462
2023-12-31,838.462
2024-01-01,838.462
2024-01-02,838.462
2024-01-03,838.462
2024-01-04,838.462
2024-01-05,838.462
2024-01-06,838.462
2024-01-07,838.462
2024-01-08,838.462
2024-01-09,838.462
2024-01-10,838.462
2024-01-11,838.462
2024-01-12,838.462
2024-01-13,838.462
2024-01-14,838.462
2024-01-15,838.462
2024-01-16,838.462
2024-01-17,838.462
2024-01-18,838.462
2024-01-19,838.462
2024-01-20,838.462
2024-01-21,838.462
2024-01-22,838.462
2024-01-23,838.462
2024-01-24,838.462
2024-01-25,838.462
2024-01-26,838.462
2024-01-27,838.462
2024-01-28,838.462
2024-01-29,838.462
2024-01-30,838.462
2024-01-31,838.462
2024-02-01,838.462
2024-02-02,838.462
2024-02-03,838.462
2024-02-04,838.462
2024-02-05,838.462
2024-02-06,838.462
2024-02-07,838.462
2024-02-08,838.462
2024-02-09,838.462
2024-02-10,838.462
2024-02-11,838.462
2024-02-12,838.462
2024-02-13,838.462
2024-02-14,838.462
2024-02-15,838.462
2024-02-16,838.462
2024-02-17,838.462
2024-02-18,838.462
2024-02-19,838.462
2024-02-20,838.462
2024-02-21,838.462
2024-02-22,838.462
2024-02-23,838.462
2024-02-24,838.462
2024-02-25,838.462
2024-02-26,838.462
2024-02-27,838.462
2024-02-28,838.462
2024-02-29,838.462
2024-03-01,838.462
2024-03-02,838.462
2024-03-03,838.462
2024-03-04,838.462
2024-03-05,838.462
2024-03-06,838.462
2024-03-07,838.462
2024-03-08,838.462
2024-03-09,838.462
2024-03-10,838.462
2024-03-11,838.462
2024-03-12,838.462
2024-03-13,838.462
2024-03-14,838.462
2024-03-15,838.462
2024-03-16,838.462
2024-03-17,838.462
2024-03-18,838.462
2024-03-19,838.462
2024-03-20,838.462
2024-03-21,838.462
2024-03-22,838.462
2024-03-23,838.462
2024-03-24,838.462
2024-03-25,838.462
2024-03-26,838.462
2024-03-27,838.462
2024-03-28,838.462
2024-03-29,838.462
2024-03-30,838.462
2024-03-31,838.462
2024-04-01,838.462
2024-04-02,838.462
2024-04-03,838.462
2024-04-04,838.462
2024-04-05,838.462
2024-04-06,838.462
2024-04-07,838.462
2024-04-08,838.462
