,BLKB US Equity
2023-08-20,16.195
2023-08-21,16.416
2023-08-22,16.432
2023-08-23,16.452
2023-08-24,16.03
2023-08-25,16.385
2023-08-26,16.385
2023-08-27,16.385
2023-08-28,16.631
2023-08-29,16.838
2023-08-30,16.924
2023-08-31,17.177
2023-09-01,16.967
2023-09-02,16.967
2023-09-03,16.967
2023-09-04,16.967
2023-09-05,16.719
2023-09-06,16.287
2023-09-07,16.187
2023-09-08,16.211
2023-09-09,16.211
2023-09-10,16.211
2023-09-11,16.269
2023-09-12,16.332
2023-09-13,16.238
2023-09-14,16.432
2023-09-15,16.231
2023-09-16,16.231
2023-09-17,16.231
2023-09-18,16.403
2023-09-19,16.296
2023-09-20,16.269
2023-09-21,16.071
2023-09-22,16.062
2023-09-23,16.062
2023-09-24,16.062
2023-09-25,16.094
2023-09-26,15.817
2023-09-27,15.755
2023-09-28,15.708
2023-09-29,15.661
2023-09-30,15.661
2023-10-01,15.661
2023-10-02,15.472
2023-10-03,15.252
2023-10-04,15.501
2023-10-05,15.408
2023-10-06,15.572
2023-10-07,15.572
2023-10-08,15.572
2023-10-09,15.514
2023-10-10,15.615
2023-10-11,15.575
2023-10-12,15.403
2023-10-13,15.403
2023-10-14,15.403
2023-10-15,15.403
2023-10-16,15.719
2023-10-17,15.764
2023-10-18,15.416
2023-10-19,15.352
2023-10-20,15.303
2023-10-21,15.303
2023-10-22,15.303
2023-10-23,15.138
2023-10-24,15.145
2023-10-25,14.813
2023-10-26,14.764
2023-10-27,14.543
2023-10-28,14.543
2023-10-29,14.543
2023-10-30,14.557
2023-10-31,14.566
2023-11-01,15.554
2023-11-02,15.691
2023-11-03,16.051
2023-11-04,16.051
2023-11-05,16.051
2023-11-06,16.08
2023-11-07,15.964
2023-11-08,16.017
2023-11-09,15.896
2023-11-10,15.914
2023-11-11,15.914
2023-11-12,15.914
2023-11-13,15.804
2023-11-14,16.214
2023-11-15,16.078
2023-11-16,15.933
2023-11-17,16.231
2023-11-18,16.231
2023-11-19,16.231
2023-11-20,16.3
2023-11-21,16.296
2023-11-22,16.517
2023-11-23,16.517
2023-11-24,16.538
2023-11-25,16.538
2023-11-26,16.538
2023-11-27,16.525
2023-11-28,16.497
2023-11-29,16.501
2023-11-30,16.453
2023-12-01,16.941
2023-12-02,16.941
2023-12-03,16.941
2023-12-04,17.601
2023-12-05,18.163
2023-12-06,18.055
2023-12-07,18.395
2023-12-08,18.775
2023-12-09,18.775
2023-12-10,18.775
2023-12-11,18.913
2023-12-12,18.946
2023-12-13,18.88
2023-12-14,19.007
2023-12-15,18.924
2023-12-16,18.924
2023-12-17,18.924
2023-12-18,18.961
2023-12-19,19.136
2023-12-20,18.902
2023-12-21,18.922
2023-12-22,18.994
2023-12-23,18.994
2023-12-24,18.994
2023-12-25,18.994
2023-12-26,19.147
2023-12-27,19.189
2023-12-28,19.152
2023-12-29,18.959
2023-12-30,18.959
2023-12-31,18.959
2024-01-01,18.959
2024-01-02,18.712
2024-01-03,18.349
2024-01-04,18.248
2024-01-05,17.872
2024-01-06,17.872
2024-01-07,17.872
2024-01-08,18.06
2024-01-09,17.774
2024-01-10,18.098
2024-01-11,18.054
2024-01-12,17.995
2024-01-13,17.995
2024-01-14,17.995
2024-01-15,17.995
2024-01-16,17.665
2024-01-17,17.686
2024-01-18,17.822
2024-01-19,17.89
2024-01-20,17.89
2024-01-21,17.89
2024-01-22,18.026
2024-01-23,18.395
2024-01-24,18.172
2024-01-25,18.349
2024-01-26,18.242
2024-01-27,18.242
2024-01-28,18.242
2024-01-29,18.373
2024-01-30,18.26
2024-01-31,17.668
2024-02-01,17.963
2024-02-02,17.541
2024-02-03,17.541
2024-02-04,17.541
2024-02-05,17.297
2024-02-06,17.487
2024-02-07,17.448
2024-02-08,17.614
2024-02-09,17.915
2024-02-10,17.915
2024-02-11,17.915
2024-02-12,18.046
2024-02-13,16.028
2024-02-14,16.455
2024-02-15,16.608
2024-02-16,15.887
2024-02-17,15.887
2024-02-18,15.887
2024-02-19,15.887
2024-02-20,15.852
2024-02-21,15.563
2024-02-22,15.551
2024-02-23,15.765
2024-02-24,15.765
2024-02-25,15.765
2024-02-26,15.83
2024-02-27,15.492
2024-02-28,15.476
2024-02-29,15.896
2024-03-01,16.168
2024-03-02,16.168
2024-03-03,16.168
2024-03-04,16.883
2024-03-05,16.734
2024-03-06,16.974
2024-03-07,17.156
2024-03-08,17.035
2024-03-09,17.035
2024-03-10,17.035
2024-03-11,17.256
2024-03-12,17.345
2024-03-13,17.186
2024-03-14,16.935
2024-03-15,16.536
2024-03-16,16.536
2024-03-17,16.536
2024-03-18,16.436
2024-03-19,16.564
2024-03-20,16.688
2024-03-21,16.704
2024-03-22,16.69
2024-03-23,16.69
2024-03-24,16.69
2024-03-25,16.434
2024-03-26,16.483
2024-03-27,16.995
2024-03-28,17.282
2024-03-29,17.282
2024-03-30,17.282
2024-03-31,17.282
2024-04-01,17.555
2024-04-02,16.727
2024-04-03,16.706
2024-04-04,16.506
2024-04-05,16.786
2024-04-06,16.786
2024-04-07,16.786
2024-04-08,17.114
