,CC US Equity
2023-09-16,6.806
2023-09-17,6.806
2023-09-18,6.765
2023-09-19,6.668
2023-09-20,6.632
2023-09-21,6.527
2023-09-22,6.46
2023-09-23,6.46
2023-09-24,6.46
2023-09-25,6.432
2023-09-26,6.19
2023-09-27,5.943
2023-09-28,6.006
2023-09-29,6.149
2023-09-30,6.149
2023-10-01,6.149
2023-10-02,5.994
2023-10-03,5.892
2023-10-04,5.996
2023-10-05,5.869
2023-10-06,5.803
2023-10-07,5.803
2023-10-08,5.803
2023-10-09,5.781
2023-10-10,5.893
2023-10-11,5.933
2023-10-12,5.752
2023-10-13,5.75
2023-10-14,5.75
2023-10-15,5.75
2023-10-16,5.83
2023-10-17,5.971
2023-10-18,5.858
2023-10-19,5.672
2023-10-20,5.661
2023-10-21,5.661
2023-10-22,5.661
2023-10-23,5.591
2023-10-24,5.488
2023-10-25,5.379
2023-10-26,5.569
2023-10-27,5.53
2023-10-28,5.53
2023-10-29,5.53
2023-10-30,6.01
2023-10-31,5.862
2023-11-01,5.82
2023-11-02,5.942
2023-11-03,6.243
2023-11-04,6.243
2023-11-05,6.243
2023-11-06,6.141
2023-11-07,6.12
2023-11-08,6.101
2023-11-09,6.083
2023-11-10,6.111
2023-11-11,6.111
2023-11-12,6.111
2023-11-13,6.276
2023-11-14,6.782
2023-11-15,6.857
2023-11-16,6.696
2023-11-17,6.895
2023-11-18,6.895
2023-11-19,6.895
2023-11-20,6.832
2023-11-21,6.567
2023-11-22,6.627
2023-11-23,6.627
2023-11-24,6.665
2023-11-25,6.665
2023-11-26,6.665
2023-11-27,6.721
2023-11-28,6.706
2023-11-29,6.852
2023-11-30,7.021
2023-12-01,7.597
2023-12-02,7.597
2023-12-03,7.597
2023-12-04,7.614
2023-12-05,7.485
2023-12-06,7.501
2023-12-07,7.501
2023-12-08,7.529
2023-12-09,7.529
2023-12-10,7.529
2023-12-11,7.561
2023-12-12,7.412
2023-12-13,7.597
2023-12-14,8.383
2023-12-15,8.127
2023-12-16,8.127
2023-12-17,8.127
2023-12-18,8.226
2023-12-19,8.228
2023-12-20,8.09
2023-12-21,8.293
2023-12-22,8.487
2023-12-23,8.487
2023-12-24,8.487
2023-12-25,8.487
2023-12-26,8.656
2023-12-27,8.669
2023-12-28,8.581
2023-12-29,8.421
2023-12-30,8.421
2023-12-31,8.421
2024-01-01,8.421
2024-01-02,8.485
2024-01-03,8.263
2024-01-04,8.178
2024-01-05,8.351
2024-01-06,8.351
2024-01-07,8.351
2024-01-08,8.464
2024-01-09,8.288
2024-01-10,8.221
2024-01-11,8.156
2024-01-12,8.148
2024-01-13,8.148
2024-01-14,8.148
2024-01-15,8.148
2024-01-16,7.986
2024-01-17,7.781
2024-01-18,7.921
2024-01-19,7.886
2024-01-20,7.886
2024-01-21,7.886
2024-01-22,8.032
2024-01-23,8.682
2024-01-24,8.437
2024-01-25,8.553
2024-01-26,8.445
2024-01-27,8.445
2024-01-28,8.445
2024-01-29,8.453
2024-01-30,8.372
2024-01-31,8.143
2024-02-01,8.305
2024-02-02,8.272
2024-02-03,8.272
2024-02-04,8.272
2024-02-05,8.067
2024-02-06,8.105
2024-02-07,8.097
2024-02-08,8.097
2024-02-09,8.121
2024-02-10,8.121
2024-02-11,8.121
2024-02-12,8.415
2024-02-13,8.229
2024-02-14,7.19
2024-02-15,7.508
2024-02-16,7.589
2024-02-17,7.589
2024-02-18,7.589
2024-02-19,7.589
2024-02-20,7.684
2024-02-21,7.832
2024-02-22,8.016
2024-02-23,8.024
2024-02-24,8.024
2024-02-25,8.024
2024-02-26,7.858
2024-02-27,7.874
2024-02-28,7.978
2024-02-29,5.464
2024-03-01,5.772
2024-03-02,5.772
2024-03-03,5.772
2024-03-04,5.608
2024-03-05,5.719
2024-03-06,6.143
2024-03-07,6.861
2024-03-08,6.991
2024-03-09,6.991
2024-03-10,6.991
2024-03-11,7.067
2024-03-12,7.062
2024-03-13,7.262
2024-03-14,7.21
2024-03-15,7.343
2024-03-16,7.343
2024-03-17,7.343
2024-03-18,7.522
2024-03-19,7.427
2024-03-20,7.384
2024-03-21,7.376
2024-03-22,7.538
2024-03-23,7.538
2024-03-24,7.538
2024-03-25,7.676
2024-03-26,7.405
2024-03-27,7.814
2024-03-28,7.105
2024-03-29,7.105
2024-03-30,7.105
2024-03-31,7.105
2024-04-01,8.278
2024-04-02,8.578
2024-04-03,8.922
2024-04-04,8.475
2024-04-05,8.391
2024-04-06,8.391
2024-04-07,8.391
2024-04-08,8.872
