,SCCO US Equity
2023-09-17,18.737
2023-09-18,18.591
2023-09-19,18.32
2023-09-20,18.05
2023-09-21,17.615
2023-09-22,17.32
2023-09-23,17.32
2023-09-24,17.32
2023-09-25,17.263
2023-09-26,16.836
2023-09-27,16.869
2023-09-28,17.379
2023-09-29,17.169
2023-09-30,17.169
2023-10-01,17.169
2023-10-02,16.863
2023-10-03,16.754
2023-10-04,16.724
2023-10-05,16.348
2023-10-06,16.934
2023-10-07,16.934
2023-10-08,16.934
2023-10-09,17.132
2023-10-10,17.37
2023-10-11,17.863
2023-10-12,17.388
2023-10-13,17.337
2023-10-14,17.337
2023-10-15,17.337
2023-10-16,17.776
2023-10-17,18.054
2023-10-18,17.389
2023-10-19,17.333
2023-10-20,17.167
2023-10-21,17.167
2023-10-22,17.167
2023-10-23,17.224
2023-10-24,17.489
2023-10-25,17.369
2023-10-26,17.636
2023-10-27,17.858
2023-10-28,17.858
2023-10-29,17.858
2023-10-30,17.921
2023-10-31,17.715
2023-11-01,17.967
2023-11-02,18.454
2023-11-03,18.554
2023-11-04,18.554
2023-11-05,18.554
2023-11-06,18.547
2023-11-07,18.055
2023-11-08,17.812
2023-11-09,17.683
2023-11-10,17.898
2023-11-11,17.898
2023-11-12,17.898
2023-11-13,17.774
2023-11-14,18.765
2023-11-15,19.074
2023-11-16,18.962
2023-11-17,18.932
2023-11-18,18.932
2023-11-19,18.932
2023-11-20,19.282
2023-11-21,19.694
2023-11-22,19.477
2023-11-23,19.477
2023-11-24,19.213
2023-11-25,19.213
2023-11-26,19.213
2023-11-27,19.842
2023-11-28,20.074
2023-11-29,20.055
2023-11-30,20.043
2023-12-01,21.383
2023-12-02,21.383
2023-12-03,21.383
2023-12-04,20.533
2023-12-05,19.948
2023-12-06,19.859
2023-12-07,20.112
2023-12-08,21.173
2023-12-09,21.173
2023-12-10,21.173
2023-12-11,21.083
2023-12-12,20.999
2023-12-13,21.706
2023-12-14,22.975
2023-12-15,23.135
2023-12-16,23.135
2023-12-17,23.135
2023-12-18,23.287
2023-12-19,23.889
2023-12-20,23.422
2023-12-21,24.008
2023-12-22,24.457
2023-12-23,24.457
2023-12-24,24.457
2023-12-25,24.457
2023-12-26,24.374
2023-12-27,24.625
2023-12-28,24.382
2023-12-29,24.03
2023-12-30,24.03
2023-12-31,24.03
2024-01-01,24.03
2024-01-02,23.637
2024-01-03,23.422
2024-01-04,23.235
2024-01-05,23.172
2024-01-06,23.172
2024-01-07,23.172
2024-01-08,23.701
2024-01-09,23.177
2024-01-10,22.911
2024-01-11,22.817
2024-01-12,22.845
2024-01-13,22.845
2024-01-14,22.845
2024-01-15,22.845
2024-01-16,21.949
2024-01-17,21.529
2024-01-18,21.619
2024-01-19,22.245
2024-01-20,22.245
2024-01-21,22.245
2024-01-22,22.061
2024-01-23,22.483
2024-01-24,22.837
2024-01-25,22.993
2024-01-26,22.823
2024-01-27,22.823
2024-01-28,22.823
2024-01-29,22.867
2024-01-30,22.629
2024-01-31,22.441
2024-02-01,22.903
2024-02-02,22.439
2024-02-03,22.439
2024-02-04,22.439
2024-02-05,22.261
2024-02-06,22.659
2024-02-07,22.609
2024-02-08,22.309
2024-02-09,22.094
2024-02-10,22.094
2024-02-11,22.094
2024-02-12,22.35
2024-02-13,21.723
2024-02-14,22.305
2024-02-15,23.099
2024-02-16,23.299
2024-02-17,23.299
2024-02-18,23.299
2024-02-19,23.299
2024-02-20,22.929
2024-02-21,23.21
2024-02-22,23.146
2024-02-23,22.837
2024-02-24,22.837
2024-02-25,22.837
2024-02-26,22.255
2024-02-27,22.494
2024-02-28,21.963
2024-02-29,22.511
2024-03-01,22.455
2024-03-02,22.455
2024-03-03,22.455
2024-03-04,23.196
2024-03-05,22.697
2024-03-06,23.083
2024-03-07,24.033
2024-03-08,24.47
2024-03-09,24.47
2024-03-10,24.47
2024-03-11,24.518
2024-03-12,25.48
2024-03-13,28.043
2024-03-14,28.299
2024-03-15,29.994
2024-03-16,29.994
2024-03-17,29.994
2024-03-18,29.878
2024-03-19,29.062
2024-03-20,30.214
2024-03-21,29.919
2024-03-22,30.153
2024-03-23,30.153
2024-03-24,30.153
2024-03-25,30.017
2024-03-26,29.5
2024-03-27,29.628
2024-03-28,30.253
2024-03-29,30.253
2024-03-30,30.253
2024-03-31,30.253
2024-04-01,30.4
2024-04-02,30.608
2024-04-03,31.59
2024-04-04,31.125
2024-04-05,31.323
2024-04-06,31.323
2024-04-07,31.323
2024-04-08,31.883
