,KFRC US Equity
2023-09-15,16.478
2023-09-16,16.478
2023-09-17,16.478
2023-09-18,16.371
2023-09-19,16.337
2023-09-20,16.498
2023-09-21,16.749
2023-09-22,16.913
2023-09-23,16.913
2023-09-24,16.913
2023-09-25,17.3
2023-09-26,16.78
2023-09-27,17.083
2023-09-28,16.913
2023-09-29,16.851
2023-09-30,16.851
2023-10-01,16.851
2023-10-02,16.568
2023-10-03,16.667
2023-10-04,16.797
2023-10-05,16.761
2023-10-06,16.746
2023-10-07,16.746
2023-10-08,16.746
2023-10-09,16.888
2023-10-10,16.941
2023-10-11,16.758
2023-10-12,16.86
2023-10-13,16.618
2023-10-14,16.618
2023-10-15,16.618
2023-10-16,16.823
2023-10-17,16.894
2023-10-18,16.483
2023-10-19,16.412
2023-10-20,16.075
2023-10-21,16.075
2023-10-22,16.075
2023-10-23,16.024
2023-10-24,15.951
2023-10-25,15.805
2023-10-26,16.019
2023-10-27,15.377
2023-10-28,15.377
2023-10-29,15.377
2023-10-30,15.314
2023-10-31,18.066
2023-11-01,18.328
2023-11-02,18.259
2023-11-03,18.561
2023-11-04,18.561
2023-11-05,18.561
2023-11-06,18.895
2023-11-07,18.509
2023-11-08,18.552
2023-11-09,18.748
2023-11-10,18.805
2023-11-11,18.805
2023-11-12,18.805
2023-11-13,18.784
2023-11-14,19.665
2023-11-15,19.61
2023-11-16,19.589
2023-11-17,19.683
2023-11-18,19.683
2023-11-19,19.683
2023-11-20,20.009
2023-11-21,19.764
2023-11-22,19.888
2023-11-23,19.888
2023-11-24,20.232
2023-11-25,20.232
2023-11-26,20.232
2023-11-27,20.594
2023-11-28,20.497
2023-11-29,20.935
2023-11-30,21.025
2023-12-01,20.811
2023-12-02,20.811
2023-12-03,20.811
2023-12-04,21.414
2023-12-05,20.974
2023-12-06,20.684
2023-12-07,20.811
2023-12-08,20.835
2023-12-09,20.835
2023-12-10,20.835
2023-12-11,21.091
2023-12-12,20.962
2023-12-13,20.962
2023-12-14,20.834
2023-12-15,20.601
2023-12-16,20.601
2023-12-17,20.601
2023-12-18,20.762
2023-12-19,20.868
2023-12-20,20.583
2023-12-21,20.722
2023-12-22,20.637
2023-12-23,20.637
2023-12-24,20.637
2023-12-25,20.637
2023-12-26,20.571
2023-12-27,20.571
2023-12-28,20.531
2023-12-29,20.486
2023-12-30,20.486
2023-12-31,20.486
2024-01-01,20.486
2024-01-02,20.334
2024-01-03,19.603
2024-01-04,19.461
2024-01-05,19.121
2024-01-06,19.121
2024-01-07,19.121
2024-01-08,19.315
2024-01-09,19.243
2024-01-10,19.349
2024-01-11,19.376
2024-01-12,19.661
2024-01-13,19.661
2024-01-14,19.661
2024-01-15,19.661
2024-01-16,19.946
2024-01-17,19.961
2024-01-18,20.043
2024-01-19,20.189
2024-01-20,20.189
2024-01-21,20.189
2024-01-22,21.323
2024-01-23,21.196
2024-01-24,21.326
2024-01-25,20.853
2024-01-26,20.796
2024-01-27,20.796
2024-01-28,20.796
2024-01-29,21.313
2024-01-30,21.246
2024-01-31,20.669
2024-02-01,20.78
2024-02-02,20.702
2024-02-03,20.702
2024-02-04,20.702
2024-02-05,20.752
2024-02-06,21.241
2024-02-07,20.975
2024-02-08,21.535
2024-02-09,21.791
2024-02-10,21.791
2024-02-11,21.791
2024-02-12,21.747
2024-02-13,20.805
2024-02-14,21.112
2024-02-15,21.772
2024-02-16,21.576
2024-02-17,21.576
2024-02-18,21.576
2024-02-19,21.576
2024-02-20,21.545
2024-02-21,21.488
2024-02-22,21.444
2024-02-23,21.7
2024-02-24,21.7
2024-02-25,21.7
2024-02-26,21.725
2024-02-27,21.804
2024-02-28,21.912
2024-02-29,22.016
2024-03-01,22.117
2024-03-02,22.117
2024-03-03,22.117
2024-03-04,23.103
2024-03-05,22.708
2024-03-06,22.487
2024-03-07,22.876
2024-03-08,23.208
2024-03-09,23.208
2024-03-10,23.208
2024-03-11,22.509
2024-03-12,22.262
2024-03-13,22.13
2024-03-14,21.678
2024-03-15,21.79
2024-03-16,21.79
2024-03-17,21.79
2024-03-18,21.755
2024-03-19,21.675
2024-03-20,22.301
2024-03-21,22.486
2024-03-22,22.378
2024-03-23,22.378
2024-03-24,22.378
2024-03-25,22.076
2024-03-26,22.003
2024-03-27,22.241
2024-03-28,22.416
2024-03-29,22.416
2024-03-30,22.416
2024-03-31,22.416
2024-04-01,22.25
2024-04-02,21.64
2024-04-03,21.443
2024-04-04,21.612
2024-04-05,21.748
2024-04-06,21.748
2024-04-07,21.748
2024-04-08,21.739
