,FIBK US Equity
2023-09-19,9.501
2023-09-20,9.433
2023-09-21,9.315
2023-09-22,9.19
2023-09-23,9.19
2023-09-24,9.19
2023-09-25,9.376
2023-09-26,9.395
2023-09-27,9.272
2023-09-28,9.371
2023-09-29,9.565
2023-09-30,9.565
2023-10-01,9.565
2023-10-02,9.461
2023-10-03,9.222
2023-10-04,9.276
2023-10-05,9.5
2023-10-06,9.721
2023-10-07,9.721
2023-10-08,9.721
2023-10-09,9.65
2023-10-10,9.678
2023-10-11,9.722
2023-10-12,9.591
2023-10-13,9.126
2023-10-14,9.126
2023-10-15,9.126
2023-10-16,9.373
2023-10-17,9.778
2023-10-18,9.376
2023-10-19,9.305
2023-10-20,8.824
2023-10-21,8.824
2023-10-22,8.824
2023-10-23,8.84
2023-10-24,8.61
2023-10-25,8.63
2023-10-26,9.542
2023-10-27,9.172
2023-10-28,9.172
2023-10-29,9.172
2023-10-30,9.46
2023-10-31,9.371
2023-11-01,9.403
2023-11-02,10.025
2023-11-03,10.261
2023-11-04,10.261
2023-11-05,10.261
2023-11-06,10.207
2023-11-07,10.107
2023-11-08,9.896
2023-11-09,9.656
2023-11-10,9.652
2023-11-11,9.652
2023-11-12,9.652
2023-11-13,9.71
2023-11-14,10.592
2023-11-15,10.658
2023-11-16,10.584
2023-11-17,10.633
2023-11-18,10.633
2023-11-19,10.633
2023-11-20,10.654
2023-11-21,10.331
2023-11-22,10.459
2023-11-23,10.459
2023-11-24,10.53
2023-11-25,10.53
2023-11-26,10.53
2023-11-27,10.488
2023-11-28,10.542
2023-11-29,10.836
2023-11-30,10.72
2023-12-01,11.449
2023-12-02,11.449
2023-12-03,11.449
2023-12-04,11.445
2023-12-05,11.139
2023-12-06,11.308
2023-12-07,11.648
2023-12-08,11.718
2023-12-09,11.718
2023-12-10,11.718
2023-12-11,11.802
2023-12-12,11.76
2023-12-13,12.638
2023-12-14,13.427
2023-12-15,13.231
2023-12-16,13.231
2023-12-17,13.231
2023-12-18,13.068
2023-12-19,13.218
2023-12-20,12.867
2023-12-21,12.824
2023-12-22,12.907
2023-12-23,12.907
2023-12-24,12.907
2023-12-25,12.907
2023-12-26,13.196
2023-12-27,13.056
2023-12-28,13.018
2023-12-29,12.733
2023-12-30,12.733
2023-12-31,12.733
2024-01-01,12.733
2024-01-02,12.94
2024-01-03,12.559
2024-01-04,12.534
2024-01-05,12.501
2024-01-06,12.501
2024-01-07,12.501
2024-01-08,12.555
2024-01-09,12.44
2024-01-10,12.452
2024-01-11,12.266
2024-01-12,12.042
2024-01-13,12.042
2024-01-14,12.042
2024-01-15,12.042
2024-01-16,11.806
2024-01-17,11.765
2024-01-18,11.835
2024-01-19,12.067
2024-01-20,12.067
2024-01-21,12.067
2024-01-22,12.245
2024-01-23,12.079
2024-01-24,12.059
2024-01-25,11.798
2024-01-26,11.914
2024-01-27,11.914
2024-01-28,11.914
2024-01-29,12.179
2024-01-30,12.077
2024-01-31,11.752
2024-02-01,11.396
2024-02-02,11.387
2024-02-03,11.387
2024-02-04,11.387
2024-02-05,11.659
2024-02-06,11.726
2024-02-07,11.516
2024-02-08,11.57
2024-02-09,11.625
2024-02-10,11.625
2024-02-11,11.625
2024-02-12,12.071
2024-02-13,11.32
2024-02-14,11.584
2024-02-15,12.189
2024-02-16,11.971
2024-02-17,11.971
2024-02-18,11.971
2024-02-19,11.971
2024-02-20,11.912
2024-02-21,11.889
2024-02-22,12.135
2024-02-23,12.144
2024-02-24,12.144
2024-02-25,12.144
2024-02-26,12.016
2024-02-27,12.016
2024-02-28,11.839
2024-02-29,11.98
2024-03-01,11.875
2024-03-02,11.875
2024-03-03,11.875
2024-03-04,12.076
2024-03-05,12.563
2024-03-06,12.103
2024-03-07,12.091
2024-03-08,12.063
2024-03-09,12.063
2024-03-10,12.063
2024-03-11,12.109
2024-03-12,11.863
2024-03-13,11.759
2024-03-14,11.286
2024-03-15,11.371
2024-03-16,11.371
2024-03-17,11.371
2024-03-18,11.254
2024-03-19,11.398
2024-03-20,11.759
2024-03-21,11.976
2024-03-22,11.858
2024-03-23,11.858
2024-03-24,11.858
2024-03-25,11.885
2024-03-26,11.854
2024-03-27,12.622
2024-03-28,12.43
2024-03-29,12.43
2024-03-30,12.43
2024-03-31,12.43
2024-04-01,12.005
2024-04-02,11.81
2024-04-03,11.893
2024-04-04,11.907
2024-04-05,11.93
2024-04-06,11.93
2024-04-07,11.93
2024-04-08,12.156
