,TKR US Equity
2023-09-06,9.824
2023-09-07,9.527
2023-09-08,9.51
2023-09-09,9.51
2023-09-10,9.51
2023-09-11,9.374
2023-09-12,9.488
2023-09-13,9.447
2023-09-14,9.505
2023-09-15,9.522
2023-09-16,9.522
2023-09-17,9.522
2023-09-18,9.664
2023-09-19,9.639
2023-09-20,9.547
2023-09-21,9.454
2023-09-22,9.458
2023-09-23,9.458
2023-09-24,9.458
2023-09-25,9.505
2023-09-26,9.476
2023-09-27,9.624
2023-09-28,9.696
2023-09-29,9.623
2023-09-30,9.623
2023-10-01,9.623
2023-10-02,9.529
2023-10-03,9.425
2023-10-04,9.419
2023-10-05,9.353
2023-10-06,9.622
2023-10-07,9.622
2023-10-08,9.622
2023-10-09,9.591
2023-10-10,9.699
2023-10-11,9.632
2023-10-12,9.474
2023-10-13,9.315
2023-10-14,9.315
2023-10-15,9.315
2023-10-16,9.535
2023-10-17,9.823
2023-10-18,9.34
2023-10-19,9.203
2023-10-20,9.191
2023-10-21,9.191
2023-10-22,9.191
2023-10-23,9.073
2023-10-24,9.118
2023-10-25,9.073
2023-10-26,9.161
2023-10-27,9.036
2023-10-28,9.036
2023-10-29,9.036
2023-10-30,9.15
2023-10-31,9.111
2023-11-01,9.272
2023-11-02,9.696
2023-11-03,9.937
2023-11-04,9.937
2023-11-05,9.937
2023-11-06,9.812
2023-11-07,9.679
2023-11-08,9.714
2023-11-09,9.641
2023-11-10,9.881
2023-11-11,9.881
2023-11-12,9.881
2023-11-13,9.815
2023-11-14,10.35
2023-11-15,10.734
2023-11-16,10.589
2023-11-17,10.672
2023-11-18,10.672
2023-11-19,10.672
2023-11-20,10.607
2023-11-21,10.451
2023-11-22,10.486
2023-11-23,10.486
2023-11-24,10.6
2023-11-25,10.6
2023-11-26,10.6
2023-11-27,10.424
2023-11-28,10.327
2023-11-29,10.457
2023-11-30,10.38
2023-12-01,10.704
2023-12-02,10.704
2023-12-03,10.704
2023-12-04,10.765
2023-12-05,10.585
2023-12-06,10.751
2023-12-07,10.595
2023-12-08,10.639
2023-12-09,10.639
2023-12-10,10.639
2023-12-11,10.668
2023-12-12,10.6
2023-12-13,10.927
2023-12-14,11.682
2023-12-15,11.424
2023-12-16,11.424
2023-12-17,11.424
2023-12-18,11.387
2023-12-19,11.567
2023-12-20,11.331
2023-12-21,11.493
2023-12-22,11.504
2023-12-23,11.504
2023-12-24,11.504
2023-12-25,11.504
2023-12-26,11.642
2023-12-27,11.595
2023-12-28,11.558
2023-12-29,11.539
2023-12-30,11.539
2023-12-31,11.539
2024-01-01,11.539
2024-01-02,11.357
2024-01-03,11.147
2024-01-04,11.299
2024-01-05,11.374
2024-01-06,11.374
2024-01-07,11.374
2024-01-08,11.478
2024-01-09,11.391
2024-01-10,11.434
2024-01-11,11.489
2024-01-12,11.405
2024-01-13,11.405
2024-01-14,11.405
2024-01-15,11.405
2024-01-16,11.394
2024-01-17,11.46
2024-01-18,11.479
2024-01-19,11.599
2024-01-20,11.599
2024-01-21,11.599
2024-01-22,11.748
2024-01-23,11.816
2024-01-24,11.687
2024-01-25,12.029
2024-01-26,11.979
2024-01-27,11.979
2024-01-28,11.979
2024-01-29,12.182
2024-01-30,12.159
2024-01-31,12.05
2024-02-01,12.525
2024-02-02,12.66
2024-02-03,12.66
2024-02-04,12.66
2024-02-05,12.589
2024-02-06,12.982
2024-02-07,13.186
2024-02-08,13.093
2024-02-09,13.398
2024-02-10,13.398
2024-02-11,13.398
2024-02-12,13.562
2024-02-13,12.965
2024-02-14,13.157
2024-02-15,13.22
2024-02-16,13.314
2024-02-17,13.314
2024-02-18,13.314
2024-02-19,13.314
2024-02-20,13.218
2024-02-21,13.238
2024-02-22,13.36
2024-02-23,13.379
2024-02-24,13.379
2024-02-25,13.379
2024-02-26,13.538
2024-02-27,13.845
2024-02-28,13.91
2024-02-29,13.919
2024-03-01,14.019
2024-03-02,14.019
2024-03-03,14.019
2024-03-04,14.133
2024-03-05,13.784
2024-03-06,14.084
2024-03-07,14.229
2024-03-08,14.302
2024-03-09,14.302
2024-03-10,14.302
2024-03-11,14.224
2024-03-12,14.345
2024-03-13,14.427
2024-03-14,14.158
2024-03-15,14.115
2024-03-16,14.115
2024-03-17,14.115
2024-03-18,14.011
2024-03-19,14.079
2024-03-20,14.365
2024-03-21,14.783
2024-03-22,14.508
2024-03-23,14.508
2024-03-24,14.508
2024-03-25,14.326
2024-03-26,14.278
2024-03-27,14.598
2024-03-28,14.48
2024-03-29,14.48
2024-03-30,14.48
2024-03-31,14.48
2024-04-01,14.55
2024-04-02,14.309
2024-04-03,14.473
2024-04-04,14.283
2024-04-05,14.546
2024-04-06,14.546
2024-04-07,14.546
2024-04-08,14.605
