,ETR US Equity
2023-08-20,13.018
2023-08-21,12.95
2023-08-22,12.904
2023-08-23,13.006
2023-08-24,12.9
2023-08-25,12.9
2023-08-26,12.9
2023-08-27,12.9
2023-08-28,12.965
2023-08-29,13.332
2023-08-30,13.161
2023-08-31,12.961
2023-09-01,12.823
2023-09-02,12.823
2023-09-03,12.823
2023-09-04,12.823
2023-09-05,12.596
2023-09-06,12.753
2023-09-07,12.821
2023-09-08,12.946
2023-09-09,12.946
2023-09-10,12.946
2023-09-11,12.948
2023-09-12,13.004
2023-09-13,13.187
2023-09-14,13.413
2023-09-15,13.365
2023-09-16,13.365
2023-09-17,13.365
2023-09-18,13.417
2023-09-19,13.373
2023-09-20,13.339
2023-09-21,13.17
2023-09-22,13.114
2023-09-23,13.114
2023-09-24,13.114
2023-09-25,13.061
2023-09-26,12.659
2023-09-27,12.666
2023-09-28,12.535
2023-09-29,12.564
2023-09-30,12.564
2023-10-01,12.564
2023-10-02,12.071
2023-10-03,12.237
2023-10-04,12.363
2023-10-05,12.463
2023-10-06,12.495
2023-10-07,12.495
2023-10-08,12.495
2023-10-09,12.635
2023-10-10,12.724
2023-10-11,12.902
2023-10-12,12.724
2023-10-13,12.719
2023-10-14,12.719
2023-10-15,12.719
2023-10-16,12.943
2023-10-17,12.885
2023-10-18,12.879
2023-10-19,12.694
2023-10-20,12.655
2023-10-21,12.655
2023-10-22,12.655
2023-10-23,12.361
2023-10-24,12.563
2023-10-25,12.584
2023-10-26,12.671
2023-10-27,12.424
2023-10-28,12.424
2023-10-29,12.424
2023-10-30,12.885
2023-10-31,12.996
2023-11-01,13.287
2023-11-02,13.403
2023-11-03,13.339
2023-11-04,13.339
2023-11-05,13.339
2023-11-06,13.322
2023-11-07,13.265
2023-11-08,13.177
2023-11-09,13.154
2023-11-10,13.124
2023-11-11,13.124
2023-11-12,13.124
2023-11-13,13.069
2023-11-14,13.518
2023-11-15,13.514
2023-11-16,13.593
2023-11-17,13.629
2023-11-18,13.629
2023-11-19,13.629
2023-11-20,13.608
2023-11-21,13.816
2023-11-22,13.897
2023-11-23,13.897
2023-11-24,13.873
2023-11-25,13.873
2023-11-26,13.873
2023-11-27,13.946
2023-11-28,13.949
2023-11-29,13.801
2023-11-30,13.914
2023-12-01,14.003
2023-12-02,14.003
2023-12-03,14.003
2023-12-04,13.921
2023-12-05,13.788
2023-12-06,13.943
2023-12-07,13.989
2023-12-08,14.006
2023-12-09,14.006
2023-12-10,14.006
2023-12-11,14.02
2023-12-12,13.948
2023-12-13,14.471
2023-12-14,14.181
2023-12-15,13.853
2023-12-16,13.853
2023-12-17,13.853
2023-12-18,13.942
2023-12-19,13.945
2023-12-20,13.681
2023-12-21,13.695
2023-12-22,13.762
2023-12-23,13.762
2023-12-24,13.762
2023-12-25,13.762
2023-12-26,13.78
2023-12-27,13.774
2023-12-28,13.857
2023-12-29,13.895
2023-12-30,13.895
2023-12-31,13.895
2024-01-01,13.895
2024-01-02,14.098
2024-01-03,14.157
2024-01-04,14.153
2024-01-05,14.277
2024-01-06,14.277
2024-01-07,14.277
2024-01-08,14.375
2024-01-09,14.332
2024-01-10,14.355
2024-01-11,14.071
2024-01-12,14.162
2024-01-13,14.162
2024-01-14,14.162
2024-01-15,14.162
2024-01-16,14.146
2024-01-17,13.837
2024-01-18,13.583
2024-01-19,13.613
2024-01-20,13.613
2024-01-21,13.613
2024-01-22,13.504
2024-01-23,13.503
2024-01-24,13.347
2024-01-25,13.606
2024-01-26,13.637
2024-01-27,13.637
2024-01-28,13.637
2024-01-29,13.696
2024-01-30,13.766
2024-01-31,13.699
2024-02-01,14.005
2024-02-02,13.813
2024-02-03,13.813
2024-02-04,13.813
2024-02-05,13.677
2024-02-06,13.656
2024-02-07,13.562
2024-02-08,13.53
2024-02-09,13.606
2024-02-10,13.606
2024-02-11,13.606
2024-02-12,13.759
2024-02-13,13.648
2024-02-14,13.624
2024-02-15,13.891
2024-02-16,13.912
2024-02-17,13.912
2024-02-18,13.912
2024-02-19,13.912
2024-02-20,13.892
2024-02-21,14.066
2024-02-22,14.1
2024-02-23,14.236
2024-02-24,14.236
2024-02-25,14.236
2024-02-26,13.872
2024-02-27,13.986
2024-02-28,13.958
2024-02-29,14.097
2024-03-01,13.943
2024-03-02,13.943
2024-03-03,13.943
2024-03-04,14.158
2024-03-05,14.16
2024-03-06,14.252
2024-03-07,14.271
2024-03-08,14.342
2024-03-09,14.342
2024-03-10,14.342
2024-03-11,14.344
2024-03-12,14.262
2024-03-13,14.288
2024-03-14,14.219
2024-03-15,14.145
2024-03-16,14.145
2024-03-17,14.145
2024-03-18,14.236
2024-03-19,14.323
2024-03-20,14.292
2024-03-21,14.341
2024-03-22,14.313
2024-03-23,14.313
2024-03-24,14.313
2024-03-25,14.318
2024-03-26,14.215
2024-03-27,14.567
2024-03-28,14.678
2024-03-29,14.678
2024-03-30,14.678
2024-03-31,14.678
2024-04-01,14.547
2024-04-02,14.621
2024-04-03,14.5
2024-04-04,14.489
2024-04-05,14.466
2024-04-06,14.466
2024-04-07,14.466
2024-04-08,14.679
