,CCK US Equity
2023-08-18,12.111
2023-08-19,12.111
2023-08-20,12.111
2023-08-21,12.086
2023-08-22,12.143
2023-08-23,12.159
2023-08-24,12.249
2023-08-25,12.246
2023-08-26,12.246
2023-08-27,12.246
2023-08-28,12.411
2023-08-29,12.678
2023-08-30,12.772
2023-08-31,12.818
2023-09-01,12.978
2023-09-02,12.978
2023-09-03,12.978
2023-09-04,12.978
2023-09-05,12.726
2023-09-06,12.555
2023-09-07,12.298
2023-09-08,12.434
2023-09-09,12.434
2023-09-10,12.434
2023-09-11,12.351
2023-09-12,12.36
2023-09-13,12.451
2023-09-14,12.681
2023-09-15,12.462
2023-09-16,12.462
2023-09-17,12.462
2023-09-18,12.484
2023-09-19,12.403
2023-09-20,12.494
2023-09-21,12.215
2023-09-22,12.097
2023-09-23,12.097
2023-09-24,12.097
2023-09-25,12.039
2023-09-26,11.848
2023-09-27,11.97
2023-09-28,12.187
2023-09-29,12.233
2023-09-30,12.233
2023-10-01,12.233
2023-10-02,12.175
2023-10-03,12.002
2023-10-04,12.133
2023-10-05,11.83
2023-10-06,11.355
2023-10-07,11.355
2023-10-08,11.355
2023-10-09,11.572
2023-10-10,11.684
2023-10-11,11.595
2023-10-12,11.078
2023-10-13,10.99
2023-10-14,10.99
2023-10-15,10.99
2023-10-16,11.247
2023-10-17,11.473
2023-10-18,11.478
2023-10-19,11.293
2023-10-20,11.071
2023-10-21,11.071
2023-10-22,11.071
2023-10-23,10.887
2023-10-24,11.555
2023-10-25,11.344
2023-10-26,11.61
2023-10-27,11.38
2023-10-28,11.38
2023-10-29,11.38
2023-10-30,11.503
2023-10-31,11.535
2023-11-01,11.579
2023-11-02,11.596
2023-11-03,11.922
2023-11-04,11.922
2023-11-05,11.922
2023-11-06,11.815
2023-11-07,11.644
2023-11-08,11.656
2023-11-09,11.464
2023-11-10,11.542
2023-11-11,11.542
2023-11-12,11.542
2023-11-13,11.511
2023-11-14,11.933
2023-11-15,12.075
2023-11-16,11.964
2023-11-17,11.997
2023-11-18,11.997
2023-11-19,11.997
2023-11-20,11.921
2023-11-21,11.937
2023-11-22,11.909
2023-11-23,11.909
2023-11-24,11.997
2023-11-25,11.997
2023-11-26,11.997
2023-11-27,11.954
2023-11-28,11.887
2023-11-29,12.159
2023-11-30,12.44
2023-12-01,12.733
2023-12-02,12.733
2023-12-03,12.733
2023-12-04,12.797
2023-12-05,12.502
2023-12-06,12.784
2023-12-07,12.84
2023-12-08,12.804
2023-12-09,12.804
2023-12-10,12.804
2023-12-11,12.788
2023-12-12,12.71
2023-12-13,13.082
2023-12-14,13.137
2023-12-15,13.025
2023-12-16,13.025
2023-12-17,13.025
2023-12-18,13.177
2023-12-19,13.384
2023-12-20,13.203
2023-12-21,13.316
2023-12-22,13.323
2023-12-23,13.323
2023-12-24,13.323
2023-12-25,13.323
2023-12-26,13.413
2023-12-27,13.445
2023-12-28,13.495
2023-12-29,13.319
2023-12-30,13.319
2023-12-31,13.319
2024-01-01,13.319
2024-01-02,13.278
2024-01-03,13.08
2024-01-04,13.138
2024-01-05,13.268
2024-01-06,13.268
2024-01-07,13.268
2024-01-08,13.38
2024-01-09,13.348
2024-01-10,13.517
2024-01-11,13.256
2024-01-12,13.213
2024-01-13,13.213
2024-01-14,13.213
2024-01-15,13.213
2024-01-16,13.175
2024-01-17,12.997
2024-01-18,12.999
2024-01-19,13.195
2024-01-20,13.195
2024-01-21,13.195
2024-01-22,13.226
2024-01-23,13.27
2024-01-24,13.101
2024-01-25,13.177
2024-01-26,13.254
2024-01-27,13.254
2024-01-28,13.254
2024-01-29,13.209
2024-01-30,13.203
2024-01-31,12.884
2024-02-01,13.051
2024-02-02,12.963
2024-02-03,12.963
2024-02-04,12.963
2024-02-05,13.069
2024-02-06,12.028
2024-02-07,12.322
2024-02-08,12.212
2024-02-09,12.294
2024-02-10,12.294
2024-02-11,12.294
2024-02-12,12.434
2024-02-13,12.087
2024-02-14,12.242
2024-02-15,11.988
2024-02-16,12.041
2024-02-17,12.041
2024-02-18,12.041
2024-02-19,12.041
2024-02-20,12.187
2024-02-21,12.539
2024-02-22,12.801
2024-02-23,12.817
2024-02-24,12.817
2024-02-25,12.817
2024-02-26,12.637
2024-02-27,12.912
2024-02-28,12.517
2024-02-29,12.75
2024-03-01,12.7
2024-03-02,12.7
2024-03-03,12.7
2024-03-04,12.631
2024-03-05,12.422
2024-03-06,12.647
2024-03-07,12.947
2024-03-08,12.977
2024-03-09,12.977
2024-03-10,12.977
2024-03-11,13.02
2024-03-12,12.98
2024-03-13,13.015
2024-03-14,12.898
2024-03-15,12.975
2024-03-16,12.975
2024-03-17,12.975
2024-03-18,12.907
2024-03-19,12.879
2024-03-20,12.884
2024-03-21,12.96
2024-03-22,12.927
2024-03-23,12.927
2024-03-24,12.927
2024-03-25,12.9
2024-03-26,12.907
2024-03-27,13.111
2024-03-28,13.236
2024-03-29,13.236
2024-03-30,13.236
2024-03-31,13.236
2024-04-01,13.245
2024-04-02,13.051
2024-04-03,12.929
2024-04-04,12.943
2024-04-05,12.909
2024-04-06,12.909
2024-04-07,12.909
2024-04-08,12.857
