,BAH US Equity
2023-08-20,22.397
2023-08-21,22.256
2023-08-22,22.234
2023-08-23,22.384
2023-08-24,22.592
2023-08-25,22.549
2023-08-26,22.549
2023-08-27,22.549
2023-08-28,22.649
2023-08-29,22.525
2023-08-30,22.553
2023-08-31,22.307
2023-09-01,22.534
2023-09-02,22.534
2023-09-03,22.534
2023-09-04,22.534
2023-09-05,22.526
2023-09-06,22.459
2023-09-07,22.127
2023-09-08,21.978
2023-09-09,21.978
2023-09-10,21.978
2023-09-11,22.135
2023-09-12,22.233
2023-09-13,22.229
2023-09-14,22.202
2023-09-15,21.876
2023-09-16,21.876
2023-09-17,21.876
2023-09-18,21.923
2023-09-19,21.888
2023-09-20,21.906
2023-09-21,21.132
2023-09-22,21.079
2023-09-23,21.079
2023-09-24,21.079
2023-09-25,21.22
2023-09-26,21.267
2023-09-27,21.54
2023-09-28,21.348
2023-09-29,21.452
2023-09-30,21.452
2023-10-01,21.452
2023-10-02,22.279
2023-10-03,22.546
2023-10-04,22.78
2023-10-05,22.953
2023-10-06,23.304
2023-10-07,23.304
2023-10-08,23.304
2023-10-09,23.944
2023-10-10,24.282
2023-10-11,24.693
2023-10-12,24.763
2023-10-13,24.937
2023-10-14,24.937
2023-10-15,24.937
2023-10-16,25.093
2023-10-17,25.089
2023-10-18,24.43
2023-10-19,24.042
2023-10-20,23.757
2023-10-21,23.757
2023-10-22,23.757
2023-10-23,23.644
2023-10-24,23.344
2023-10-25,23.282
2023-10-26,23.66
2023-10-27,23.058
2023-10-28,23.058
2023-10-29,23.058
2023-10-30,23.07
2023-10-31,23.517
2023-11-01,24.335
2023-11-02,24.135
2023-11-03,24.193
2023-11-04,24.193
2023-11-05,24.193
2023-11-06,24.316
2023-11-07,24.22
2023-11-08,24.543
2023-11-09,24.505
2023-11-10,24.781
2023-11-11,24.781
2023-11-12,24.781
2023-11-13,25.044
2023-11-14,25.528
2023-11-15,25.022
2023-11-16,25.234
2023-11-17,25.034
2023-11-18,25.034
2023-11-19,25.034
2023-11-20,25.176
2023-11-21,24.947
2023-11-22,25.153
2023-11-23,25.153
2023-11-24,25.297
2023-11-25,25.297
2023-11-26,25.297
2023-11-27,25.243
2023-11-28,24.861
2023-11-29,24.57
2023-11-30,24.701
2023-12-01,25.299
2023-12-02,25.299
2023-12-03,25.299
2023-12-04,25.903
2023-12-05,25.277
2023-12-06,25.05
2023-12-07,24.742
2023-12-08,24.732
2023-12-09,24.732
2023-12-10,24.732
2023-12-11,25.009
2023-12-12,25.234
2023-12-13,25.461
2023-12-14,24.718
2023-12-15,24.679
2023-12-16,24.679
2023-12-17,24.679
2023-12-18,24.73
2023-12-19,24.827
2023-12-20,24.635
2023-12-21,24.827
2023-12-22,25.07
2023-12-23,25.07
2023-12-24,25.07
2023-12-25,25.07
2023-12-26,25.151
2023-12-27,25.127
2023-12-28,25.099
2023-12-29,25.249
2023-12-30,25.249
2023-12-31,25.249
2024-01-01,25.249
2024-01-02,25.165
2024-01-03,24.894
2024-01-04,24.74
2024-01-05,24.422
2024-01-06,24.422
2024-01-07,24.422
2024-01-08,25.054
2024-01-09,25.111
2024-01-10,25.103
2024-01-11,24.965
2024-01-12,25.381
2024-01-13,25.381
2024-01-14,25.381
2024-01-15,25.381
2024-01-16,24.995
2024-01-17,24.969
2024-01-18,25.192
2024-01-19,25.157
2024-01-20,25.157
2024-01-21,25.157
2024-01-22,25.648
2024-01-23,25.431
2024-01-24,25.484
2024-01-25,25.431
2024-01-26,28.099
2024-01-27,28.099
2024-01-28,28.099
2024-01-29,27.083
2024-01-30,27.135
2024-01-31,26.402
2024-02-01,26.665
2024-02-02,26.717
2024-02-03,26.717
2024-02-04,26.717
2024-02-05,26.439
2024-02-06,26.845
2024-02-07,26.773
2024-02-08,26.952
2024-02-09,27.13
2024-02-10,27.13
2024-02-11,27.13
2024-02-12,26.982
2024-02-13,26.706
2024-02-14,26.841
2024-02-15,26.886
2024-02-16,26.926
2024-02-17,26.926
2024-02-18,26.926
2024-02-19,26.926
2024-02-20,26.836
2024-02-21,26.797
2024-02-22,27.287
2024-02-23,27.54
2024-02-24,27.54
2024-02-25,27.54
2024-02-26,27.322
2024-02-27,27.1
2024-02-28,27.244
2024-02-29,27.318
2024-03-01,27.405
2024-03-02,27.405
2024-03-03,27.405
2024-03-04,27.566
2024-03-05,27.592
2024-03-06,27.538
2024-03-07,27.444
2024-03-08,27.213
2024-03-09,27.213
2024-03-10,27.213
2024-03-11,26.739
2024-03-12,26.935
2024-03-13,27.021
2024-03-14,26.849
2024-03-15,26.778
2024-03-16,26.778
2024-03-17,26.778
2024-03-18,26.723
2024-03-19,27.033
2024-03-20,27.156
2024-03-21,27.418
2024-03-22,27.3
2024-03-23,27.3
2024-03-24,27.3
2024-03-25,27.026
2024-03-26,27.22
2024-03-27,27.413
2024-03-28,27.453
2024-03-29,27.453
2024-03-30,27.453
2024-03-31,27.453
2024-04-01,27.568
2024-04-02,27.159
2024-04-03,27.324
2024-04-04,27.067
2024-04-05,27.156
2024-04-06,27.156
2024-04-07,27.156
2024-04-08,27.246
