,SLGN US Equity
2023-09-12,11.201
2023-09-13,11.232
2023-09-14,11.434
2023-09-15,11.434
2023-09-16,11.434
2023-09-17,11.434
2023-09-18,11.489
2023-09-19,11.44
2023-09-20,11.453
2023-09-21,11.359
2023-09-22,11.291
2023-09-23,11.291
2023-09-24,11.291
2023-09-25,11.265
2023-09-26,11.063
2023-09-27,11.091
2023-09-28,11.216
2023-09-29,11.203
2023-09-30,11.203
2023-10-01,11.203
2023-10-02,11.055
2023-10-03,11.003
2023-10-04,11.078
2023-10-05,10.842
2023-10-06,10.694
2023-10-07,10.694
2023-10-08,10.694
2023-10-09,10.946
2023-10-10,10.831
2023-10-11,10.865
2023-10-12,10.416
2023-10-13,10.484
2023-10-14,10.484
2023-10-15,10.484
2023-10-16,10.774
2023-10-17,10.956
2023-10-18,10.889
2023-10-19,10.711
2023-10-20,10.677
2023-10-21,10.677
2023-10-22,10.677
2023-10-23,10.361
2023-10-24,10.768
2023-10-25,10.467
2023-10-26,10.869
2023-10-27,10.757
2023-10-28,10.757
2023-10-29,10.757
2023-10-30,10.855
2023-10-31,10.929
2023-11-01,11.115
2023-11-02,11.286
2023-11-03,11.562
2023-11-04,11.562
2023-11-05,11.562
2023-11-06,11.376
2023-11-07,11.286
2023-11-08,11.273
2023-11-09,11.221
2023-11-10,11.161
2023-11-11,11.161
2023-11-12,11.161
2023-11-13,11.0
2023-11-14,11.404
2023-11-15,11.559
2023-11-16,11.472
2023-11-17,11.502
2023-11-18,11.502
2023-11-19,11.502
2023-11-20,11.39
2023-11-21,11.355
2023-11-22,11.382
2023-11-23,11.382
2023-11-24,11.486
2023-11-25,11.486
2023-11-26,11.486
2023-11-27,11.319
2023-11-28,11.188
2023-11-29,11.325
2023-11-30,11.431
2023-12-01,11.741
2023-12-02,11.741
2023-12-03,11.741
2023-12-04,11.881
2023-12-05,11.601
2023-12-06,11.681
2023-12-07,11.738
2023-12-08,11.596
2023-12-09,11.596
2023-12-10,11.596
2023-12-11,11.599
2023-12-12,11.473
2023-12-13,11.919
2023-12-14,12.182
2023-12-15,12.116
2023-12-16,12.116
2023-12-17,12.116
2023-12-18,12.218
2023-12-19,12.316
2023-12-20,12.223
2023-12-21,12.41
2023-12-22,12.456
2023-12-23,12.456
2023-12-24,12.456
2023-12-25,12.456
2023-12-26,12.549
2023-12-27,12.541
2023-12-28,12.497
2023-12-29,12.399
2023-12-30,12.399
2023-12-31,12.399
2024-01-01,12.399
2024-01-02,12.423
2024-01-03,12.164
2024-01-04,12.263
2024-01-05,12.373
2024-01-06,12.373
2024-01-07,12.373
2024-01-08,12.371
2024-01-09,12.255
2024-01-10,12.136
2024-01-11,11.964
2024-01-12,11.89
2024-01-13,11.89
2024-01-14,11.89
2024-01-15,11.89
2024-01-16,11.737
2024-01-17,11.731
2024-01-18,11.679
2024-01-19,11.814
2024-01-20,11.814
2024-01-21,11.814
2024-01-22,11.92
2024-01-23,12.011
2024-01-24,11.863
2024-01-25,12.008
2024-01-26,11.959
2024-01-27,11.959
2024-01-28,11.959
2024-01-29,11.888
2024-01-30,11.915
2024-01-31,12.56
2024-02-01,12.591
2024-02-02,12.287
2024-02-03,12.287
2024-02-04,12.287
2024-02-05,12.14
2024-02-06,12.054
2024-02-07,11.961
2024-02-08,12.062
2024-02-09,12.176
2024-02-10,12.176
2024-02-11,12.176
2024-02-12,12.393
2024-02-13,12.024
2024-02-14,12.018
2024-02-15,12.07
2024-02-16,11.937
2024-02-17,11.937
2024-02-18,11.937
2024-02-19,11.937
2024-02-20,11.969
2024-02-21,12.089
2024-02-22,12.119
2024-02-23,12.382
2024-02-24,12.382
2024-02-25,12.382
2024-02-26,12.075
2024-02-27,11.975
2024-02-28,11.945
2024-02-29,11.923
2024-03-01,11.872
2024-03-02,11.872
2024-03-03,11.872
2024-03-04,11.777
2024-03-05,11.755
2024-03-06,11.687
2024-03-07,11.869
2024-03-08,12.021
2024-03-09,12.021
2024-03-10,12.021
2024-03-11,12.206
2024-03-12,12.089
2024-03-13,12.138
2024-03-14,12.108
2024-03-15,12.141
2024-03-16,12.141
2024-03-17,12.141
2024-03-18,11.993
2024-03-19,12.083
2024-03-20,12.223
2024-03-21,12.348
2024-03-22,12.326
2024-03-23,12.326
2024-03-24,12.326
2024-03-25,12.403
2024-03-26,12.471
2024-03-27,12.863
2024-03-28,13.242
2024-03-29,13.242
2024-03-30,13.242
2024-03-31,13.242
2024-04-01,13.272
2024-04-02,13.166
2024-04-03,13.079
2024-04-04,13.044
2024-04-05,13.129
2024-04-06,13.129
2024-04-07,13.129
2024-04-08,13.178
