,JPM US Equity
2023-08-18,10.053
2023-08-19,10.053
2023-08-20,10.053
2023-08-21,10.087
2023-08-22,9.886
2023-08-23,9.953
2023-08-24,9.944
2023-08-25,9.932
2023-08-26,9.932
2023-08-27,9.932
2023-08-28,9.966
2023-08-29,10.047
2023-08-30,10.007
2023-08-31,9.883
2023-09-01,9.874
2023-09-02,9.874
2023-09-03,9.874
2023-09-04,9.874
2023-09-05,9.765
2023-09-06,9.749
2023-09-07,9.668
2023-09-08,9.676
2023-09-09,9.676
2023-09-10,9.676
2023-09-11,9.69
2023-09-12,9.816
2023-09-13,9.821
2023-09-14,10.011
2023-09-15,9.977
2023-09-16,9.977
2023-09-17,9.977
2023-09-18,10.003
2023-09-19,9.99
2023-09-20,9.948
2023-09-21,9.873
2023-09-22,9.779
2023-09-23,9.779
2023-09-24,9.779
2023-09-25,9.827
2023-09-26,9.72
2023-09-27,9.78
2023-09-28,9.901
2023-09-29,9.744
2023-09-30,9.744
2023-10-01,9.744
2023-10-02,9.643
2023-10-03,9.537
2023-10-04,9.572
2023-10-05,9.604
2023-10-06,9.751
2023-10-07,9.751
2023-10-08,9.751
2023-10-09,9.701
2023-10-10,9.747
2023-10-11,9.78
2023-10-12,9.755
2023-10-13,9.801
2023-10-14,9.801
2023-10-15,9.801
2023-10-16,9.62
2023-10-17,9.59
2023-10-18,9.485
2023-10-19,9.444
2023-10-20,9.292
2023-10-21,9.292
2023-10-22,9.292
2023-10-23,9.165
2023-10-24,9.176
2023-10-25,9.126
2023-10-26,9.15
2023-10-27,8.82
2023-10-28,8.82
2023-10-29,8.82
2023-10-30,8.879
2023-10-31,8.985
2023-11-01,8.972
2023-11-02,9.133
2023-11-03,9.241
2023-11-04,9.241
2023-11-05,9.241
2023-11-06,9.31
2023-11-07,9.306
2023-11-08,9.352
2023-11-09,9.324
2023-11-10,9.462
2023-11-11,9.462
2023-11-12,9.462
2023-11-13,9.309
2023-11-14,9.479
2023-11-15,9.562
2023-11-16,9.671
2023-11-17,9.758
2023-11-18,9.758
2023-11-19,9.758
2023-11-20,9.787
2023-11-21,9.767
2023-11-22,9.79
2023-11-23,9.79
2023-11-24,9.803
2023-11-25,9.803
2023-11-26,9.803
2023-11-27,9.781
2023-11-28,9.803
2023-11-29,9.853
2023-11-30,9.981
2023-12-01,10.03
2023-12-02,10.03
2023-12-03,10.03
2023-12-04,10.104
2023-12-05,10.103
2023-12-06,9.997
2023-12-07,10.028
2023-12-08,10.138
2023-12-09,10.138
2023-12-10,10.138
2023-12-11,10.174
2023-12-12,10.265
2023-12-13,10.299
2023-12-14,10.487
2023-12-15,10.549
2023-12-16,10.549
2023-12-17,10.549
2023-12-18,10.598
2023-12-19,10.74
2023-12-20,10.619
2023-12-21,10.671
2023-12-22,10.661
2023-12-23,10.661
2023-12-24,10.661
2023-12-25,10.661
2023-12-26,10.724
2023-12-27,10.788
2023-12-28,10.845
2023-12-29,10.833
2023-12-30,10.833
2023-12-31,10.833
2024-01-01,10.833
2024-01-02,10.934
2024-01-03,10.874
2024-01-04,10.94
2024-01-05,10.985
2024-01-06,10.985
2024-01-07,10.985
2024-01-08,10.93
2024-01-09,10.83
2024-01-10,10.853
2024-01-11,10.808
2024-01-12,10.688
2024-01-13,10.688
2024-01-14,10.688
2024-01-15,10.688
2024-01-16,10.553
2024-01-17,10.501
2024-01-18,10.521
2024-01-19,10.708
2024-01-20,10.708
2024-01-21,10.708
2024-01-22,10.695
2024-01-23,10.625
2024-01-24,10.72
2024-01-25,10.873
2024-01-26,10.832
2024-01-27,10.832
2024-01-28,10.832
2024-01-29,10.857
2024-01-30,11.08
2024-01-31,10.978
2024-02-01,10.939
2024-02-02,11.002
2024-02-03,11.002
2024-02-04,11.002
2024-02-05,10.992
2024-02-06,11.031
2024-02-07,11.052
2024-02-08,10.986
2024-02-09,10.999
2024-02-10,10.999
2024-02-11,10.999
2024-02-12,11.024
2024-02-13,10.928
2024-02-14,11.04
2024-02-15,11.28
2024-02-16,11.228
2024-02-17,11.228
2024-02-18,11.228
2024-02-19,11.228
2024-02-20,11.272
2024-02-21,11.345
2024-02-22,11.481
2024-02-23,11.539
2024-02-24,11.539
2024-02-25,11.539
2024-02-26,11.494
2024-02-27,11.5
2024-02-28,11.558
2024-02-29,11.663
2024-03-01,11.615
2024-03-02,11.615
2024-03-03,11.615
2024-03-04,11.702
2024-03-05,11.819
2024-03-06,11.881
2024-03-07,11.764
2024-03-08,11.783
2024-03-09,11.783
2024-03-10,11.783
2024-03-11,11.788
2024-03-12,11.891
2024-03-13,11.973
2024-03-14,11.759
2024-03-15,11.905
2024-03-16,11.905
2024-03-17,11.905
2024-03-18,12.052
2024-03-19,12.123
2024-03-20,12.267
2024-03-21,12.438
2024-03-22,12.285
2024-03-23,12.285
2024-03-24,12.285
2024-03-25,12.178
2024-03-26,12.236
2024-03-27,12.497
2024-03-28,12.568
2024-03-29,12.568
2024-03-30,12.568
2024-03-31,12.568
2024-04-01,12.483
2024-04-02,12.484
2024-04-03,12.441
2024-04-04,12.335
2024-04-05,12.449
2024-04-06,12.449
2024-04-07,12.449
2024-04-08,12.475
