,BOH US Equity
2023-09-20,13.437
2023-09-21,13.171
2023-09-22,13.074
2023-09-23,13.074
2023-09-24,13.074
2023-09-25,13.042
2023-09-26,12.765
2023-09-27,12.827
2023-09-28,13.098
2023-09-29,13.481
2023-09-30,13.481
2023-10-01,13.481
2023-10-02,13.194
2023-10-03,12.735
2023-10-04,12.822
2023-10-05,13.069
2023-10-06,13.064
2023-10-07,13.064
2023-10-08,13.064
2023-10-09,13.186
2023-10-10,13.718
2023-10-11,13.828
2023-10-12,13.641
2023-10-13,13.338
2023-10-14,13.338
2023-10-15,13.338
2023-10-16,13.779
2023-10-17,13.833
2023-10-18,13.267
2023-10-19,13.004
2023-10-20,12.376
2023-10-21,12.376
2023-10-22,12.376
2023-10-23,13.087
2023-10-24,12.986
2023-10-25,12.722
2023-10-26,13.169
2023-10-27,13.099
2023-10-28,13.099
2023-10-29,13.099
2023-10-30,13.318
2023-10-31,13.326
2023-11-01,13.377
2023-11-02,14.071
2023-11-03,14.764
2023-11-04,14.764
2023-11-05,14.764
2023-11-06,14.444
2023-11-07,14.113
2023-11-08,13.965
2023-11-09,13.886
2023-11-10,13.78
2023-11-11,13.78
2023-11-12,13.78
2023-11-13,13.939
2023-11-14,15.024
2023-11-15,15.127
2023-11-16,14.865
2023-11-17,15.037
2023-11-18,15.037
2023-11-19,15.037
2023-11-20,15.037
2023-11-21,14.64
2023-11-22,14.717
2023-11-23,14.717
2023-11-24,14.804
2023-11-25,14.804
2023-11-26,14.804
2023-11-27,14.878
2023-11-28,14.992
2023-11-29,15.491
2023-11-30,15.563
2023-12-01,16.777
2023-12-02,16.777
2023-12-03,16.777
2023-12-04,17.085
2023-12-05,16.82
2023-12-06,16.844
2023-12-07,17.538
2023-12-08,17.602
2023-12-09,17.602
2023-12-10,17.602
2023-12-11,17.581
2023-12-12,17.605
2023-12-13,18.905
2023-12-14,19.955
2023-12-15,19.529
2023-12-16,19.529
2023-12-17,19.529
2023-12-18,19.299
2023-12-19,19.612
2023-12-20,19.173
2023-12-21,19.52
2023-12-22,19.582
2023-12-23,19.582
2023-12-24,19.582
2023-12-25,19.582
2023-12-26,20.018
2023-12-27,20.021
2023-12-28,19.929
2023-12-29,19.525
2023-12-30,19.525
2023-12-31,19.525
2024-01-01,19.525
2024-01-02,19.552
2024-01-03,18.814
2024-01-04,18.809
2024-01-05,18.971
2024-01-06,18.971
2024-01-07,18.971
2024-01-08,18.954
2024-01-09,18.333
2024-01-10,18.091
2024-01-11,17.898
2024-01-12,17.809
2024-01-13,17.809
2024-01-14,17.809
2024-01-15,17.809
2024-01-16,17.462
2024-01-17,17.322
2024-01-18,17.478
2024-01-19,17.786
2024-01-20,17.786
2024-01-21,17.786
2024-01-22,18.06
2024-01-23,17.045
2024-01-24,16.762
2024-01-25,17.121
2024-01-26,17.116
2024-01-27,17.116
2024-01-28,17.116
2024-01-29,17.618
2024-01-30,17.436
2024-01-31,16.701
2024-02-01,16.448
2024-02-02,16.353
2024-02-03,16.353
2024-02-04,16.353
2024-02-05,16.334
2024-02-06,16.189
2024-02-07,16.149
2024-02-08,16.371
2024-02-09,16.532
2024-02-10,16.532
2024-02-11,16.532
2024-02-12,16.572
2024-02-13,16.034
2024-02-14,16.243
2024-02-15,16.844
2024-02-16,16.681
2024-02-17,16.681
2024-02-18,16.681
2024-02-19,16.681
2024-02-20,16.481
2024-02-21,16.388
2024-02-22,16.406
2024-02-23,16.34
2024-02-24,16.34
2024-02-25,16.34
2024-02-26,16.137
2024-02-27,16.099
2024-02-28,15.808
2024-02-29,16.283
2024-03-01,16.243
2024-03-02,16.243
2024-03-03,16.243
2024-03-04,16.253
2024-03-05,17.083
2024-03-06,16.883
2024-03-07,17.042
2024-03-08,16.948
2024-03-09,16.948
2024-03-10,16.948
2024-03-11,16.805
2024-03-12,16.6
2024-03-13,16.57
2024-03-14,16.041
2024-03-15,16.014
2024-03-16,16.014
2024-03-17,16.014
2024-03-18,16.03
2024-03-19,16.052
2024-03-20,16.514
2024-03-21,16.751
2024-03-22,16.23
2024-03-23,16.23
2024-03-24,16.23
2024-03-25,16.327
2024-03-26,16.192
2024-03-27,16.851
2024-03-28,16.849
2024-03-29,16.849
2024-03-30,16.849
2024-03-31,16.849
2024-04-01,16.449
2024-04-02,16.157
2024-04-03,16.103
2024-04-04,16.138
2024-04-05,16.011
2024-04-06,16.011
2024-04-07,16.011
2024-04-08,16.394
