,IP US Equity
2023-09-14,15.975
2023-09-15,15.804
2023-09-16,15.804
2023-09-17,15.804
2023-09-18,15.767
2023-09-19,15.739
2023-09-20,15.564
2023-09-21,15.353
2023-09-22,15.326
2023-09-23,15.326
2023-09-24,15.326
2023-09-25,15.659
2023-09-26,15.533
2023-09-27,15.722
2023-09-28,15.901
2023-09-29,15.955
2023-09-30,15.955
2023-10-01,15.955
2023-10-02,15.955
2023-10-03,15.812
2023-10-04,15.942
2023-10-05,15.722
2023-10-06,15.542
2023-10-07,15.542
2023-10-08,15.542
2023-10-09,15.816
2023-10-10,15.91
2023-10-11,15.937
2023-10-12,15.798
2023-10-13,16.27
2023-10-14,16.27
2023-10-15,16.27
2023-10-16,16.159
2023-10-17,16.328
2023-10-18,16.213
2023-10-19,15.753
2023-10-20,15.369
2023-10-21,15.369
2023-10-22,15.369
2023-10-23,14.945
2023-10-24,15.337
2023-10-25,15.273
2023-10-26,15.285
2023-10-27,15.406
2023-10-28,15.406
2023-10-29,15.406
2023-10-30,15.478
2023-10-31,15.635
2023-11-01,15.58
2023-11-02,15.784
2023-11-03,16.039
2023-11-04,16.039
2023-11-05,16.039
2023-11-06,16.272
2023-11-07,16.035
2023-11-08,15.897
2023-11-09,15.817
2023-11-10,15.736
2023-11-11,15.736
2023-11-12,15.736
2023-11-13,15.422
2023-11-14,16.171
2023-11-15,16.437
2023-11-16,16.219
2023-11-17,16.104
2023-11-18,16.104
2023-11-19,16.104
2023-11-20,15.718
2023-11-21,15.674
2023-11-22,15.858
2023-11-23,15.858
2023-11-24,15.863
2023-11-25,15.863
2023-11-26,15.863
2023-11-27,16.437
2023-11-28,16.496
2023-11-29,17.233
2023-11-30,17.786
2023-12-01,17.915
2023-12-02,17.915
2023-12-03,17.915
2023-12-04,17.997
2023-12-05,17.554
2023-12-06,17.607
2023-12-07,17.737
2023-12-08,17.747
2023-12-09,17.747
2023-12-10,17.747
2023-12-11,17.781
2023-12-12,17.366
2023-12-13,17.781
2023-12-14,18.147
2023-12-15,18.031
2023-12-16,18.031
2023-12-17,18.031
2023-12-18,17.747
2023-12-19,17.756
2023-12-20,17.626
2023-12-21,17.613
2023-12-22,17.642
2023-12-23,17.642
2023-12-24,17.642
2023-12-25,17.642
2023-12-26,17.613
2023-12-27,17.56
2023-12-28,17.454
2023-12-29,17.406
2023-12-30,17.406
2023-12-31,17.406
2024-01-01,17.406
2024-01-02,17.126
2024-01-03,17.086
2024-01-04,17.045
2024-01-05,17.418
2024-01-06,17.418
2024-01-07,17.418
2024-01-08,17.059
2024-01-09,16.947
2024-01-10,16.232
2024-01-11,16.344
2024-01-12,16.28
2024-01-13,16.28
2024-01-14,16.28
2024-01-15,16.28
2024-01-16,16.124
2024-01-17,15.947
2024-01-18,15.856
2024-01-19,15.878
2024-01-20,15.878
2024-01-21,15.878
2024-01-22,15.709
2024-01-23,15.778
2024-01-24,15.636
2024-01-25,16.271
2024-01-26,16.236
2024-01-27,16.236
2024-01-28,16.236
2024-01-29,15.364
2024-01-30,15.197
2024-01-31,14.992
2024-02-01,14.875
2024-02-02,15.269
2024-02-03,15.269
2024-02-04,15.269
2024-02-05,15.011
2024-02-06,14.991
2024-02-07,15.317
2024-02-08,15.783
2024-02-09,15.95
2024-02-10,15.95
2024-02-11,15.95
2024-02-12,16.059
2024-02-13,15.656
2024-02-14,16.017
2024-02-15,16.267
2024-02-16,16.606
2024-02-17,16.606
2024-02-18,16.606
2024-02-19,16.606
2024-02-20,16.578
2024-02-21,16.32
2024-02-22,16.208
2024-02-23,16.32
2024-02-24,16.32
2024-02-25,16.32
2024-02-26,15.831
2024-02-27,16.019
2024-02-28,16.215
2024-02-29,16.562
2024-03-01,16.417
2024-03-02,16.417
2024-03-03,16.417
2024-03-04,16.81
2024-03-05,16.792
2024-03-06,16.726
2024-03-07,16.806
2024-03-08,16.974
2024-03-09,16.974
2024-03-10,16.974
2024-03-11,17.152
2024-03-12,16.923
2024-03-13,16.998
2024-03-14,16.951
2024-03-15,17.026
2024-03-16,17.026
2024-03-17,17.026
2024-03-18,16.365
2024-03-19,18.159
2024-03-20,18.358
2024-03-21,18.662
2024-03-22,18.498
2024-03-23,18.498
2024-03-24,18.498
2024-03-25,19.116
2024-03-26,17.842
2024-03-27,18.398
2024-03-28,18.225
2024-03-29,18.225
2024-03-30,18.225
2024-03-31,18.225
2024-04-01,18.29
2024-04-02,18.135
2024-04-03,18.308
2024-04-04,18.411
2024-04-05,18.116
2024-04-06,18.116
2024-04-07,18.116
2024-04-08,17.756
