,PAG US Equity
2023-08-20,10.716
2023-08-21,10.623
2023-08-22,10.511
2023-08-23,10.553
2023-08-24,10.384
2023-08-25,10.307
2023-08-26,10.307
2023-08-27,10.307
2023-08-28,10.274
2023-08-29,10.437
2023-08-30,10.452
2023-08-31,10.361
2023-09-01,10.479
2023-09-02,10.479
2023-09-03,10.479
2023-09-04,10.479
2023-09-05,10.209
2023-09-06,10.039
2023-09-07,10.023
2023-09-08,10.066
2023-09-09,10.066
2023-09-10,10.066
2023-09-11,10.093
2023-09-12,10.196
2023-09-13,10.164
2023-09-14,10.58
2023-09-15,10.323
2023-09-16,10.323
2023-09-17,10.323
2023-09-18,10.4
2023-09-19,10.397
2023-09-20,10.241
2023-09-21,10.107
2023-09-22,10.049
2023-09-23,10.049
2023-09-24,10.049
2023-09-25,10.212
2023-09-26,10.16
2023-09-27,10.48
2023-09-28,10.586
2023-09-29,10.524
2023-09-30,10.524
2023-10-01,10.524
2023-10-02,10.281
2023-10-03,9.914
2023-10-04,9.981
2023-10-05,9.569
2023-10-06,9.638
2023-10-07,9.638
2023-10-08,9.638
2023-10-09,9.817
2023-10-10,9.969
2023-10-11,9.848
2023-10-12,9.497
2023-10-13,9.285
2023-10-14,9.285
2023-10-15,9.285
2023-10-16,9.509
2023-10-17,9.563
2023-10-18,9.604
2023-10-19,9.326
2023-10-20,9.287
2023-10-21,9.287
2023-10-22,9.287
2023-10-23,9.087
2023-10-24,9.035
2023-10-25,9.002
2023-10-26,9.217
2023-10-27,9.168
2023-10-28,9.168
2023-10-29,9.168
2023-10-30,9.053
2023-10-31,9.062
2023-11-01,9.357
2023-11-02,9.571
2023-11-03,9.909
2023-11-04,9.909
2023-11-05,9.909
2023-11-06,9.711
2023-11-07,9.654
2023-11-08,9.666
2023-11-09,9.466
2023-11-10,9.599
2023-11-11,9.599
2023-11-12,9.599
2023-11-13,9.655
2023-11-14,10.146
2023-11-15,10.311
2023-11-16,9.819
2023-11-17,9.943
2023-11-18,9.943
2023-11-19,9.943
2023-11-20,9.92
2023-11-21,9.853
2023-11-22,9.836
2023-11-23,9.836
2023-11-24,9.969
2023-11-25,9.969
2023-11-26,9.969
2023-11-27,9.754
2023-11-28,9.771
2023-11-29,9.612
2023-11-30,9.666
2023-12-01,9.987
2023-12-02,9.987
2023-12-03,9.987
2023-12-04,10.002
2023-12-05,9.761
2023-12-06,9.662
2023-12-07,9.735
2023-12-08,9.728
2023-12-09,9.728
2023-12-10,9.728
2023-12-11,9.802
2023-12-12,9.655
2023-12-13,10.091
2023-12-14,10.536
2023-12-15,10.432
2023-12-16,10.432
2023-12-17,10.432
2023-12-18,10.334
2023-12-19,10.48
2023-12-20,10.288
2023-12-21,10.549
2023-12-22,10.503
2023-12-23,10.503
2023-12-24,10.503
2023-12-25,10.503
2023-12-26,10.592
2023-12-27,10.508
2023-12-28,10.443
2023-12-29,10.364
2023-12-30,10.364
2023-12-31,10.364
2024-01-01,10.364
2024-01-02,10.363
2024-01-03,9.899
2024-01-04,9.738
2024-01-05,9.723
2024-01-06,9.723
2024-01-07,9.723
2024-01-08,9.832
2024-01-09,9.759
2024-01-10,9.804
2024-01-11,9.781
2024-01-12,9.63
2024-01-13,9.63
2024-01-14,9.63
2024-01-15,9.63
2024-01-16,9.686
2024-01-17,9.715
2024-01-18,9.782
2024-01-19,9.831
2024-01-20,9.831
2024-01-21,9.831
2024-01-22,9.945
2024-01-23,9.839
2024-01-24,9.736
2024-01-25,9.861
2024-01-26,9.896
2024-01-27,9.896
2024-01-28,9.896
2024-01-29,10.067
2024-01-30,10.072
2024-01-31,9.577
2024-02-01,9.864
2024-02-02,9.821
2024-02-03,9.821
2024-02-04,9.821
2024-02-05,9.758
2024-02-06,9.767
2024-02-07,9.779
2024-02-08,9.783
2024-02-09,10.09
2024-02-10,10.09
2024-02-11,10.09
2024-02-12,10.234
2024-02-13,9.937
2024-02-14,10.125
2024-02-15,10.196
2024-02-16,10.041
2024-02-17,10.041
2024-02-18,10.041
2024-02-19,10.041
2024-02-20,9.77
2024-02-21,9.875
2024-02-22,10.155
2024-02-23,10.173
2024-02-24,10.173
2024-02-25,10.173
2024-02-26,10.13
2024-02-27,10.318
2024-02-28,10.511
2024-02-29,10.71
2024-03-01,10.79
2024-03-02,10.79
2024-03-03,10.79
2024-03-04,10.851
2024-03-05,10.847
2024-03-06,10.802
2024-03-07,10.818
2024-03-08,10.782
2024-03-09,10.782
2024-03-10,10.782
2024-03-11,10.787
2024-03-12,10.888
2024-03-13,10.925
2024-03-14,10.747
2024-03-15,10.858
2024-03-16,10.858
2024-03-17,10.858
2024-03-18,10.834
2024-03-19,10.843
2024-03-20,11.162
2024-03-21,11.355
2024-03-22,11.223
2024-03-23,11.223
2024-03-24,11.223
2024-03-25,11.201
2024-03-26,11.193
2024-03-27,11.481
2024-03-28,11.473
2024-03-29,11.473
2024-03-30,11.473
2024-03-31,11.473
2024-04-01,11.383
2024-04-02,11.034
2024-04-03,11.009
2024-04-04,10.795
2024-04-05,10.863
2024-04-06,10.863
2024-04-07,10.863
2024-04-08,10.829
