,CPF US Equity
2023-09-20,8.096
2023-09-21,8.101
2023-09-22,7.924
2023-09-23,7.924
2023-09-24,7.924
2023-09-25,7.938
2023-09-26,7.741
2023-09-27,7.775
2023-09-28,7.794
2023-09-29,8.0
2023-09-30,8.0
2023-10-01,8.0
2023-10-02,7.708
2023-10-03,7.545
2023-10-04,7.622
2023-10-05,7.828
2023-10-06,7.9
2023-10-07,7.9
2023-10-08,7.9
2023-10-09,7.861
2023-10-10,7.967
2023-10-11,7.991
2023-10-12,7.9
2023-10-13,7.717
2023-10-14,7.717
2023-10-15,7.717
2023-10-16,7.828
2023-10-17,7.957
2023-10-18,7.785
2023-10-19,7.679
2023-10-20,7.526
2023-10-21,7.526
2023-10-22,7.526
2023-10-23,7.516
2023-10-24,7.434
2023-10-25,7.922
2023-10-26,7.967
2023-10-27,7.886
2023-10-28,7.886
2023-10-29,7.886
2023-10-30,7.967
2023-10-31,7.962
2023-11-01,8.123
2023-11-02,8.451
2023-11-03,8.825
2023-11-04,8.825
2023-11-05,8.825
2023-11-06,8.744
2023-11-07,8.567
2023-11-08,8.487
2023-11-09,8.477
2023-11-10,8.461
2023-11-11,8.461
2023-11-12,8.461
2023-11-13,8.381
2023-11-14,8.956
2023-11-15,8.986
2023-11-16,8.926
2023-11-17,8.996
2023-11-18,8.996
2023-11-19,8.996
2023-11-20,8.956
2023-11-21,8.805
2023-11-22,8.815
2023-11-23,8.815
2023-11-24,8.815
2023-11-25,8.815
2023-11-26,8.815
2023-11-27,8.683
2023-11-28,8.744
2023-11-29,8.969
2023-11-30,9.0
2023-12-01,9.415
2023-12-02,9.415
2023-12-03,9.415
2023-12-04,9.523
2023-12-05,9.395
2023-12-06,9.441
2023-12-07,9.681
2023-12-08,9.774
2023-12-09,9.774
2023-12-10,9.774
2023-12-11,9.707
2023-12-12,9.62
2023-12-13,9.861
2023-12-14,10.081
2023-12-15,9.994
2023-12-16,9.994
2023-12-17,9.994
2023-12-18,9.938
2023-12-19,10.117
2023-12-20,9.958
2023-12-21,10.107
2023-12-22,10.189
2023-12-23,10.189
2023-12-24,10.189
2023-12-25,10.189
2023-12-26,10.352
2023-12-27,10.322
2023-12-28,10.25
2023-12-29,10.081
2023-12-30,10.081
2023-12-31,10.081
2024-01-01,10.081
2024-01-02,10.117
2024-01-03,9.83
2024-01-04,9.845
2024-01-05,9.83
2024-01-06,9.83
2024-01-07,9.83
2024-01-08,9.84
2024-01-09,9.728
2024-01-10,9.789
2024-01-11,9.794
2024-01-12,9.784
2024-01-13,9.784
2024-01-14,9.784
2024-01-15,9.784
2024-01-16,9.635
2024-01-17,9.687
2024-01-18,9.692
2024-01-19,9.738
2024-01-20,9.738
2024-01-21,9.738
2024-01-22,10.127
2024-01-23,9.999
2024-01-24,10.02
2024-01-25,10.03
2024-01-26,10.045
2024-01-27,10.045
2024-01-28,10.045
2024-01-29,10.153
2024-01-30,10.153
2024-01-31,9.621
2024-02-01,9.836
2024-02-02,9.666
2024-02-03,9.666
2024-02-04,9.666
2024-02-05,9.461
2024-02-06,9.436
2024-02-07,9.396
2024-02-08,9.511
2024-02-09,9.661
2024-02-10,9.661
2024-02-11,9.661
2024-02-12,9.701
2024-02-13,9.172
2024-02-14,9.381
2024-02-15,9.671
2024-02-16,9.511
2024-02-17,9.511
2024-02-18,9.511
2024-02-19,9.511
2024-02-20,9.516
2024-02-21,9.491
2024-02-22,9.421
2024-02-23,9.486
2024-02-24,9.486
2024-02-25,9.486
2024-02-26,9.361
2024-02-27,9.322
2024-02-28,9.281
2024-02-29,9.448
2024-03-01,9.443
2024-03-02,9.443
2024-03-03,9.443
2024-03-04,9.499
2024-03-05,9.797
2024-03-06,9.732
2024-03-07,9.777
2024-03-08,9.813
2024-03-09,9.813
2024-03-10,9.813
2024-03-11,9.899
2024-03-12,9.651
2024-03-13,9.59
2024-03-14,9.342
2024-03-15,9.458
2024-03-16,9.458
2024-03-17,9.458
2024-03-18,9.377
2024-03-19,9.332
2024-03-20,9.625
2024-03-21,9.828
2024-03-22,9.641
2024-03-23,9.641
2024-03-24,9.641
2024-03-25,9.701
2024-03-26,9.722
2024-03-27,10.015
2024-03-28,10.0
2024-03-29,10.0
2024-03-30,10.0
2024-03-31,10.0
2024-04-01,9.813
2024-04-02,9.777
2024-04-03,9.666
2024-04-04,9.777
2024-04-05,9.701
2024-04-06,9.701
2024-04-07,9.701
2024-04-08,9.747
