,ABG US Equity,ABG US Equity,ABG US Equity,ABG US Equity,ABG US Equity
2020-05-09,68.52,69.605,67.6,69.52,226707.0
2020-05-10,68.52,69.605,67.6,69.52,226707.0
2020-05-11,69.22,69.22,65.79,66.78,229998.0
2020-05-12,67.3,67.89,63.7,63.7,246176.0
2020-05-13,63.05,63.05,57.1,58.54,330473.0
2020-05-14,56.45,60.74,56.01,60.65,325379.0
2020-05-15,60.2,62.35,59.74,62.3,155263.0
2020-05-16,60.2,62.35,59.74,62.3,155263.0
2020-05-17,60.2,62.35,59.74,62.3,155263.0
2020-05-18,67.25,71.06,67.02,70.61,228151.0
2020-05-19,69.95,71.95,68.155,68.8,215689.0
2020-05-20,70.65,72.1,70.13,70.71,234789.0
2020-05-21,70.58,74.78,69.26,72.97,236377.0
2020-05-22,73.73,74.285,70.26,72.07,113529.0
2020-05-23,73.73,74.285,70.26,72.07,113529.0
2020-05-24,73.73,74.285,70.26,72.07,113529.0
2020-05-25,73.73,74.285,70.26,72.07,113529.0
2020-05-26,76.08,78.26,75.67,77.39,198744.0
2020-05-27,79.53,81.865,77.06,79.08,303560.0
2020-05-28,80.02,80.05,75.84,76.21,172729.0
2020-05-29,74.64,75.21,72.07,72.28,213668.0
2020-05-30,74.64,75.21,72.07,72.28,213668.0
2020-05-31,74.64,75.21,72.07,72.28,213668.0
2020-06-01,73.28,74.585,71.9955,72.75,157074.0
2020-06-02,73.84,75.45,73.34,74.25,154441.0
2020-06-03,75.98,80.16,75.98,78.89,273182.0
2020-06-04,77.55,81.79,76.98,80.65,183776.0
2020-06-05,85.95,87.87,80.97,81.5,331239.0
2020-06-06,85.95,87.87,80.97,81.5,331239.0
2020-06-07,85.95,87.87,80.97,81.5,331239.0
2020-06-08,83.08,86.12,81.96,82.61,553951.0
2020-06-09,81.07,82.86,79.715,81.52,199981.0
2020-06-10,80.73,81.15,76.84,78.11,250603.0
2020-06-11,73.45,75.25,72.295,73.93,223121.0
2020-06-12,77.9,78.32,73.795,76.07,403888.0
2020-06-13,77.9,78.32,73.795,76.07,403888.0
2020-06-14,77.9,78.32,73.795,76.07,403888.0
2020-06-15,72.57,78.3,72.57,78.05,149984.0
2020-06-16,82.63,83.48,78.46,79.74,124963.0
2020-06-17,79.62,80.78,77.75,77.93,119332.0
2020-06-18,76.62,79.58,76.62,78.03,178530.0
2020-06-19,78.95,78.95,74.5,74.98,315508.0
2020-06-20,78.95,78.95,74.5,74.98,315508.0
2020-06-21,78.95,78.95,74.5,74.98,315508.0
2020-06-22,73.79,76.65,72.99,75.88,201300.0
2020-06-23,77.13,77.32,75.355,76.61,158744.0
2020-06-24,75.26,75.5,72.28,73.04,163281.0
2020-06-25,72.32,74.56,71.96,74.36,149870.0
2020-06-26,73.75,75.16,72.34,73.09,481068.0
2020-06-27,73.75,75.16,72.34,73.09,481068.0
2020-06-28,73.75,75.16,72.34,73.09,481068.0
2020-06-29,74.74,79.03,73.095,78.45,136139.0
2020-06-30,77.99,78.82,76.9,77.33,106048.0
2020-07-01,77.72,79.08,75.22,75.35,147439.0
2020-07-02,77.56,79.01,76.23,76.59,102045.0
2020-07-03,77.56,79.01,76.23,76.59,102045.0
2020-07-04,77.56,79.01,76.23,76.59,102045.0
2020-07-05,77.56,79.01,76.23,76.59,102045.0
2020-07-06,78.88,79.95,77.45,78.41,151756.0
2020-07-07,82.0,85.945,81.13,85.73,534563.0
2020-07-08,86.54,92.06,85.81,92.01,437723.0
2020-07-09,91.5,92.35,86.39,88.16,277752.0
2020-07-10,88.74,92.1,87.56,92.0,245985.0
2020-07-11,88.74,92.1,87.56,92.0,245985.0
2020-07-12,88.74,92.1,87.56,92.0,245985.0
2020-07-13,92.4,95.79,90.26,90.44,344698.0
2020-07-14,89.95,97.23,89.95,97.09,251493.0
2020-07-15,100.34,101.8,98.07,101.1,280945.0
2020-07-16,100.34,103.86,99.52,101.18,215223.0
2020-07-17,101.43,101.43,97.675,99.25,168968.0
2020-07-18,101.43,101.43,97.675,99.25,168968.0
2020-07-19,101.43,101.43,97.675,99.25,168968.0
2020-07-20,99.3,99.7558,96.71,98.24,100214.0
2020-07-21,99.22,100.94,99.01,99.79,174253.0
2020-07-22,100.29,106.23,100.29,106.04,245523.0
2020-07-23,106.76,109.735,105.12,106.15,507774.0
2020-07-24,103.23,105.625,102.47,104.58,334605.0
2020-07-25,103.23,105.625,102.47,104.58,334605.0
2020-07-26,103.23,105.625,102.47,104.58,334605.0
2020-07-27,105.68,109.82,104.57,108.77,366048.0
2020-07-28,107.54,108.2,103.0,103.54,392402.0
2020-07-29,104.11,105.3,101.68,104.05,257320.0
2020-07-30,102.11,103.32,100.2387,101.58,218984.0
2020-07-31,101.05,102.28,97.88,100.15,298247.0
2020-08-01,101.05,102.28,97.88,100.15,298247.0
2020-08-02,101.05,102.28,97.88,100.15,298247.0
2020-08-03,100.37,101.89,98.71,100.79,251003.0
2020-08-04,100.17,102.94,100.11,102.43,353028.0
2020-08-05,104.12,106.09,102.35,106.08,175882.0
2020-08-06,105.76,106.0361,103.565,103.91,174702.0
2020-08-07,102.88,104.2699,101.78,102.51,154733.0
2020-08-08,102.88,104.2699,101.78,102.51,154733.0
2020-08-09,102.88,104.2699,101.78,102.51,154733.0
2020-08-10,102.85,103.59,100.41,100.63,288886.0
2020-08-11,103.13,108.08,102.115,105.46,261582.0
2020-08-12,106.91,112.12,106.91,110.51,236450.0
2020-08-13,110.03,112.535,108.24,108.31,235771.0
2020-08-14,107.65,109.325,107.0,108.55,99561.0
2020-08-15,107.65,109.325,107.0,108.55,99561.0
2020-08-16,107.65,109.325,107.0,108.55,99561.0
2020-08-17,109.22,110.215,107.78,108.92,101577.0
2020-08-18,109.0,110.95,107.42,109.65,225589.0
2020-08-19,109.73,109.8,107.18,107.65,150456.0
2020-08-20,106.07,107.12,105.24,105.27,81087.0
2020-08-21,104.23,104.7,102.47,103.09,248019.0
2020-08-22,104.23,104.7,102.47,103.09,248019.0
2020-08-23,104.23,104.7,102.47,103.09,248019.0
2020-08-24,105.01,105.01,102.63,104.55,163004.0
2020-08-25,105.18,105.3,102.65,103.88,115667.0
2020-08-26,104.21,104.72,99.77,100.22,170350.0
2020-08-27,101.43,104.125,101.21,103.74,163119.0
2020-08-28,105.05,108.33,104.98,108.0,152982.0
2020-08-29,105.05,108.33,104.98,108.0,152982.0
2020-08-30,105.05,108.33,104.98,108.0,152982.0
2020-08-31,107.35,107.98,104.49,105.79,235808.0
2020-09-01,105.37,108.14,104.88,108.12,167832.0
2020-09-02,108.31,109.77,107.75,109.67,159920.0
2020-09-03,109.23,110.31,104.15,105.98,190695.0
2020-09-04,107.57,108.0538,103.21,106.32,123127.0
2020-09-05,107.57,108.0538,103.21,106.32,123127.0
2020-09-06,107.57,108.0538,103.21,106.32,123127.0
2020-09-07,107.57,108.0538,103.21,106.32,123127.0
2020-09-08,104.84,109.53,103.16,107.65,254825.0
2020-09-09,108.43,111.64,105.415,110.82,220603.0
2020-09-10,112.17,112.42,107.79,107.98,133381.0
2020-09-11,108.39,108.98,104.32,104.61,120926.0
2020-09-12,108.39,108.98,104.32,104.61,120926.0
2020-09-13,108.39,108.98,104.32,104.61,120926.0
2020-09-14,105.24,107.81,104.61,107.44,107348.0
2020-09-15,109.01,109.01,105.56,106.71,104043.0
2020-09-16,107.44,107.44,101.93,102.96,185867.0
2020-09-17,101.27,103.66,99.49,101.09,318121.0
2020-09-18,102.12,103.4,98.135,98.28,407833.0
2020-09-19,102.12,103.4,98.135,98.28,407833.0
2020-09-20,102.12,103.4,98.135,98.28,407833.0
2020-09-21,95.53,96.02,91.52,94.11,251570.0
2020-09-22,95.81,99.59,95.81,98.71,159893.0
2020-09-23,99.89,101.18,95.87,95.93,171487.0
2020-09-24,94.71,95.81,93.06,93.85,188894.0
2020-09-25,92.96,93.86,91.65,93.14,273408.0
2020-09-26,92.96,93.86,91.65,93.14,273408.0
2020-09-27,92.96,93.86,91.65,93.14,273408.0
2020-09-28,94.99,98.93,94.99,98.66,178800.0
2020-09-29,99.17,99.17,93.79,95.5,138159.0
2020-09-30,95.92,98.55,95.51,97.45,225870.0
2020-10-01,97.53,101.01,95.99,100.3,179448.0
2020-10-02,97.95,105.31,97.95,103.73,209436.0
2020-10-03,97.95,105.31,97.95,103.73,209436.0
2020-10-04,97.95,105.31,97.95,103.73,209436.0
2020-10-05,104.26,110.37,104.26,109.88,119598.0
2020-10-06,112.62,121.155,111.91,112.56,313673.0
2020-10-07,114.05,117.445,112.13,113.71,235129.0
2020-10-08,115.42,116.085,113.11,115.15,132849.0
2020-10-09,116.11,117.33,113.71,114.7,99948.0
2020-10-10,116.11,117.33,113.71,114.7,99948.0
2020-10-11,116.11,117.33,113.71,114.7,99948.0
2020-10-12,114.84,115.35,112.51,113.52,101671.0
2020-10-13,111.94,114.26,111.175,112.63,129572.0
2020-10-14,116.3,116.3,111.59,112.27,162933.0
2020-10-15,111.38,117.56,109.79,116.64,172095.0
2020-10-16,116.55,116.56,113.42,114.52,235317.0
2020-10-17,116.55,116.56,113.42,114.52,235317.0
2020-10-18,116.55,116.56,113.42,114.52,235317.0
2020-10-19,116.49,118.9699,114.4,114.66,249096.0
2020-10-20,116.78,120.87,115.495,120.1,418361.0
2020-10-21,123.0,125.0,119.895,123.0,306738.0
2020-10-22,123.69,123.95,117.69,119.95,164610.0
2020-10-23,120.51,120.51,117.1,118.94,75356.0
2020-10-24,120.51,120.51,117.1,118.94,75356.0
2020-10-25,120.51,120.51,117.1,118.94,75356.0
2020-10-26,117.0,117.06,113.09,116.59,136388.0
2020-10-27,114.79,115.495,105.52,106.04,419081.0
2020-10-28,103.08,107.02,102.25,106.51,299593.0
2020-10-29,105.6,106.41,102.57,103.04,196587.0
2020-10-30,102.73,103.425,99.65,102.98,293011.0
2020-10-31,102.73,103.425,99.65,102.98,293011.0
2020-11-01,102.73,103.425,99.65,102.98,293011.0
2020-11-02,104.86,110.02,104.86,109.51,155937.0
2020-11-03,111.65,115.76,111.635,114.73,156275.0
2020-11-04,111.13,114.205,111.0,113.5,136732.0
2020-11-05,114.0,117.73,114.0,115.47,158275.0
2020-11-06,115.77,116.99,113.56,114.19,126343.0
2020-11-07,115.77,116.99,113.56,114.19,126343.0
2020-11-08,115.77,116.99,113.56,114.19,126343.0
2020-11-09,121.59,126.46,120.57,122.49,431348.0
2020-11-10,122.99,129.57,122.75,127.18,292565.0
2020-11-11,127.29,127.29,120.37,122.57,148433.0
2020-11-12,120.54,121.13,116.29,117.65,241266.0
2020-11-13,118.53,121.5,118.39,119.96,88278.0
2020-11-14,118.53,121.5,118.39,119.96,88278.0
2020-11-15,118.53,121.5,118.39,119.96,88278.0
2020-11-16,123.31,127.21,120.3777,125.4,337448.0
2020-11-17,124.25,126.67,123.4,125.84,137266.0
2020-11-18,125.4,129.78,123.88,123.95,156691.0
2020-11-19,123.63,124.545,120.09,120.85,109950.0
2020-11-20,119.88,120.705,115.5,117.04,178084.0
2020-11-21,119.88,120.705,115.5,117.04,178084.0
2020-11-22,119.88,120.705,115.5,117.04,178084.0
2020-11-23,118.18,122.59,116.72,121.37,183576.0
2020-11-24,122.56,128.76,121.4301,126.58,165276.0
2020-11-25,125.19,127.1899,118.7,120.82,143457.0
2020-11-26,125.19,127.1899,118.7,120.82,143457.0
2020-11-27,120.75,120.75,117.94,118.33,60001.0
2020-11-28,120.75,120.75,117.94,118.33,60001.0
2020-11-29,120.75,120.75,117.94,118.33,60001.0
2020-11-30,117.94,117.94,112.77,112.77,200777.0
2020-12-01,114.87,120.715,112.76,117.76,222950.0
2020-12-02,119.2,123.83,115.35,122.82,421794.0
2020-12-03,126.51,133.525,126.51,130.6,222207.0
2020-12-04,130.94,138.66,130.32,137.71,187903.0
2020-12-05,130.94,138.66,130.32,137.71,187903.0
2020-12-06,130.94,138.66,130.32,137.71,187903.0
2020-12-07,144.88,150.0,142.1563,143.39,439123.0
2020-12-08,141.58,141.94,137.66,139.61,211049.0
2020-12-09,140.38,144.69,140.38,143.97,155237.0
2020-12-10,142.1,143.9,140.82,141.63,215221.0
2020-12-11,140.01,145.07,140.01,143.44,182964.0
2020-12-12,140.01,145.07,140.01,143.44,182964.0
2020-12-13,140.01,145.07,140.01,143.44,182964.0
2020-12-14,145.72,148.92,139.71,139.8,240373.0
2020-12-15,141.3,143.56,140.96,143.19,190093.0
2020-12-16,142.54,145.0,142.06,144.78,246829.0
2020-12-17,144.61,147.77,142.86,147.65,270818.0
2020-12-18,147.51,147.65,142.53,142.6,595990.0
2020-12-19,147.51,147.65,142.53,142.6,595990.0
2020-12-20,147.51,147.65,142.53,142.6,595990.0
2020-12-21,139.4,141.95,137.425,141.46,274159.0
2020-12-22,141.22,142.82,136.41,137.61,213733.0
2020-12-23,138.95,140.65,135.595,139.79,151060.0
2020-12-24,140.25,140.27,137.89,139.84,38898.0
2020-12-25,140.25,140.27,137.89,139.84,38898.0
2020-12-26,140.25,140.27,137.89,139.84,38898.0
2020-12-27,140.25,140.27,137.89,139.84,38898.0
2020-12-28,140.44,147.67,137.16,144.49,184039.0
2020-12-29,144.71,145.38,137.22,139.3,129815.0
2020-12-30,138.99,147.57,138.99,145.94,149584.0
2020-12-31,145.14,147.26,141.65,145.74,114120.0
2021-01-01,145.14,147.26,141.65,145.74,114120.0
2021-01-02,145.14,147.26,141.65,145.74,114120.0
2021-01-03,145.14,147.26,141.65,145.74,114120.0
2021-01-04,146.53,148.78,139.0,142.7,149846.0
2021-01-05,142.03,148.86,141.685,147.27,143029.0
2021-01-06,148.49,159.96,147.2,158.62,281220.0
2021-01-07,157.8,162.01,155.58,161.37,103937.0
2021-01-08,163.08,165.76,158.52,161.81,108603.0
2021-01-09,163.08,165.76,158.52,161.81,108603.0
2021-01-10,163.08,165.76,158.52,161.81,108603.0
2021-01-11,160.51,164.49,160.51,163.78,90818.0
2021-01-12,163.52,172.315,162.575,167.55,157877.0
2021-01-13,165.44,166.385,160.41,162.26,102516.0
2021-01-14,162.52,167.23,162.22,165.38,106557.0
2021-01-15,162.59,164.575,159.26,162.46,370599.0
2021-01-16,162.59,164.575,159.26,162.46,370599.0
2021-01-17,162.59,164.575,159.26,162.46,370599.0
2021-01-18,162.59,164.575,159.26,162.46,370599.0
2021-01-19,163.95,164.02,157.51,160.39,296042.0
2021-01-20,160.39,168.42,160.39,167.01,394467.0
2021-01-21,167.35,170.04,166.87,167.3,178807.0
2021-01-22,164.68,166.88,160.33,162.45,171191.0
2021-01-23,164.68,166.88,160.33,162.45,171191.0
2021-01-24,164.68,166.88,160.33,162.45,171191.0
2021-01-25,160.51,163.62,155.32,156.83,506042.0
2021-01-26,158.91,158.91,154.315,155.42,326235.0
2021-01-27,150.09,150.09,138.24,144.64,418283.0
2021-01-28,146.7,148.34,139.51,146.86,372865.0
2021-01-29,148.34,149.39,141.12,142.61,175805.0
2021-01-30,148.34,149.39,141.12,142.61,175805.0
2021-01-31,148.34,149.39,141.12,142.61,175805.0
2021-02-01,142.42,152.11,142.42,151.32,300418.0
2021-02-02,151.9,155.55,137.9638,144.44,390814.0
2021-02-03,145.95,147.1358,138.425,146.77,189454.0
2021-02-04,146.77,153.62,145.26,153.24,176467.0
2021-02-05,155.28,156.315,151.54,155.12,194153.0
2021-02-06,155.28,156.315,151.54,155.12,194153.0
2021-02-07,155.28,156.315,151.54,155.12,194153.0
2021-02-08,157.14,165.34,156.17,165.0,301680.0
2021-02-09,164.63,165.01,157.73,164.5,211003.0
2021-02-10,164.16,164.16,158.4406,160.98,137862.0
2021-02-11,160.84,163.14,156.7,159.13,147226.0
2021-02-12,157.13,161.68,156.84,157.99,141223.0
2021-02-13,157.13,161.68,156.84,157.99,141223.0
2021-02-14,157.13,161.68,156.84,157.99,141223.0
2021-02-15,157.13,161.68,156.84,157.99,141223.0
2021-02-16,158.56,161.87,155.06,157.0,226112.0
2021-02-17,154.76,161.3075,154.26,160.65,183004.0
2021-02-18,160.18,161.64,155.83,157.0,88887.0
2021-02-19,157.87,161.96,157.87,160.9,87977.0
2021-02-20,157.87,161.96,157.87,160.9,87977.0
2021-02-21,157.87,161.96,157.87,160.9,87977.0
2021-02-22,161.17,166.37,160.155,163.88,94034.0
2021-02-23,163.23,165.79,157.4572,165.0,140066.0
2021-02-24,166.99,171.01,164.82,170.42,153486.0
2021-02-25,171.56,172.9,163.48,167.6,225329.0
2021-02-26,168.13,172.88,164.48,169.45,133183.0
2021-02-27,168.13,172.88,164.48,169.45,133183.0
2021-02-28,168.13,172.88,164.48,169.45,133183.0
2021-03-01,174.04,176.2153,171.23,172.15,122712.0
2021-03-02,172.98,172.98,167.13,167.7,160528.0
2021-03-03,167.89,171.02,166.65,166.94,107186.0
2021-03-04,166.28,169.87,161.13,167.92,160066.0
2021-03-05,171.4,173.095,167.18,171.65,238803.0
2021-03-06,171.4,173.095,167.18,171.65,238803.0
2021-03-07,171.4,173.095,167.18,171.65,238803.0
2021-03-08,174.88,180.67,169.13,180.06,380920.0
2021-03-09,180.17,182.1,173.52,176.72,315305.0
2021-03-10,177.73,189.17,176.94,186.47,196961.0
2021-03-11,187.87,188.8404,183.44,187.94,174386.0
2021-03-12,190.02,191.8,185.53,191.05,114320.0
2021-03-13,190.02,191.8,185.53,191.05,114320.0
2021-03-14,190.02,191.8,185.53,191.05,114320.0
2021-03-15,190.38,191.22,186.53,190.5,108632.0
2021-03-16,188.29,191.46,187.19,190.38,145767.0
2021-03-17,190.21,195.64,189.34,194.26,143375.0
2021-03-18,195.58,201.06,191.68,193.3,221268.0
2021-03-19,193.69,193.69,186.76,188.54,386422.0
2021-03-20,193.69,193.69,186.76,188.54,386422.0
2021-03-21,193.69,193.69,186.76,188.54,386422.0
2021-03-22,188.81,190.43,182.58,186.41,149546.0
2021-03-23,182.65,185.4315,180.0,180.36,134322.0
2021-03-24,183.95,185.05,180.3,181.38,217069.0
2021-03-25,182.76,192.95,179.16,191.49,244252.0
2021-03-26,192.42,199.43,190.57,199.29,206630.0
2021-03-27,192.42,199.43,190.57,199.29,206630.0
2021-03-28,192.42,199.43,190.57,199.29,206630.0
2021-03-29,199.42,204.115,191.05,194.09,190886.0
2021-03-30,194.96,203.93,194.96,201.07,223389.0
2021-03-31,201.34,203.81,195.51,196.5,258436.0
2021-04-01,196.86,198.63,192.32,196.71,90705.0
2021-04-02,196.86,198.63,192.32,196.71,90705.0
2021-04-03,196.86,198.63,192.32,196.71,90705.0
2021-04-04,196.86,198.63,192.32,196.71,90705.0
2021-04-05,199.66,199.66,195.45,197.37,110141.0
2021-04-06,196.77,199.77,195.0,196.39,75073.0
2021-04-07,195.8,197.64,191.54,193.24,140108.0
2021-04-08,193.82,195.75,190.34,195.4,142547.0
2021-04-09,195.4,199.75,195.165,198.49,95340.0
2021-04-10,195.4,199.75,195.165,198.49,95340.0
2021-04-11,195.4,199.75,195.165,198.49,95340.0
2021-04-12,199.28,199.95,195.52,199.29,186763.0
2021-04-13,200.35,201.49,195.72,198.77,195502.0
2021-04-14,200.8,213.24,200.8,209.8,360757.0
2021-04-15,210.2,216.88,209.86,215.17,239693.0
2021-04-16,216.44,216.74,206.93,208.21,140094.0
2021-04-17,216.44,216.74,206.93,208.21,140094.0
2021-04-18,216.44,216.74,206.93,208.21,140094.0
2021-04-19,207.57,207.57,202.99,205.64,170324.0
2021-04-20,205.11,206.39,198.9,201.15,196170.0
2021-04-21,201.98,208.0299,201.5528,206.74,95864.0
2021-04-22,208.21,210.69,203.87,205.98,149270.0
2021-04-23,207.97,212.58,205.77,211.33,86010.0
2021-04-24,207.97,212.58,205.77,211.33,86010.0
2021-04-25,207.97,212.58,205.77,211.33,86010.0
2021-04-26,213.2,214.353,206.57,207.94,169126.0
2021-04-27,207.0,207.93,199.21,204.73,222901.0
2021-04-28,207.69,207.69,202.88,204.7,109165.0
2021-04-29,207.8,208.0,199.99,204.12,108105.0
2021-04-30,202.24,203.71,197.38,198.61,286212.0
2021-05-01,202.24,203.71,197.38,198.61,286212.0
2021-05-02,202.24,203.71,197.38,198.61,286212.0
2021-05-03,201.0,205.34,200.12,202.22,187467.0
2021-05-04,200.18,206.54,198.25,205.43,100608.0
2021-05-05,207.61,208.45,202.09,205.59,89762.0
2021-05-06,206.58,209.34,203.46,209.17,92034.0
2021-05-07,208.52,209.945,206.73,209.02,69942.0
2021-05-08,208.52,209.945,206.73,209.02,69942.0
2021-05-09,208.52,209.945,206.73,209.02,69942.0
2021-05-10,209.03,212.45,204.64,205.49,105463.0
2021-05-11,201.8,202.245,193.895,200.54,184681.0
2021-05-12,198.56,200.94,192.2829,197.66,211840.0
2021-05-13,197.44,201.43,194.23,199.84,139750.0
2021-05-14,202.48,210.59,201.4601,209.85,97744.0
2021-05-15,202.48,210.59,201.4601,209.85,97744.0
2021-05-16,202.48,210.59,201.4601,209.85,97744.0
2021-05-17,209.47,210.63,206.135,206.49,148435.0
2021-05-18,205.9,207.6463,201.51,201.75,119309.0
2021-05-19,197.71,198.11,192.88,196.65,215977.0
2021-05-20,195.54,198.64,192.53,193.35,96583.0
2021-05-21,198.12,200.44,195.395,197.3,134652.0
2021-05-22,198.12,200.44,195.395,197.3,134652.0
2021-05-23,198.12,200.44,195.395,197.3,134652.0
2021-05-24,198.65,199.81,196.43,197.11,113354.0
2021-05-25,198.99,201.98,193.66,193.84,106029.0
2021-05-26,195.33,197.94,194.39,195.66,123771.0
2021-05-27,198.72,202.9,197.85,199.46,143729.0
2021-05-28,201.04,201.04,193.92,198.29,119357.0
2021-05-29,201.04,201.04,193.92,198.29,119357.0
2021-05-30,201.04,201.04,193.92,198.29,119357.0
2021-05-31,201.04,201.04,193.92,198.29,119357.0
2021-06-01,201.22,205.7125,199.31,204.9,153178.0
2021-06-02,205.81,205.81,192.5,193.03,136680.0
2021-06-03,192.67,192.8,188.2,190.02,172648.0
2021-06-04,190.33,190.53,183.6171,184.09,136678.0
2021-06-05,190.33,190.53,183.6171,184.09,136678.0
2021-06-06,190.33,190.53,183.6171,184.09,136678.0
2021-06-07,184.0,185.245,180.14,181.82,105739.0
2021-06-08,181.36,185.045,180.86,183.07,126234.0
2021-06-09,182.98,183.13,179.36,179.78,110119.0
2021-06-10,181.17,181.66,175.26,175.26,161721.0
2021-06-11,176.27,178.57,175.69,177.14,186664.0
2021-06-12,176.27,178.57,175.69,177.14,186664.0
2021-06-13,176.27,178.57,175.69,177.14,186664.0
2021-06-14,177.0,177.52,169.81,171.5,252102.0
2021-06-15,171.32,174.55,168.46,173.52,282628.0
2021-06-16,171.87,174.31,168.6857,173.5,145890.0
2021-06-17,172.45,173.79,168.7,169.89,523051.0
2021-06-18,166.07,167.06,157.8,158.27,280677.0
2021-06-19,166.07,167.06,157.8,158.27,280677.0
2021-06-20,166.07,167.06,157.8,158.27,280677.0
2021-06-21,159.13,163.57,158.6401,161.31,224516.0
2021-06-22,161.31,161.88,157.79,161.85,227275.0
2021-06-23,160.74,164.66,159.57,162.05,129255.0
2021-06-24,163.93,164.11,159.45,161.01,155929.0
2021-06-25,162.05,169.59,162.05,169.01,857495.0
2021-06-26,162.05,169.59,162.05,169.01,857495.0
2021-06-27,162.05,169.59,162.05,169.01,857495.0
2021-06-28,168.61,169.19,164.73,166.14,233283.0
2021-06-29,164.46,165.37,160.92,163.13,137568.0
2021-06-30,163.06,172.04,162.38,171.37,316398.0
2021-07-01,173.51,177.49,173.21,176.01,260220.0
2021-07-02,176.01,179.28,175.33,177.59,145979.0
2021-07-03,176.01,179.28,175.33,177.59,145979.0
2021-07-04,176.01,179.28,175.33,177.59,145979.0
2021-07-05,176.01,179.28,175.33,177.59,145979.0
2021-07-06,175.73,175.94,171.75,174.35,210337.0
2021-07-07,172.8,177.25,171.3,176.52,238249.0
2021-07-08,171.22,181.13,169.94,177.45,214525.0
2021-07-09,180.08,185.21,178.5,182.13,123976.0
2021-07-10,180.08,185.21,178.5,182.13,123976.0
2021-07-11,180.08,185.21,178.5,182.13,123976.0
2021-07-12,182.46,187.62,181.21,187.53,180910.0
2021-07-13,187.22,192.34,185.6,189.22,249712.0
2021-07-14,190.88,194.98,188.58,188.8,197790.0
2021-07-15,188.59,192.33,186.18,186.88,141704.0
2021-07-16,189.43,189.43,183.335,184.17,171739.0
2021-07-17,189.43,189.43,183.335,184.17,171739.0
2021-07-18,189.43,189.43,183.335,184.17,171739.0
2021-07-19,180.95,187.85,178.5,184.82,176025.0
2021-07-20,185.48,194.895,185.48,192.65,260521.0
2021-07-21,195.95,200.91,195.2701,197.11,162237.0
2021-07-22,197.17,198.23,194.45,195.22,78987.0
2021-07-23,195.53,197.0,192.54,196.51,79609.0
2021-07-24,195.53,197.0,192.54,196.51,79609.0
2021-07-25,195.53,197.0,192.54,196.51,79609.0
2021-07-26,195.19,197.34,194.02,196.98,125875.0
2021-07-27,200.0,202.4499,190.86,196.92,198361.0
2021-07-28,200.0,201.12,192.56,194.61,139119.0
2021-07-29,196.5,203.78,195.8,202.62,124149.0
2021-07-30,203.52,206.76,202.75,205.46,125770.0
2021-07-31,203.52,206.76,202.75,205.46,125770.0
2021-08-01,203.52,206.76,202.75,205.46,125770.0
2021-08-02,206.0,211.46,203.79,204.3,326264.0
2021-08-03,205.02,205.02,197.75,198.22,305579.0
2021-08-04,195.51,198.99,191.22,193.21,154084.0
2021-08-05,195.83,198.54,192.97,195.06,123287.0
2021-08-06,200.02,201.2205,193.0,194.96,175712.0
2021-08-07,200.02,201.2205,193.0,194.96,175712.0
2021-08-08,200.02,201.2205,193.0,194.96,175712.0
2021-08-09,193.0,195.79,188.37,193.31,142768.0
2021-08-10,194.3,199.17,191.94,196.82,151775.0
2021-08-11,197.01,199.8,195.84,199.4,102103.0
2021-08-12,198.59,200.17,194.48,198.99,109973.0
2021-08-13,197.85,198.65,193.4,195.11,101767.0
2021-08-14,197.85,198.65,193.4,195.11,101767.0
2021-08-15,197.85,198.65,193.4,195.11,101767.0
2021-08-16,193.58,202.95,189.8896,201.53,174157.0
2021-08-17,198.53,198.56,188.9,191.04,153469.0
2021-08-18,191.33,194.81,189.445,189.89,107972.0
2021-08-19,187.57,188.96,183.52,186.12,101435.0
2021-08-20,186.38,186.4,182.46,185.75,114581.0
2021-08-21,186.38,186.4,182.46,185.75,114581.0
2021-08-22,186.38,186.4,182.46,185.75,114581.0
2021-08-23,187.37,189.59,184.19,189.12,72098.0
2021-08-24,189.98,192.8577,189.62,190.84,132083.0
2021-08-25,191.06,193.89,190.19,190.53,60538.0
2021-08-26,190.0,190.0,185.15,185.38,99246.0
2021-08-27,185.0,192.0,185.0,190.86,124126.0
2021-08-28,185.0,192.0,185.0,190.86,124126.0
2021-08-29,185.0,192.0,185.0,190.86,124126.0
2021-08-30,191.48,191.48,185.35,185.62,101365.0
2021-08-31,186.08,187.175,183.5,186.24,140652.0
2021-09-01,187.01,187.76,183.01,185.1,106607.0
2021-09-02,185.81,185.935,180.39,181.04,96775.0
2021-09-03,180.0,180.33,175.2,179.44,147354.0
2021-09-04,180.0,180.33,175.2,179.44,147354.0
2021-09-05,180.0,180.33,175.2,179.44,147354.0
2021-09-06,180.0,180.33,175.2,179.44,147354.0
2021-09-07,179.44,180.53,173.39,173.41,174275.0
2021-09-08,172.9,175.3,171.0,174.67,192074.0
2021-09-09,173.62,177.84,173.62,174.63,139126.0
2021-09-10,176.85,176.85,170.96,171.08,194828.0
2021-09-11,176.85,176.85,170.96,171.08,194828.0
2021-09-12,176.85,176.85,170.96,171.08,194828.0
2021-09-13,173.61,174.08,169.25,173.52,138915.0
2021-09-14,174.71,174.88,169.99,171.62,127215.0
2021-09-15,172.12,175.39,171.0,174.56,165655.0
2021-09-16,178.66,182.1925,174.235,180.12,188040.0
