,ROG SW Equity
2013-09-03,6.306
2013-09-04,6.355
2013-09-05,6.333
2013-09-06,6.347
2013-09-07,6.347
2013-09-08,6.347
2013-09-09,6.355
2013-09-10,6.411
2013-09-11,6.444
2013-09-12,6.422
2013-09-13,6.393
2013-09-14,6.393
2013-09-15,6.393
2013-09-16,6.36
2013-09-17,6.355
2013-09-18,6.417
2013-09-19,6.468
2013-09-20,6.533
2013-09-21,6.533
2013-09-22,6.533
2013-09-23,6.479
2013-09-24,6.468
2013-09-25,6.503
2013-09-26,6.56
2013-09-27,6.584
2013-09-28,6.584
2013-09-29,6.584
2013-09-30,6.584
2013-10-01,6.627
2013-10-02,6.522
2013-10-03,6.511
2013-10-04,6.457
2013-10-05,6.457
2013-10-06,6.457
2013-10-07,6.42
2013-10-08,6.363
2013-10-09,6.26
2013-10-10,6.333
2013-10-11,6.449
2013-10-12,6.449
2013-10-13,6.449
2013-10-14,6.476
2013-10-15,6.56
2013-10-16,6.63
2013-10-17,6.595
2013-10-18,6.536
2013-10-19,6.536
2013-10-20,6.536
2013-10-21,6.563
2013-10-22,6.649
2013-10-23,6.684
2013-10-24,6.695
2013-10-25,6.714
2013-10-26,6.714
2013-10-27,6.714
2013-10-28,6.735
2013-10-29,6.746
2013-10-30,6.762
2013-10-31,6.781
2013-11-01,6.816
2013-11-02,6.816
2013-11-03,6.816
2013-11-04,6.822
2013-11-05,6.77
2013-11-06,6.808
2013-11-07,6.77
2013-11-08,6.795
2013-11-09,6.795
2013-11-10,6.795
2013-11-11,6.811
2013-11-12,6.814
2013-11-13,6.803
2013-11-14,6.862
2013-11-15,6.887
2013-11-16,6.887
2013-11-17,6.887
2013-11-18,6.935
2013-11-19,6.854
2013-11-20,6.843
2013-11-21,6.854
2013-11-22,6.846
2013-11-23,6.846
2013-11-24,6.846
2013-11-25,6.846
2013-11-26,6.822
2013-11-27,6.822
2013-11-28,6.808
2013-11-29,6.822
2013-11-30,6.822
2013-12-01,6.822
2013-12-02,6.865
2013-12-03,6.714
2013-12-04,6.603
2013-12-05,6.614
2013-12-06,6.646
2013-12-07,6.646
2013-12-08,6.646
2013-12-09,6.56
2013-12-10,6.452
2013-12-11,6.457
2013-12-12,6.376
2013-12-13,6.328
2013-12-14,6.328
2013-12-15,6.328
2013-12-16,6.347
2013-12-17,6.301
2013-12-18,6.387
2013-12-19,6.528
2013-12-20,6.587
2013-12-21,6.587
2013-12-22,6.587
2013-12-23,6.598
2013-12-24,6.598
2013-12-25,6.598
2013-12-26,6.598
2013-12-27,6.727
2013-12-28,6.727
2013-12-29,6.727
2013-12-30,6.727
2013-12-31,6.727
2014-01-01,6.727
2014-01-02,6.727
2014-01-03,6.8
2014-01-04,6.8
2014-01-05,6.8
2014-01-06,6.808
2014-01-07,6.857
2014-01-08,6.905
2014-01-09,6.878
2014-01-10,6.914
2014-01-11,6.914
2014-01-12,6.914
2014-01-13,6.927
2014-01-14,6.846
2014-01-15,6.806
2014-01-16,6.797
2014-01-17,6.757
2014-01-18,6.757
2014-01-19,6.757
2014-01-20,6.749
2014-01-21,6.706
2014-01-22,6.725
2014-01-23,6.7
2014-01-24,6.568
2014-01-25,6.568
2014-01-26,6.568
2014-01-27,6.479
2014-01-28,6.525
2014-01-29,6.452
2014-01-30,6.73
2014-01-31,6.73
2014-02-01,6.73
2014-02-02,6.73
2014-02-03,6.7
2014-02-04,6.681
2014-02-05,6.662
2014-02-06,6.716
2014-02-07,6.857
2014-02-08,6.857
2014-02-09,6.857
2014-02-10,6.878
2014-02-11,6.924
2014-02-12,6.911
2014-02-13,6.978
2014-02-14,7.1
2014-02-15,7.1
2014-02-16,7.1
2014-02-17,7.094
2014-02-18,7.183
2014-02-19,7.146
2014-02-20,7.154
2014-02-21,7.227
2014-02-22,7.227
2014-02-23,7.227
2014-02-24,7.289
2014-02-25,7.332
2014-02-26,7.37
2014-02-27,7.362
2014-02-28,7.327
2014-03-01,7.327
2014-03-02,7.327
2014-03-03,6.986
2014-03-04,7.17
2014-03-05,7.14
2014-03-06,7.321
2014-03-07,7.202
2014-03-08,7.202
2014-03-09,7.202
2014-03-10,7.246
2014-03-11,7.24
2014-03-12,7.202
2014-03-13,7.074
2014-03-14,7.062
2014-03-15,7.062
2014-03-16,7.062
2014-03-17,7.099
2014-03-18,7.207
2014-03-19,7.246
2014-03-20,7.293
2014-03-21,7.368
2014-03-22,7.368
2014-03-23,7.368
2014-03-24,7.218
2014-03-25,7.391
2014-03-26,7.343
2014-03-27,7.321
2014-03-28,7.391
2014-03-29,7.391
2014-03-30,7.391
2014-03-31,7.371
2014-04-01,7.343
2014-04-02,7.324
2014-04-03,7.371
2014-04-04,7.338
2014-04-05,7.338
2014-04-06,7.338
2014-04-07,7.202
2014-04-08,7.154
2014-04-09,7.11
2014-04-10,7.107
2014-04-11,6.973
2014-04-12,6.973
2014-04-13,6.973
2014-04-14,7.071
2014-04-15,7.046
2014-04-16,7.071
2014-04-17,7.09
2014-04-18,7.09
2014-04-19,7.09
2014-04-20,7.09
2014-04-21,7.09
2014-04-22,7.143
2014-04-23,7.126
2014-04-24,7.099
2014-04-25,7.087
2014-04-26,7.087
2014-04-27,7.087
2014-04-28,7.051
2014-04-29,7.099
2014-04-30,7.176
2014-05-01,7.176
2014-05-02,7.085
2014-05-03,7.085
2014-05-04,7.085
2014-05-05,7.037
2014-05-06,7.01
2014-05-07,7.007
2014-05-08,7.06
2014-05-09,7.124
2014-05-10,7.124
2014-05-11,7.124
2014-05-12,7.115
2014-05-13,7.16
2014-05-14,7.307
2014-05-15,7.399
2014-05-16,7.491
2014-05-17,7.491
2014-05-18,7.491
2014-05-19,7.469
2014-05-20,7.402
2014-05-21,7.399
2014-05-22,7.469
2014-05-23,7.466
2014-05-24,7.466
2014-05-25,7.466
2014-05-26,7.438
2014-05-27,7.407
2014-05-28,7.38
2014-05-29,7.38
2014-05-30,7.329
2014-05-31,7.329
2014-06-01,7.329
2014-06-02,7.466
2014-06-03,7.432
2014-06-04,7.457
2014-06-05,7.466
2014-06-06,7.432
2014-06-07,7.432
2014-06-08,7.432
2014-06-09,7.432
2014-06-10,7.58
2014-06-11,7.521
2014-06-12,7.48
2014-06-13,7.407
2014-06-14,7.407
2014-06-15,7.407
2014-06-16,7.405
2014-06-17,7.399
2014-06-18,7.371
2014-06-19,7.41
2014-06-20,7.482
2014-06-21,7.482
2014-06-22,7.482
2014-06-23,7.371
2014-06-24,7.357
2014-06-25,7.274
2014-06-26,7.263
2014-06-27,7.324
2014-06-28,7.324
2014-06-29,7.324
2014-06-30,7.357
2014-07-01,7.349
2014-07-02,7.329
2014-07-03,7.466
2014-07-04,7.455
2014-07-05,7.455
2014-07-06,7.455
2014-07-07,7.446
2014-07-08,7.424
2014-07-09,7.385
2014-07-10,7.293
2014-07-11,7.307
2014-07-12,7.307
2014-07-13,7.307
2014-07-14,7.402
2014-07-15,7.455
2014-07-16,7.41
2014-07-17,7.343
2014-07-18,7.296
2014-07-19,7.296
2014-07-20,7.296
2014-07-21,7.324
2014-07-22,7.399
2014-07-23,7.413
2014-07-24,7.46
2014-07-25,7.427
2014-07-26,7.427
2014-07-27,7.427
2014-07-28,7.385
2014-07-29,7.393
2014-07-30,7.418
2014-07-31,7.363
2014-08-01,7.363
2014-08-02,7.363
2014-08-03,7.363
2014-08-04,7.263
2014-08-05,7.324
2014-08-06,7.252
2014-08-07,7.196
2014-08-08,7.182
2014-08-09,7.182
2014-08-10,7.182
2014-08-11,7.218
2014-08-12,7.202
2014-08-13,7.246
2014-08-14,7.302
2014-08-15,7.229
2014-08-16,7.229
2014-08-17,7.229
2014-08-18,7.321
2014-08-19,7.382
2014-08-20,7.385
2014-08-21,7.393
2014-08-22,7.396
2014-08-23,7.396
2014-08-24,7.396
2014-08-25,7.446
2014-08-26,7.494
2014-08-27,7.46
2014-08-28,7.43
2014-08-29,7.446
2014-08-30,7.446
2014-08-31,7.446
2014-09-01,7.491
2014-09-02,7.48
2014-09-03,7.513
2014-09-04,7.519
2014-09-05,7.491
2014-09-06,7.491
2014-09-07,7.491
2014-09-08,7.535
2014-09-09,7.555
2014-09-10,7.558
2014-09-11,7.658
2014-09-12,7.641
2014-09-13,7.641
2014-09-14,7.641
2014-09-15,7.672
2014-09-16,7.719
2014-09-17,7.811
2014-09-18,7.88
2014-09-19,7.877
2014-09-20,7.877
2014-09-21,7.877
2014-09-22,7.877
2014-09-23,7.85
2014-09-24,7.894
2014-09-25,7.858
2014-09-26,7.813
2014-09-27,7.813
2014-09-28,7.813
2014-09-29,7.808
2014-09-30,7.875
2014-10-01,7.858
2014-10-02,7.699
2014-10-03,7.736
2014-10-04,7.736
2014-10-05,7.736
2014-10-06,7.766
2014-10-07,7.552
2014-10-08,7.488
2014-10-09,7.413
2014-10-10,7.346
2014-10-11,7.346
2014-10-12,7.346
2014-10-13,7.346
2014-10-14,7.357
2014-10-15,7.202
2014-10-16,7.246
2014-10-17,7.446
2014-10-18,7.446
2014-10-19,7.446
2014-10-20,7.471
2014-10-21,7.641
2014-10-22,7.741
2014-10-23,7.772
2014-10-24,7.733
2014-10-25,7.733
2014-10-26,7.733
2014-10-27,7.691
2014-10-28,7.736
2014-10-29,7.791
2014-10-30,7.883
2014-10-31,7.891
2014-11-01,7.891
2014-11-02,7.891
2014-11-03,7.791
2014-11-04,7.844
2014-11-05,7.969
2014-11-06,7.983
2014-11-07,7.855
2014-11-08,7.855
2014-11-09,7.855
2014-11-10,7.9
2014-11-11,7.95
2014-11-12,7.869
2014-11-13,7.911
2014-11-14,7.883
2014-11-15,7.883
2014-11-16,7.883
2014-11-17,7.905
2014-11-18,7.961
2014-11-19,8.019
2014-11-20,8.019
2014-11-21,8.064
2014-11-22,8.064
2014-11-23,8.064
2014-11-24,8.019
2014-11-25,7.95
2014-11-26,7.986
2014-11-27,8.064
2014-11-28,8.05
2014-11-29,8.05
2014-11-30,8.05
2014-12-01,8.103
2014-12-02,8.119
2014-12-03,8.131
2014-12-04,8.108
2014-12-05,8.195
2014-12-06,8.195
2014-12-07,8.195
2014-12-08,8.167
2014-12-09,8.097
2014-12-10,8.047
2014-12-11,8.147
2014-12-12,7.983
2014-12-13,7.983
2014-12-14,7.983
2014-12-15,7.769
2014-12-16,7.825
2014-12-17,7.761
2014-12-18,8.03
2014-12-19,7.521
2014-12-20,7.521
2014-12-21,7.521
2014-12-22,7.602
2014-12-23,7.513
2014-12-24,7.513
2014-12-25,7.513
2014-12-26,7.513
2014-12-27,7.513
2014-12-28,7.513
2014-12-29,7.51
2014-12-30,7.507
2014-12-31,7.507
2015-01-01,7.507
2015-01-02,7.507
2015-01-03,7.507
2015-01-04,7.507
2015-01-05,7.658
2015-01-06,7.616
2015-01-07,7.616
2015-01-08,7.844
2015-01-09,7.736
2015-01-10,7.736
2015-01-11,7.736
2015-01-12,7.861
2015-01-13,7.961
2015-01-14,7.902
2015-01-15,7.221
2015-01-16,6.876
2015-01-17,6.876
2015-01-18,6.876
2015-01-19,7.049
2015-01-20,7.096
2015-01-21,6.898
2015-01-22,6.731
2015-01-23,6.926
2015-01-24,6.926
2015-01-25,6.926
2015-01-26,7.096
2015-01-27,7.157
2015-01-28,7.001
2015-01-29,7.029
2015-01-30,6.915
2015-01-31,6.915
2015-02-01,6.915
2015-02-02,6.898
2015-02-03,6.876
2015-02-04,7.051
2015-02-05,6.954
2015-02-06,6.973
2015-02-07,6.973
2015-02-08,6.973
2015-02-09,6.837
2015-02-10,6.815
2015-02-11,6.759
2015-02-12,6.723
2015-02-13,6.776
2015-02-14,6.776
2015-02-15,6.776
2015-02-16,6.862
2015-02-17,6.948
2015-02-18,6.996
2015-02-19,7.11
2015-02-20,7.171
2015-02-21,7.171
2015-02-22,7.171
2015-02-23,7.227
2015-02-24,7.154
2015-02-25,7.151
2015-02-26,7.204
2015-02-27,7.199
2015-02-28,7.199
2015-03-01,7.199
2015-03-02,7.26
2015-03-03,7.232
2015-03-04,7.238
2015-03-05,7.35
2015-03-06,7.462
2015-03-07,7.462
2015-03-08,7.462
2015-03-09,7.447
2015-03-10,7.439
2015-03-11,7.473
2015-03-12,7.591
2015-03-13,7.585
2015-03-14,7.585
2015-03-15,7.585
2015-03-16,7.614
2015-03-17,7.599
2015-03-18,7.688
2015-03-19,7.815
2015-03-20,7.889
2015-03-21,7.889
2015-03-22,7.889
2015-03-23,7.86
2015-03-24,7.792
2015-03-25,7.714
2015-03-26,7.573
2015-03-27,7.553
2015-03-28,7.553
2015-03-29,7.553
2015-03-30,7.605
2015-03-31,7.694
2015-04-01,7.674
2015-04-02,7.648
2015-04-03,7.648
2015-04-04,7.648
2015-04-05,7.648
2015-04-06,7.648
2015-04-07,7.815
2015-04-08,7.803
2015-04-09,7.909
2015-04-10,7.987
2015-04-11,7.987
2015-04-12,7.987
2015-04-13,7.975
2015-04-14,7.949
2015-04-15,7.912
2015-04-16,7.901
2015-04-17,7.754
2015-04-18,7.754
2015-04-19,7.754
2015-04-20,7.837
2015-04-21,7.858
2015-04-22,7.544
2015-04-23,7.546
2015-04-24,7.484
2015-04-25,7.484
2015-04-26,7.484
2015-04-27,7.544
2015-04-28,7.395
2015-04-29,7.262
2015-04-30,7.289
2015-05-01,7.289
2015-05-02,7.289
2015-05-03,7.289
2015-05-04,7.279
2015-05-05,7.227
2015-05-06,7.103
2015-05-07,7.022
2015-05-08,7.2
2015-05-09,7.2
2015-05-10,7.2
2015-05-11,7.227
2015-05-12,7.17
2015-05-13,7.276
2015-05-14,7.276
2015-05-15,7.403
2015-05-16,7.403
2015-05-17,7.403
2015-05-18,7.495
2015-05-19,7.53
2015-05-20,7.514
2015-05-21,7.555
2015-05-22,7.519
2015-05-23,7.519
2015-05-24,7.519
2015-05-25,7.519
2015-05-26,7.473
2015-05-27,7.595
2015-05-28,7.644
2015-05-29,7.473
2015-05-30,7.473
2015-05-31,7.473
2015-06-01,7.568
2015-06-02,7.449
2015-06-03,7.487
2015-06-04,7.449
2015-06-05,7.346
2015-06-06,7.346
2015-06-07,7.346
2015-06-08,7.306
2015-06-09,7.216
2015-06-10,7.376
2015-06-11,7.441
2015-06-12,7.27
2015-06-13,7.27
2015-06-14,7.27
2015-06-15,7.135
2015-06-16,7.195
2015-06-17,7.143
2015-06-18,7.149
2015-06-19,7.149
2015-06-20,7.149
2015-06-21,7.149
2015-06-22,7.287
2015-06-23,7.371
2015-06-24,7.322
2015-06-25,7.3
2015-06-26,7.268
2015-06-27,7.268
2015-06-28,7.268
2015-06-29,7.127
2015-06-30,7.089
2015-07-01,7.206
2015-07-02,7.208
2015-07-03,7.173
2015-07-04,7.173
2015-07-05,7.173
2015-07-06,7.181
2015-07-07,7.04
2015-07-08,7.17
2015-07-09,7.306
2015-07-10,7.417
2015-07-11,7.417
2015-07-12,7.417
2015-07-13,7.525
2015-07-14,7.522
2015-07-15,7.517
2015-07-16,7.644
2015-07-17,7.563
2015-07-18,7.563
2015-07-19,7.563
2015-07-20,7.611
2015-07-21,7.533
2015-07-22,7.446
2015-07-23,7.563
2015-07-24,7.503
2015-07-25,7.503
2015-07-26,7.503
2015-07-27,7.411
2015-07-28,7.487
2015-07-29,7.565
2015-07-30,7.541
2015-07-31,7.552
2015-08-01,7.552
2015-08-02,7.552
2015-08-03,7.565
2015-08-04,7.576
2015-08-05,7.603
2015-08-06,7.56
2015-08-07,7.479
2015-08-08,7.479
2015-08-09,7.479
2015-08-10,7.576
2015-08-11,7.522
2015-08-12,7.322
2015-08-13,7.465
2015-08-14,7.468
2015-08-15,7.468
2015-08-16,7.468
2015-08-17,7.514
2015-08-18,7.492
2015-08-19,7.395
2015-08-20,7.306
2015-08-21,7.054
2015-08-22,7.054
2015-08-23,7.054
2015-08-24,6.873
2015-08-25,7.097
2015-08-26,6.954
2015-08-27,7.224
2015-08-28,7.122
2015-08-29,7.122
2015-08-30,7.122
2015-08-31,7.143
2015-09-01,6.965
2015-09-02,6.959
2015-09-03,7.086
2015-09-04,7.022
2015-09-05,7.022
2015-09-06,7.022
2015-09-07,7.046
2015-09-08,7.04
2015-09-09,7.092
2015-09-10,7.011
2015-09-11,7.051
2015-09-12,7.051
2015-09-13,7.051
2015-09-14,6.976
2015-09-15,7.076
2015-09-16,7.086
2015-09-17,7.003
2015-09-18,6.962
2015-09-19,6.962
2015-09-20,6.962
2015-09-21,6.997
2015-09-22,6.743
2015-09-23,6.724
2015-09-24,6.629
2015-09-25,6.805
2015-09-26,6.805
2015-09-27,6.805
2015-09-28,6.838
2015-09-29,6.802
2015-09-30,6.954
2015-10-01,6.962
2015-10-02,6.927
2015-10-03,6.927
2015-10-04,6.927
2015-10-05,7.049
2015-10-06,7.032
2015-10-07,6.778
2015-10-08,6.87
2015-10-09,6.829
2015-10-10,6.829
2015-10-11,6.829
2015-10-12,6.886
2015-10-13,6.919
2015-10-14,6.819
2015-10-15,6.867
2015-10-16,7.022
2015-10-17,7.022
2015-10-18,7.022
2015-10-19,7.049
2015-10-20,6.957
2015-10-21,6.854
2015-10-22,7.054
2015-10-23,7.151
2015-10-24,7.151
2015-10-25,7.151
2015-10-26,7.143
2015-10-27,7.116
2015-10-28,7.249
2015-10-29,7.26
2015-10-30,7.26
2015-10-31,7.26
2015-11-01,7.26
2015-11-02,7.224
2015-11-03,7.265
2015-11-04,7.273
2015-11-05,7.376
2015-11-06,7.306
2015-11-07,7.306
2015-11-08,7.306
2015-11-09,7.216
2015-11-10,7.197
2015-11-11,7.216
2015-11-12,7.219
2015-11-13,7.214
2015-11-14,7.214
2015-11-15,7.214
2015-11-16,7.162
2015-11-17,7.368
2015-11-18,7.371
2015-11-19,7.368
2015-11-20,7.414
2015-11-21,7.414
2015-11-22,7.414
2015-11-23,7.352
2015-11-24,7.222
2015-11-25,7.338
2015-11-26,7.414
2015-11-27,7.454
2015-11-28,7.454
2015-11-29,7.454
2015-11-30,7.454
2015-12-01,7.479
2015-12-02,7.557
2015-12-03,7.376
2015-12-04,7.371
2015-12-05,7.371
2015-12-06,7.371
2015-12-07,7.425
2015-12-08,7.349
2015-12-09,7.265
2015-12-10,7.284
2015-12-11,7.216
2015-12-12,7.216
2015-12-13,7.216
2015-12-14,7.105
2015-12-15,7.26
2015-12-16,7.3
2015-12-17,7.308
2015-12-18,7.276
2015-12-19,7.276
2015-12-20,7.276
2015-12-21,7.254
2015-12-22,7.23
2015-12-23,7.373
2015-12-24,7.373
2015-12-25,7.373
2015-12-26,7.373
2015-12-27,7.373
2015-12-28,7.417
2015-12-29,7.536
2015-12-30,7.479
2015-12-31,7.479
2016-01-01,7.479
2016-01-02,7.479
2016-01-03,7.479
2016-01-04,7.392
2016-01-05,7.449
2016-01-06,7.36
2016-01-07,7.306
2016-01-08,7.116
2016-01-09,7.116
2016-01-10,7.116
2016-01-11,7.062
2016-01-12,7.146
2016-01-13,7.208
2016-01-14,7.103
2016-01-15,6.94
2016-01-16,6.94
2016-01-17,6.94
2016-01-18,6.938
2016-01-19,7.03
2016-01-20,9.358
2016-01-21,9.483
2016-01-22,9.801
2016-01-23,9.801
2016-01-24,9.801
2016-01-25,9.812
2016-01-26,9.816
2016-01-27,9.915
2016-01-28,9.535
2016-01-29,9.749
2016-01-30,9.749
2016-01-31,9.749
2016-02-01,9.764
2016-02-02,9.631
2016-02-03,9.505
2016-02-04,9.365
2016-02-05,9.317
2016-02-06,9.317
2016-02-07,9.317
2016-02-08,9.055
2016-02-09,8.933
2016-02-10,9.069
2016-02-11,8.892
2016-02-12,9.025
2016-02-13,9.025
2016-02-14,9.025
2016-02-15,9.243
2016-02-16,9.18
2016-02-17,9.273
2016-02-18,9.468
2016-02-19,9.446
2016-02-20,9.446
2016-02-21,9.446
2016-02-22,9.598
2016-02-23,9.394
2016-02-24,9.313
2016-02-25,9.505
2016-02-26,9.609
2016-02-27,9.609
2016-02-28,9.609
2016-02-29,9.494
2016-03-01,9.59
2016-03-02,10.076
2016-03-03,9.91
2016-03-04,9.879
2016-03-05,9.879
2016-03-06,9.879
2016-03-07,9.922
2016-03-08,9.883
2016-03-09,9.784
2016-03-10,9.639
2016-03-11,9.694
2016-03-12,9.694
2016-03-13,9.694
2016-03-14,9.765
2016-03-15,9.709
2016-03-16,9.654
2016-03-17,9.41
2016-03-18,9.229
2016-03-19,9.229
2016-03-20,9.229
2016-03-21,9.327
2016-03-22,9.343
2016-03-23,9.386
2016-03-24,9.268
2016-03-25,9.268
2016-03-26,9.268
2016-03-27,9.268
2016-03-28,9.268
2016-03-29,9.351
2016-03-30,9.335
2016-03-31,9.327
2016-04-01,9.189
2016-04-02,9.189
2016-04-03,9.189
2016-04-04,9.308
2016-04-05,9.292
2016-04-06,9.532
2016-04-07,9.575
2016-04-08,9.591
2016-04-09,9.591
2016-04-10,9.591
2016-04-11,9.556
2016-04-12,9.611
2016-04-13,9.67
2016-04-14,9.776
2016-04-15,10.061
2016-04-16,10.061
2016-04-17,10.061
2016-04-18,10.118
2016-04-19,9.858
2016-04-20,9.827
2016-04-21,9.811
2016-04-22,9.765
2016-04-23,9.765
2016-04-24,9.765
2016-04-25,9.644
2016-04-26,9.579
2016-04-27,9.629
2016-04-28,9.582
2016-04-29,9.396
2016-04-30,9.396
2016-05-01,9.396
2016-05-02,9.404
2016-05-03,9.319
2016-05-04,9.168
2016-05-05,9.168
2016-05-06,9.071
2016-05-07,9.071
2016-05-08,9.071
2016-05-09,9.307
2016-05-10,9.462
2016-05-11,9.455
2016-05-12,9.408
2016-05-13,9.497
2016-05-14,9.497
2016-05-15,9.497
2016-05-16,9.497
2016-05-17,9.451
2016-05-18,9.505
2016-05-19,9.381
2016-05-20,9.575
2016-05-21,9.575
2016-05-22,9.575
2016-05-23,9.606
2016-05-24,9.73
2016-05-25,9.788
2016-05-26,9.811
2016-05-27,10.206
2016-05-28,10.206
2016-05-29,10.206
2016-05-30,10.152
2016-05-31,10.109
2016-06-01,10.067
2016-06-02,10.071
2016-06-03,10.005
2016-06-04,10.005
2016-06-05,10.005
2016-06-06,10.02
2016-06-07,10.109
2016-06-08,9.978
2016-06-09,9.939
2016-06-10,9.718
2016-06-11,9.718
2016-06-12,9.718
2016-06-13,9.513
2016-06-14,9.323
2016-06-15,9.331
2016-06-16,9.261
2016-06-17,9.315
2016-06-18,9.315
2016-06-19,9.315
2016-06-20,9.524
2016-06-21,9.532
2016-06-22,9.544
2016-06-23,9.551
2016-06-24,9.338
2016-06-25,9.338
2016-06-26,9.338
2016-06-27,9.334
2016-06-28,9.54
2016-06-29,9.85
2016-06-30,9.923
2016-07-01,9.947
2016-07-02,9.947
2016-07-03,9.947
2016-07-04,9.912
2016-07-05,9.784
2016-07-06,9.741
2016-07-07,9.799
2016-07-08,9.861
2016-07-09,9.861
2016-07-10,9.861
2016-07-11,9.916
2016-07-12,9.9
2016-07-13,9.881
2016-07-14,9.846
2016-07-15,9.746
2016-07-16,9.746
2016-07-17,9.746
2016-07-18,9.655
2016-07-19,9.552
2016-07-20,9.647
2016-07-21,9.533
2016-07-22,9.843
2016-07-23,9.843
2016-07-24,9.843
2016-07-25,9.804
2016-07-26,9.863
2016-07-27,9.824
2016-07-28,9.674
2016-07-29,9.753
2016-07-30,9.753
2016-07-31,9.753
2016-08-01,9.753
2016-08-02,9.67
2016-08-03,9.615
2016-08-04,9.682
2016-08-05,9.863
2016-08-06,9.863
2016-08-07,9.863
2016-08-08,9.741
2016-08-09,9.804
2016-08-10,9.753
2016-08-11,9.808
2016-08-12,9.792
2016-08-13,9.792
2016-08-14,9.792
2016-08-15,9.804
2016-08-16,9.67
2016-08-17,9.615
2016-08-18,9.591
2016-08-19,9.556
2016-08-20,9.556
2016-08-21,9.556
2016-08-22,9.627
2016-08-23,9.642
2016-08-24,9.595
2016-08-25,9.469
2016-08-26,9.493
2016-08-27,9.493
2016-08-28,9.493
2016-08-29,9.536
2016-08-30,9.572
2016-08-31,9.449
2016-09-01,9.359
2016-09-02,9.572
2016-09-03,9.572
2016-09-04,9.572
2016-09-05,9.579
2016-09-06,9.599
2016-09-07,9.572
2016-09-08,9.564
2016-09-09,9.457
2016-09-10,9.457
2016-09-11,9.457
2016-09-12,9.418
2016-09-13,9.41
2016-09-14,9.41
2016-09-15,9.438
2016-09-16,9.461
2016-09-17,9.461
2016-09-18,9.461
2016-09-19,9.556
2016-09-20,9.639
2016-09-21,9.599
2016-09-22,9.658
2016-09-23,9.674
2016-09-24,9.674
2016-09-25,9.674
2016-09-26,9.54
2016-09-27,9.595
2016-09-28,9.639
2016-09-29,9.528
2016-09-30,9.497
2016-10-01,9.497
2016-10-02,9.497
2016-10-03,9.524
2016-10-04,9.532
2016-10-05,9.485
2016-10-06,9.43
2016-10-07,9.39
2016-10-08,9.39
2016-10-09,9.39
2016-10-10,9.497
2016-10-11,9.414
2016-10-12,9.28
2016-10-13,9.221
2016-10-14,9.292
2016-10-15,9.292
2016-10-16,9.292
2016-10-17,9.17
2016-10-18,9.205
2016-10-19,9.481
2016-10-20,8.95
2016-10-21,8.942
2016-10-22,8.942
2016-10-23,8.942
2016-10-24,8.881
2016-10-25,8.785
2016-10-26,8.719
2016-10-27,8.865
2016-10-28,8.846
2016-10-29,8.846
2016-10-30,8.846
2016-10-31,8.758
2016-11-01,8.646
2016-11-02,8.635
2016-11-03,8.573
2016-11-04,8.473
2016-11-05,8.473
2016-11-06,8.473
2016-11-07,8.646
2016-11-08,8.658
2016-11-09,9.093
2016-11-10,9.131
2016-11-11,9.027
2016-11-12,9.027
2016-11-13,9.027
2016-11-14,8.989
2016-11-15,8.954
2016-11-16,8.942
2016-11-17,9.016
2016-11-18,8.931
2016-11-19,8.931
2016-11-20,8.931
2016-11-21,8.889
2016-11-22,8.611
2016-11-23,8.577
2016-11-24,8.615
2016-11-25,8.742
2016-11-26,8.742
2016-11-27,8.742
2016-11-28,8.7
2016-11-29,8.715
2016-11-30,8.727
2016-12-01,8.554
2016-12-02,8.492
2016-12-03,8.492
2016-12-04,8.492
2016-12-05,8.55
2016-12-06,8.604
2016-12-07,8.515
2016-12-08,8.484
2016-12-09,8.769
2016-12-10,8.769
2016-12-11,8.769
2016-12-12,8.681
2016-12-13,8.869
2016-12-14,8.904
2016-12-15,8.962
2016-12-16,8.989
2016-12-17,8.989
2016-12-18,8.989
2016-12-19,8.996
2016-12-20,8.989
2016-12-21,8.977
2016-12-22,8.927
2016-12-23,8.939
2016-12-24,8.939
2016-12-25,8.939
2016-12-26,8.939
2016-12-27,8.989
2016-12-28,8.969
2016-12-29,9.008
2016-12-30,8.954
2016-12-31,8.954
2017-01-01,8.954
2017-01-02,8.954
2017-01-03,9.085
2017-01-04,9.166
2017-01-05,9.285
2017-01-06,9.289
2017-01-07,9.289
2017-01-08,9.289
2017-01-09,9.312
2017-01-10,9.37
2017-01-11,9.27
2017-01-12,9.081
2017-01-13,9.2
2017-01-14,9.2
2017-01-15,9.2
2017-01-16,9.069
2017-01-17,9.035
2017-01-18,9.069
2017-01-19,8.969
2017-01-20,8.989
2017-01-21,8.989
2017-01-22,8.989
2017-01-23,8.939
2017-01-24,9.1
2017-01-25,9.233
2017-01-26,9.269
2017-01-27,9.292
2017-01-28,9.292
2017-01-29,9.292
2017-01-30,9.202
2017-01-31,9.163
2017-02-01,9.316
2017-02-02,9.159
2017-02-03,9.249
2017-02-04,9.249
2017-02-05,9.249
2017-02-06,9.261
2017-02-07,9.355
2017-02-08,9.312
2017-02-09,9.41
2017-02-10,9.414
2017-02-11,9.414
2017-02-12,9.414
2017-02-13,9.414
2017-02-14,9.312
2017-02-15,9.473
2017-02-16,9.524
2017-02-17,9.551
2017-02-18,9.551
2017-02-19,9.551
2017-02-20,9.571
2017-02-21,9.669
2017-02-22,9.661
2017-02-23,9.614
2017-02-24,9.618
