,DKS US Equity
2022-06-17,12495.167
2022-06-18,12495.167
2022-06-19,12495.167
2022-06-20,12495.167
2022-06-21,12495.167
2022-06-22,12495.167
2022-06-23,12495.167
2022-06-24,12495.167
2022-06-25,12495.167
2022-06-26,12495.167
2022-06-27,12495.167
2022-06-28,12495.167
2022-06-29,12495.167
2022-06-30,12495.167
2022-07-01,12495.167
2022-07-02,12495.167
2022-07-03,12495.167
2022-07-04,12495.167
2022-07-05,12495.167
2022-07-06,12495.167
2022-07-07,12495.167
2022-07-08,12495.167
2022-07-09,12495.167
2022-07-10,12495.167
2022-07-11,12495.167
2022-07-12,12495.167
2022-07-13,12495.167
2022-07-14,12495.167
2022-07-15,12495.167
2022-07-16,12495.167
2022-07-17,12495.167
2022-07-18,12495.167
2022-07-19,12495.167
2022-07-20,12495.167
2022-07-21,12495.167
2022-07-22,12495.167
2022-07-23,12495.167
2022-07-24,12495.167
2022-07-25,12495.167
2022-07-26,12495.167
2022-07-27,12495.167
2022-07-28,12495.167
2022-07-29,12495.167
2022-07-30,12495.167
2022-07-31,12495.167
2022-08-01,12484.5
2022-08-02,12484.5
2022-08-03,12484.5
2022-08-04,12484.5
2022-08-05,12484.5
2022-08-06,12484.5
2022-08-07,12484.5
2022-08-08,12484.5
2022-08-09,12484.5
2022-08-10,12488.0
2022-08-11,12488.0
2022-08-12,12488.0
2022-08-13,12488.0
2022-08-14,12488.0
2022-08-15,12488.0
2022-08-16,12488.0
2022-08-17,12488.0
2022-08-18,12488.0
2022-08-19,12488.0
2022-08-20,12488.0
2022-08-21,12488.0
2022-08-22,12488.0
2022-08-23,12553.643
2022-08-24,12546.857
2022-08-25,12546.857
2022-08-26,12546.857
2022-08-27,12546.857
2022-08-28,12546.857
2022-08-29,12546.857
2022-08-30,12546.857
2022-08-31,12540.143
2022-09-01,12540.143
2022-09-02,12540.143
2022-09-03,12540.143
2022-09-04,12540.143
2022-09-05,12540.143
2022-09-06,12540.143
2022-09-07,12547.929
2022-09-08,12547.929
2022-09-09,12547.929
2022-09-10,12547.929
2022-09-11,12547.929
2022-09-12,12547.929
2022-09-13,12547.929
2022-09-14,12547.929
2022-09-15,12547.929
2022-09-16,12547.929
2022-09-17,12547.929
2022-09-18,12547.929
2022-09-19,12547.929
2022-09-20,12547.929
2022-09-21,12547.929
2022-09-22,12547.929
2022-09-23,12547.929
2022-09-24,12547.929
2022-09-25,12547.929
2022-09-26,12547.929
2022-09-27,12547.929
2022-09-28,12547.929
2022-09-29,12547.929
2022-09-30,12547.929
2022-10-01,12547.929
2022-10-02,12547.929
2022-10-03,12547.929
2022-10-04,12547.929
2022-10-05,12547.929
2022-10-06,12547.929
2022-10-07,12547.929
2022-10-08,12547.929
2022-10-09,12547.929
2022-10-10,12547.929
2022-10-11,12547.929
2022-10-12,12547.929
2022-10-13,12520.286
2022-10-14,12520.286
2022-10-15,12520.286
2022-10-16,12520.286
2022-10-17,12520.286
2022-10-18,12520.286
2022-10-19,12520.286
2022-10-20,12477.571
2022-10-21,12477.571
2022-10-22,12477.571
2022-10-23,12477.571
2022-10-24,12477.571
2022-10-25,12477.571
2022-10-26,12477.571
2022-10-27,12477.571
2022-10-28,12477.571
2022-10-29,12477.571
2022-10-30,12477.571
2022-10-31,12477.571
2022-11-01,12477.571
2022-11-02,12477.571
2022-11-03,12446.429
2022-11-04,12446.429
2022-11-05,12446.429
2022-11-06,12446.429
2022-11-07,12446.429
2022-11-08,12446.429
2022-11-09,12446.429
2022-11-10,12464.5
2022-11-11,12464.5
2022-11-12,12464.5
2022-11-13,12464.5
2022-11-14,12464.5
2022-11-15,12464.5
2022-11-16,12464.5
2022-11-17,12450.333
2022-11-18,12450.333
2022-11-19,12450.333
2022-11-20,12450.333
2022-11-21,12450.333
2022-11-22,12625.25
2022-11-23,12688.938
2022-11-24,12688.938
2022-11-25,12688.938
2022-11-26,12688.938
2022-11-27,12699.688
2022-11-28,12699.688
2022-11-29,12699.688
2022-11-30,12699.688
2022-12-01,12699.688
2022-12-02,12713.0
2022-12-03,12713.0
2022-12-04,12713.0
2022-12-05,12713.0
2022-12-06,12713.0
2022-12-07,12713.0
2022-12-08,12713.0
2022-12-09,12713.0
2022-12-10,12713.0
2022-12-11,12700.438
2022-12-12,12700.438
2022-12-13,12678.063
2022-12-14,12678.063
2022-12-15,12694.25
2022-12-16,12694.25
2022-12-17,12694.25
2022-12-18,12694.25
2022-12-19,12694.25
2022-12-20,12694.25
2022-12-21,12694.25
2022-12-22,12694.25
2022-12-23,12694.25
2022-12-24,12694.25
2022-12-25,12694.25
2022-12-26,12694.25
2022-12-27,12694.25
2022-12-28,12694.25
2022-12-29,12694.25
2022-12-30,12694.25
2022-12-31,12694.25
2023-01-01,12694.25
2023-01-02,12694.25
2023-01-03,12694.25
2023-01-04,12706.813
2023-01-05,12706.813
2023-01-06,12689.0
2023-01-07,12689.0
2023-01-08,12674.375
2023-01-09,12674.375
2023-01-10,12674.375
2023-01-11,12674.375
2023-01-12,12674.375
2023-01-13,12674.375
2023-01-14,12674.375
2023-01-15,12674.375
2023-01-16,12674.375
2023-01-17,12674.375
2023-01-18,12674.375
2023-01-19,12674.375
2023-01-20,12674.375
2023-01-21,12674.375
2023-01-22,12674.375
2023-01-23,12674.375
2023-01-24,12674.375
2023-01-25,12674.375
2023-01-26,12674.375
2023-01-27,12674.375
2023-01-28,12674.375
2023-01-29,12674.375
2023-01-30,12674.375
2023-01-31,12674.375
2023-02-01,12674.375
2023-02-02,12674.375
2023-02-03,12675.563
2023-02-04,12675.563
2023-02-05,12675.563
2023-02-06,12675.563
2023-02-07,12674.75
2023-02-08,12674.75
2023-02-09,12674.75
2023-02-10,12674.75
2023-02-11,12674.75
2023-02-12,12674.75
2023-02-13,12663.063
2023-02-14,12663.063
2023-02-15,12715.765
2023-02-16,12715.412
2023-02-17,12715.412
2023-02-18,12715.412
2023-02-19,12715.412
2023-02-20,12715.412
2023-02-21,12674.824
2023-02-22,12674.824
2023-02-23,12674.824
2023-02-24,12674.824
2023-02-25,12674.824
2023-02-26,12674.824
2023-02-27,12674.824
2023-02-28,12690.176
2023-03-01,12690.176
2023-03-02,12690.176
2023-03-03,12681.647
2023-03-04,12681.647
2023-03-05,12681.647
2023-03-06,12697.647
2023-03-07,12959.1
2023-03-08,13026.6
2023-03-09,13028.905
2023-03-10,13028.905
2023-03-11,13028.905
2023-03-12,13028.905
2023-03-13,13028.905
2023-03-14,13018.182
2023-03-15,13018.182
2023-03-16,13018.182
2023-03-17,13028.905
2023-03-18,13028.905
2023-03-19,13028.905
2023-03-20,13028.905
2023-03-21,13022.5
2023-03-22,13022.5
2023-03-23,13022.5
2023-03-24,13016.682
2023-03-25,13016.682
2023-03-26,13016.682
2023-03-27,13009.565
2023-03-28,13016.304
2023-03-29,13016.304
2023-03-30,13016.304
2023-03-31,13016.304
2023-04-01,13016.304
2023-04-02,13016.304
2023-04-03,13016.304
2023-04-04,13016.304
2023-04-05,13016.304
2023-04-06,13016.304
2023-04-07,13016.304
2023-04-08,13016.304
2023-04-09,13016.304
2023-04-10,13016.304
2023-04-11,13016.304
2023-04-12,13016.304
2023-04-13,13016.304
2023-04-14,13016.304
2023-04-15,13016.304
2023-04-16,13016.304
2023-04-17,13016.304
2023-04-18,13016.304
2023-04-19,13016.304
2023-04-20,13016.304
2023-04-21,13016.304
2023-04-22,13016.304
2023-04-23,13016.304
2023-04-24,13016.304
2023-04-25,13016.304
2023-04-26,13016.304
2023-04-27,13016.304
2023-04-28,13016.304
2023-04-29,13016.304
2023-04-30,13016.304
2023-05-01,13016.304
2023-05-02,13016.304
2023-05-03,13024.13
2023-05-04,13024.13
2023-05-05,13024.13
2023-05-06,13024.13
2023-05-07,13024.13
2023-05-08,13024.13
2023-05-09,13038.087
2023-05-10,13038.087
2023-05-11,13033.522
2023-05-12,13033.522
2023-05-13,13033.522
2023-05-14,13034.174
2023-05-15,13055.87
2023-05-16,13055.87
2023-05-17,13055.87
2023-05-18,13036.261
2023-05-19,13033.043
2023-05-20,13033.043
2023-05-21,13028.625
2023-05-22,13028.625
2023-05-23,13093.625
2023-05-24,13079.042
2023-05-25,13081.958
2023-05-26,13081.958
2023-05-27,13081.958
2023-05-28,13081.958
2023-05-29,13081.958
2023-05-30,13081.958
2023-05-31,13081.958
2023-06-01,13089.0
2023-06-02,13089.0
2023-06-03,13089.0
2023-06-04,13089.0
2023-06-05,13089.0
2023-06-06,13091.917
2023-06-07,13091.917
2023-06-08,13091.917
2023-06-09,13091.917
2023-06-10,13091.917
2023-06-11,13091.917
2023-06-12,13091.917
2023-06-13,13091.917
2023-06-14,13091.917
2023-06-15,13091.917
2023-06-16,13091.917
2023-06-17,13091.917
2023-06-18,13091.917
2023-06-19,13091.917
2023-06-20,13091.917
2023-06-21,13091.917
2023-06-22,13091.917
2023-06-23,13091.917
2023-06-24,13091.917
2023-06-25,13091.917
2023-06-26,13091.917
2023-06-27,13104.818
2023-06-28,13104.818
2023-06-29,13104.818
2023-06-30,13106.696
2023-07-01,13106.696
2023-07-02,13106.696
2023-07-03,13106.696
2023-07-04,13106.696
2023-07-05,13103.75
2023-07-06,13103.75
2023-07-07,13103.75
2023-07-08,13103.75
2023-07-09,13103.75
2023-07-10,13103.75
2023-07-11,13103.75
2023-07-12,13103.75
2023-07-13,13103.75
2023-07-14,13103.75
2023-07-15,13103.75
2023-07-16,13103.75
2023-07-17,13103.75
2023-07-18,13103.75
2023-07-19,13103.75
2023-07-20,13103.75
2023-07-21,13103.75
2023-07-22,13103.75
2023-07-23,13103.75
2023-07-24,13103.75
2023-07-25,13103.75
2023-07-26,13103.75
2023-07-27,13103.75
2023-07-28,13103.75
2023-07-29,13103.75
2023-07-30,13103.75
2023-07-31,13103.75
2023-08-01,13103.75
2023-08-02,13103.75
2023-08-03,13103.0
2023-08-04,13103.0
2023-08-05,13103.0
2023-08-06,13103.0
2023-08-07,13103.0
2023-08-08,13103.0
2023-08-09,13103.0
2023-08-10,13103.0
2023-08-11,13103.0
2023-08-12,13103.0
2023-08-13,13103.0
2023-08-14,13105.667
2023-08-15,13118.25
2023-08-16,13127.958
2023-08-17,13127.958
2023-08-18,13129.583
2023-08-19,13129.583
2023-08-20,13129.583
2023-08-21,13129.583
2023-08-22,13089.208
2023-08-23,13066.348
2023-08-24,13066.348
2023-08-25,13066.348
2023-08-26,13066.348
2023-08-27,13066.348
2023-08-28,13057.75
2023-08-29,13057.75
2023-08-30,13060.4
2023-08-31,13060.4
2023-09-01,13060.4
2023-09-02,13060.4
2023-09-03,13060.4
2023-09-04,13060.4
2023-09-05,13062.238
2023-09-06,13062.238
2023-09-07,13062.238
2023-09-08,13062.238
2023-09-09,13062.238
2023-09-10,13062.238
2023-09-11,13062.238
2023-09-12,13062.238
2023-09-13,13062.238
2023-09-14,13062.238
2023-09-15,13062.238
2023-09-16,13062.238
2023-09-17,13062.238
2023-09-18,13062.238
2023-09-19,13062.238
2023-09-20,13062.238
2023-09-21,13062.238
2023-09-22,13062.238
2023-09-23,13062.238
2023-09-24,13062.238
2023-09-25,13062.238
2023-09-26,13062.238
2023-09-27,13062.238
2023-09-28,13062.238
2023-09-29,13062.238
2023-09-30,13062.238
2023-10-01,13062.238
2023-10-02,13062.238
2023-10-03,13058.409
2023-10-04,13058.409
2023-10-05,13058.409
2023-10-06,13068.273
2023-10-07,13068.273
2023-10-08,13068.273
2023-10-09,13068.273
2023-10-10,13068.273
2023-10-11,13068.273
2023-10-12,13068.273
2023-10-13,13068.273
2023-10-14,13068.273
2023-10-15,13068.273
2023-10-16,13068.273
2023-10-17,13068.273
2023-10-18,13068.273
2023-10-19,13068.273
2023-10-20,13068.273
2023-10-21,13068.273
2023-10-22,13068.273
2023-10-23,13068.273
2023-10-24,13068.273
2023-10-25,13068.273
2023-10-26,13068.273
2023-10-27,13068.273
2023-10-28,13068.273
2023-10-29,13068.273
2023-10-30,13068.273
2023-10-31,13068.273
2023-11-01,13066.591
2023-11-02,13062.0
2023-11-03,13062.0
2023-11-04,13062.0
2023-11-05,13062.0
2023-11-06,13062.0
2023-11-07,13062.0
2023-11-08,13062.0
2023-11-09,13062.0
2023-11-10,13062.0
2023-11-11,13062.0
2023-11-12,13058.136
2023-11-13,13068.957
2023-11-14,13064.087
2023-11-15,13059.083
2023-11-16,13067.4
2023-11-17,13067.4
2023-11-18,13067.4
2023-11-19,13067.4
2023-11-20,13067.4
2023-11-21,13142.52
2023-11-22,13151.92
2023-11-23,13167.769
2023-11-24,13180.5
2023-11-25,13180.5
2023-11-26,13185.261
2023-11-27,13157.391
2023-11-28,13157.391
2023-11-29,13157.391
2023-11-30,13157.391
2023-12-01,13157.391
2023-12-02,13156.609
2023-12-03,13156.609
2023-12-04,13156.609
2023-12-05,13150.833
2023-12-06,13150.833
2023-12-07,13150.833
2023-12-08,13150.833
2023-12-09,13150.833
2023-12-10,13150.833
2023-12-11,13142.333
2023-12-12,13141.25
2023-12-13,13141.25
2023-12-14,13141.25
2023-12-15,13141.25
2023-12-16,13141.25
2023-12-17,13141.25
2023-12-18,13141.25
2023-12-19,13143.32
2023-12-20,13143.32
2023-12-21,13143.32
2023-12-22,13143.32
2023-12-23,13143.32
2023-12-24,13143.32
2023-12-25,13143.32
2023-12-26,13143.32
2023-12-27,13143.32
2023-12-28,13146.12
2023-12-29,13146.12
2023-12-30,13146.12
2023-12-31,13146.12
2024-01-01,13146.12
2024-01-02,13146.12
