,DG US Equity
2022-07-01,42613.846
2022-07-02,42613.846
2022-07-03,42613.846
2022-07-04,42613.846
2022-07-05,42613.846
2022-07-06,42613.846
2022-07-07,42627.786
2022-07-08,42627.786
2022-07-09,42627.786
2022-07-10,42627.786
2022-07-11,42627.786
2022-07-12,42627.786
2022-07-13,42627.786
2022-07-14,42627.786
2022-07-15,42627.786
2022-07-16,42620.857
2022-07-17,42620.857
2022-07-18,42654.867
2022-07-19,42654.867
2022-07-20,42654.867
2022-07-21,42654.867
2022-07-22,42654.867
2022-07-23,42654.867
2022-07-24,42654.867
2022-07-25,42654.867
2022-07-26,42654.867
2022-07-27,42654.867
2022-07-28,42654.867
2022-07-29,42654.867
2022-07-30,42654.867
2022-07-31,42654.867
2022-08-01,42654.867
2022-08-02,42654.867
2022-08-03,42654.867
2022-08-04,42654.867
2022-08-05,42654.867
2022-08-06,42654.867
2022-08-07,42654.867
2022-08-08,42654.867
2022-08-09,42654.867
2022-08-10,42654.867
2022-08-11,42680.267
2022-08-12,42680.267
2022-08-13,42680.267
2022-08-14,42707.8
2022-08-15,42550.125
2022-08-16,42550.125
2022-08-17,42553.25
2022-08-18,42553.25
2022-08-19,42553.25
2022-08-20,42553.25
2022-08-21,42553.25
2022-08-22,42553.25
2022-08-23,42563.938
2022-08-24,42563.938
2022-08-25,42619.0
2022-08-26,42952.188
2022-08-27,42952.188
2022-08-28,42952.188
2022-08-29,42952.188
2022-08-30,42952.188
2022-08-31,42973.235
2022-09-01,42990.235
2022-09-02,42990.235
2022-09-03,42990.235
2022-09-04,42990.235
2022-09-05,42990.235
2022-09-06,42807.647
2022-09-07,42807.647
2022-09-08,42807.647
2022-09-09,42807.647
2022-09-10,42807.647
2022-09-11,42807.647
2022-09-12,42807.647
2022-09-13,42807.647
2022-09-14,42807.647
2022-09-15,42807.647
2022-09-16,42846.889
2022-09-17,42846.889
2022-09-18,42846.889
2022-09-19,42846.889
2022-09-20,42888.158
2022-09-21,42888.158
2022-09-22,42888.158
2022-09-23,42893.842
2022-09-24,42893.842
2022-09-25,42893.842
2022-09-26,42893.842
2022-09-27,42893.842
2022-09-28,42893.842
2022-09-29,42893.842
2022-09-30,42893.842
2022-10-01,42893.842
2022-10-02,42893.842
2022-10-03,42893.842
2022-10-04,42893.842
2022-10-05,42893.842
2022-10-06,42893.842
2022-10-07,43083.824
2022-10-08,43083.824
2022-10-09,43083.824
2022-10-10,43083.824
2022-10-11,43083.824
2022-10-12,43083.824
2022-10-13,43083.824
2022-10-14,43083.824
2022-10-15,43083.824
2022-10-16,43083.824
2022-10-17,43083.824
2022-10-18,43072.059
2022-10-19,43072.059
2022-10-20,43072.059
2022-10-21,43072.059
2022-10-22,43072.059
2022-10-23,43072.059
2022-10-24,43072.059
2022-10-25,43072.059
2022-10-26,43072.059
2022-10-27,43072.059
2022-10-28,43072.059
2022-10-29,43072.059
2022-10-30,43072.059
2022-10-31,43077.412
2022-11-01,43077.412
2022-11-02,43080.944
2022-11-03,43080.944
2022-11-04,43080.944
2022-11-05,43080.944
2022-11-06,43080.944
2022-11-07,43080.944
2022-11-08,43080.944
2022-11-09,43080.944
2022-11-10,43080.944
2022-11-11,43080.944
2022-11-12,43080.944
2022-11-13,43080.944
2022-11-14,43080.944
2022-11-15,43080.944
2022-11-16,43080.944
2022-11-17,43080.944
2022-11-18,43080.944
2022-11-19,43080.944
2022-11-20,43080.944
2022-11-21,43080.944
2022-11-22,43080.944
2022-11-23,43080.556
2022-11-24,43080.556
2022-11-25,43080.556
2022-11-26,43080.556
2022-11-27,43080.556
2022-11-28,43080.556
2022-11-29,43094.111
2022-11-30,43094.111
2022-12-01,43049.176
2022-12-02,43189.471
2022-12-03,43189.471
2022-12-04,43135.294
2022-12-05,43135.294
2022-12-06,43135.294
2022-12-07,43135.294
2022-12-08,43135.294
2022-12-09,43135.294
2022-12-10,43135.294
2022-12-11,43135.294
2022-12-12,43135.294
2022-12-13,43135.294
2022-12-14,43135.294
2022-12-15,43063.059
2022-12-16,43101.882
2022-12-17,43101.882
2022-12-18,43101.882
2022-12-19,43072.789
2022-12-20,43072.789
2022-12-21,43072.789
2022-12-22,43055.353
2022-12-23,43055.353
2022-12-24,43055.353
2022-12-25,43055.353
2022-12-26,43055.353
2022-12-27,43066.765
2022-12-28,43066.765
2022-12-29,43066.765
2022-12-30,43066.765
2022-12-31,43066.765
2023-01-01,43066.765
2023-01-02,43066.765
2023-01-03,43066.765
2023-01-04,43066.765
2023-01-05,43066.765
2023-01-06,43059.235
2023-01-07,43059.235
2023-01-08,43059.235
2023-01-09,43059.235
2023-01-10,43082.278
2023-01-11,43082.278
2023-01-12,43114.278
2023-01-13,43114.278
2023-01-14,43114.278
2023-01-15,43114.278
2023-01-16,43114.278
2023-01-17,43114.278
2023-01-18,43114.278
2023-01-19,43084.278
2023-01-20,43084.278
2023-01-21,43084.278
2023-01-22,43069.333
2023-01-23,43069.333
2023-01-24,43056.053
2023-01-25,43056.053
2023-01-26,43012.368
2023-01-27,43012.368
2023-01-28,43012.368
2023-01-29,43012.368
2023-01-30,43012.368
2023-01-31,43023.7
2023-02-01,43023.7
2023-02-02,43023.7
2023-02-03,43023.7
2023-02-04,43023.7
2023-02-05,43023.7
2023-02-06,43023.7
2023-02-07,43034.857
2023-02-08,43034.857
2023-02-09,43034.857
2023-02-10,43034.857
2023-02-11,43034.857
2023-02-12,43034.857
2023-02-13,43034.857
2023-02-14,43034.857
2023-02-15,43034.857
2023-02-16,43034.857
2023-02-17,42864.667
2023-02-18,42864.667
2023-02-19,42864.667
2023-02-20,42864.667
2023-02-21,42864.667
2023-02-22,42864.667
2023-02-23,42735.455
2023-02-24,42719.727
2023-02-25,42719.727
2023-02-26,42719.727
2023-02-27,42715.909
2023-02-28,42715.909
2023-03-01,42715.909
2023-03-02,42715.909
2023-03-03,42715.909
2023-03-04,42715.909
2023-03-05,42715.909
2023-03-06,42715.909
2023-03-07,42715.909
2023-03-08,42695.227
2023-03-09,42695.227
2023-03-10,42695.227
2023-03-11,42695.227
2023-03-12,42695.227
2023-03-13,42695.227
2023-03-14,42695.227
2023-03-15,42695.227
2023-03-16,42840.923
2023-03-17,42870.929
2023-03-18,42870.929
2023-03-19,42840.893
2023-03-20,42841.607
2023-03-21,42842.679
2023-03-22,42842.679
2023-03-23,42842.643
2023-03-24,42842.643
2023-03-25,42842.643
2023-03-26,42842.643
2023-03-27,42842.643
2023-03-28,42842.643
2023-03-29,42842.643
2023-03-30,42928.885
2023-03-31,42928.885
2023-04-01,42928.885
2023-04-02,42928.885
2023-04-03,42928.885
2023-04-04,42929.111
2023-04-05,42929.111
2023-04-06,42929.111
2023-04-07,42929.111
2023-04-08,42929.111
2023-04-09,42929.111
2023-04-10,42929.111
2023-04-11,42930.222
2023-04-12,42930.222
2023-04-13,42930.222
2023-04-14,42930.222
2023-04-15,42930.222
2023-04-16,42930.222
2023-04-17,42930.222
2023-04-18,42930.222
2023-04-19,42930.222
2023-04-20,42936.259
2023-04-21,42936.259
2023-04-22,42936.259
2023-04-23,42936.259
2023-04-24,42936.259
2023-04-25,42936.259
2023-04-26,42936.259
2023-04-27,42936.259
2023-04-28,42936.259
2023-04-29,42936.259
2023-04-30,42936.259
2023-05-01,42936.259
2023-05-02,42943.963
2023-05-03,42943.963
2023-05-04,42943.963
2023-05-05,42943.963
2023-05-06,42943.963
2023-05-07,42943.963
2023-05-08,42942.852
2023-05-09,42947.185
2023-05-10,42947.185
2023-05-11,42942.963
2023-05-12,42940.037
2023-05-13,42940.037
2023-05-14,42940.037
2023-05-15,42936.815
2023-05-16,42936.815
2023-05-17,42936.815
2023-05-18,42936.815
2023-05-19,42936.815
2023-05-20,42936.815
2023-05-21,42936.815
2023-05-22,42936.815
2023-05-23,42936.815
2023-05-24,42936.444
2023-05-25,42933.667
2023-05-26,42924.222
2023-05-27,42924.222
2023-05-28,42924.222
2023-05-29,42924.222
2023-05-30,42924.222
2023-05-31,42924.222
2023-06-01,42494.148
2023-06-02,42160.192
2023-06-03,42127.962
2023-06-04,42037.462
2023-06-05,41953.577
2023-06-06,41921.0
2023-06-07,41894.577
2023-06-08,41894.577
2023-06-09,41877.654
2023-06-10,41877.654
2023-06-11,41877.654
2023-06-12,41877.654
2023-06-13,41877.654
2023-06-14,41877.654
2023-06-15,41877.654
2023-06-16,41893.0
2023-06-17,41893.0
2023-06-18,41893.0
2023-06-19,41891.214
2023-06-20,41891.214
2023-06-21,41891.214
2023-06-22,41891.214
2023-06-23,41891.214
2023-06-24,41891.214
2023-06-25,41891.214
2023-06-26,41891.214
2023-06-27,41891.214
2023-06-28,41891.214
2023-06-29,41891.214
2023-06-30,41891.214
2023-07-01,41891.214
2023-07-02,41891.214
2023-07-03,41891.214
2023-07-04,41891.214
2023-07-05,41891.214
2023-07-06,41891.214
2023-07-07,41891.214
2023-07-08,41891.214
2023-07-09,41891.214
2023-07-10,41891.214
2023-07-11,41891.214
2023-07-12,41891.214
2023-07-13,41891.214
2023-07-14,41891.214
2023-07-15,41891.214
2023-07-16,41891.214
2023-07-17,41891.214
2023-07-18,41891.214
2023-07-19,41891.214
2023-07-20,41891.214
2023-07-21,41891.214
2023-07-22,41891.214
2023-07-23,41891.214
2023-07-24,41891.214
2023-07-25,41891.214
2023-07-26,41891.214
2023-07-27,41891.214
2023-07-28,41891.214
2023-07-29,41891.214
2023-07-30,41891.214
2023-07-31,41891.214
2023-08-01,41891.214
2023-08-02,41891.214
2023-08-03,41891.214
2023-08-04,41891.214
2023-08-05,41891.214
2023-08-06,41891.214
2023-08-07,41888.857
2023-08-08,41887.143
2023-08-09,41887.143
2023-08-10,41887.143
2023-08-11,41887.143
2023-08-12,41887.143
2023-08-13,41875.724
2023-08-14,41881.241
2023-08-15,41863.862
2023-08-16,41863.862
2023-08-17,41863.862
2023-08-18,41864.0
2023-08-19,41864.0
2023-08-20,41864.0
2023-08-21,41864.0
2023-08-22,41864.0
2023-08-23,41864.0
2023-08-24,41864.0
2023-08-25,41864.0
2023-08-26,41864.0
2023-08-27,41864.0
2023-08-28,41843.967
2023-08-29,41770.4
2023-08-30,41770.4
2023-08-31,41337.5
2023-09-01,41115.857
2023-09-02,41115.857
2023-09-03,41082.286
2023-09-04,41082.286
2023-09-05,41127.037
2023-09-06,41134.923
2023-09-07,41134.923
2023-09-08,41120.667
2023-09-09,41120.667
2023-09-10,41120.667
2023-09-11,41120.667
2023-09-12,41087.444
2023-09-13,41087.444
2023-09-14,41087.444
2023-09-15,41087.444
2023-09-16,41087.444
2023-09-17,41074.607
2023-09-18,40950.042
2023-09-19,40950.042
2023-09-20,40913.75
2023-09-21,40883.28
2023-09-22,40883.28
2023-09-23,40883.28
2023-09-24,40883.28
2023-09-25,40883.28
2023-09-26,40883.28
2023-09-27,40883.28
2023-09-28,40883.28
2023-09-29,40883.28
2023-09-30,40883.28
2023-10-01,40883.28
2023-10-02,40883.28
2023-10-03,40867.769
2023-10-04,40867.769
2023-10-05,40867.769
2023-10-06,40867.769
2023-10-07,40867.769
2023-10-08,40867.769
2023-10-09,40848.308
2023-10-10,40852.074
2023-10-11,40852.074
2023-10-12,40687.37
2023-10-13,40564.593
2023-10-14,40564.593
2023-10-15,40564.593
2023-10-16,40562.296
2023-10-17,40549.889
2023-10-18,40549.889
2023-10-19,40549.889
2023-10-20,40549.889
2023-10-21,40549.889
2023-10-22,40549.889
2023-10-23,40529.741
2023-10-24,40529.741
2023-10-25,40529.741
2023-10-26,40529.741
2023-10-27,40529.741
2023-10-28,40529.741
2023-10-29,40529.741
2023-10-30,40480.667
2023-10-31,40480.667
2023-11-01,40480.667
2023-11-02,40479.667
2023-11-03,40479.667
2023-11-04,40479.667
2023-11-05,40479.667
2023-11-06,40464.074
2023-11-07,40464.074
2023-11-08,40464.074
2023-11-09,40464.074
2023-11-10,40464.074
2023-11-11,40464.074
2023-11-12,40464.074
2023-11-13,40464.074
2023-11-14,40464.074
2023-11-15,40464.074
2023-11-16,40464.074
2023-11-17,40464.074
2023-11-18,40464.074
2023-11-19,40464.074
2023-11-20,40464.074
2023-11-21,40464.074
2023-11-22,40463.036
2023-11-23,40463.036
2023-11-24,40463.036
2023-11-25,40463.036
2023-11-26,40463.036
2023-11-27,40463.036
2023-11-28,40463.036
2023-11-29,40463.036
2023-11-30,40462.893
2023-12-01,40462.893
2023-12-02,40462.893
2023-12-03,40462.893
2023-12-04,40457.5
2023-12-05,40463.107
2023-12-06,40471.714
2023-12-07,40394.138
2023-12-08,40335.276
2023-12-09,40335.276
2023-12-10,40335.276
2023-12-11,40234.172
2023-12-12,40221.621
2023-12-13,40173.333
2023-12-14,40173.333
2023-12-15,40175.179
2023-12-16,40175.179
2023-12-17,40175.179
2023-12-18,40175.179
2023-12-19,40175.179
2023-12-20,40175.179
2023-12-21,40175.179
2023-12-22,40175.179
2023-12-23,40175.179
2023-12-24,40175.179
2023-12-25,40175.179
2023-12-26,40175.179
2023-12-27,40175.179
2023-12-28,40175.179
2023-12-29,40175.179
2023-12-30,40175.179
2023-12-31,40175.179
2024-01-01,40175.179
2024-01-02,40181.517
