,TALO US Equity
2023-06-24,2.049
2023-06-25,2.049
2023-06-26,2.043
2023-06-27,2.043
2023-06-28,2.043
2023-06-29,2.043
2023-06-30,2.138
2023-07-01,2.138
2023-07-02,2.138
2023-07-03,2.138
2023-07-04,2.138
2023-07-05,2.138
2023-07-06,2.138
2023-07-07,2.138
2023-07-08,2.138
2023-07-09,2.138
2023-07-10,2.138
2023-07-11,2.138
2023-07-12,2.021
2023-07-13,1.873
2023-07-14,2.03
2023-07-15,2.03
2023-07-16,2.03
2023-07-17,2.03
2023-07-18,2.028
2023-07-19,1.872
2023-07-20,1.858
2023-07-21,1.858
2023-07-22,1.858
2023-07-23,1.877
2023-07-24,1.877
2023-07-25,1.877
2023-07-26,1.803
2023-07-27,1.803
2023-07-28,1.803
2023-07-29,1.803
2023-07-30,1.803
2023-07-31,1.803
2023-08-01,1.803
2023-08-02,1.803
2023-08-03,1.803
2023-08-04,1.803
2023-08-05,1.803
2023-08-06,1.803
2023-08-07,1.803
2023-08-08,1.803
2023-08-09,1.688
2023-08-10,1.662
2023-08-11,1.607
2023-08-12,1.607
2023-08-13,1.607
2023-08-14,1.678
2023-08-15,1.678
2023-08-16,1.678
2023-08-17,1.678
2023-08-18,1.678
2023-08-19,1.678
2023-08-20,1.678
2023-08-21,1.678
2023-08-22,1.753
2023-08-23,1.718
2023-08-24,1.718
2023-08-25,1.718
2023-08-26,1.718
2023-08-27,1.718
2023-08-28,1.718
2023-08-29,1.718
2023-08-30,1.718
2023-08-31,1.718
2023-09-01,1.718
2023-09-02,1.718
2023-09-03,1.718
2023-09-04,1.718
2023-09-05,1.718
2023-09-06,1.718
2023-09-07,1.568
2023-09-08,1.568
2023-09-09,1.568
2023-09-10,1.568
2023-09-11,1.568
2023-09-12,1.608
2023-09-13,1.608
2023-09-14,1.605
2023-09-15,1.605
2023-09-16,1.605
2023-09-17,1.605
2023-09-18,1.605
2023-09-19,1.605
2023-09-20,1.605
2023-09-21,1.605
2023-09-22,1.605
2023-09-23,1.605
2023-09-24,1.605
2023-09-25,1.605
2023-09-26,1.605
2023-09-27,1.605
2023-09-28,1.605
2023-09-29,1.605
2023-09-30,1.605
2023-10-01,1.605
2023-10-02,1.605
2023-10-03,1.605
2023-10-04,1.605
2023-10-05,1.605
2023-10-06,1.605
2023-10-07,1.605
2023-10-08,1.605
2023-10-09,1.605
2023-10-10,1.605
2023-10-11,1.605
2023-10-12,1.623
2023-10-13,1.623
2023-10-14,1.621
2023-10-15,1.64
2023-10-16,1.697
2023-10-17,1.697
2023-10-18,1.748
2023-10-19,1.748
2023-10-20,1.748
2023-10-21,1.748
2023-10-22,1.748
2023-10-23,1.748
2023-10-24,1.747
2023-10-25,1.747
2023-10-26,1.747
2023-10-27,1.747
2023-10-28,1.747
2023-10-29,1.747
2023-10-30,1.727
2023-10-31,1.727
2023-11-01,1.727
2023-11-02,1.727
2023-11-03,1.727
2023-11-04,1.727
2023-11-05,1.727
2023-11-06,1.727
2023-11-07,1.662
2023-11-08,1.649
2023-11-09,1.527
2023-11-10,1.527
2023-11-11,1.527
2023-11-12,1.421
2023-11-13,1.378
2023-11-14,1.373
2023-11-15,1.373
2023-11-16,1.373
2023-11-17,1.373
2023-11-18,1.373
2023-11-19,1.3
2023-11-20,1.3
2023-11-21,1.216
2023-11-22,1.15
2023-11-23,1.15
2023-11-24,1.15
2023-11-25,1.15
2023-11-26,1.15
2023-11-27,1.15
2023-11-28,1.15
2023-11-29,1.15
2023-11-30,1.15
2023-12-01,1.15
2023-12-02,1.15
2023-12-03,1.15
2023-12-04,1.15
2023-12-05,1.14
2023-12-06,1.14
2023-12-07,0.981
2023-12-08,0.981
2023-12-09,0.981
2023-12-10,0.981
2023-12-11,0.96
2023-12-12,0.96
2023-12-13,0.96
2023-12-14,0.96
2023-12-15,0.96
2023-12-16,0.96
2023-12-17,0.96
2023-12-18,0.96
2023-12-19,1.057
2023-12-20,1.057
2023-12-21,0.983
2023-12-22,0.983
2023-12-23,0.983
2023-12-24,0.983
2023-12-25,0.983
2023-12-26,0.983
2023-12-27,0.983
2023-12-28,0.983
2023-12-29,0.983
2023-12-30,0.983
2023-12-31,0.983
2024-01-01,0.983
2024-01-02,0.983
2024-01-03,0.954
2024-01-04,0.954
2024-01-05,0.954
2024-01-06,0.954
2024-01-07,0.954
2024-01-08,0.926
2024-01-09,0.926
2024-01-10,0.862
2024-01-11,0.862
2024-01-12,0.862
2024-01-13,0.862
2024-01-14,0.862
2024-01-15,0.779
2024-01-16,0.847
2024-01-17,0.858
2024-01-18,0.843
2024-01-19,0.843
2024-01-20,0.843
2024-01-21,0.843
2024-01-22,0.867
2024-01-23,0.829
2024-01-24,0.792
2024-01-25,0.797
2024-01-26,0.779
2024-01-27,0.779
2024-01-28,0.779
2024-01-29,0.777
2024-01-30,0.777
2024-01-31,0.777
2024-02-01,0.777
2024-02-02,0.7
2024-02-03,0.7
2024-02-04,0.7
2024-02-05,0.7
2024-02-06,0.7
2024-02-07,0.71
2024-02-08,0.71
2024-02-09,0.71
2024-02-10,0.71
2024-02-11,0.71
2024-02-12,0.71
2024-02-13,0.71
2024-02-14,0.71
2024-02-15,0.71
2024-02-16,0.71
2024-02-17,0.71
2024-02-18,0.71
2024-02-19,0.71
2024-02-20,0.71
2024-02-21,0.71
2024-02-22,0.71
2024-02-23,0.71
2024-02-24,0.71
2024-02-25,0.71
2024-02-26,0.71
2024-02-27,0.71
2024-02-28,0.71
2024-02-29,0.58
2024-03-01,0.511
2024-03-02,0.511
2024-03-03,0.472
2024-03-04,0.386
2024-03-05,0.386
2024-03-06,0.386
2024-03-07,0.386
2024-03-08,0.473
2024-03-09,0.473
2024-03-10,0.473
2024-03-11,0.439
2024-03-12,0.416
2024-03-13,0.427
2024-03-14,0.427
2024-03-15,0.427
2024-03-16,0.427
2024-03-17,0.429
2024-03-18,0.429
2024-03-19,0.347
2024-03-20,0.336
2024-03-21,0.3
2024-03-22,0.282
2024-03-23,0.282
2024-03-24,0.282
2024-03-25,0.282
2024-03-26,0.282
2024-03-27,0.292
2024-03-28,0.292
2024-03-29,0.292
2024-03-30,0.292
2024-03-31,0.292
2024-04-01,0.299
2024-04-02,0.299
2024-04-03,0.299
2024-04-04,0.299
2024-04-05,0.299
2024-04-06,0.299
2024-04-07,0.299
2024-04-08,0.299
