,CWH US Equity
2023-05-09,73.2834
2023-05-10,73.2834
2023-05-11,73.2834
2023-05-12,73.2834
2023-05-13,73.2834
2023-05-14,73.2834
2023-05-15,73.2834
2023-05-16,73.2834
2023-05-17,73.2834
2023-05-18,73.2834
2023-05-19,73.2834
2023-05-20,73.2834
2023-05-21,73.2834
2023-05-22,73.2834
2023-05-23,73.2834
2023-05-24,73.2834
2023-05-25,73.2834
2023-05-26,73.2834
2023-05-27,73.2834
2023-05-28,73.2834
2023-05-29,73.2834
2023-05-30,73.2834
2023-05-31,73.2834
2023-06-01,73.2834
2023-06-02,73.2834
2023-06-03,73.2834
2023-06-04,73.2834
2023-06-05,73.2834
2023-06-06,73.2834
2023-06-07,73.2834
2023-06-08,73.2834
2023-06-09,73.2834
2023-06-10,73.2834
2023-06-11,73.2834
2023-06-12,73.2834
2023-06-13,73.2834
2023-06-14,73.2834
2023-06-15,73.2834
2023-06-16,73.2834
2023-06-17,73.2834
2023-06-18,73.2834
2023-06-19,73.2834
2023-06-20,73.2834
2023-06-21,73.2834
2023-06-22,73.2834
2023-06-23,73.2834
2023-06-24,73.2834
2023-06-25,73.2834
2023-06-26,73.2834
2023-06-27,73.2834
2023-06-28,73.2834
2023-06-29,73.2834
2023-06-30,24.236
2023-07-01,24.236
2023-07-02,24.236
2023-07-03,24.236
2023-07-04,24.236
2023-07-05,24.236
2023-07-06,24.236
2023-07-07,24.236
2023-07-08,24.236
2023-07-09,24.236
2023-07-10,24.236
2023-07-11,24.236
2023-07-12,24.236
2023-07-13,24.236
2023-07-14,24.236
2023-07-15,24.236
2023-07-16,24.236
2023-07-17,24.236
2023-07-18,24.236
2023-07-19,24.236
2023-07-20,24.236
2023-07-21,24.236
2023-07-22,24.236
2023-07-23,24.236
2023-07-24,24.236
2023-07-25,24.236
2023-07-26,24.236
2023-07-27,24.236
2023-07-28,24.236
2023-07-29,24.236
2023-07-30,24.236
2023-07-31,24.236
2023-08-01,24.236
2023-08-02,24.236
2023-08-03,24.236
2023-08-04,24.236
2023-08-05,24.236
2023-08-06,24.236
2023-08-07,24.236
2023-08-08,24.236
2023-08-09,24.236
2023-08-10,24.236
2023-08-11,24.236
2023-08-12,24.236
2023-08-13,24.236
2023-08-14,24.236
2023-08-15,24.236
2023-08-16,24.236
2023-08-17,24.236
2023-08-18,24.236
2023-08-19,24.236
2023-08-20,24.236
2023-08-21,24.236
2023-08-22,24.236
2023-08-23,24.236
2023-08-24,24.236
2023-08-25,24.236
2023-08-26,24.236
2023-08-27,24.236
2023-08-28,24.236
2023-08-29,24.236
2023-08-30,24.236
2023-08-31,24.236
2023-09-01,24.236
2023-09-02,24.236
2023-09-03,24.236
2023-09-04,24.236
2023-09-05,24.236
2023-09-06,24.236
2023-09-07,24.236
2023-09-08,24.236
2023-09-09,24.236
2023-09-10,24.236
2023-09-11,24.236
2023-09-12,24.236
2023-09-13,24.236
2023-09-14,24.236
2023-09-15,24.236
2023-09-16,24.236
2023-09-17,24.236
2023-09-18,24.236
2023-09-19,24.236
2023-09-20,24.236
2023-09-21,24.236
2023-09-22,24.236
2023-09-23,24.236
2023-09-24,24.236
2023-09-25,24.236
2023-09-26,24.236
2023-09-27,24.236
2023-09-28,24.236
2023-09-29,24.236
2023-09-30,8.1866
2023-10-01,8.1866
2023-10-02,8.1866
2023-10-03,8.1866
2023-10-04,8.1866
2023-10-05,8.1866
2023-10-06,8.1866
2023-10-07,8.1866
2023-10-08,8.1866
2023-10-09,8.1866
2023-10-10,8.1866
2023-10-11,8.1866
2023-10-12,8.1866
2023-10-13,8.1866
2023-10-14,8.1866
2023-10-15,8.1866
2023-10-16,8.1866
2023-10-17,8.1866
2023-10-18,8.1866
2023-10-19,8.1866
2023-10-20,8.1866
2023-10-21,8.1866
2023-10-22,8.1866
2023-10-23,8.1866
2023-10-24,8.1866
2023-10-25,8.1866
2023-10-26,8.1866
2023-10-27,8.1866
2023-10-28,8.1866
2023-10-29,8.1866
2023-10-30,8.1866
2023-10-31,8.1866
2023-11-01,8.1866
2023-11-02,8.1866
2023-11-03,8.1866
2023-11-04,8.1866
2023-11-05,8.1866
2023-11-06,8.1866
2023-11-07,8.1866
2023-11-08,8.1866
2023-11-09,8.1866
2023-11-10,8.1866
2023-11-11,8.1866
2023-11-12,8.1866
2023-11-13,8.1866
2023-11-14,8.1866
2023-11-15,8.1866
2023-11-16,8.1866
2023-11-17,8.1866
2023-11-18,8.1866
2023-11-19,8.1866
2023-11-20,8.1866
2023-11-21,8.1866
2023-11-22,8.1866
2023-11-23,8.1866
2023-11-24,8.1866
2023-11-25,8.1866
2023-11-26,8.1866
2023-11-27,8.1866
2023-11-28,8.1866
2023-11-29,8.1866
2023-11-30,8.1866
2023-12-01,8.1866
2023-12-02,8.1866
2023-12-03,8.1866
2023-12-04,8.1866
2023-12-05,8.1866
2023-12-06,8.1866
2023-12-07,8.1866
2023-12-08,8.1866
2023-12-09,8.1866
2023-12-10,8.1866
2023-12-11,8.1866
2023-12-12,8.1866
2023-12-13,8.1866
2023-12-14,8.1866
2023-12-15,8.1866
2023-12-16,8.1866
2023-12-17,8.1866
2023-12-18,8.1866
2023-12-19,8.1866
2023-12-20,8.1866
2023-12-21,8.1866
2023-12-22,8.1866
2023-12-23,8.1866
2023-12-24,8.1866
2023-12-25,8.1866
2023-12-26,8.1866
2023-12-27,8.1866
2023-12-28,8.1866
2023-12-29,8.1866
2023-12-30,8.1866
2023-12-31,22.7918
2024-01-01,22.7918
2024-01-02,22.7918
2024-01-03,22.7918
2024-01-04,22.7918
2024-01-05,22.7918
2024-01-06,22.7918
2024-01-07,22.7918
2024-01-08,22.7918
2024-01-09,22.7918
2024-01-10,22.7918
2024-01-11,22.7918
2024-01-12,22.7918
2024-01-13,22.7918
2024-01-14,22.7918
2024-01-15,22.7918
2024-01-16,22.7918
2024-01-17,22.7918
2024-01-18,22.7918
2024-01-19,22.7918
2024-01-20,22.7918
2024-01-21,22.7918
2024-01-22,22.7918
2024-01-23,22.7918
2024-01-24,22.7918
2024-01-25,22.7918
2024-01-26,22.7918
2024-01-27,22.7918
2024-01-28,22.7918
2024-01-29,22.7918
2024-01-30,22.7918
2024-01-31,22.7918
2024-02-01,22.7918
2024-02-02,22.7918
2024-02-03,22.7918
2024-02-04,22.7918
2024-02-05,22.7918
2024-02-06,22.7918
2024-02-07,22.7918
2024-02-08,22.7918
2024-02-09,22.7918
2024-02-10,22.7918
2024-02-11,22.7918
2024-02-12,22.7918
2024-02-13,22.7918
2024-02-14,22.7918
2024-02-15,22.7918
2024-02-16,22.7918
2024-02-17,22.7918
2024-02-18,22.7918
2024-02-19,22.7918
2024-02-20,22.7918
2024-02-21,22.7918
2024-02-22,22.7918
2024-02-23,22.7918
2024-02-24,22.7918
2024-02-25,22.7918
2024-02-26,22.7918
2024-02-27,22.7918
2024-02-28,22.7918
2024-02-29,22.7918
2024-03-01,22.7918
2024-03-02,22.7918
2024-03-03,22.7918
2024-03-04,22.7918
2024-03-05,22.7918
2024-03-06,22.7918
2024-03-07,22.7918
2024-03-08,22.7918
2024-03-09,22.7918
2024-03-10,22.7918
2024-03-11,22.7918
2024-03-12,22.7918
2024-03-13,22.7918
2024-03-14,22.7918
2024-03-15,22.7918
2024-03-16,22.7918
2024-03-17,22.7918
2024-03-18,22.7918
2024-03-19,22.7918
2024-03-20,22.7918
2024-03-21,22.7918
2024-03-22,22.7918
2024-03-23,22.7918
2024-03-24,22.7918
2024-03-25,22.7918
2024-03-26,22.7918
2024-03-27,22.7918
2024-03-28,22.7918
2024-03-29,22.7918
2024-03-30,22.7918
2024-03-31,22.7918
2024-04-01,22.7918
2024-04-02,22.7918
2024-04-03,22.7918
2024-04-04,22.7918
2024-04-05,22.7918
2024-04-06,22.7918
2024-04-07,22.7918
2024-04-08,22.7918
