,TKR US Equity
2023-09-14,1.873
2023-09-15,1.87
2023-09-16,1.87
2023-09-17,1.87
2023-09-18,1.842
2023-09-19,1.847
2023-09-20,1.865
2023-09-21,1.883
2023-09-22,1.883
2023-09-23,1.883
2023-09-24,1.883
2023-09-25,1.873
2023-09-26,1.879
2023-09-27,1.85
2023-09-28,1.836
2023-09-29,1.85
2023-09-30,1.85
2023-10-01,1.85
2023-10-02,1.869
2023-10-03,1.889
2023-10-04,1.89
2023-10-05,1.904
2023-10-06,1.85
2023-10-07,1.85
2023-10-08,1.85
2023-10-09,1.859
2023-10-10,1.838
2023-10-11,1.868
2023-10-12,1.9
2023-10-13,1.933
2023-10-14,1.933
2023-10-15,1.933
2023-10-16,1.888
2023-10-17,1.833
2023-10-18,1.927
2023-10-19,1.956
2023-10-20,1.959
2023-10-21,1.959
2023-10-22,1.959
2023-10-23,1.984
2023-10-24,1.975
2023-10-25,1.984
2023-10-26,1.965
2023-10-27,1.992
2023-10-28,1.992
2023-10-29,1.992
2023-10-30,1.967
2023-10-31,1.976
2023-11-01,1.985
2023-11-02,1.92
2023-11-03,1.873
2023-11-04,1.873
2023-11-05,1.873
2023-11-06,1.902
2023-11-07,1.928
2023-11-08,1.921
2023-11-09,1.936
2023-11-10,1.899
2023-11-11,1.899
2023-11-12,1.899
2023-11-13,1.922
2023-11-14,1.834
2023-11-15,1.85
2023-11-16,1.875
2023-11-17,1.821
2023-11-18,1.821
2023-11-19,1.821
2023-11-20,1.832
2023-11-21,1.859
2023-11-22,1.853
2023-11-23,1.853
2023-11-24,1.833
2023-11-25,1.833
2023-11-26,1.833
2023-11-27,1.864
2023-11-28,1.882
2023-11-29,1.858
2023-11-30,1.872
2023-12-01,1.816
2023-12-02,1.816
2023-12-03,1.816
2023-12-04,1.805
2023-12-05,1.836
2023-12-06,1.808
2023-12-07,1.834
2023-12-08,1.827
2023-12-09,1.827
2023-12-10,1.827
2023-12-11,1.822
2023-12-12,1.833
2023-12-13,1.783
2023-12-14,1.668
2023-12-15,1.707
2023-12-16,1.707
2023-12-17,1.707
2023-12-18,1.713
2023-12-19,1.686
2023-12-20,1.722
2023-12-21,1.698
2023-12-22,1.696
2023-12-23,1.696
2023-12-24,1.696
2023-12-25,1.696
2023-12-26,1.676
2023-12-27,1.683
2023-12-28,1.688
2023-12-29,1.691
2023-12-30,1.691
2023-12-31,1.691
2024-01-01,1.691
2024-01-02,1.718
2024-01-03,1.759
2024-01-04,1.735
2024-01-05,1.724
2024-01-06,1.724
2024-01-07,1.724
2024-01-08,1.719
2024-01-09,1.732
2024-01-10,1.725
2024-01-11,1.717
2024-01-12,1.73
2024-01-13,1.73
2024-01-14,1.73
2024-01-15,1.73
2024-01-16,1.739
2024-01-17,1.751
2024-01-18,1.734
2024-01-19,1.72
2024-01-20,1.72
2024-01-21,1.72
2024-01-22,1.699
2024-01-23,1.689
2024-01-24,1.708
2024-01-25,1.659
2024-01-26,1.666
2024-01-27,1.666
2024-01-28,1.666
2024-01-29,1.638
2024-01-30,1.641
2024-01-31,1.656
2024-02-01,1.593
2024-02-02,1.579
2024-02-03,1.579
2024-02-04,1.579
2024-02-05,1.652
2024-02-06,1.662
2024-02-07,1.665
2024-02-08,1.684
2024-02-09,1.645
2024-02-10,1.645
2024-02-11,1.645
2024-02-12,1.626
2024-02-13,1.7
2024-02-14,1.676
2024-02-15,1.668
2024-02-16,1.656
2024-02-17,1.656
2024-02-18,1.656
2024-02-19,1.656
2024-02-20,1.696
2024-02-21,1.694
2024-02-22,1.678
2024-02-23,1.676
2024-02-24,1.676
2024-02-25,1.676
2024-02-26,1.654
2024-02-27,1.617
2024-02-28,1.61
2024-02-29,1.609
2024-03-01,1.597
2024-03-02,1.597
2024-03-03,1.597
2024-03-04,1.584
2024-03-05,1.624
2024-03-06,1.59
2024-03-07,1.573
2024-03-08,1.565
2024-03-09,1.565
2024-03-10,1.565
2024-03-11,1.574
2024-03-12,1.561
2024-03-13,1.552
2024-03-14,1.581
2024-03-15,1.586
2024-03-16,1.586
2024-03-17,1.586
2024-03-18,1.598
2024-03-19,1.59
2024-03-20,1.563
2024-03-21,1.514
2024-03-22,1.542
2024-03-23,1.542
2024-03-24,1.542
2024-03-25,1.562
2024-03-26,1.567
2024-03-27,1.533
2024-03-28,1.545
2024-03-29,1.545
2024-03-30,1.545
2024-03-31,1.545
2024-04-01,1.538
2024-04-02,1.564
2024-04-03,1.546
2024-04-04,1.567
2024-04-05,1.538
2024-04-06,1.538
2024-04-07,1.538
2024-04-08,1.531
