,ESNT US Equity
2023-09-03,2.084
2023-09-04,2.084
2023-09-05,2.146
2023-09-06,2.137
2023-09-07,2.138
2023-09-08,2.131
2023-09-09,2.131
2023-09-10,2.131
2023-09-11,2.135
2023-09-12,2.128
2023-09-13,2.161
2023-09-14,2.148
2023-09-15,2.145
2023-09-16,2.145
2023-09-17,2.145
2023-09-18,2.119
2023-09-19,2.132
2023-09-20,2.157
2023-09-21,2.186
2023-09-22,2.192
2023-09-23,2.192
2023-09-24,2.192
2023-09-25,2.179
2023-09-26,2.205
2023-09-27,2.217
2023-09-28,2.195
2023-09-29,2.243
2023-09-30,2.243
2023-10-01,2.243
2023-10-02,2.262
2023-10-03,2.289
2023-10-04,2.259
2023-10-05,2.233
2023-10-06,2.231
2023-10-07,2.231
2023-10-08,2.231
2023-10-09,2.225
2023-10-10,2.205
2023-10-11,2.178
2023-10-12,2.185
2023-10-13,2.217
2023-10-14,2.217
2023-10-15,2.217
2023-10-16,2.161
2023-10-17,2.145
2023-10-18,2.19
2023-10-19,2.24
2023-10-20,2.26
2023-10-21,2.26
2023-10-22,2.26
2023-10-23,2.262
2023-10-24,2.272
2023-10-25,2.284
2023-10-26,2.285
2023-10-27,2.305
2023-10-28,2.305
2023-10-29,2.305
2023-10-30,2.291
2023-10-31,2.246
2023-11-01,2.22
2023-11-02,2.207
2023-11-03,2.162
2023-11-04,2.162
2023-11-05,2.162
2023-11-06,2.168
2023-11-07,2.193
2023-11-08,2.221
2023-11-09,2.232
2023-11-10,2.203
2023-11-11,2.203
2023-11-12,2.203
2023-11-13,2.211
2023-11-14,2.155
2023-11-15,2.151
2023-11-16,2.216
2023-11-17,2.186
2023-11-18,2.186
2023-11-19,2.186
2023-11-20,2.169
2023-11-21,2.215
2023-11-22,2.193
2023-11-23,2.193
2023-11-24,2.186
2023-11-25,2.186
2023-11-26,2.186
2023-11-27,2.191
2023-11-28,2.214
2023-11-29,2.203
2023-11-30,2.177
2023-12-01,2.145
2023-12-02,2.145
2023-12-03,2.145
2023-12-04,2.117
2023-12-05,2.155
2023-12-06,2.16
2023-12-07,2.129
2023-12-08,2.103
2023-12-09,2.103
2023-12-10,2.103
2023-12-11,2.082
2023-12-12,2.073
2023-12-13,2.012
2023-12-14,1.985
2023-12-15,2.044
2023-12-16,2.044
2023-12-17,2.044
2023-12-18,2.033
2023-12-19,1.997
2023-12-20,2.001
2023-12-21,1.971
2023-12-22,1.955
2023-12-23,1.955
2023-12-24,1.955
2023-12-25,1.955
2023-12-26,1.952
2023-12-27,1.954
2023-12-28,1.951
2023-12-29,1.972
2023-12-30,1.972
2023-12-31,1.972
2024-01-01,1.972
2024-01-02,1.966
2024-01-03,1.975
2024-01-04,1.957
2024-01-05,1.968
2024-01-06,1.968
2024-01-07,1.968
2024-01-08,1.949
2024-01-09,1.981
2024-01-10,1.958
2024-01-11,1.968
2024-01-12,1.942
2024-01-13,1.942
2024-01-14,1.942
2024-01-15,1.942
2024-01-16,1.971
2024-01-17,1.971
2024-01-18,1.945
2024-01-19,1.884
2024-01-20,1.884
2024-01-21,1.884
2024-01-22,1.885
2024-01-23,1.905
2024-01-24,1.89
2024-01-25,1.882
2024-01-26,1.871
2024-01-27,1.871
2024-01-28,1.871
2024-01-29,1.869
2024-01-30,1.851
2024-01-31,1.886
2024-02-01,1.887
2024-02-02,1.901
2024-02-03,1.901
2024-02-04,1.901
2024-02-05,1.943
2024-02-06,1.931
2024-02-07,1.958
2024-02-08,1.966
2024-02-09,2.098
2024-02-10,2.098
2024-02-11,2.098
2024-02-12,2.084
2024-02-13,2.137
2024-02-14,2.118
2024-02-15,2.068
2024-02-16,2.111
2024-02-17,2.111
2024-02-18,2.111
2024-02-19,2.111
2024-02-20,2.156
2024-02-21,2.163
2024-02-22,2.179
2024-02-23,2.155
2024-02-24,2.155
2024-02-25,2.155
2024-02-26,2.179
2024-02-27,2.168
2024-02-28,2.135
2024-02-29,2.128
2024-03-01,2.128
2024-03-02,2.128
2024-03-03,2.128
2024-03-04,2.128
2024-03-05,2.124
2024-03-06,2.117
2024-03-07,2.112
2024-03-08,2.112
2024-03-09,2.112
2024-03-10,2.112
2024-03-11,2.048
2024-03-12,2.037
2024-03-13,2.029
2024-03-14,2.05
2024-03-15,2.05
2024-03-16,2.05
2024-03-17,2.05
2024-03-18,2.084
2024-03-19,2.03
2024-03-20,1.954
2024-03-21,1.939
2024-03-22,1.965
2024-03-23,1.965
2024-03-24,1.965
2024-03-25,1.957
2024-03-26,1.969
2024-03-27,1.921
2024-03-28,1.906
2024-03-29,1.906
2024-03-30,1.906
2024-03-31,1.906
2024-04-01,1.926
2024-04-02,1.937
2024-04-03,1.949
2024-04-04,2.009
2024-04-05,1.999
2024-04-06,1.999
2024-04-07,1.999
2024-04-08,1.996
