,ORCL US Equity
2023-08-14,1.369
2023-08-15,1.349
2023-08-16,1.372
2023-08-17,1.377
2023-08-18,1.358
2023-08-19,1.358
2023-08-20,1.358
2023-08-21,1.357
2023-08-22,1.357
2023-08-23,1.342
2023-08-24,1.401
2023-08-25,1.363
2023-08-26,1.363
2023-08-27,1.363
2023-08-28,1.354
2023-08-29,1.311
2023-08-30,1.306
2023-08-31,1.314
2023-09-01,1.306
2023-09-02,1.306
2023-09-03,1.306
2023-09-04,1.306
2023-09-05,1.273
2023-09-06,1.27
2023-09-07,1.262
2023-09-08,1.25
2023-09-09,1.25
2023-09-10,1.25
2023-09-11,1.246
2023-09-12,1.463
2023-09-13,1.448
2023-09-14,1.425
2023-09-15,1.422
2023-09-16,1.422
2023-09-17,1.422
2023-09-18,1.443
2023-09-19,1.436
2023-09-20,1.431
2023-09-21,1.476
2023-09-22,1.481
2023-09-23,1.481
2023-09-24,1.481
2023-09-25,1.491
2023-09-26,1.54
2023-09-27,1.544
2023-09-28,1.522
2023-09-29,1.525
2023-09-30,1.525
2023-10-01,1.525
2023-10-02,1.514
2023-10-03,1.545
2023-10-04,1.508
2023-10-05,1.491
2023-10-06,1.469
2023-10-07,1.469
2023-10-08,1.469
2023-10-09,1.464
2023-10-10,1.472
2023-10-11,1.468
2023-10-12,1.475
2023-10-13,1.487
2023-10-14,1.487
2023-10-15,1.487
2023-10-16,1.48
2023-10-17,1.476
2023-10-18,1.487
2023-10-19,1.485
2023-10-20,1.58
2023-10-21,1.58
2023-10-22,1.58
2023-10-23,1.553
2023-10-24,1.559
2023-10-25,1.587
2023-10-26,1.603
2023-10-27,1.594
2023-10-28,1.594
2023-10-29,1.594
2023-10-30,1.583
2023-10-31,1.556
2023-11-01,1.522
2023-11-02,1.506
2023-11-03,1.489
2023-11-04,1.489
2023-11-05,1.489
2023-11-06,1.475
2023-11-07,1.477
2023-11-08,1.433
2023-11-09,1.435
2023-11-10,1.423
2023-11-11,1.423
2023-11-12,1.423
2023-11-13,1.41
2023-11-14,1.386
2023-11-15,1.411
2023-11-16,1.403
2023-11-17,1.395
2023-11-18,1.395
2023-11-19,1.395
2023-11-20,1.376
2023-11-21,1.386
2023-11-22,1.385
2023-11-23,1.385
2023-11-24,1.384
2023-11-25,1.384
2023-11-26,1.384
2023-11-27,1.382
2023-11-28,1.385
2023-11-29,1.385
2023-11-30,1.385
2023-12-01,1.374
2023-12-02,1.374
2023-12-03,1.374
2023-12-04,1.39
2023-12-05,1.405
2023-12-06,1.437
2023-12-07,1.426
2023-12-08,1.417
2023-12-09,1.417
2023-12-10,1.417
2023-12-11,1.393
2023-12-12,1.592
2023-12-13,1.559
2023-12-14,1.6
2023-12-15,1.554
2023-12-16,1.554
2023-12-17,1.554
2023-12-18,1.529
2023-12-19,1.511
2023-12-20,1.541
2023-12-21,1.516
2023-12-22,1.512
2023-12-23,1.512
2023-12-24,1.512
2023-12-25,1.512
2023-12-26,1.512
2023-12-27,1.515
2023-12-28,1.511
2023-12-29,1.523
2023-12-30,1.523
2023-12-31,1.523
2024-01-01,1.523
2024-01-02,1.543
2024-01-03,1.567
2024-01-04,1.565
2024-01-05,1.562
2024-01-06,1.562
2024-01-07,1.562
2024-01-08,1.534
2024-01-09,1.549
2024-01-10,1.539
2024-01-11,1.526
2024-01-12,1.5
2024-01-13,1.5
2024-01-14,1.5
2024-01-15,1.5
2024-01-16,1.501
2024-01-17,1.502
2024-01-18,1.47
2024-01-19,1.457
2024-01-20,1.457
2024-01-21,1.457
2024-01-22,1.452
2024-01-23,1.429
2024-01-24,1.398
2024-01-25,1.39
2024-01-26,1.394
2024-01-27,1.394
2024-01-28,1.394
2024-01-29,1.405
2024-01-30,1.4
2024-01-31,1.431
2024-02-01,1.383
2024-02-02,1.38
2024-02-03,1.38
2024-02-04,1.38
2024-02-05,1.373
2024-02-06,1.386
2024-02-07,1.363
2024-02-08,1.37
2024-02-09,1.37
2024-02-10,1.37
2024-02-11,1.37
2024-02-12,1.38
2024-02-13,1.406
2024-02-14,1.399
2024-02-15,1.417
2024-02-16,1.436
2024-02-17,1.436
2024-02-18,1.436
2024-02-19,1.436
2024-02-20,1.474
2024-02-21,1.478
2024-02-22,1.44
2024-02-23,1.428
2024-02-24,1.428
2024-02-25,1.428
2024-02-26,1.44
2024-02-27,1.435
2024-02-28,1.431
2024-02-29,1.431
2024-03-01,1.405
2024-03-02,1.405
2024-03-03,1.405
2024-03-04,1.401
2024-03-05,1.441
2024-03-06,1.423
2024-03-07,1.395
2024-03-08,1.422
2024-03-09,1.422
2024-03-10,1.422
2024-03-11,1.404
2024-03-12,1.244
2024-03-13,1.264
2024-03-14,1.264
2024-03-15,1.263
2024-03-16,1.263
2024-03-17,1.263
2024-03-18,1.241
2024-03-19,1.228
2024-03-20,1.227
2024-03-21,1.229
2024-03-22,1.241
2024-03-23,1.241
2024-03-24,1.241
2024-03-25,1.258
2024-03-26,1.254
2024-03-27,1.266
2024-03-28,1.263
2024-03-29,1.263
2024-03-30,1.263
2024-03-31,1.263
2024-04-01,1.264
2024-04-02,1.276
2024-04-03,1.256
2024-04-04,1.277
2024-04-05,1.27
2024-04-06,1.27
2024-04-07,1.27
2024-04-08,1.276
