,FIBK US Equity
2023-09-19,7.841
2023-09-20,7.897
2023-09-21,7.997
2023-09-22,8.107
2023-09-23,8.107
2023-09-24,8.107
2023-09-25,7.946
2023-09-26,7.929
2023-09-27,8.057
2023-09-28,7.971
2023-09-29,7.856
2023-09-30,7.856
2023-10-01,7.856
2023-10-02,7.988
2023-10-03,8.195
2023-10-04,8.147
2023-10-05,7.955
2023-10-06,7.949
2023-10-07,7.949
2023-10-08,7.949
2023-10-09,8.007
2023-10-10,8.04
2023-10-11,8.004
2023-10-12,8.113
2023-10-13,8.526
2023-10-14,8.526
2023-10-15,8.526
2023-10-16,8.302
2023-10-17,7.958
2023-10-18,8.299
2023-10-19,8.363
2023-10-20,8.818
2023-10-21,8.818
2023-10-22,8.818
2023-10-23,8.802
2023-10-24,9.038
2023-10-25,9.017
2023-10-26,8.299
2023-10-27,8.563
2023-10-28,8.563
2023-10-29,8.563
2023-10-30,8.379
2023-10-31,8.466
2023-11-01,8.437
2023-11-02,7.914
2023-11-03,7.732
2023-11-04,7.732
2023-11-05,7.732
2023-11-06,7.773
2023-11-07,7.849
2023-11-08,8.016
2023-11-09,8.216
2023-11-10,8.219
2023-11-11,8.219
2023-11-12,8.219
2023-11-13,8.17
2023-11-14,7.49
2023-11-15,7.443
2023-11-16,7.496
2023-11-17,7.461
2023-11-18,7.461
2023-11-19,7.461
2023-11-20,7.446
2023-11-21,7.679
2023-11-22,7.585
2023-11-23,7.585
2023-11-24,7.534
2023-11-25,7.534
2023-11-26,7.534
2023-11-27,7.564
2023-11-28,7.525
2023-11-29,7.321
2023-11-30,7.4
2023-12-01,6.929
2023-12-02,6.929
2023-12-03,6.929
2023-12-04,6.932
2023-12-05,7.122
2023-12-06,7.016
2023-12-07,6.811
2023-12-08,6.77
2023-12-09,6.77
2023-12-10,6.77
2023-12-11,6.782
2023-12-12,6.806
2023-12-13,6.334
2023-12-14,5.961
2023-12-15,6.05
2023-12-16,6.05
2023-12-17,6.05
2023-12-18,6.125
2023-12-19,6.055
2023-12-20,6.221
2023-12-21,6.186
2023-12-22,6.147
2023-12-23,6.147
2023-12-24,6.147
2023-12-25,6.147
2023-12-26,6.012
2023-12-27,6.077
2023-12-28,6.094
2023-12-29,6.231
2023-12-30,6.231
2023-12-31,6.231
2024-01-01,6.231
2024-01-02,6.131
2024-01-03,6.317
2024-01-04,6.33
2024-01-05,6.346
2024-01-06,6.346
2024-01-07,6.346
2024-01-08,6.319
2024-01-09,6.38
2024-01-10,6.374
2024-01-11,6.471
2024-01-12,6.591
2024-01-13,6.591
2024-01-14,6.591
2024-01-15,6.591
2024-01-16,6.723
2024-01-17,6.746
2024-01-18,6.706
2024-01-19,6.577
2024-01-20,6.577
2024-01-21,6.577
2024-01-22,6.482
2024-01-23,6.57
2024-01-24,6.582
2024-01-25,6.727
2024-01-26,6.662
2024-01-27,6.662
2024-01-28,6.662
2024-01-29,6.517
2024-01-30,6.564
2024-01-31,6.962
2024-02-01,7.249
2024-02-02,7.255
2024-02-03,7.255
2024-02-04,7.255
2024-02-05,7.344
2024-02-06,7.302
2024-02-07,7.435
2024-02-08,7.4
2024-02-09,7.365
2024-02-10,7.365
2024-02-11,7.365
2024-02-12,7.093
2024-02-13,7.563
2024-02-14,7.391
2024-02-15,7.024
2024-02-16,7.152
2024-02-17,7.152
2024-02-18,7.152
2024-02-19,7.152
2024-02-20,7.188
2024-02-21,7.201
2024-02-22,7.056
2024-02-23,7.05
2024-02-24,7.05
2024-02-25,7.05
2024-02-26,7.125
2024-02-27,7.125
2024-02-28,7.232
2024-02-29,7.147
2024-03-01,7.21
2024-03-02,7.21
2024-03-03,7.21
2024-03-04,7.09
2024-03-05,6.815
2024-03-06,7.074
2024-03-07,7.056
2024-03-08,7.071
2024-03-09,7.071
2024-03-10,7.071
2024-03-11,7.045
2024-03-12,7.152
2024-03-13,7.215
2024-03-14,7.518
2024-03-15,7.461
2024-03-16,7.461
2024-03-17,7.461
2024-03-18,7.539
2024-03-19,7.444
2024-03-20,7.215
2024-03-21,7.085
2024-03-22,7.155
2024-03-23,7.155
2024-03-24,7.155
2024-03-25,7.139
2024-03-26,7.158
2024-03-27,6.808
2024-03-28,6.913
2024-03-29,6.913
2024-03-30,6.913
2024-03-31,6.913
2024-04-01,7.158
2024-04-02,7.353
2024-04-03,7.302
2024-04-04,7.294
2024-04-05,7.279
2024-04-06,7.279
2024-04-07,7.279
2024-04-08,7.144
