,MKC US Equity
2023-06-23,1.798
2023-06-24,1.798
2023-06-25,1.798
2023-06-26,1.807
2023-06-27,1.808
2023-06-28,1.836
2023-06-29,1.939
2023-06-30,1.927
2023-07-01,1.927
2023-07-02,1.927
2023-07-03,1.906
2023-07-04,1.906
2023-07-05,1.972
2023-07-06,2.003
2023-07-07,2.018
2023-07-08,2.018
2023-07-09,2.018
2023-07-10,2.051
2023-07-11,2.046
2023-07-12,2.012
2023-07-13,2.006
2023-07-14,1.992
2023-07-15,1.992
2023-07-16,1.992
2023-07-17,1.993
2023-07-18,2.0
2023-07-19,1.986
2023-07-20,1.952
2023-07-21,1.939
2023-07-22,1.939
2023-07-23,1.939
2023-07-24,1.926
2023-07-25,1.903
2023-07-26,1.9
2023-07-27,1.908
2023-07-28,1.902
2023-07-29,1.902
2023-07-30,1.902
2023-07-31,1.91
2023-08-01,1.941
2023-08-02,1.936
2023-08-03,1.938
2023-08-04,1.957
2023-08-05,1.957
2023-08-06,1.957
2023-08-07,1.95
2023-08-08,1.992
2023-08-09,1.965
2023-08-10,1.984
2023-08-11,1.977
2023-08-12,1.977
2023-08-13,1.977
2023-08-14,1.968
2023-08-15,1.99
2023-08-16,1.992
2023-08-17,2.008
2023-08-18,2.011
2023-08-19,2.011
2023-08-20,2.011
2023-08-21,2.029
2023-08-22,2.062
2023-08-23,2.079
2023-08-24,2.096
2023-08-25,2.084
2023-08-26,2.084
2023-08-27,2.084
2023-08-28,2.07
2023-08-29,2.05
2023-08-30,2.047
2023-08-31,2.076
2023-09-01,2.118
2023-09-02,2.118
2023-09-03,2.118
2023-09-04,2.118
2023-09-05,2.117
2023-09-06,2.127
2023-09-07,2.127
2023-09-08,2.111
2023-09-09,2.111
2023-09-10,2.111
2023-09-11,2.08
2023-09-12,2.107
2023-09-13,2.13
2023-09-14,2.116
2023-09-15,2.132
2023-09-16,2.132
2023-09-17,2.132
2023-09-18,2.128
2023-09-19,2.161
2023-09-20,2.165
2023-09-21,2.197
2023-09-22,2.219
2023-09-23,2.219
2023-09-24,2.219
2023-09-25,2.248
2023-09-26,2.251
2023-09-27,2.293
2023-09-28,2.276
2023-09-29,2.246
2023-09-30,2.246
2023-10-01,2.246
2023-10-02,2.273
2023-10-03,2.484
2023-10-04,2.483
2023-10-05,2.598
2023-10-06,2.616
2023-10-07,2.616
2023-10-08,2.616
2023-10-09,2.674
2023-10-10,2.671
2023-10-11,2.723
2023-10-12,2.835
2023-10-13,2.76
2023-10-14,2.76
2023-10-15,2.76
2023-10-16,2.738
2023-10-17,2.722
2023-10-18,2.75
2023-10-19,2.804
2023-10-20,2.817
2023-10-21,2.817
2023-10-22,2.817
2023-10-23,2.767
2023-10-24,2.702
2023-10-25,2.623
2023-10-26,2.621
2023-10-27,2.681
2023-10-28,2.681
2023-10-29,2.681
2023-10-30,2.648
2023-10-31,2.643
2023-11-01,2.634
2023-11-02,2.605
2023-11-03,2.599
2023-11-04,2.599
2023-11-05,2.599
2023-11-06,2.61
2023-11-07,2.607
2023-11-08,2.586
2023-11-09,2.616
2023-11-10,2.601
2023-11-11,2.601
2023-11-12,2.601
2023-11-13,2.594
2023-11-14,2.547
2023-11-15,2.564
2023-11-16,2.557
2023-11-17,2.545
2023-11-18,2.545
2023-11-19,2.545
2023-11-20,2.573
2023-11-21,2.583
2023-11-22,2.553
2023-11-23,2.553
2023-11-24,2.542
2023-11-25,2.542
2023-11-26,2.542
2023-11-27,2.6
2023-11-28,2.597
2023-11-29,2.627
2023-11-30,2.605
2023-12-01,2.559
2023-12-02,2.559
2023-12-03,2.559
2023-12-04,2.528
2023-12-05,2.534
2023-12-06,2.493
2023-12-07,2.493
2023-12-08,2.517
2023-12-09,2.517
2023-12-10,2.517
2023-12-11,2.489
2023-12-12,2.495
2023-12-13,2.42
2023-12-14,2.473
2023-12-15,2.525
2023-12-16,2.525
2023-12-17,2.525
2023-12-18,2.494
2023-12-19,2.476
2023-12-20,2.523
2023-12-21,2.488
2023-12-22,2.488
2023-12-23,2.488
2023-12-24,2.488
2023-12-25,2.488
2023-12-26,2.477
2023-12-27,2.476
2023-12-28,2.46
2023-12-29,2.453
2023-12-30,2.453
2023-12-31,2.453
2024-01-01,2.453
2024-01-02,2.413
2024-01-03,2.434
2024-01-04,2.466
2024-01-05,2.496
2024-01-06,2.496
2024-01-07,2.496
2024-01-08,2.497
2024-01-09,2.481
2024-01-10,2.532
2024-01-11,2.554
2024-01-12,2.529
2024-01-13,2.529
2024-01-14,2.529
2024-01-15,2.529
2024-01-16,2.575
2024-01-17,2.581
2024-01-18,2.585
2024-01-19,2.581
2024-01-20,2.581
2024-01-21,2.581
2024-01-22,2.597
2024-01-23,2.512
2024-01-24,2.551
2024-01-25,2.457
2024-01-26,2.447
2024-01-27,2.447
2024-01-28,2.447
2024-01-29,2.465
2024-01-30,2.436
2024-01-31,2.473
2024-02-01,2.453
2024-02-02,2.49
2024-02-03,2.49
2024-02-04,2.49
2024-02-05,2.559
2024-02-06,2.516
2024-02-07,2.571
2024-02-08,2.563
2024-02-09,2.607
2024-02-10,2.607
2024-02-11,2.607
2024-02-12,2.551
2024-02-13,2.579
2024-02-14,2.593
2024-02-15,2.571
2024-02-16,2.548
2024-02-17,2.548
2024-02-18,2.548
2024-02-19,2.548
2024-02-20,2.476
2024-02-21,2.496
2024-02-22,2.486
2024-02-23,2.475
2024-02-24,2.475
2024-02-25,2.475
2024-02-26,2.483
2024-02-27,2.484
2024-02-28,2.488
2024-02-29,2.447
2024-03-01,2.485
2024-03-02,2.485
2024-03-03,2.485
2024-03-04,2.461
2024-03-05,2.446
2024-03-06,2.467
2024-03-07,2.464
2024-03-08,2.457
2024-03-09,2.457
2024-03-10,2.457
2024-03-11,2.411
2024-03-12,2.444
2024-03-13,2.454
2024-03-14,2.479
2024-03-15,2.472
2024-03-16,2.472
2024-03-17,2.472
2024-03-18,2.474
2024-03-19,2.428
2024-03-20,2.452
2024-03-21,2.426
2024-03-22,2.406
2024-03-23,2.406
2024-03-24,2.406
2024-03-25,2.41
2024-03-26,2.185
2024-03-27,2.222
2024-03-28,2.194
2024-03-29,2.194
2024-03-30,2.194
2024-03-31,2.194
2024-04-01,2.2
2024-04-02,2.153
2024-04-03,2.21
2024-04-04,2.206
2024-04-05,2.221
2024-04-06,2.221
2024-04-07,2.221
2024-04-08,2.22
