,PPBI US Equity
2023-08-19,6.064
2023-08-20,6.064
2023-08-21,6.114
2023-08-22,6.312
2023-08-23,6.231
2023-08-24,6.217
2023-08-25,6.242
2023-08-26,6.242
2023-08-27,6.242
2023-08-28,6.157
2023-08-29,6.157
2023-08-30,6.214
2023-08-31,6.101
2023-09-01,5.911
2023-09-02,5.911
2023-09-03,5.911
2023-09-04,5.911
2023-09-05,6.109
2023-09-06,6.292
2023-09-07,6.323
2023-09-08,6.267
2023-09-09,6.267
2023-09-10,6.267
2023-09-11,6.27
2023-09-12,6.244
2023-09-13,6.284
2023-09-14,6.189
2023-09-15,6.253
2023-09-16,6.253
2023-09-17,6.253
2023-09-18,6.378
2023-09-19,6.337
2023-09-20,6.349
2023-09-21,6.505
2023-09-22,6.584
2023-09-23,6.584
2023-09-24,6.584
2023-09-25,6.43
2023-09-26,6.541
2023-09-27,6.593
2023-09-28,6.587
2023-09-29,6.421
2023-09-30,6.421
2023-10-01,6.421
2023-10-02,6.559
2023-10-03,6.656
2023-10-04,6.66
2023-10-05,6.474
2023-10-06,6.421
2023-10-07,6.421
2023-10-08,6.421
2023-10-09,6.406
2023-10-10,6.342
2023-10-11,6.339
2023-10-12,6.501
2023-10-13,6.634
2023-10-14,6.634
2023-10-15,6.634
2023-10-16,6.532
2023-10-17,6.357
2023-10-18,6.532
2023-10-19,6.634
2023-10-20,6.802
2023-10-21,6.802
2023-10-22,6.802
2023-10-23,6.829
2023-10-24,7.42
2023-10-25,7.54
2023-10-26,7.239
2023-10-27,7.365
2023-10-28,7.365
2023-10-29,7.365
2023-10-30,7.373
2023-10-31,7.354
2023-11-01,7.107
2023-11-02,6.704
2023-11-03,6.437
2023-11-04,6.437
2023-11-05,6.437
2023-11-06,6.545
2023-11-07,6.636
2023-11-08,6.811
2023-11-09,6.948
2023-11-10,6.98
2023-11-11,6.98
2023-11-12,6.98
2023-11-13,6.814
2023-11-14,6.141
2023-11-15,6.146
2023-11-16,6.166
2023-11-17,6.116
2023-11-18,6.116
2023-11-19,6.116
2023-11-20,5.921
2023-11-21,5.96
2023-11-22,5.939
2023-11-23,5.939
2023-11-24,6.028
2023-11-25,6.028
2023-11-26,6.028
2023-11-27,6.065
2023-11-28,6.168
2023-11-29,6.081
2023-11-30,6.1
2023-12-01,5.637
2023-12-02,5.637
2023-12-03,5.637
2023-12-04,5.462
2023-12-05,5.46
2023-12-06,5.445
2023-12-07,5.281
2023-12-08,5.209
2023-12-09,5.209
2023-12-10,5.209
2023-12-11,5.227
2023-12-12,5.235
2023-12-13,4.877
2023-12-14,4.649
2023-12-15,4.696
2023-12-16,4.696
2023-12-17,4.696
2023-12-18,4.726
2023-12-19,4.698
2023-12-20,4.818
2023-12-21,4.745
2023-12-22,4.701
2023-12-23,4.701
2023-12-24,4.701
2023-12-25,4.701
2023-12-26,4.61
2023-12-27,4.588
2023-12-28,4.593
2023-12-29,4.719
2023-12-30,4.719
2023-12-31,4.719
2024-01-01,4.719
2024-01-02,4.765
2024-01-03,4.929
2024-01-04,4.931
2024-01-05,4.936
2024-01-06,4.936
2024-01-07,4.936
2024-01-08,4.812
2024-01-09,4.868
2024-01-10,4.847
2024-01-11,4.911
2024-01-12,4.968
2024-01-13,4.968
2024-01-14,4.968
2024-01-15,4.968
2024-01-16,5.03
2024-01-17,5.118
2024-01-18,5.082
2024-01-19,4.968
2024-01-20,4.968
2024-01-21,4.968
2024-01-22,4.822
2024-01-23,4.913
2024-01-24,4.903
2024-01-25,4.956
2024-01-26,4.908
2024-01-27,4.908
2024-01-28,4.908
2024-01-29,4.896
2024-01-30,5.007
2024-01-31,5.335
2024-02-01,5.375
2024-02-02,5.345
2024-02-03,5.345
2024-02-04,5.345
2024-02-05,5.468
2024-02-06,5.529
2024-02-07,5.559
2024-02-08,5.52
2024-02-09,5.452
2024-02-10,5.452
2024-02-11,5.452
2024-02-12,5.327
2024-02-13,5.651
2024-02-14,5.603
2024-02-15,5.245
2024-02-16,5.346
2024-02-17,5.346
2024-02-18,5.346
2024-02-19,5.346
2024-02-20,5.474
2024-02-21,5.517
2024-02-22,5.573
2024-02-23,5.599
2024-02-24,5.599
2024-02-25,5.599
2024-02-26,5.709
2024-02-27,5.692
2024-02-28,5.866
2024-02-29,5.809
2024-03-01,5.776
2024-03-02,5.776
2024-03-03,5.776
2024-03-04,5.923
2024-03-05,5.658
2024-03-06,5.61
2024-03-07,5.58
2024-03-08,5.613
2024-03-09,5.613
2024-03-10,5.613
2024-03-11,5.615
2024-03-12,5.746
2024-03-13,5.724
2024-03-14,5.998
2024-03-15,5.874
2024-03-16,5.874
2024-03-17,5.874
2024-03-18,5.942
2024-03-19,6.006
2024-03-20,5.719
2024-03-21,5.61
2024-03-22,5.781
2024-03-23,5.781
2024-03-24,5.781
2024-03-25,5.776
2024-03-26,5.786
2024-03-27,5.529
2024-03-28,5.533
2024-03-29,5.533
2024-03-30,5.533
2024-03-31,5.533
2024-04-01,5.634
2024-04-02,5.779
2024-04-03,5.835
2024-04-04,5.84
2024-04-05,5.874
2024-04-06,5.874
2024-04-07,5.874
2024-04-08,5.868
