,SLGN US Equity
2023-09-12,1.662
2023-09-13,1.657
2023-09-14,1.628
2023-09-15,1.628
2023-09-16,1.628
2023-09-17,1.628
2023-09-18,1.62
2023-09-19,1.627
2023-09-20,1.625
2023-09-21,1.638
2023-09-22,1.648
2023-09-23,1.648
2023-09-24,1.648
2023-09-25,1.652
2023-09-26,1.682
2023-09-27,1.678
2023-09-28,1.659
2023-09-29,1.661
2023-09-30,1.661
2023-10-01,1.661
2023-10-02,1.683
2023-10-03,1.691
2023-10-04,1.68
2023-10-05,1.717
2023-10-06,1.74
2023-10-07,1.74
2023-10-08,1.74
2023-10-09,1.7
2023-10-10,1.718
2023-10-11,1.713
2023-10-12,1.787
2023-10-13,1.777
2023-10-14,1.777
2023-10-15,1.777
2023-10-16,1.732
2023-10-17,1.703
2023-10-18,1.719
2023-10-19,1.796
2023-10-20,1.802
2023-10-21,1.802
2023-10-22,1.802
2023-10-23,1.857
2023-10-24,1.786
2023-10-25,1.904
2023-10-26,1.856
2023-10-27,1.875
2023-10-28,1.875
2023-10-29,1.875
2023-10-30,1.858
2023-10-31,1.846
2023-11-01,1.815
2023-11-02,1.787
2023-11-03,1.745
2023-11-04,1.745
2023-11-05,1.745
2023-11-06,1.773
2023-11-07,1.787
2023-11-08,1.789
2023-11-09,1.798
2023-11-10,1.807
2023-11-11,1.807
2023-11-12,1.807
2023-11-13,1.834
2023-11-14,1.769
2023-11-15,1.745
2023-11-16,1.758
2023-11-17,1.754
2023-11-18,1.754
2023-11-19,1.754
2023-11-20,1.771
2023-11-21,1.776
2023-11-22,1.772
2023-11-23,1.772
2023-11-24,1.756
2023-11-25,1.756
2023-11-26,1.756
2023-11-27,1.782
2023-11-28,1.803
2023-11-29,1.781
2023-11-30,1.764
2023-12-01,1.718
2023-12-02,1.718
2023-12-03,1.718
2023-12-04,1.698
2023-12-05,1.739
2023-12-06,1.727
2023-12-07,1.718
2023-12-08,1.739
2023-12-09,1.739
2023-12-10,1.739
2023-12-11,1.739
2023-12-12,1.758
2023-12-13,1.692
2023-12-14,1.656
2023-12-15,1.665
2023-12-16,1.665
2023-12-17,1.665
2023-12-18,1.651
2023-12-19,1.638
2023-12-20,1.65
2023-12-21,1.625
2023-12-22,1.619
2023-12-23,1.619
2023-12-24,1.619
2023-12-25,1.619
2023-12-26,1.607
2023-12-27,1.608
2023-12-28,1.614
2023-12-29,1.627
2023-12-30,1.627
2023-12-31,1.627
2024-01-01,1.627
2024-01-02,1.624
2024-01-03,1.671
2024-01-04,1.658
2024-01-05,1.643
2024-01-06,1.643
2024-01-07,1.643
2024-01-08,1.643
2024-01-09,1.659
2024-01-10,1.675
2024-01-11,1.685
2024-01-12,1.695
2024-01-13,1.695
2024-01-14,1.695
2024-01-15,1.695
2024-01-16,1.717
2024-01-17,1.718
2024-01-18,1.726
2024-01-19,1.706
2024-01-20,1.706
2024-01-21,1.706
2024-01-22,1.691
2024-01-23,1.678
2024-01-24,1.694
2024-01-25,1.674
2024-01-26,1.681
2024-01-27,1.681
2024-01-28,1.681
2024-01-29,1.691
2024-01-30,1.687
2024-01-31,1.607
2024-02-01,1.592
2024-02-02,1.631
2024-02-03,1.631
2024-02-04,1.631
2024-02-05,1.651
2024-02-06,1.663
2024-02-07,1.676
2024-02-08,1.662
2024-02-09,1.646
2024-02-10,1.646
2024-02-11,1.646
2024-02-12,1.617
2024-02-13,1.667
2024-02-14,1.668
2024-02-15,1.661
2024-02-16,1.679
2024-02-17,1.679
2024-02-18,1.679
2024-02-19,1.679
2024-02-20,1.675
2024-02-21,1.658
2024-02-22,1.654
2024-02-23,1.619
2024-02-24,1.619
2024-02-25,1.619
2024-02-26,1.66
2024-02-27,1.674
2024-02-28,1.678
2024-02-29,1.681
2024-03-01,1.688
2024-03-02,1.688
2024-03-03,1.688
2024-03-04,1.702
2024-03-05,1.705
2024-03-06,1.715
2024-03-07,1.689
2024-03-08,1.667
2024-03-09,1.667
2024-03-10,1.667
2024-03-11,1.642
2024-03-12,1.658
2024-03-13,1.651
2024-03-14,1.655
2024-03-15,1.651
2024-03-16,1.651
2024-03-17,1.651
2024-03-18,1.671
2024-03-19,1.659
2024-03-20,1.64
2024-03-21,1.623
2024-03-22,1.626
2024-03-23,1.626
2024-03-24,1.626
2024-03-25,1.616
2024-03-26,1.607
2024-03-27,1.558
2024-03-28,1.514
2024-03-29,1.514
2024-03-30,1.514
2024-03-31,1.514
2024-04-01,1.51
2024-04-02,1.522
2024-04-03,1.533
2024-04-04,1.538
2024-04-05,1.528
2024-04-06,1.528
2024-04-07,1.528
2024-04-08,1.523
