,ALLY US Equity
2023-08-14,4.455
2023-08-15,4.606
2023-08-16,4.682
2023-08-17,4.685
2023-08-18,4.63
2023-08-19,4.63
2023-08-20,4.63
2023-08-21,4.644
2023-08-22,4.847
2023-08-23,4.797
2023-08-24,4.765
2023-08-25,4.864
2023-08-26,4.864
2023-08-27,4.864
2023-08-28,4.849
2023-08-29,4.799
2023-08-30,4.678
2023-08-31,4.553
2023-09-01,4.364
2023-09-02,4.364
2023-09-03,4.364
2023-09-04,4.364
2023-09-05,4.44
2023-09-06,4.51
2023-09-07,4.621
2023-09-08,4.513
2023-09-09,4.513
2023-09-10,4.513
2023-09-11,4.453
2023-09-12,4.399
2023-09-13,4.454
2023-09-14,4.513
2023-09-15,4.42
2023-09-16,4.42
2023-09-17,4.42
2023-09-18,4.502
2023-09-19,4.531
2023-09-20,4.659
2023-09-21,4.755
2023-09-22,4.789
2023-09-23,4.789
2023-09-24,4.789
2023-09-25,4.816
2023-09-26,4.902
2023-09-27,4.865
2023-09-28,4.83
2023-09-29,4.821
2023-09-30,4.821
2023-10-01,4.821
2023-10-02,5.013
2023-10-03,5.178
2023-10-04,5.174
2023-10-05,5.119
2023-10-06,5.096
2023-10-07,5.096
2023-10-08,5.096
2023-10-09,5.052
2023-10-10,4.951
2023-10-11,5.058
2023-10-12,5.208
2023-10-13,5.229
2023-10-14,5.229
2023-10-15,5.229
2023-10-16,5.114
2023-10-17,5.06
2023-10-18,5.017
2023-10-19,5.22
2023-10-20,5.344
2023-10-21,5.344
2023-10-22,5.344
2023-10-23,5.516
2023-10-24,5.647
2023-10-25,5.483
2023-10-26,5.458
2023-10-27,5.462
2023-10-28,5.462
2023-10-29,5.462
2023-10-30,5.38
2023-10-31,5.151
2023-11-01,5.127
2023-11-02,4.799
2023-11-03,4.591
2023-11-04,4.591
2023-11-05,4.591
2023-11-06,4.696
2023-11-07,4.73
2023-11-08,4.763
2023-11-09,4.854
2023-11-10,4.88
2023-11-11,4.88
2023-11-12,4.88
2023-11-13,4.894
2023-11-14,4.608
2023-11-15,4.5
2023-11-16,4.587
2023-11-17,4.529
2023-11-18,4.529
2023-11-19,4.529
2023-11-20,4.511
2023-11-21,4.627
2023-11-22,4.598
2023-11-23,4.598
2023-11-24,4.579
2023-11-25,4.579
2023-11-26,4.579
2023-11-27,4.656
2023-11-28,4.466
2023-11-29,4.35
2023-11-30,4.264
2023-12-01,4.037
2023-12-02,4.037
2023-12-03,4.037
2023-12-04,4.048
2023-12-05,4.044
2023-12-06,4.216
2023-12-07,4.242
2023-12-08,4.142
2023-12-09,4.142
2023-12-10,4.142
2023-12-11,4.15
2023-12-12,4.153
2023-12-13,3.834
2023-12-14,3.591
2023-12-15,3.581
2023-12-16,3.581
2023-12-17,3.581
2023-12-18,3.669
2023-12-19,3.594
2023-12-20,3.686
2023-12-21,3.645
2023-12-22,3.639
2023-12-23,3.639
2023-12-24,3.639
2023-12-25,3.639
2023-12-26,3.6
2023-12-27,3.583
2023-12-28,3.556
2023-12-29,3.577
2023-12-30,3.577
2023-12-31,3.577
2024-01-01,3.577
2024-01-02,3.595
2024-01-03,3.669
2024-01-04,3.709
2024-01-05,3.613
2024-01-06,3.613
2024-01-07,3.613
2024-01-08,3.661
2024-01-09,3.717
2024-01-10,3.734
2024-01-11,3.776
2024-01-12,3.839
2024-01-13,3.839
2024-01-14,3.839
2024-01-15,3.839
2024-01-16,3.838
2024-01-17,3.896
2024-01-18,3.947
2024-01-19,3.517
2024-01-20,3.517
2024-01-21,3.517
2024-01-22,3.444
2024-01-23,3.423
2024-01-24,3.429
2024-01-25,3.39
2024-01-26,3.325
2024-01-27,3.325
2024-01-28,3.325
2024-01-29,3.315
2024-01-30,3.329
2024-01-31,3.356
2024-02-01,3.346
2024-02-02,3.409
2024-02-03,3.409
2024-02-04,3.409
2024-02-05,3.47
2024-02-06,3.46
2024-02-07,3.478
2024-02-08,3.429
2024-02-09,3.439
2024-02-10,3.439
2024-02-11,3.439
2024-02-12,3.351
2024-02-13,3.512
2024-02-14,3.435
2024-02-15,3.363
2024-02-16,3.441
2024-02-17,3.441
2024-02-18,3.441
2024-02-19,3.441
2024-02-20,3.374
2024-02-21,3.41
2024-02-22,3.439
2024-02-23,3.419
2024-02-24,3.419
2024-02-25,3.419
2024-02-26,3.435
2024-02-27,3.383
2024-02-28,3.417
2024-02-29,3.347
2024-03-01,3.316
2024-03-02,3.316
2024-03-03,3.316
2024-03-04,3.358
2024-03-05,3.392
2024-03-06,3.433
2024-03-07,3.388
2024-03-08,3.308
2024-03-09,3.308
2024-03-10,3.308
2024-03-11,3.304
2024-03-12,3.248
2024-03-13,3.226
2024-03-14,3.296
2024-03-15,3.299
2024-03-16,3.299
2024-03-17,3.299
2024-03-18,3.268
2024-03-19,3.277
2024-03-20,3.106
2024-03-21,3.057
2024-03-22,3.159
2024-03-23,3.159
2024-03-24,3.159
2024-03-25,3.155
2024-03-26,3.175
2024-03-27,3.065
2024-03-28,3.065
2024-03-29,3.065
2024-03-30,3.065
2024-03-31,3.065
2024-04-01,3.142
2024-04-02,3.188
2024-04-03,3.186
2024-04-04,3.233
2024-04-05,3.241
2024-04-06,3.241
2024-04-07,3.241
2024-04-08,3.225
