,SPGI US Equity
2023-08-20,1.013
2023-08-21,1.022
2023-08-22,1.009
2023-08-23,0.988
2023-08-24,1.0
2023-08-25,0.994
2023-08-26,0.994
2023-08-27,0.994
2023-08-28,0.989
2023-08-29,0.984
2023-08-30,0.984
2023-08-31,0.988
2023-09-01,0.984
2023-09-02,0.984
2023-09-03,0.984
2023-09-04,0.984
2023-09-05,0.985
2023-09-06,0.984
2023-09-07,0.985
2023-09-08,0.992
2023-09-09,0.992
2023-09-10,0.992
2023-09-11,0.998
2023-09-12,1.004
2023-09-13,0.997
2023-09-14,0.981
2023-09-15,1.001
2023-09-16,1.001
2023-09-17,1.001
2023-09-18,0.999
2023-09-19,1.0
2023-09-20,1.008
2023-09-21,1.046
2023-09-22,1.047
2023-09-23,1.047
2023-09-24,1.047
2023-09-25,1.048
2023-09-26,1.069
2023-09-27,1.072
2023-09-28,1.056
2023-09-29,1.065
2023-09-30,1.065
2023-10-01,1.065
2023-10-02,1.061
2023-10-03,1.092
2023-10-04,1.074
2023-10-05,1.077
2023-10-06,1.069
2023-10-07,1.069
2023-10-08,1.069
2023-10-09,1.062
2023-10-10,1.053
2023-10-11,1.047
2023-10-12,1.064
2023-10-13,1.07
2023-10-14,1.07
2023-10-15,1.07
2023-10-16,1.059
2023-10-17,1.06
2023-10-18,1.082
2023-10-19,1.089
2023-10-20,1.112
2023-10-21,1.112
2023-10-22,1.112
2023-10-23,1.112
2023-10-24,1.119
2023-10-25,1.115
2023-10-26,1.117
2023-10-27,1.136
2023-10-28,1.136
2023-10-29,1.136
2023-10-30,1.127
2023-10-31,1.114
2023-11-01,1.107
2023-11-02,1.033
2023-11-03,1.013
2023-11-04,1.013
2023-11-05,1.013
2023-11-06,1.008
2023-11-07,1.008
2023-11-08,1.004
2023-11-09,1.0
2023-11-10,0.983
2023-11-11,0.983
2023-11-12,0.983
2023-11-13,0.98
2023-11-14,0.957
2023-11-15,0.962
2023-11-16,0.957
2023-11-17,0.948
2023-11-18,0.948
2023-11-19,0.948
2023-11-20,0.942
2023-11-21,0.937
2023-11-22,0.934
2023-11-23,0.934
2023-11-24,0.934
2023-11-25,0.934
2023-11-26,0.934
2023-11-27,0.939
2023-11-28,0.937
2023-11-29,0.933
2023-11-30,0.93
2023-12-01,0.917
2023-12-02,0.917
2023-12-03,0.917
2023-12-04,0.912
2023-12-05,0.914
2023-12-06,0.924
2023-12-07,0.927
2023-12-08,0.931
2023-12-09,0.931
2023-12-10,0.931
2023-12-11,0.913
2023-12-12,0.906
2023-12-13,0.889
2023-12-14,0.884
2023-12-15,0.888
2023-12-16,0.888
2023-12-17,0.888
2023-12-18,0.887
2023-12-19,0.886
2023-12-20,0.904
2023-12-21,0.894
2023-12-22,0.89
2023-12-23,0.89
2023-12-24,0.89
2023-12-25,0.89
2023-12-26,0.887
2023-12-27,0.879
2023-12-28,0.876
2023-12-29,0.878
2023-12-30,0.878
2023-12-31,0.878
2024-01-01,0.878
2024-01-02,0.887
2024-01-03,0.9
2024-01-04,0.9
2024-01-05,0.904
2024-01-06,0.904
2024-01-07,0.904
2024-01-08,0.895
2024-01-09,0.9
2024-01-10,0.894
2024-01-11,0.892
2024-01-12,0.886
2024-01-13,0.886
2024-01-14,0.886
2024-01-15,0.886
2024-01-16,0.887
2024-01-17,0.884
2024-01-18,0.881
2024-01-19,0.876
2024-01-20,0.876
2024-01-21,0.876
2024-01-22,0.871
2024-01-23,0.867
2024-01-24,0.868
2024-01-25,0.861
2024-01-26,0.867
2024-01-27,0.867
2024-01-28,0.867
2024-01-29,0.861
2024-01-30,0.852
2024-01-31,0.863
2024-02-01,0.847
2024-02-02,0.853
2024-02-03,0.853
2024-02-04,0.853
2024-02-05,0.857
2024-02-06,0.854
2024-02-07,0.842
2024-02-08,0.882
2024-02-09,0.867
2024-02-10,0.867
2024-02-11,0.867
2024-02-12,0.873
2024-02-13,0.895
2024-02-14,0.898
2024-02-15,0.891
2024-02-16,0.893
2024-02-17,0.893
2024-02-18,0.893
2024-02-19,0.893
2024-02-20,0.885
2024-02-21,0.889
2024-02-22,0.867
2024-02-23,0.861
2024-02-24,0.861
2024-02-25,0.861
2024-02-26,0.868
2024-02-27,0.88
2024-02-28,0.877
2024-02-29,0.874
2024-03-01,0.873
2024-03-02,0.873
2024-03-03,0.873
2024-03-04,0.883
2024-03-05,0.889
2024-03-06,0.881
2024-03-07,0.88
2024-03-08,0.877
2024-03-09,0.877
2024-03-10,0.877
2024-03-11,0.88
2024-03-12,0.876
2024-03-13,0.877
2024-03-14,0.887
2024-03-15,0.888
2024-03-16,0.888
2024-03-17,0.888
2024-03-18,0.89
2024-03-19,0.886
2024-03-20,0.881
2024-03-21,0.876
2024-03-22,0.896
2024-03-23,0.896
2024-03-24,0.896
2024-03-25,0.897
2024-03-26,0.895
2024-03-27,0.888
2024-03-28,0.883
2024-03-29,0.883
2024-03-30,0.883
2024-03-31,0.883
2024-04-01,0.879
2024-04-02,0.881
2024-04-03,0.881
2024-04-04,0.876
2024-04-05,0.87
2024-04-06,0.87
2024-04-07,0.87
2024-04-08,0.865
