,DGX US Equity
2023-09-12,2.279
2023-09-13,2.263
2023-09-14,2.277
2023-09-15,2.297
2023-09-16,2.297
2023-09-17,2.297
2023-09-18,2.294
2023-09-19,2.298
2023-09-20,2.308
2023-09-21,2.336
2023-09-22,2.336
2023-09-23,2.336
2023-09-24,2.336
2023-09-25,2.321
2023-09-26,2.316
2023-09-27,2.338
2023-09-28,2.339
2023-09-29,2.367
2023-09-30,2.367
2023-10-01,2.367
2023-10-02,2.386
2023-10-03,2.384
2023-10-04,2.354
2023-10-05,2.332
2023-10-06,2.308
2023-10-07,2.308
2023-10-08,2.308
2023-10-09,2.298
2023-10-10,2.317
2023-10-11,2.337
2023-10-12,2.378
2023-10-13,2.341
2023-10-14,2.341
2023-10-15,2.341
2023-10-16,2.336
2023-10-17,2.326
2023-10-18,2.336
2023-10-19,2.335
2023-10-20,2.318
2023-10-21,2.318
2023-10-22,2.318
2023-10-23,2.362
2023-10-24,2.373
2023-10-25,2.334
2023-10-26,2.231
2023-10-27,2.293
2023-10-28,2.293
2023-10-29,2.293
2023-10-30,2.263
2023-10-31,2.251
2023-11-01,2.209
2023-11-02,2.229
2023-11-03,2.187
2023-11-04,2.187
2023-11-05,2.187
2023-11-06,2.187
2023-11-07,2.203
2023-11-08,2.194
2023-11-09,2.224
2023-11-10,2.204
2023-11-11,2.204
2023-11-12,2.204
2023-11-13,2.212
2023-11-14,2.189
2023-11-15,2.162
2023-11-16,2.17
2023-11-17,2.171
2023-11-18,2.171
2023-11-19,2.171
2023-11-20,2.171
2023-11-21,2.18
2023-11-22,2.157
2023-11-23,2.157
2023-11-24,2.16
2023-11-25,2.16
2023-11-26,2.16
2023-11-27,2.164
2023-11-28,2.157
2023-11-29,2.165
2023-11-30,2.134
2023-12-01,2.15
2023-12-02,2.15
2023-12-03,2.15
2023-12-04,2.13
2023-12-05,2.171
2023-12-06,2.17
2023-12-07,2.165
2023-12-08,2.154
2023-12-09,2.154
2023-12-10,2.154
2023-12-11,2.138
2023-12-12,2.1
2023-12-13,2.075
2023-12-14,2.133
2023-12-15,2.168
2023-12-16,2.168
2023-12-17,2.168
2023-12-18,2.156
2023-12-19,2.146
2023-12-20,2.173
2023-12-21,2.152
2023-12-22,2.141
2023-12-23,2.141
2023-12-24,2.141
2023-12-25,2.141
2023-12-26,2.141
2023-12-27,2.128
2023-12-28,2.127
2023-12-29,2.124
2023-12-30,2.124
2023-12-31,2.124
2024-01-01,2.124
2024-01-02,2.071
2024-01-03,2.088
2024-01-04,2.074
2024-01-05,2.054
2024-01-06,2.054
2024-01-07,2.054
2024-01-08,2.059
2024-01-09,2.052
2024-01-10,2.127
2024-01-11,2.148
2024-01-12,2.155
2024-01-13,2.155
2024-01-14,2.155
2024-01-15,2.155
2024-01-16,2.167
2024-01-17,2.169
2024-01-18,2.161
2024-01-19,2.188
2024-01-20,2.188
2024-01-21,2.188
2024-01-22,2.219
2024-01-23,2.235
2024-01-24,2.27
2024-01-25,2.229
2024-01-26,2.224
2024-01-27,2.224
2024-01-28,2.224
2024-01-29,2.243
2024-01-30,2.251
2024-01-31,2.258
2024-02-01,2.286
2024-02-02,2.339
2024-02-03,2.339
2024-02-04,2.339
2024-02-05,2.362
2024-02-06,2.316
2024-02-07,2.295
2024-02-08,2.31
2024-02-09,2.307
2024-02-10,2.307
2024-02-11,2.307
2024-02-12,2.249
2024-02-13,2.287
2024-02-14,2.289
2024-02-15,2.325
2024-02-16,2.358
2024-02-17,2.358
2024-02-18,2.358
2024-02-19,2.358
2024-02-20,2.362
2024-02-21,2.307
2024-02-22,2.333
2024-02-23,2.301
2024-02-24,2.301
2024-02-25,2.301
2024-02-26,2.317
2024-02-27,2.312
2024-02-28,2.327
2024-02-29,2.341
2024-03-01,2.345
2024-03-02,2.345
2024-03-03,2.345
2024-03-04,2.333
2024-03-05,2.348
2024-03-06,2.304
2024-03-07,2.295
2024-03-08,2.298
2024-03-09,2.298
2024-03-10,2.298
2024-03-11,2.259
2024-03-12,2.253
2024-03-13,2.259
2024-03-14,2.3
2024-03-15,2.279
2024-03-16,2.279
2024-03-17,2.279
2024-03-18,2.282
2024-03-19,2.265
2024-03-20,2.289
2024-03-21,2.28
2024-03-22,2.271
2024-03-23,2.271
2024-03-24,2.271
2024-03-25,2.272
2024-03-26,2.279
2024-03-27,2.241
2024-03-28,2.206
2024-03-29,2.206
2024-03-30,2.206
2024-03-31,2.206
2024-04-01,2.179
2024-04-02,2.22
2024-04-03,2.218
2024-04-04,2.233
2024-04-05,2.235
2024-04-06,2.235
2024-04-07,2.235
2024-04-08,2.245
