,IP US Equity
2023-09-14,5.506
2023-09-15,5.565
2023-09-16,5.565
2023-09-17,5.565
2023-09-18,5.578
2023-09-19,5.588
2023-09-20,5.651
2023-09-21,5.583
2023-09-22,5.593
2023-09-23,5.593
2023-09-24,5.593
2023-09-25,5.474
2023-09-26,5.518
2023-09-27,5.452
2023-09-28,5.39
2023-09-29,5.372
2023-09-30,5.372
2023-10-01,5.372
2023-10-02,5.372
2023-10-03,5.421
2023-10-04,5.377
2023-10-05,5.452
2023-10-06,5.515
2023-10-07,5.515
2023-10-08,5.515
2023-10-09,5.419
2023-10-10,5.387
2023-10-11,5.378
2023-10-12,5.426
2023-10-13,5.421
2023-10-14,5.421
2023-10-15,5.421
2023-10-16,5.443
2023-10-17,5.366
2023-10-18,5.404
2023-10-19,5.562
2023-10-20,5.717
2023-10-21,5.717
2023-10-22,5.717
2023-10-23,5.879
2023-10-24,5.729
2023-10-25,5.753
2023-10-26,5.817
2023-10-27,5.772
2023-10-28,5.772
2023-10-29,5.772
2023-10-30,5.728
2023-10-31,5.671
2023-11-01,5.691
2023-11-02,5.617
2023-11-03,5.528
2023-11-04,5.528
2023-11-05,5.528
2023-11-06,5.568
2023-11-07,5.65
2023-11-08,5.699
2023-11-09,5.748
2023-11-10,5.777
2023-11-11,5.777
2023-11-12,5.777
2023-11-13,5.895
2023-11-14,5.622
2023-11-15,5.531
2023-11-16,5.605
2023-11-17,5.645
2023-11-18,5.645
2023-11-19,5.645
2023-11-20,5.784
2023-11-21,5.8
2023-11-22,5.724
2023-11-23,5.724
2023-11-24,5.722
2023-11-25,5.722
2023-11-26,5.722
2023-11-27,5.523
2023-11-28,5.5
2023-11-29,5.265
2023-11-30,5.101
2023-12-01,5.067
2023-12-02,5.067
2023-12-03,5.067
2023-12-04,5.044
2023-12-05,5.171
2023-12-06,5.156
2023-12-07,5.118
2023-12-08,5.115
2023-12-09,5.115
2023-12-10,5.115
2023-12-11,5.105
2023-12-12,5.227
2023-12-13,5.105
2023-12-14,5.002
2023-12-15,5.034
2023-12-16,5.034
2023-12-17,5.034
2023-12-18,5.115
2023-12-19,5.112
2023-12-20,5.15
2023-12-21,5.151
2023-12-22,5.143
2023-12-23,5.143
2023-12-24,5.143
2023-12-25,5.143
2023-12-26,5.151
2023-12-27,5.167
2023-12-28,5.198
2023-12-29,5.213
2023-12-30,5.213
2023-12-31,5.213
2024-01-01,5.213
2024-01-02,5.157
2024-01-03,5.184
2024-01-04,5.167
2024-01-05,5.056
2024-01-06,5.056
2024-01-07,5.056
2024-01-08,5.001
2024-01-09,5.0
2024-01-10,5.014
2024-01-11,4.98
2024-01-12,5.0
2024-01-13,5.0
2024-01-14,5.0
2024-01-15,5.0
2024-01-16,5.048
2024-01-17,5.104
2024-01-18,5.133
2024-01-19,5.126
2024-01-20,5.126
2024-01-21,5.126
2024-01-22,5.181
2024-01-23,5.159
2024-01-24,5.206
2024-01-25,5.002
2024-01-26,5.013
2024-01-27,5.013
2024-01-28,5.013
2024-01-29,5.129
2024-01-30,5.185
2024-01-31,5.256
2024-02-01,5.47
2024-02-02,5.614
2024-02-03,5.614
2024-02-04,5.614
2024-02-05,5.697
2024-02-06,5.677
2024-02-07,5.553
2024-02-08,5.389
2024-02-09,5.333
2024-02-10,5.333
2024-02-11,5.333
2024-02-12,5.297
2024-02-13,5.433
2024-02-14,5.446
2024-02-15,5.362
2024-02-16,5.252
2024-02-17,5.252
2024-02-18,5.252
2024-02-19,5.252
2024-02-20,5.261
2024-02-21,5.344
2024-02-22,5.381
2024-02-23,5.344
2024-02-24,5.344
2024-02-25,5.344
2024-02-26,5.491
2024-02-27,5.427
2024-02-28,5.361
2024-02-29,5.249
2024-03-01,5.295
2024-03-02,5.295
2024-03-03,5.295
2024-03-04,5.155
2024-03-05,5.16
2024-03-06,5.181
2024-03-07,5.156
2024-03-08,5.105
2024-03-09,5.105
2024-03-10,5.105
2024-03-11,5.052
2024-03-12,5.12
2024-03-13,5.098
2024-03-14,5.112
2024-03-15,5.089
2024-03-16,5.089
2024-03-17,5.089
2024-03-18,5.295
2024-03-19,4.772
2024-03-20,4.716
2024-03-21,4.639
2024-03-22,4.68
2024-03-23,4.68
2024-03-24,4.68
2024-03-25,4.529
2024-03-26,4.84
2024-03-27,4.694
2024-03-28,4.739
2024-03-29,4.739
2024-03-30,4.739
2024-03-31,4.739
2024-04-01,4.737
2024-04-02,4.778
2024-04-03,4.733
2024-04-04,4.706
2024-04-05,4.783
2024-04-06,4.783
2024-04-07,4.783
2024-04-08,4.839
